S_S2_Ea_076_v1v9_1	1.6.5.3
S_S2_Ea_076_v1v9_1072	5.3.3.2
S_S2_Ea_076_v1v9_1073	2.3.2.3
S_S2_Ea_076_v1v9_1074	2.3.2.3
S_S2_Ea_076_v1v9_1075	5.4.99.29
S_S2_Ea_076_v1v9_1076	5.4.99.29
S_S2_Ea_076_v1v9_1077	5.4.99.28
S_S2_Ea_076_v1v9_1078	5.4.99.28
S_S2_Ea_076_v1v9_1079	1.3.98.1
S_S2_Ea_076_v1v9_1080	6.1.1.13
S_S2_Ea_076_v1v9_1081	6.1.1.13
S_S2_Ea_076_v1v9_1082	1.11.1.9
S_S2_Ea_076_v1v9_1083	1.13.11.2
S_S2_Ea_076_v1v9_1084	1.13.11.2
S_S2_Ea_076_v1v9_1085	4.1.2.29
S_S2_Ea_076_v1v9_1086	3.2.1.85
S_S2_Ea_076_v1v9_1087	4.1.1.101
S_S2_Ea_076_v1v9_1088	1.1.1.346
S_S2_Ea_076_v1v9_1089	1.1.1.346
S_S2_Ea_076_v1v9_1090	1.8.1.7
S_S2_Ea_076_v1v9_1091	1.8.1.7
S_S2_Ea_076_v1v9_1092	2.1.1.35
S_S2_Ea_076_v1v9_1093	2.1.1.104
S_S2_Ea_076_v1v9_1094	1.8.4.14
S_S2_Ea_076_v1v9_1095	2.3.1.89
S_S2_Ea_076_v1v9_1096	3.2.1.17
S_S2_Ea_076_v1v9_1097	3.2.1.96
S_S2_Ea_076_v1v9_1098	2.7.8.20
S_S2_Ea_076_v1v9_1099	2.7.8.20
S_S2_Ea_076_v1v9_1100	2.7.8.20
S_S2_Ea_076_v1v9_1101	2.7.8.20
S_S2_Ea_076_v1v9_1102	6.3.4.18
S_S2_Ea_076_v1v9_1103	3.4.11.7
S_S2_Ea_076_v1v9_1104	2.4.1.208
S_S2_Ea_076_v1v9_1105	2.3.3.10
S_S2_Ea_076_v1v9_1106	2.3.1.9
S_S2_Ea_076_v1v9_1107	1.1.1.88
S_S2_Ea_076_v1v9_1108	2.7.4.2
S_S2_Ea_076_v1v9_1109	4.1.1.33
S_S2_Ea_076_v1v9_1110	2.7.1.36
S_S2_Ea_076_v1v9_1111	1.4.1.1
S_S2_Ea_076_v1v9_1112	1.4.1.1
S_S2_Ea_076_v1v9_1113	1.4.1.1
S_S2_Ea_076_v1v9_1114	3.2.1.80
S_S2_Ea_076_v1v9_1115	2.7.1.66
S_S2_Ea_076_v1v9_1116	3.1.26.8
S_S2_Ea_076_v1v9_1117	2.4.2.28
S_S2_Ea_076_v1v9_1118	5.3.2.6
S_S2_Ea_076_v1v9_1119	6.3.2.2
S_S2_Ea_076_v1v9_1120	4.1.1.5
S_S2_Ea_076_v1v9_1121	3.4.14.11
S_S2_Ea_076_v1v9_1122	5.1.1.5
S_S2_Ea_076_v1v9_1123	3.6.3.35
S_S2_Ea_076_v1v9_1124	3.1.3.90
S_S2_Ea_076_v1v9_1125	1.11.1.10
S_S2_Ea_076_v1v9_1126	1.4.5.1
S_S2_Ea_076_v1v9_1127	2.6.1.14
S_S2_Ea_076_v1v9_1128	2.7.1.21
S_S2_Ea_076_v1v9_1129	2.1.1.172
S_S2_Ea_076_v1v9_1130	2.1.1.172
S_S2_Ea_076_v1v9_1131	3.1.2.6
S_S2_Ea_076_v1v9_1132	6.3.1.5
S_S2_Ea_076_v1v9_1133	3.4.22.40
S_S2_Ea_076_v1v9_1134	3.5.1.9
S_S2_Ea_076_v1v9_1135	3.1.3.104
S_S2_Ea_076_v1v9_1136	6.3.2.7
S_S2_Ea_076_v1v9_1137	2.5.1.48
S_S2_Ea_076_v1v9_1138	4.2.1.28
S_S2_Ea_076_v1v9_1139	4.2.1.28
S_S2_Ea_076_v1v9_1140	4.2.1.28
S_S2_Ea_076_v1v9_1141	4.3.1.7
S_S2_Ea_076_v1v9_1142	4.3.1.7
S_S2_Ea_076_v1v9_1143	2.4.1.187
S_S2_Ea_076_v1v9_1144	4.1.1.12
S_S2_Ea_076_v1v9_1145	4.1.1.12
S_S2_Ea_076_v1v9_1146	2.1.1.196
S_S2_Ea_076_v1v9_1147	2.1.1.289
S_S2_Ea_076_v1v9_1148	2.5.1.134
S_S2_Ea_076_v1v9_1149	3.5.99.2
S_S2_Ea_076_v1v9_1150	5.4.99.62
S_S2_Ea_076_v1v9_1151	5.1.3.25
S_S2_Ea_076_v1v9_1152	5.1.3.14
S_S2_Ea_076_v1v9_1153	5.1.3.14
S_S2_Ea_076_v1v9_1154	1.1.1.405
S_S2_Ea_076_v1v9_1155	3.2.2.8
S_S2_Ea_076_v1v9_1156	2.7.1.198
S_S2_Ea_076_v1v9_1157	2.7.1.198
S_S2_Ea_076_v1v9_1158	2.7.1.198
S_S2_Ea_076_v1v9_1159	2.7.1.198
S_S2_Ea_076_v1v9_1160	2.7.1.198
S_S2_Ea_076_v1v9_1161	2.7.1.198
S_S2_Ea_076_v1v9_1162	2.7.1.198
S_S2_Ea_076_v1v9_1163	2.7.1.198
S_S2_Ea_076_v1v9_1164	2.7.1.198
S_S2_Ea_076_v1v9_1165	2.7.1.12
S_S2_Ea_076_v1v9_1166	3.6.3.44
S_S2_Ea_076_v1v9_1167	3.5.3.8
S_S2_Ea_076_v1v9_1168	1.1.1.17
S_S2_Ea_076_v1v9_1169	1.1.1.17
S_S2_Ea_076_v1v9_1170	3.5.1.105
S_S2_Ea_076_v1v9_1171	3.5.1.105
S_S2_Ea_076_v1v9_1172	4.1.99.3
S_S2_Ea_076_v1v9_1173	3.4.25.2
S_S2_Ea_076_v1v9_1174	2.3.3.5
S_S2_Ea_076_v1v9_1175	1.1.1.284
S_S2_Ea_076_v1v9_1176	4.1.2.43
S_S2_Ea_076_v1v9_1177	4.1.2.43
S_S2_Ea_076_v1v9_1178	1.3.5.3
S_S2_Ea_076_v1v9_1179	1.6.99.3
S_S2_Ea_076_v1v9_1180	1.6.99.3
S_S2_Ea_076_v1v9_1181	1.7.1.7
S_S2_Ea_076_v1v9_1182	2.7.1.16
S_S2_Ea_076_v1v9_1183	2.4.1.7
S_S2_Ea_076_v1v9_1184	3.6.3.32
S_S2_Ea_076_v1v9_1185	3.1.4.53
S_S2_Ea_076_v1v9_1186	1.1.1.127
S_S2_Ea_076_v1v9_1187	1.1.1.127
S_S2_Ea_076_v1v9_1188	1.1.1.127
S_S2_Ea_076_v1v9_1189	3.4.13.21
S_S2_Ea_076_v1v9_1190	1.6.5.5
S_S2_Ea_076_v1v9_1191	1.6.5.5
S_S2_Ea_076_v1v9_1192	1.6.5.5
S_S2_Ea_076_v1v9_1193	1.6.5.5
S_S2_Ea_076_v1v9_1194	5.3.1.27
S_S2_Ea_076_v1v9_1195	5.3.1.27
S_S2_Ea_076_v1v9_1196	5.3.1.27
S_S2_Ea_076_v1v9_1197	3.4.11.5
S_S2_Ea_076_v1v9_1198	1.1.1.90
S_S2_Ea_076_v1v9_1199	3.6.3.16
S_S2_Ea_076_v1v9_1200	2.6.1.21
S_S2_Ea_076_v1v9_1201	2.4.1.8
S_S2_Ea_076_v1v9_1202	6.4.1.1
S_S2_Ea_076_v1v9_1203	4.1.2.27
S_S2_Ea_076_v1v9_1204	4.1.2.27
S_S2_Ea_076_v1v9_1205	4.1.2.27
S_S2_Ea_076_v1v9_1206	5.4.3.5
S_S2_Ea_076_v1v9_1207	5.4.3.5
S_S2_Ea_076_v1v9_1208	2.3.1.263
S_S2_Ea_076_v1v9_1209	2.3.1.263
S_S2_Ea_076_v1v9_1210	1.2.1.87
S_S2_Ea_076_v1v9_1211	1.2.1.87
S_S2_Ea_076_v1v9_1212	5.3.1.15
S_S2_Ea_076_v1v9_1213	1.13.12.4
S_S2_Ea_076_v1v9_1214	1.13.12.4
S_S2_Ea_076_v1v9_1215	2.5.1.83
S_S2_Ea_076_v1v9_1216	4.4.1.1
S_S2_Ea_076_v1v9_1217	4.4.1.2
S_S2_Ea_076_v1v9_1218	2.3.1.200
S_S2_Ea_076_v1v9_1219	1.1.3.21
S_S2_Ea_076_v1v9_1220	4.1.1.61
S_S2_Ea_076_v1v9_1221	5.1.1.4
S_S2_Ea_076_v1v9_1222	1.1.1.26
S_S2_Ea_076_v1v9_1223	3.4.11.14
S_S2_Ea_076_v1v9_1224	2.7.1.203
S_S2_Ea_076_v1v9_1225	2.7.1.203
S_S2_Ea_076_v1v9_1226	2.7.1.204
S_S2_Ea_076_v1v9_1227	2.7.1.204
S_S2_Ea_076_v1v9_1228	1.2.1.67
S_S2_Ea_076_v1v9_1229	1.11.2.4
S_S2_Ea_076_v1v9_1230	1.1.1.308
S_S2_Ea_076_v1v9_1231	3.7.1.3
S_S2_Ea_076_v1v9_1232	3.1.4.17
S_S2_Ea_076_v1v9_1233	2.3.1.222
S_S2_Ea_076_v1v9_1234	1.21.4.1
