ID	Total pathways	Naive	MinPath	Bacteria	Non-Bacteria	Cyclitol biosynthesis	8-oxo-GTP-detoxification	Antibiotic resistance	Other degradation	Protein modification	Secondary metabolite biosynthesis	Carboxylic acid biosynthesis	Fluorescence protein biosynthesis	Aldehyde degradation	Aminoacyl-tRNAs-charging	Amide, amidine, amine, and polyamine biosynthesis	Storage compound biosynthesis	Cyclitol degradation	Cofactor, carrier, and vitamin biosynthesis	Amide, amidine, amine, and polyamine degradation	Hydrocarbon degradation	Aromatic compound degradation	Protein degradation	Cell structure biosynthesis	Carboxylic acid degradation	Acetate degradation	Alcohol degradation	Chlorinated compound degradation	Polyprenyl biosynthesis	Tetrapyrrole biosynthesis	nan	Hormone, neurotransmitter, and signaling molecule degradation	Cyanide detoxification	Carbohydrate biosynthesis	Nucleotide-alditol biosynthesis	Secondary metabolite degradation	Amino acid biosynthesis	Chromoprotein biosynthesis	Nucleoside and nucleotide degradation	Carbohydrate degradation	Polymeric compound degradation	Other biosynthesis	Arsenic detoxification	Reactive oxygen species degradation	C1 Compound utilization and assimilation	Fatty acid and lipid degradation	Hormone, neurotransmitter, and signaling molecule biosynthesis	Nucleoside and nucleotide biosynthesis	Mercury detoxification	Nucleic acid processing	Methylglyoxal detoxification	Cofactor, carrier, and vitamin degradation	Inorganic nutrient metabolism	Acid resistance	Amino acid degradation	Metabolic regulator biosynthesis	Nitrogen remobilization from senescing leaves	Metabolic regulators	Aromatic compound biosynthesis	Hydrocarbon biosynthesis	Fatty acid and lipid biosynthesis	Seleno amino acid detoxification
S_S2_Et_074_updated_parsed_report.tsv	757	757	519	757	0	1	1	4	7	5	37	7	0	2	3	9	4	7	91	17	0	21	0	28	25	1	13	2	6	10	757	0	0	70	0	6	52	0	19	75	15	8	3	2	14	5	5	35	1	6	1	0	23	1	53	3	0	1	9	0	38	0
S_NS6_Bu_036_v1v9_updated_parsed_report.tsv	767	767	535	767	0	1	0	3	5	3	45	8	0	1	3	8	2	2	100	9	0	7	0	87	20	1	8	0	6	2	767	0	0	106	1	4	56	0	20	64	15	10	3	1	16	2	3	33	0	6	1	0	30	2	47	3	0	3	8	0	50	0
S_NS1_Cb_011_updated_parsed_report.tsv	766	766	530	766	0	1	1	2	7	4	36	7	0	2	3	10	5	2	88	19	0	32	0	25	27	1	16	3	6	3	766	0	0	60	0	7	53	0	24	75	13	7	3	1	17	5	6	33	1	6	1	0	27	1	52	2	0	1	8	0	38	0
S_S5_Fp_105_v1v9_updated_parsed_report.tsv	602	602	394	602	0	0	1	2	5	4	41	6	0	2	3	10	4	2	76	6	0	11	0	15	18	1	10	1	6	9	602	1	0	42	0	2	50	0	19	58	11	5	0	0	15	3	1	33	0	6	1	0	13	2	46	1	0	1	8	0	35	0
S_S2_Ea_076_updated_parsed_report.tsv	740	740	478	740	0	1	1	2	9	6	46	7	0	2	3	4	4	3	87	12	0	28	0	56	21	1	16	3	7	6	740	0	0	77	1	4	49	0	20	71	10	8	3	1	14	3	4	35	0	7	1	0	21	2	61	0	0	2	6	0	35	0
S_NS1_Bt_005_updated_parsed_report.tsv	758	758	523	758	0	1	1	3	5	2	49	7	0	2	3	8	2	2	84	9	0	8	0	69	24	1	8	0	6	9	758	0	0	81	0	6	56	0	20	64	16	11	3	2	17	4	4	35	0	6	1	0	31	2	48	0	0	3	10	0	51	0
S_NS6_Blss_040_updated_parsed_report.tsv	600	600	351	600	0	1	1	2	4	6	31	6	0	1	2	3	3	2	74	9	0	3	0	52	12	1	8	1	5	8	600	0	0	77	1	4	50	0	14	46	9	9	3	0	15	3	2	30	1	6	0	0	19	0	45	2	0	2	6	0	32	0
S_NS1_Cp_013_v1v9_updated_parsed_report.tsv	702	702	446	702	0	0	1	3	6	5	40	7	0	1	3	13	5	5	78	11	0	6	0	65	18	1	11	1	6	8	702	0	0	89	0	2	46	0	18	59	10	10	3	1	15	6	3	37	1	6	1	0	21	3	51	0	0	1	7	0	37	0
S_S5_He_108_v1v9_updated_parsed_report.tsv	748	748	510	748	0	1	1	2	9	3	43	6	0	2	3	7	4	5	99	17	1	9	0	33	18	1	13	2	6	12	748	0	0	55	0	8	53	0	23	75	15	4	3	2	16	8	4	35	1	6	1	0	29	1	54	2	0	1	10	0	45	0
S_NS1_Em_018_v1v9_updated_parsed_report.tsv	1026	1026	760	1026	0	1	1	4	9	6	58	7	0	4	3	14	5	2	116	31	1	51	0	83	41	1	17	11	6	11	1026	0	0	96	0	9	56	0	28	88	11	13	3	2	18	12	5	38	0	7	2	0	40	2	60	6	0	4	16	2	57	0
S_NS1_Ao_003_updated_parsed_report.tsv	607	607	412	607	0	1	0	3	4	3	35	6	0	1	3	8	4	2	77	7	0	7	0	45	7	1	9	0	6	2	607	0	0	45	0	5	51	0	19	46	7	7	0	2	14	2	3	32	0	6	1	0	16	2	48	0	0	1	6	0	44	0
S_NS6_Af_030_updated_parsed_report.tsv	614	614	418	614	0	1	0	3	4	3	35	7	0	1	3	7	4	2	77	6	0	7	0	46	11	1	10	0	6	2	614	0	0	50	0	4	52	0	19	50	7	7	0	1	14	2	3	32	0	6	1	0	13	2	48	0	0	1	6	0	45	0
S_NS6_Ao_031_v1v9_updated_parsed_report.tsv	612	612	423	612	0	1	0	3	4	3	36	6	0	1	3	8	4	2	77	7	0	7	0	45	7	1	9	0	6	2	612	0	0	49	0	5	53	0	19	46	7	7	0	2	14	2	3	32	0	6	1	0	13	2	49	0	0	1	6	0	44	0
S_S5_Ca_088_updated_parsed_report.tsv	544	544	313	544	0	0	1	2	2	4	29	6	0	1	2	5	2	5	58	4	0	4	0	53	8	1	11	0	5	1	544	0	0	74	0	2	48	0	15	49	7	7	3	0	13	1	2	31	0	6	0	0	21	0	39	0	0	1	5	0	28	0
S_S5_Pd_111_updated_parsed_report.tsv	788	788	553	788	0	1	1	4	5	2	44	9	0	2	3	9	3	2	100	7	0	7	0	71	21	1	11	1	6	2	788	0	0	94	0	6	56	0	20	70	11	9	3	2	18	3	4	34	0	6	1	0	34	2	50	4	0	2	10	0	45	0
S_S2_Af_119_v1v9_updated_parsed_report.tsv	604	604	413	604	0	1	0	3	4	3	35	6	0	1	3	7	4	2	77	6	0	7	0	46	6	1	9	0	6	2	604	0	0	51	0	4	50	0	19	46	7	7	0	1	14	2	3	32	0	6	1	0	13	2	46	0	0	1	6	0	45	0
S_NS6_Ba_039_updated_parsed_report.tsv	584	584	337	584	0	1	1	2	4	6	27	6	0	1	2	3	3	2	73	8	0	4	0	54	10	1	8	1	5	1	584	0	0	78	1	2	51	0	12	42	7	10	0	0	15	3	2	28	0	6	0	0	17	0	43	2	0	3	7	0	32	0
S_S2_Fp_079_v1v9_updated_parsed_report.tsv	601	601	393	601	0	0	1	2	5	4	41	6	0	2	3	10	4	2	76	6	0	11	0	15	18	1	10	1	6	9	601	1	0	42	0	2	50	0	19	57	11	5	0	0	15	3	1	33	0	6	1	0	13	2	46	1	0	1	8	0	35	0
S_S2_El_072_updated_parsed_report.tsv	617	617	376	617	0	0	0	3	4	4	34	5	0	3	2	6	2	3	75	10	0	9	0	62	9	1	10	0	5	2	617	0	0	84	0	3	49	0	15	34	3	9	3	2	15	5	4	31	0	6	1	0	23	1	39	3	0	2	8	0	39	0
S_S5_Pd_111_v1v9_updated_parsed_report.tsv	788	788	553	788	0	1	1	4	5	2	44	9	0	2	3	9	3	2	100	7	0	7	0	71	21	1	11	1	6	2	788	0	0	94	0	6	56	0	20	70	11	9	3	2	18	3	4	34	0	6	1	0	34	2	50	4	0	2	10	0	45	0
S_NS1_Cp_013_updated_parsed_report.tsv	702	702	446	702	0	0	1	3	6	5	40	7	0	1	3	13	5	5	78	11	0	6	0	65	18	1	11	1	6	8	702	0	0	89	0	2	46	0	18	59	10	10	3	1	15	6	3	37	1	6	1	0	21	3	51	0	0	1	7	0	37	0
S_NS1_Shsn_025_updated_parsed_report.tsv	704	704	464	704	0	1	1	3	9	6	48	6	0	2	3	6	4	2	102	14	0	15	0	58	14	1	16	2	7	11	704	0	0	55	0	4	47	0	17	54	5	10	3	2	14	3	5	35	0	6	1	0	28	0	45	2	0	2	8	0	34	0
S_NS6_Bv_037_updated_parsed_report.tsv	763	763	542	763	0	1	1	3	5	3	43	6	0	3	3	8	5	2	103	9	0	7	0	67	22	1	11	0	6	9	763	0	0	84	0	6	56	0	20	67	13	11	3	1	16	2	4	35	0	6	1	0	28	2	50	3	0	2	9	0	44	0
S_NS6_Cb_041_v1v9_updated_parsed_report.tsv	769	769	540	769	0	1	1	2	6	4	36	7	0	2	3	11	5	2	88	19	0	31	0	21	28	1	17	3	6	3	769	0	0	60	0	7	54	0	24	76	14	8	3	1	17	5	6	33	1	6	1	0	26	1	54	2	0	1	8	0	38	0
S_S2_El_072_v1v9_updated_parsed_report.tsv	617	617	376	617	0	0	0	3	4	4	34	5	0	3	2	6	2	3	75	10	0	9	0	62	9	1	10	0	5	2	617	0	0	84	0	3	49	0	15	34	3	9	3	2	15	5	4	31	0	6	1	0	23	1	39	3	0	2	8	0	39	0
S_NS1_Cb_011_v1v9_updated_parsed_report.tsv	766	766	530	766	0	1	1	2	7	4	36	7	0	2	3	10	5	2	88	19	0	32	0	25	27	1	16	3	6	3	766	0	0	60	0	7	53	0	24	75	13	7	3	1	17	5	6	33	1	6	1	0	27	1	52	2	0	1	8	0	38	0
S_S5_Rg_113_updated_parsed_report.tsv	628	628	435	628	0	0	1	3	4	2	35	6	0	2	3	8	2	2	90	10	0	6	0	27	12	1	14	1	6	10	628	0	0	49	0	6	52	0	20	68	10	4	3	1	14	3	2	32	0	6	1	0	21	2	41	1	0	1	7	0	36	0
S_NS6_Ef_051_updated_parsed_report.tsv	1009	1009	755	1009	0	1	1	4	9	6	57	7	0	4	3	14	5	2	116	29	1	44	0	82	38	1	18	12	6	11	1009	0	0	97	0	9	54	0	23	86	11	14	3	2	18	12	5	38	0	7	2	0	40	2	60	6	0	4	15	2	57	0
S_NS1_Pd_022_v1v9_updated_parsed_report.tsv	780	780	548	780	0	1	1	5	5	2	44	9	0	2	3	9	3	2	100	7	0	7	0	71	18	1	11	1	6	2	780	0	0	94	0	7	55	0	19	63	9	9	3	2	18	3	4	34	0	6	1	0	34	2	50	4	0	2	10	0	45	0
S_NS1_Sw_027_v1v9_updated_parsed_report.tsv	596	596	392	596	0	1	1	2	7	4	40	6	0	0	2	12	2	2	83	11	0	11	0	37	11	1	9	4	5	9	596	0	0	22	0	3	47	0	19	30	6	7	3	1	15	2	5	31	1	6	0	0	23	2	53	2	0	2	4	0	48	0
S_NS1_Et_015_updated_parsed_report.tsv	752	752	511	752	0	1	1	4	7	5	37	7	0	2	3	9	4	7	93	17	0	21	0	28	24	1	14	2	6	10	752	0	0	71	0	6	51	0	19	77	15	8	3	2	14	4	5	35	1	6	1	0	23	1	49	3	0	1	7	0	38	0
S_S2_Fp_080_updated_parsed_report.tsv	694	694	438	694	0	0	0	4	6	3	39	7	0	1	3	10	4	3	62	13	1	23	0	63	22	1	14	2	6	6	694	0	0	72	0	7	54	0	22	65	9	4	3	1	16	9	2	32	0	6	1	0	19	2	53	0	0	1	10	0	33	0
S_NS1_Ba_008_updated_parsed_report.tsv	593	593	345	593	0	1	1	2	4	6	28	6	0	1	2	3	3	2	69	9	0	4	0	53	10	1	9	1	5	1	593	0	0	78	1	4	50	0	14	42	9	10	3	0	15	3	2	30	1	6	0	0	19	0	45	2	0	2	6	0	32	0
S_S2_Rg_085_updated_parsed_report.tsv	630	630	440	630	0	0	1	4	4	4	36	6	0	2	3	8	2	2	91	9	0	3	0	27	12	1	14	1	6	10	630	0	0	49	0	6	52	0	20	66	8	4	3	1	14	3	2	34	0	6	1	0	21	2	43	1	0	1	7	0	36	0
S_S2_Cs_071_v1v9_updated_parsed_report.tsv	713	713	467	713	0	0	1	2	8	5	45	6	0	1	3	8	4	3	86	15	0	12	0	26	25	1	15	1	6	10	713	0	0	60	0	6	54	0	21	61	8	6	3	1	15	4	4	33	1	6	1	0	24	1	55	1	0	2	9	0	36	0
S_NS1_El_014_updated_parsed_report.tsv	621	621	391	621	0	0	0	3	5	4	34	5	0	3	2	6	2	3	76	10	0	9	0	60	9	1	10	0	5	2	621	0	0	82	1	3	49	0	14	31	3	9	3	2	15	5	4	31	0	6	1	0	22	0	39	4	0	1	8	0	37	0
S_NS1_Pm_023_updated_parsed_report.tsv	752	752	530	752	0	1	1	3	5	4	45	7	0	2	3	9	2	2	102	8	0	11	0	52	21	1	12	0	6	6	752	0	0	62	0	5	58	0	20	67	12	10	3	1	17	3	4	32	0	6	1	0	31	2	51	3	0	3	10	0	50	0
S_NS1_Sw_027_updated_parsed_report.tsv	596	596	392	596	0	1	1	2	7	4	40	6	0	0	2	12	2	2	83	11	0	11	0	37	11	1	9	4	5	9	596	0	0	22	0	3	47	0	19	30	6	7	3	1	15	2	5	31	1	6	0	0	23	2	53	2	0	2	4	0	48	0
S_S2_Bs_063_updated_parsed_report.tsv	855	855	585	855	0	1	1	2	11	6	54	7	0	1	3	13	4	5	96	18	1	38	0	55	35	1	14	4	7	11	855	0	0	82	1	8	53	0	21	69	12	12	3	2	18	9	5	35	0	7	1	0	33	1	61	2	0	2	12	0	34	0
S_S2_Am_061_updated_parsed_report.tsv	611	611	411	611	0	1	1	3	4	5	38	5	0	0	3	9	2	2	102	4	0	3	0	43	5	1	4	0	6	2	611	0	0	48	0	1	47	0	10	42	8	9	3	2	14	1	4	28	0	6	0	0	15	2	42	0	0	3	9	2	46	0
S_NS6_Cb_042_updated_parsed_report.tsv	795	795	541	795	0	1	1	2	6	4	43	7	0	2	3	7	5	3	88	18	0	32	0	30	33	1	17	3	6	3	795	0	0	62	0	7	55	0	24	78	14	8	3	1	17	5	7	33	1	6	1	0	27	1	58	1	0	1	9	0	37	0
S_NS1_Af_002_v1v9_updated_parsed_report.tsv	615	615	420	615	0	1	0	3	4	3	35	6	0	1	3	7	4	2	77	6	0	7	0	46	11	1	10	0	6	2	615	0	0	49	0	4	52	0	19	50	7	7	0	1	14	2	3	32	0	6	1	0	16	2	48	0	0	1	6	0	45	0
