S_S5_He_108_v1v9_1	1.6.5.3
S_S5_He_108_v1v9_1158	4.1.2.14
S_S5_He_108_v1v9_1159	4.1.2.14
S_S5_He_108_v1v9_1160	2.1.1.80
S_S5_He_108_v1v9_1161	2.1.1.80
S_S5_He_108_v1v9_1162	2.1.1.80
S_S5_He_108_v1v9_1163	2.7.1.45
S_S5_He_108_v1v9_1164	2.7.1.45
S_S5_He_108_v1v9_1165	3.1.1.61
S_S5_He_108_v1v9_1166	3.1.1.61
S_S5_He_108_v1v9_1167	3.1.1.61
S_S5_He_108_v1v9_1168	3.5.4.4
S_S5_He_108_v1v9_1169	3.5.4.4
S_S5_He_108_v1v9_1170	4.1.3.42
S_S5_He_108_v1v9_1171	4.1.3.42
S_S5_He_108_v1v9_1172	2.7.1.219
S_S5_He_108_v1v9_1173	2.7.1.219
S_S5_He_108_v1v9_1174	1.1.1.408
S_S5_He_108_v1v9_1175	1.1.1.408
S_S5_He_108_v1v9_1176	3.5.2.2
S_S5_He_108_v1v9_1177	3.5.2.2
S_S5_He_108_v1v9_1178	4.2.1.126
S_S5_He_108_v1v9_1179	4.2.1.126
S_S5_He_108_v1v9_1180	4.2.1.126
S_S5_He_108_v1v9_1181	2.7.1.35
S_S5_He_108_v1v9_1182	2.7.1.35
S_S5_He_108_v1v9_1183	4.2.1.8
S_S5_He_108_v1v9_1184	4.2.1.8
S_S5_He_108_v1v9_1185	4.2.1.8
S_S5_He_108_v1v9_1186	1.1.1.409
S_S5_He_108_v1v9_1187	1.1.1.409
S_S5_He_108_v1v9_1188	3.11.1.1
S_S5_He_108_v1v9_1189	3.11.1.1
S_S5_He_108_v1v9_1190	2.4.1.4
S_S5_He_108_v1v9_1191	2.4.1.4
S_S5_He_108_v1v9_1192	2.7.1.220
S_S5_He_108_v1v9_1193	2.7.1.220
S_S5_He_108_v1v9_1194	5.3.1.23
S_S5_He_108_v1v9_1195	5.3.1.23
S_S5_He_108_v1v9_1196	6.4.1.2
S_S5_He_108_v1v9_1197	6.4.1.2
S_S5_He_108_v1v9_1198	2.6.1.102
S_S5_He_108_v1v9_1199	2.6.1.102
S_S5_He_108_v1v9_1200	4.4.1.15
S_S5_He_108_v1v9_1201	4.4.1.15
S_S5_He_108_v1v9_1202	2.6.1.83
S_S5_He_108_v1v9_1203	2.6.1.83
S_S5_He_108_v1v9_1204	2.3.1.18
S_S5_He_108_v1v9_1205	2.3.1.18
S_S5_He_108_v1v9_1206	4.2.1.85
S_S5_He_108_v1v9_1207	4.2.1.85
S_S5_He_108_v1v9_1208	2.3.1.128
S_S5_He_108_v1v9_1209	2.3.1.128
S_S5_He_108_v1v9_1210	3.1.12.1
S_S5_He_108_v1v9_1211	3.1.12.1
S_S5_He_108_v1v9_1212	2.7.7.27
S_S5_He_108_v1v9_1213	2.7.7.27
S_S5_He_108_v1v9_1214	4.2.3.3
S_S5_He_108_v1v9_1215	4.2.3.3
S_S5_He_108_v1v9_1216	1.1.1.38
S_S5_He_108_v1v9_1217	1.1.1.38
S_S5_He_108_v1v9_1218	5.1.1.20
S_S5_He_108_v1v9_1219	5.1.1.20
S_S5_He_108_v1v9_1220	3.2.1.54
S_S5_He_108_v1v9_1221	3.2.1.54
S_S5_He_108_v1v9_1222	3.2.1.135
S_S5_He_108_v1v9_1223	3.2.1.135
S_S5_He_108_v1v9_1224	1.3.1.31
S_S5_He_108_v1v9_1225	1.3.1.31
S_S5_He_108_v1v9_1226	3.2.1.133
S_S5_He_108_v1v9_1227	3.2.1.133
S_S5_He_108_v1v9_1228	3.1.3.41
S_S5_He_108_v1v9_1229	3.1.3.41
S_S5_He_108_v1v9_1230	3.1.3.41
S_S5_He_108_v1v9_1231	1.15.1.2
S_S5_He_108_v1v9_1232	1.15.1.2
S_S5_He_108_v1v9_1233	2.8.1.11
S_S5_He_108_v1v9_1234	5.1.2.1
S_S5_He_108_v1v9_1235	2.7.1.199
S_S5_He_108_v1v9_1236	3.2.1.122
S_S5_He_108_v1v9_1237	4.2.1.1
S_S5_He_108_v1v9_1238	2.10.1.1
S_S5_He_108_v1v9_1239	2.10.1.1
S_S5_He_108_v1v9_1240	1.7.99.1
S_S5_He_108_v1v9_1241	2.7.1.201
S_S5_He_108_v1v9_1242	2.7.1.201
S_S5_He_108_v1v9_1243	6.3.2.8
S_S5_He_108_v1v9_1244	6.3.4.21
S_S5_He_108_v1v9_1245	2.7.1.208
S_S5_He_108_v1v9_1246	1.16.1.1
S_S5_He_108_v1v9_1247	2.8.1.2
S_S5_He_108_v1v9_1248	2.7.7.85
S_S5_He_108_v1v9_1249	4.4.1.24
S_S5_He_108_v1v9_1250	2.8.1.1
S_S5_He_108_v1v9_1251	2.7.1.205
S_S5_He_108_v1v9_1252	1.21.98.3
S_S5_He_108_v1v9_1253	2.4.2.22
S_S5_He_108_v1v9_1254	3.2.1.70
S_S5_He_108_v1v9_1255	3.2.1.41
S_S5_He_108_v1v9_1256	2.7.9.3
S_S5_He_108_v1v9_1257	2.7.1.100
S_S5_He_108_v1v9_1258	5.3.1.17
S_S5_He_108_v1v9_1259	1.6.5.2
S_S5_He_108_v1v9_1260	2.7.1.196
S_S5_He_108_v1v9_1261	3.6.1.45
S_S5_He_108_v1v9_1262	3.6.1.45
S_S5_He_108_v1v9_1263	3.6.3.28
S_S5_He_108_v1v9_1264	2.1.1.265
S_S5_He_108_v1v9_1265	3.1.4.16
S_S5_He_108_v1v9_1266	3.1.3.6
S_S5_He_108_v1v9_1267	3.4.17.14
S_S5_He_108_v1v9_1268	4.3.1.15
S_S5_He_108_v1v9_1269	3.6.3.2
S_S5_He_108_v1v9_1270	3.6.3.29
S_S5_He_108_v1v9_1271	4.1.99.22
S_S5_He_108_v1v9_1272	4.6.1.17
S_S5_He_108_v1v9_1273	6.3.1.1
S_S5_He_108_v1v9_1274	1.97.1.9
S_S5_He_108_v1v9_1275	2.7.1.191
S_S5_He_108_v1v9_1276	2.5.1.30
S_S5_He_108_v1v9_1277	4.4.1.11
S_S5_He_108_v1v9_1278	1.16.3.1
S_S5_He_108_v1v9_1279	3.6.1.23
S_S5_He_108_v1v9_1280	3.2.1.45
S_S5_He_108_v1v9_1281	3.2.1.136
S_S5_He_108_v1v9_1282	2.7.1.218
S_S5_He_108_v1v9_1283	2.7.1.218
S_S5_He_108_v1v9_1284	4.1.99.14
S_S5_He_108_v1v9_1285	1.19.1.1
S_S5_He_108_v1v9_1286	1.18.1.2
S_S5_He_108_v1v9_1287	1.3.8.1
S_S5_He_108_v1v9_1288	6.2.1.3
S_S5_He_108_v1v9_1289	4.2.2.23
S_S5_He_108_v1v9_1290	2.4.1.319
S_S5_He_108_v1v9_1291	2.1.2.1
S_S5_He_108_v1v9_1292	1.3.1.98
S_S5_He_108_v1v9_1293	1.1.1.58
S_S5_He_108_v1v9_1294	3.8.1.2
S_S5_He_108_v1v9_1295	4.4.1.21
S_S5_He_108_v1v9_1296	1.1.5.3
S_S5_He_108_v1v9_1297	5.4.2.7
S_S5_He_108_v1v9_1298	1.1.1.396
S_S5_He_108_v1v9_1299	1.1.1.369
S_S5_He_108_v1v9_1300	1.1.1.18
S_S5_He_108_v1v9_1301	1.1.1.49
S_S5_He_108_v1v9_1302	1.1.1.363
S_S5_He_108_v1v9_1303	1.1.1.44
S_S5_He_108_v1v9_1304	6.1.1.24
S_S5_He_108_v1v9_1305	3.2.2.9
S_S5_He_108_v1v9_1306	6.3.4.14
S_S5_He_108_v1v9_1307	3.1.2.21
S_S5_He_108_v1v9_1308	5.1.1.13
S_S5_He_108_v1v9_1309	3.2.2.23
S_S5_He_108_v1v9_1310	2.2.1.2
S_S5_He_108_v1v9_1311	3.5.1.16
S_S5_He_108_v1v9_1312	4.1.2.21
S_S5_He_108_v1v9_1313	2.7.1.197
S_S5_He_108_v1v9_1314	4.2.1.32
S_S5_He_108_v1v9_1315	3.5.1.24
S_S5_He_108_v1v9_1316	2.1.1.223
S_S5_He_108_v1v9_1317	1.1.1.343
S_S5_He_108_v1v9_1318	2.4.1.320
S_S5_He_108_v1v9_1319	3.4.21.105
S_S5_He_108_v1v9_1320	2.4.1.340
S_S5_He_108_v1v9_1321	3.5.4.13
S_S5_He_108_v1v9_1322	1.1.1.77
S_S5_He_108_v1v9_1323	3.5.1.4
S_S5_He_108_v1v9_1324	1.17.1.10
S_S5_He_108_v1v9_1325	2.4.1.339
S_S5_He_108_v1v9_1326	2.7.1.165
S_S5_He_108_v1v9_1327	2.3.1.82
S_S5_He_108_v1v9_1328	1.1.1.140
S_S5_He_108_v1v9_1329	3.6.3.25
S_S5_He_108_v1v9_1330	3.6.3.25
S_S5_He_108_v1v9_1331	4.1.2.19
S_S5_He_108_v1v9_1332	5.3.1.14
S_S5_He_108_v1v9_1333	5.1.3.32
S_S5_He_108_v1v9_1334	1.4.1.26
S_S5_He_108_v1v9_1335	1.4.1.12
S_S5_He_108_v1v9_1336	4.2.1.53
S_S5_He_108_v1v9_1337	3.5.1.1
S_S5_He_108_v1v9_1338	1.1.1.130
S_S5_He_108_v1v9_1339	2.7.8.6
S_S5_He_108_v1v9_1340	3.4.19.3
S_S5_He_108_v1v9_1341	3.4.19.3
S_S5_He_108_v1v9_1342	2.8.1.4
S_S5_He_108_v1v9_1343	2.8.4.5
S_S5_He_108_v1v9_1344	4.1.1.49
S_S5_He_108_v1v9_1345	3.1.3.73
S_S5_He_108_v1v9_1346	1.7.1.15
S_S5_He_108_v1v9_1347	1.6.3.4
S_S5_He_108_v1v9_1348	6.3.5.4
S_S5_He_108_v1v9_1349	4.2.3.1
S_S5_He_108_v1v9_1350	2.7.9.2
S_S5_He_108_v1v9_1351	3.4.21.88
S_S5_He_108_v1v9_1352	3.4.21.88
S_S5_He_108_v1v9_1353	3.5.1.81
S_S5_He_108_v1v9_1354	1.1.1.60
S_S5_He_108_v1v9_1355	1.1.1.31
S_S5_He_108_v1v9_1356	3.6.1.31
S_S5_He_108_v1v9_1357	4.1.1.37
S_S5_He_108_v1v9_1358	5.4.99.24
S_S5_He_108_v1v9_1359	3.1.1.83
S_S5_He_108_v1v9_1360	3.4.19.11
S_S5_He_108_v1v9_1361	3.4.11.19
S_S5_He_108_v1v9_1362	2.4.1.315
S_S5_He_108_v1v9_1363	3.1.3.11
S_S5_He_108_v1v9_1364	2.6.1.52
S_S5_He_108_v1v9_1365	5.1.3.9
S_S5_He_108_v1v9_1366	5.1.1.3
S_S5_He_108_v1v9_1367	1.17.1.1
S_S5_He_108_v1v9_1368	4.2.1.45
S_S5_He_108_v1v9_1369	2.7.7.33
S_S5_He_108_v1v9_1370	2.7.1.168
S_S5_He_108_v1v9_1371	2.7.7.71
S_S5_He_108_v1v9_1372	2.1.1.171
S_S5_He_108_v1v9_1373	3.6.3.24
S_S5_He_108_v1v9_1374	2.7.6.2
S_S5_He_108_v1v9_1375	2.4.1.280
S_S5_He_108_v1v9_1376	3.2.2.24
S_S5_He_108_v1v9_1377	2.4.2.4
S_S5_He_108_v1v9_1378	2.4.2.2
S_S5_He_108_v1v9_1379	2.1.1.217
S_S5_He_108_v1v9_1380	2.7.1.193
S_S5_He_108_v1v9_1381	2.7.7.12
S_S5_He_108_v1v9_1382	2.4.1.247
S_S5_He_108_v1v9_1383	1.5.1.28
S_S5_He_108_v1v9_1384	1.1.1.29
S_S5_He_108_v1v9_1385	1.1.1.29
S_S5_He_108_v1v9_1386	2.5.1.129
S_S5_He_108_v1v9_1387	4.1.1.98
S_S5_He_108_v1v9_1388	3.2.1.82
S_S5_He_108_v1v9_1389	1.4.1.21
S_S5_He_108_v1v9_1390	2.4.1.21
S_S5_He_108_v1v9_1391	3.4.11.21
S_S5_He_108_v1v9_1392	2.6.1.37
S_S5_He_108_v1v9_1393	5.4.99.61
S_S5_He_108_v1v9_1394	5.4.99.60
S_S5_He_108_v1v9_1395	3.4.21.53
S_S5_He_108_v1v9_1396	2.7.7.72
S_S5_He_108_v1v9_1397	2.4.1.211
S_S5_He_108_v1v9_1398	2.4.1.211
S_S5_He_108_v1v9_1399	1.5.1.38
S_S5_He_108_v1v9_1400	1.11.1.1
S_S5_He_108_v1v9_1401	3.4.13.19
S_S5_He_108_v1v9_1402	2.3.1.46
S_S5_He_108_v1v9_1403	5.4.99.21
S_S5_He_108_v1v9_1404	6.1.1.23
S_S5_He_108_v1v9_1405	5.3.1.4
S_S5_He_108_v1v9_1406	2.1.1.151
S_S5_He_108_v1v9_1407	1.4.7.1
S_S5_He_108_v1v9_1408	2.1.1.79
S_S5_He_108_v1v9_1409	2.7.1.56
S_S5_He_108_v1v9_1410	2.1.1.195
S_S5_He_108_v1v9_1411	2.1.1.130
S_S5_He_108_v1v9_1412	2.1.1.271
S_S5_He_108_v1v9_1413	2.1.1.133
S_S5_He_108_v1v9_1414	3.7.1.12
S_S5_He_108_v1v9_1415	2.1.1.272
S_S5_He_108_v1v9_1416	2.1.1.131
S_S5_He_108_v1v9_1417	1.3.1.54
S_S5_He_108_v1v9_1418	1.3.1.106
S_S5_He_108_v1v9_1419	2.3.1.247
S_S5_He_108_v1v9_1420	3.5.4.1
S_S5_He_108_v1v9_1421	1.2.1.99
S_S5_He_108_v1v9_1422	1.2.1.79
S_S5_He_108_v1v9_1423	1.2.1.3
S_S5_He_108_v1v9_1424	1.2.1.20
S_S5_He_108_v1v9_1425	1.2.1.16
S_S5_He_108_v1v9_1426	1.1.1.335
S_S5_He_108_v1v9_1427	1.1.1.335
S_S5_He_108_v1v9_1428	3.6.3.15
S_S5_He_108_v1v9_1429	2.6.1.55
S_S5_He_108_v1v9_1430	2.7.7.49
S_S5_He_108_v1v9_1431	1.2.7.12
S_S5_He_108_v1v9_1432	1.4.1.3
S_S5_He_108_v1v9_1433	1.4.1.3
S_S5_He_108_v1v9_1434	3.6.1.22
S_S5_He_108_v1v9_1435	2.1.1.170
S_S5_He_108_v1v9_1436	2.6.1.77
S_S5_He_108_v1v9_1437	3.1.1.3
S_S5_He_108_v1v9_1438	2.6.1.113
S_S5_He_108_v1v9_1439	4.3.99.4
S_S5_He_108_v1v9_1440	3.4.24.78
S_S5_He_108_v1v9_1441	3.5.3.11
S_S5_He_108_v1v9_1442	3.6.1.7
S_S5_He_108_v1v9_1443	2.7.2.1
S_S5_He_108_v1v9_1444	2.7.2.1
S_S5_He_108_v1v9_1445	2.4.1.337
S_S5_He_108_v1v9_1446	3.6.1.15
S_S5_He_108_v1v9_1447	3.5.1.5
S_S5_He_108_v1v9_1448	3.5.1.5
S_S5_He_108_v1v9_1449	3.1.1.41
S_S5_He_108_v1v9_1450	1.1.1.157
S_S5_He_108_v1v9_1451	2.3.1.9
S_S5_He_108_v1v9_1452	1.4.1.1
S_S5_He_108_v1v9_1453	4.2.99.21
S_S5_He_108_v1v9_1454	2.4.1.187
S_S5_He_108_v1v9_1455	5.1.3.14
S_S5_He_108_v1v9_1456	5.1.3.14
S_S5_He_108_v1v9_1457	6.2.1.30
S_S5_He_108_v1v9_1458	3.1.4.57
S_S5_He_108_v1v9_1459	6.3.2.14
S_S5_He_108_v1v9_1460	2.3.1.16
S_S5_He_108_v1v9_1461	2.7.7.58
S_S5_He_108_v1v9_1462	5.3.1.22
S_S5_He_108_v1v9_1463	2.7.1.58
S_S5_He_108_v1v9_1464	1.1.1.261
S_S5_He_108_v1v9_1465	3.1.1.11
S_S5_He_108_v1v9_1466	2.7.1.16
S_S5_He_108_v1v9_1467	1.18.6.1
S_S5_He_108_v1v9_1468	1.1.1.30
S_S5_He_108_v1v9_1469	6.6.1.2
S_S5_He_108_v1v9_1470	1.1.1.108
S_S5_He_108_v1v9_1471	3.4.24.40
S_S5_He_108_v1v9_1472	1.1.1.367
S_S5_He_108_v1v9_1473	2.1.1.113
S_S5_He_108_v1v9_1474	1.1.1.91
S_S5_He_108_v1v9_1475	2.7.7.47
S_S5_He_108_v1v9_1476	4.2.2.3
S_S5_He_108_v1v9_1477	1.5.1.24
S_S5_He_108_v1v9_1478	2.4.2.30
S_S5_He_108_v1v9_1479	3.4.23.52
