S_S2_Ea_077_v1v9_1	1.6.5.3
S_S2_Ea_077_v1v9_1072	1.4.5.1
S_S2_Ea_077_v1v9_1073	2.6.1.14
S_S2_Ea_077_v1v9_1074	2.7.1.21
S_S2_Ea_077_v1v9_1075	2.1.1.172
S_S2_Ea_077_v1v9_1076	2.1.1.172
S_S2_Ea_077_v1v9_1077	3.1.2.6
S_S2_Ea_077_v1v9_1078	6.3.1.5
S_S2_Ea_077_v1v9_1079	3.4.22.40
S_S2_Ea_077_v1v9_1080	3.5.1.9
S_S2_Ea_077_v1v9_1081	3.1.3.104
S_S2_Ea_077_v1v9_1082	6.3.2.7
S_S2_Ea_077_v1v9_1083	2.5.1.48
S_S2_Ea_077_v1v9_1084	4.2.1.28
S_S2_Ea_077_v1v9_1085	4.2.1.28
S_S2_Ea_077_v1v9_1086	4.2.1.28
S_S2_Ea_077_v1v9_1087	4.1.1.12
S_S2_Ea_077_v1v9_1088	4.1.1.12
S_S2_Ea_077_v1v9_1089	2.1.1.196
S_S2_Ea_077_v1v9_1090	2.1.1.289
S_S2_Ea_077_v1v9_1091	2.5.1.134
S_S2_Ea_077_v1v9_1092	3.5.99.2
S_S2_Ea_077_v1v9_1093	5.4.99.62
S_S2_Ea_077_v1v9_1094	5.1.3.25
S_S2_Ea_077_v1v9_1095	5.1.3.14
S_S2_Ea_077_v1v9_1096	1.1.1.47
S_S2_Ea_077_v1v9_1097	1.1.1.405
S_S2_Ea_077_v1v9_1098	2.7.1.176
S_S2_Ea_077_v1v9_1099	1.1.1.53
S_S2_Ea_077_v1v9_1100	3.2.2.8
S_S2_Ea_077_v1v9_1101	2.7.1.198
S_S2_Ea_077_v1v9_1102	2.7.1.198
S_S2_Ea_077_v1v9_1103	2.7.1.198
S_S2_Ea_077_v1v9_1104	2.7.1.12
S_S2_Ea_077_v1v9_1105	3.6.3.44
S_S2_Ea_077_v1v9_1106	3.5.3.8
S_S2_Ea_077_v1v9_1107	1.1.1.17
S_S2_Ea_077_v1v9_1108	1.1.1.17
S_S2_Ea_077_v1v9_1109	3.5.1.105
S_S2_Ea_077_v1v9_1110	3.5.1.105
S_S2_Ea_077_v1v9_1111	3.4.25.2
S_S2_Ea_077_v1v9_1112	2.3.3.5
S_S2_Ea_077_v1v9_1113	1.1.1.284
S_S2_Ea_077_v1v9_1114	4.1.2.43
S_S2_Ea_077_v1v9_1115	4.1.2.43
S_S2_Ea_077_v1v9_1116	4.1.2.43
S_S2_Ea_077_v1v9_1117	1.3.5.3
S_S2_Ea_077_v1v9_1118	1.6.99.3
S_S2_Ea_077_v1v9_1119	1.6.99.3
S_S2_Ea_077_v1v9_1120	1.6.99.3
S_S2_Ea_077_v1v9_1121	1.7.1.7
S_S2_Ea_077_v1v9_1122	2.7.1.16
S_S2_Ea_077_v1v9_1123	3.6.3.32
S_S2_Ea_077_v1v9_1124	3.1.4.53
S_S2_Ea_077_v1v9_1125	1.1.1.127
S_S2_Ea_077_v1v9_1126	1.1.1.127
S_S2_Ea_077_v1v9_1127	1.1.1.127
S_S2_Ea_077_v1v9_1128	3.4.13.21
S_S2_Ea_077_v1v9_1129	1.6.5.5
S_S2_Ea_077_v1v9_1130	1.6.5.5
S_S2_Ea_077_v1v9_1131	5.3.1.27
S_S2_Ea_077_v1v9_1132	5.3.1.27
S_S2_Ea_077_v1v9_1133	5.3.1.27
S_S2_Ea_077_v1v9_1134	5.3.1.27
S_S2_Ea_077_v1v9_1135	5.3.1.27
S_S2_Ea_077_v1v9_1136	3.4.11.5
S_S2_Ea_077_v1v9_1137	1.1.1.90
S_S2_Ea_077_v1v9_1138	3.6.3.16
S_S2_Ea_077_v1v9_1139	3.6.3.16
S_S2_Ea_077_v1v9_1140	3.6.3.16
S_S2_Ea_077_v1v9_1141	5.3.3.17
S_S2_Ea_077_v1v9_1142	2.6.1.21
S_S2_Ea_077_v1v9_1143	4.2.1.109
S_S2_Ea_077_v1v9_1144	2.4.1.8
S_S2_Ea_077_v1v9_1145	6.4.1.1
S_S2_Ea_077_v1v9_1146	4.1.2.27
S_S2_Ea_077_v1v9_1147	4.1.2.27
S_S2_Ea_077_v1v9_1148	4.1.2.27
S_S2_Ea_077_v1v9_1149	5.4.3.5
S_S2_Ea_077_v1v9_1150	5.4.3.5
S_S2_Ea_077_v1v9_1151	2.3.1.263
S_S2_Ea_077_v1v9_1152	2.3.1.263
S_S2_Ea_077_v1v9_1153	1.2.1.87
S_S2_Ea_077_v1v9_1154	1.2.1.87
S_S2_Ea_077_v1v9_1155	1.13.12.4
S_S2_Ea_077_v1v9_1156	1.13.12.4
S_S2_Ea_077_v1v9_1157	2.5.1.83
S_S2_Ea_077_v1v9_1158	4.4.1.1
S_S2_Ea_077_v1v9_1159	4.4.1.2
S_S2_Ea_077_v1v9_1160	2.3.1.200
S_S2_Ea_077_v1v9_1161	4.1.1.61
S_S2_Ea_077_v1v9_1162	5.1.1.4
S_S2_Ea_077_v1v9_1163	1.1.1.26
S_S2_Ea_077_v1v9_1164	3.4.11.14
S_S2_Ea_077_v1v9_1165	2.7.1.203
S_S2_Ea_077_v1v9_1166	2.7.1.203
S_S2_Ea_077_v1v9_1167	1.2.1.67
S_S2_Ea_077_v1v9_1168	3.1.3.87
S_S2_Ea_077_v1v9_1169	1.11.2.4
S_S2_Ea_077_v1v9_1170	1.1.1.308
S_S2_Ea_077_v1v9_1171	3.7.1.3
S_S2_Ea_077_v1v9_1172	3.7.1.3
S_S2_Ea_077_v1v9_1173	1.5.1.24
S_S2_Ea_077_v1v9_1174	3.1.4.17
S_S2_Ea_077_v1v9_1175	2.3.1.222
S_S2_Ea_077_v1v9_1176	1.21.4.1
