S_NS1_Pm_023_1	NADH-DEHYDROG-A-RXN
S_NS1_Pm_023_593	IMPCYCLOHYDROLASE-RXN
S_NS1_Pm_023_594	IMPCYCLOHYDROLASE-RXN
S_NS1_Pm_023_595	AICARTRANSFORM-RXN
S_NS1_Pm_023_596	AICARTRANSFORM-RXN
S_NS1_Pm_023_597	PDXJ-RXN
S_NS1_Pm_023_598	SUPEROX-DISMUT-RXN
S_NS1_Pm_023_599	ARGININE--TRNA-LIGASE-RXN
S_NS1_Pm_023_600	R341-RXN
S_NS1_Pm_023_601	RXN-8769
S_NS1_Pm_023_602	RXN0-1441
S_NS1_Pm_023_603	RXN-8992
S_NS1_Pm_023_604	CHORISMATEMUT-RXN
S_NS1_Pm_023_605	5.99.1.2-RXN
S_NS1_Pm_023_606	5.99.1.2-RXN
S_NS1_Pm_023_607	5.99.1.2-RXN
S_NS1_Pm_023_608	5.99.1.2-RXN
S_NS1_Pm_023_609	RXN-14047
S_NS1_Pm_023_610	METHYLENETHFDEHYDROG-NADP-RXN
S_NS1_Pm_023_611	RXN-11588
S_NS1_Pm_023_612	LEUCINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_613	S-ADENMETSYN-RXN
S_NS1_Pm_023_614	3.4.21.92-RXN
S_NS1_Pm_023_615	RXN-14570
S_NS1_Pm_023_616	RXN0-6274
S_NS1_Pm_023_617	RXN0-6274
S_NS1_Pm_023_618	RXN0-2361
S_NS1_Pm_023_618	RXN0-7022
S_NS1_Pm_023_619	KDO-8PSYNTH-RXN
S_NS1_Pm_023_620	RXN-9380
S_NS1_Pm_023_621	ARGDECARBOX-RXN
S_NS1_Pm_023_622	RXN-13037
S_NS1_Pm_023_622	RXN0-947
S_NS1_Pm_023_623	RXN-14063
S_NS1_Pm_023_623	COBINAMIDEKIN-RXN
S_NS1_Pm_023_623	2.7.1.156-RXN
S_NS1_Pm_023_624	COBINPGUANYLYLTRANS-RXN
S_NS1_Pm_023_625	RXN-8976
S_NS1_Pm_023_625	RXN-11029
S_NS1_Pm_023_625	NACGLCTRANS-RXN
S_NS1_Pm_023_625	RXN-11346
S_NS1_Pm_023_626	UDP-NACMURALA-GLU-LIG-RXN
S_NS1_Pm_023_627	RXN-8975
S_NS1_Pm_023_627	RXN-11347
S_NS1_Pm_023_627	PHOSNACMURPENTATRANS-RXN
S_NS1_Pm_023_628	UDP-NACMURALGLDAPAALIG-RXN
S_NS1_Pm_023_628	6.3.2.10-RXN
S_NS1_Pm_023_629	UDP-NACMURALGLDAPAALIG-RXN
S_NS1_Pm_023_629	6.3.2.10-RXN
S_NS1_Pm_023_630	UDP-NACMURALGLDAPLIG-RXN
S_NS1_Pm_023_631	RXN-11638
S_NS1_Pm_023_633	RXN-10060
S_NS1_Pm_023_633	RXN-9518
S_NS1_Pm_023_633	RXN-9514
S_NS1_Pm_023_633	RXN-10655
S_NS1_Pm_023_633	RXN-10659
S_NS1_Pm_023_633	RXN-9536
S_NS1_Pm_023_633	RXN1G-240
S_NS1_Pm_023_633	RXN1G-203
S_NS1_Pm_023_633	RXN-13008
S_NS1_Pm_023_633	RXN-9556
S_NS1_Pm_023_633	RXN-9552
S_NS1_Pm_023_633	RXN1G-1247
S_NS1_Pm_023_633	RXN1G-881
S_NS1_Pm_023_633	RXN-16622
S_NS1_Pm_023_633	RXN-16626
S_NS1_Pm_023_633	RXN1G-358
S_NS1_Pm_023_633	RXN1G-157
S_NS1_Pm_023_633	RXN1G-508
S_NS1_Pm_023_633	RXN-9532
S_NS1_Pm_023_633	RXN0-2142
S_NS1_Pm_023_633	RXN1G-717
S_NS1_Pm_023_633	RXN-11480
S_NS1_Pm_023_633	RXN1G-481
S_NS1_Pm_023_633	RXN1G-252
S_NS1_Pm_023_633	3-OXOACYL-ACP-REDUCT-RXN
S_NS1_Pm_023_633	RXN-9524
S_NS1_Pm_023_633	RXN-9528
S_NS1_Pm_023_633	RXN1G-637
S_NS1_Pm_023_633	RXN1G-951
S_NS1_Pm_023_633	RXN-9540
S_NS1_Pm_023_633	RXN1G-408
S_NS1_Pm_023_633	RXN1G-409
S_NS1_Pm_023_633	RXN1G-617
S_NS1_Pm_023_633	RXN1G-613
S_NS1_Pm_023_633	RXN1G-384
S_NS1_Pm_023_633	RXN1G-469
S_NS1_Pm_023_633	RXN-16630
S_NS1_Pm_023_633	RXN1G-72
S_NS1_Pm_023_633	RXN1G-349
S_NS1_Pm_023_633	RXN1G-163
S_NS1_Pm_023_633	RXN-16616
S_NS1_Pm_023_633	RXN1G-853
S_NS1_Pm_023_633	RXN-11476
S_NS1_Pm_023_633	RXN1G-184
S_NS1_Pm_023_633	RXN1G-182
S_NS1_Pm_023_633	RXN1G-364
S_NS1_Pm_023_633	RXN1G-287
S_NS1_Pm_023_633	RXN1G-1053
S_NS1_Pm_023_633	RXN1G-1050
S_NS1_Pm_023_633	RXN-9633
S_NS1_Pm_023_633	RXN1G-262
S_NS1_Pm_023_633	RXN1G-260
S_NS1_Pm_023_634	RXN-10060
S_NS1_Pm_023_634	RXN-9518
S_NS1_Pm_023_634	RXN-9514
S_NS1_Pm_023_634	RXN-10655
S_NS1_Pm_023_634	RXN-10659
S_NS1_Pm_023_634	RXN-9536
S_NS1_Pm_023_634	RXN1G-240
S_NS1_Pm_023_634	RXN1G-203
S_NS1_Pm_023_634	RXN-13008
S_NS1_Pm_023_634	RXN-9556
S_NS1_Pm_023_634	RXN-9552
S_NS1_Pm_023_634	RXN1G-1247
S_NS1_Pm_023_634	RXN1G-881
S_NS1_Pm_023_634	RXN-16622
S_NS1_Pm_023_634	RXN-16626
S_NS1_Pm_023_634	RXN1G-358
S_NS1_Pm_023_634	RXN1G-157
S_NS1_Pm_023_634	RXN1G-508
S_NS1_Pm_023_634	RXN-9532
S_NS1_Pm_023_634	RXN0-2142
S_NS1_Pm_023_634	RXN1G-717
S_NS1_Pm_023_634	RXN-11480
S_NS1_Pm_023_634	RXN1G-481
S_NS1_Pm_023_634	RXN1G-252
S_NS1_Pm_023_634	3-OXOACYL-ACP-REDUCT-RXN
S_NS1_Pm_023_634	RXN-9524
S_NS1_Pm_023_634	RXN-9528
S_NS1_Pm_023_634	RXN1G-637
S_NS1_Pm_023_634	RXN1G-951
S_NS1_Pm_023_634	RXN-9540
S_NS1_Pm_023_634	RXN1G-408
S_NS1_Pm_023_634	RXN1G-409
S_NS1_Pm_023_634	RXN1G-617
S_NS1_Pm_023_634	RXN1G-613
S_NS1_Pm_023_634	RXN1G-384
S_NS1_Pm_023_634	RXN1G-469
S_NS1_Pm_023_634	RXN-16630
S_NS1_Pm_023_634	RXN1G-72
S_NS1_Pm_023_634	RXN1G-349
S_NS1_Pm_023_634	RXN1G-163
S_NS1_Pm_023_634	RXN-16616
S_NS1_Pm_023_634	RXN1G-853
S_NS1_Pm_023_634	RXN-11476
S_NS1_Pm_023_634	RXN1G-184
S_NS1_Pm_023_634	RXN1G-182
S_NS1_Pm_023_634	RXN1G-364
S_NS1_Pm_023_634	RXN1G-287
S_NS1_Pm_023_634	RXN1G-1053
S_NS1_Pm_023_634	RXN1G-1050
S_NS1_Pm_023_634	RXN-9633
S_NS1_Pm_023_634	RXN1G-262
S_NS1_Pm_023_634	RXN1G-260
S_NS1_Pm_023_635	L-ASPARTATE-OXID-RXN
S_NS1_Pm_023_636	RIBULP3EPIM-RXN
S_NS1_Pm_023_637	METHENYLTHFCYCLOHYDRO-RXN
S_NS1_Pm_023_638	CYTOCHROME-C-PEROXIDASE-RXN
S_NS1_Pm_023_639	CTPSYN-RXN
S_NS1_Pm_023_640	CPM-KDOSYNTH-RXN
S_NS1_Pm_023_641	RXN66-532
S_NS1_Pm_023_641	PHOSPHOGLUCMUT-RXN
S_NS1_Pm_023_642	1.5.1.7-RXN
S_NS1_Pm_023_643	TYROSINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_644	AGMATINE-DEIMINASE-RXN
S_NS1_Pm_023_645	RXN0-743
S_NS1_Pm_023_646	URACIL-PRIBOSYLTRANS-RXN
S_NS1_Pm_023_647	ASPCARBTRANS-RXN
S_NS1_Pm_023_648	RXN-9515
S_NS1_Pm_023_648	RXN-9538
S_NS1_Pm_023_648	RXN-9534
S_NS1_Pm_023_648	RXN-9530
S_NS1_Pm_023_648	RXN-9521
S_NS1_Pm_023_648	RXN-9526
S_NS1_Pm_023_648	RXN-9542
S_NS1_Pm_023_648	ENOYL-ACP-REDUCT-NADPH-RXN
S_NS1_Pm_023_648	RXN3O-5293
S_NS1_Pm_023_649	RXN-9659
S_NS1_Pm_023_649	RXN-9658
S_NS1_Pm_023_649	RXN-9657
S_NS1_Pm_023_649	RXN1G-248
S_NS1_Pm_023_649	RXN-10062
S_NS1_Pm_023_649	RXN-10657
S_NS1_Pm_023_649	RXN1G-962
S_NS1_Pm_023_649	RXN1G-37
S_NS1_Pm_023_649	RXN-9558
S_NS1_Pm_023_649	RXN1G-607
S_NS1_Pm_023_649	RXN1G-471
S_NS1_Pm_023_649	RXN1G-1117
S_NS1_Pm_023_649	RXN1G-396
S_NS1_Pm_023_649	RXN1G-1325
S_NS1_Pm_023_649	RXN1G-1130
S_NS1_Pm_023_649	RXN-16628
S_NS1_Pm_023_649	RXN-16624
S_NS1_Pm_023_649	ENOYL-ACP-REDUCT-NADH-RXN
S_NS1_Pm_023_649	RXN1G-820
S_NS1_Pm_023_649	RXN1G-686
S_NS1_Pm_023_649	RXN1G-171
S_NS1_Pm_023_649	RXN1G-526
S_NS1_Pm_023_649	RXN1G-395
S_NS1_Pm_023_649	RXN1G-509
S_NS1_Pm_023_649	RXN1G-337
S_NS1_Pm_023_649	RXN1G-339
S_NS1_Pm_023_649	RXN1G-193
S_NS1_Pm_023_649	RXN1G-196
S_NS1_Pm_023_649	RXN1G-299
S_NS1_Pm_023_649	RXN-11482
S_NS1_Pm_023_649	RXN1G-276
S_NS1_Pm_023_649	RXN1G-488
S_NS1_Pm_023_649	RXN-9662
S_NS1_Pm_023_649	RXN-9663
S_NS1_Pm_023_649	RXN-9660
S_NS1_Pm_023_649	RXN-9661
S_NS1_Pm_023_649	RXN1G-915
S_NS1_Pm_023_649	RXN-10661
S_NS1_Pm_023_649	RXN-16620
S_NS1_Pm_023_649	RXN1G-210
S_NS1_Pm_023_649	1.3.1.9-RXN
S_NS1_Pm_023_649	RXN0-2145
S_NS1_Pm_023_649	RXN1G-679
S_NS1_Pm_023_649	RXN1G-468
S_NS1_Pm_023_649	RXN-16632
S_NS1_Pm_023_649	RXN1G-285
S_NS1_Pm_023_649	RXN-11478
S_NS1_Pm_023_649	RXN1G-1057
S_NS1_Pm_023_649	RXN-9635
S_NS1_Pm_023_650	RXN-9659
S_NS1_Pm_023_650	RXN-9658
S_NS1_Pm_023_650	RXN-9657
S_NS1_Pm_023_650	RXN1G-248
S_NS1_Pm_023_650	RXN-10062
S_NS1_Pm_023_650	RXN-10657
S_NS1_Pm_023_650	RXN1G-962
S_NS1_Pm_023_650	RXN1G-37
S_NS1_Pm_023_650	RXN-9558
S_NS1_Pm_023_650	RXN1G-607
S_NS1_Pm_023_650	RXN1G-471
S_NS1_Pm_023_650	RXN1G-1117
S_NS1_Pm_023_650	RXN1G-396
S_NS1_Pm_023_650	RXN1G-1325
S_NS1_Pm_023_650	RXN1G-1130
S_NS1_Pm_023_650	RXN-16628
S_NS1_Pm_023_650	RXN-16624
S_NS1_Pm_023_650	ENOYL-ACP-REDUCT-NADH-RXN
S_NS1_Pm_023_650	RXN1G-820
S_NS1_Pm_023_650	RXN1G-686
S_NS1_Pm_023_650	RXN1G-171
S_NS1_Pm_023_650	RXN1G-526
S_NS1_Pm_023_650	RXN1G-395
S_NS1_Pm_023_650	RXN1G-509
S_NS1_Pm_023_650	RXN1G-337
S_NS1_Pm_023_650	RXN1G-339
S_NS1_Pm_023_650	RXN1G-193
S_NS1_Pm_023_650	RXN1G-196
S_NS1_Pm_023_650	RXN1G-299
S_NS1_Pm_023_650	RXN-11482
S_NS1_Pm_023_650	RXN1G-276
S_NS1_Pm_023_650	RXN1G-488
S_NS1_Pm_023_650	RXN-9662
S_NS1_Pm_023_650	RXN-9663
S_NS1_Pm_023_650	RXN-9660
S_NS1_Pm_023_650	RXN-9661
S_NS1_Pm_023_650	RXN1G-915
S_NS1_Pm_023_650	RXN-10661
S_NS1_Pm_023_650	RXN-16620
S_NS1_Pm_023_650	RXN1G-210
S_NS1_Pm_023_650	1.3.1.9-RXN
S_NS1_Pm_023_650	RXN0-2145
S_NS1_Pm_023_650	RXN1G-679
S_NS1_Pm_023_650	RXN1G-468
S_NS1_Pm_023_650	RXN-16632
S_NS1_Pm_023_650	RXN1G-285
S_NS1_Pm_023_650	RXN-11478
S_NS1_Pm_023_650	RXN1G-1057
S_NS1_Pm_023_650	RXN-9635
S_NS1_Pm_023_651	RXN-9659
S_NS1_Pm_023_651	RXN-9658
S_NS1_Pm_023_651	RXN-9657
S_NS1_Pm_023_651	RXN1G-248
S_NS1_Pm_023_651	RXN-10062
S_NS1_Pm_023_651	RXN-10657
S_NS1_Pm_023_651	RXN1G-962
S_NS1_Pm_023_651	RXN1G-37
S_NS1_Pm_023_651	RXN-9558
S_NS1_Pm_023_651	RXN1G-607
S_NS1_Pm_023_651	RXN1G-471
S_NS1_Pm_023_651	RXN1G-1117
S_NS1_Pm_023_651	RXN1G-396
S_NS1_Pm_023_651	RXN1G-1325
S_NS1_Pm_023_651	RXN1G-1130
S_NS1_Pm_023_651	RXN-16628
S_NS1_Pm_023_651	RXN-16624
S_NS1_Pm_023_651	ENOYL-ACP-REDUCT-NADH-RXN
S_NS1_Pm_023_651	RXN1G-820
S_NS1_Pm_023_651	RXN1G-686
S_NS1_Pm_023_651	RXN1G-171
S_NS1_Pm_023_651	RXN1G-526
S_NS1_Pm_023_651	RXN1G-395
S_NS1_Pm_023_651	RXN1G-509
S_NS1_Pm_023_651	RXN1G-337
S_NS1_Pm_023_651	RXN1G-339
S_NS1_Pm_023_651	RXN1G-193
S_NS1_Pm_023_651	RXN1G-196
S_NS1_Pm_023_651	RXN1G-299
S_NS1_Pm_023_651	RXN-11482
S_NS1_Pm_023_651	RXN1G-276
S_NS1_Pm_023_651	RXN1G-488
S_NS1_Pm_023_651	RXN-9662
S_NS1_Pm_023_651	RXN-9663
S_NS1_Pm_023_651	RXN-9660
S_NS1_Pm_023_651	RXN-9661
S_NS1_Pm_023_651	RXN1G-915
S_NS1_Pm_023_651	RXN-10661
S_NS1_Pm_023_651	RXN-16620
S_NS1_Pm_023_651	RXN1G-210
S_NS1_Pm_023_651	1.3.1.9-RXN
S_NS1_Pm_023_651	RXN0-2145
S_NS1_Pm_023_651	RXN1G-679
S_NS1_Pm_023_651	RXN1G-468
S_NS1_Pm_023_651	RXN-16632
S_NS1_Pm_023_651	RXN1G-285
S_NS1_Pm_023_651	RXN-11478
S_NS1_Pm_023_651	RXN1G-1057
S_NS1_Pm_023_651	RXN-9635
S_NS1_Pm_023_652	GTP-CYCLOHYDRO-I-RXN
S_NS1_Pm_023_654	DIHYDROXYMETVALDEHYDRAT-RXN
S_NS1_Pm_023_654	DIHYDROXYISOVALDEHYDRAT-RXN
S_NS1_Pm_023_655	ATPPHOSPHORIBOSYLTRANS-RXN
S_NS1_Pm_023_656	3.4.11.9-RXN
S_NS1_Pm_023_657	3.4.11.9-RXN
S_NS1_Pm_023_658	3.4.11.9-RXN
S_NS1_Pm_023_659	PHOSPHASERDECARB-RXN
S_NS1_Pm_023_660	RXN-13997
S_NS1_Pm_023_661	RXN-14950
S_NS1_Pm_023_661	RXN-14957
S_NS1_Pm_023_661	RXN-14959
S_NS1_Pm_023_661	RXN0-949
S_NS1_Pm_023_662	UROGENIIISYN-RXN
S_NS1_Pm_023_663	RXN-16512
S_NS1_Pm_023_663	RXN-12177
S_NS1_Pm_023_663	RXN-14021
S_NS1_Pm_023_663	RXN-16485
S_NS1_Pm_023_664	RXN-13600
S_NS1_Pm_023_664	RXN-13602
S_NS1_Pm_023_664	RXN-13603
S_NS1_Pm_023_664	RXN-9674
S_NS1_Pm_023_664	3.2.1.21-RXN
S_NS1_Pm_023_664	RXN-10773
S_NS1_Pm_023_664	RXN-10769
S_NS1_Pm_023_664	RXN-14179
S_NS1_Pm_023_664	RXN-5341
S_NS1_Pm_023_664	RXN-8036
S_NS1_Pm_023_665	RXN-13600
S_NS1_Pm_023_665	RXN-13602
S_NS1_Pm_023_665	RXN-13603
S_NS1_Pm_023_665	RXN-9674
S_NS1_Pm_023_665	3.2.1.21-RXN
S_NS1_Pm_023_665	RXN-10773
S_NS1_Pm_023_665	RXN-10769
S_NS1_Pm_023_665	RXN-14179
S_NS1_Pm_023_665	RXN-5341
S_NS1_Pm_023_665	RXN-8036
S_NS1_Pm_023_666	RXN-14160
S_NS1_Pm_023_666	RXN-14073
S_NS1_Pm_023_666	GLYCPDIESTER-RXN
S_NS1_Pm_023_666	RXN-14136
S_NS1_Pm_023_667	RXN-14160
S_NS1_Pm_023_667	RXN-14073
S_NS1_Pm_023_667	GLYCPDIESTER-RXN
S_NS1_Pm_023_667	RXN-14136
S_NS1_Pm_023_668	RIBOKIN-RXN
S_NS1_Pm_023_668	RXN-14223
S_NS1_Pm_023_669	URA-PHOSPH-RXN
S_NS1_Pm_023_669	URPHOS-RXN
S_NS1_Pm_023_670	1.12.1.3-RXN
S_NS1_Pm_023_671	1.12.1.3-RXN
S_NS1_Pm_023_672	1.12.1.3-RXN
S_NS1_Pm_023_673	1.12.1.3-RXN
S_NS1_Pm_023_674	3.6.3.30-RXN
S_NS1_Pm_023_675	GLYOXI-RXN
S_NS1_Pm_023_676	GLYOXI-RXN
S_NS1_Pm_023_677	DEOXYADENPHOSPHOR-RXN
S_NS1_Pm_023_677	RXN-7001
S_NS1_Pm_023_677	RXN-14029
S_NS1_Pm_023_677	XANTHOSINEPHOSPHORY-RXN
S_NS1_Pm_023_677	RXN-11715
S_NS1_Pm_023_677	RXN-11743
S_NS1_Pm_023_677	INOPHOSPHOR-RXN
S_NS1_Pm_023_677	PNP-RXN
S_NS1_Pm_023_677	DEOXYGUANPHOSPHOR-RXN
S_NS1_Pm_023_677	ADENPHOSPHOR-RXN
S_NS1_Pm_023_677	DEOXYINOPHOSPHOR-RXN
S_NS1_Pm_023_677	RXN0-5199
S_NS1_Pm_023_678	DEOXYRIBOSE-P-ALD-RXN
S_NS1_Pm_023_679	GDPPYPHOSKIN-RXN
S_NS1_Pm_023_679	GTPPYPHOSKIN-RXN
S_NS1_Pm_023_680	GDPPYPHOSKIN-RXN
S_NS1_Pm_023_680	GTPPYPHOSKIN-RXN
S_NS1_Pm_023_681	RXN-16009
S_NS1_Pm_023_682	6PGLUCONOLACT-RXN
S_NS1_Pm_023_683	6PGLUCONOLACT-RXN
S_NS1_Pm_023_684	6PGLUCONOLACT-RXN
S_NS1_Pm_023_685	2.7.1.121-RXN
S_NS1_Pm_023_686	2.7.1.121-RXN
S_NS1_Pm_023_687	RXN-12174
S_NS1_Pm_023_688	RXN-15127
S_NS1_Pm_023_689	XYLULOKIN-RXN
S_NS1_Pm_023_690	QUERCITRINASE-RXN
S_NS1_Pm_023_690	RXN-16250
S_NS1_Pm_023_690	RXN-14574
S_NS1_Pm_023_690	RXN-13788
S_NS1_Pm_023_690	RXN-16249
S_NS1_Pm_023_690	RXN-16248
S_NS1_Pm_023_690	3.2.1.40-RXN
S_NS1_Pm_023_691	QUERCITRINASE-RXN
S_NS1_Pm_023_691	RXN-16250
S_NS1_Pm_023_691	RXN-14574
S_NS1_Pm_023_691	RXN-13788
S_NS1_Pm_023_691	RXN-16249
S_NS1_Pm_023_691	RXN-16248
S_NS1_Pm_023_691	3.2.1.40-RXN
S_NS1_Pm_023_692	QUERCITRINASE-RXN
S_NS1_Pm_023_692	RXN-16250
S_NS1_Pm_023_692	RXN-14574
S_NS1_Pm_023_692	RXN-13788
S_NS1_Pm_023_692	RXN-16249
S_NS1_Pm_023_692	RXN-16248
S_NS1_Pm_023_692	3.2.1.40-RXN
S_NS1_Pm_023_693	QUERCITRINASE-RXN
S_NS1_Pm_023_693	RXN-16250
S_NS1_Pm_023_693	RXN-14574
S_NS1_Pm_023_693	RXN-13788
S_NS1_Pm_023_693	RXN-16249
S_NS1_Pm_023_693	RXN-16248
S_NS1_Pm_023_693	3.2.1.40-RXN
S_NS1_Pm_023_694	3.4.13.9-RXN
S_NS1_Pm_023_695	ALTRODEHYDRAT-RXN
S_NS1_Pm_023_696	OROTATE-REDUCTASE-NADH-RXN
S_NS1_Pm_023_697	3.2.1.55-RXN
S_NS1_Pm_023_698	3.2.1.55-RXN
S_NS1_Pm_023_699	DTDPDEHYDRHAMEPIM-RXN
S_NS1_Pm_023_700	ABC-24-RXN
S_NS1_Pm_023_700	3.6.3.31-RXN
S_NS1_Pm_023_700	ABC-25-RXN
S_NS1_Pm_023_701	RXN0-2605
S_NS1_Pm_023_702	RXN0-2605
S_NS1_Pm_023_703	3.6.3.3-RXN
S_NS1_Pm_023_704	CYTIDEAM2-RXN
S_NS1_Pm_023_704	CYTIDEAM-RXN
S_NS1_Pm_023_705	RHAMNULOKIN-RXN
S_NS1_Pm_023_706	RXN-12402
S_NS1_Pm_023_706	RXN0-5001
S_NS1_Pm_023_707	RXN0-5205
S_NS1_Pm_023_708	GLYCEROL-KIN-RXN
S_NS1_Pm_023_709	RXN-16602
S_NS1_Pm_023_709	2.4.1.83-RXN
S_NS1_Pm_023_710	PHOSMANMUT-RXN
S_NS1_Pm_023_711	RXN-15261
S_NS1_Pm_023_711	GUANINE-DEAMINASE-RXN
S_NS1_Pm_023_712	CHOLINE-SULFATASE-RXN
S_NS1_Pm_023_713	RIB5PISOM-RXN
S_NS1_Pm_023_714	GLUCONATE-5-DEHYDROGENASE-RXN
S_NS1_Pm_023_715	DEPHOSPHOCOAKIN-RXN
S_NS1_Pm_023_716	BTUR2-RXN
S_NS1_Pm_023_716	COBALADENOSYLTRANS-RXN
S_NS1_Pm_023_716	R344-RXN
S_NS1_Pm_023_717	URIDINEKIN-RXN
S_NS1_Pm_023_717	CYTIKIN-RXN
S_NS1_Pm_023_717	URKI-RXN
S_NS1_Pm_023_717	CYTIDINEKIN-RXN
S_NS1_Pm_023_718	3.1.26.11-RXN
S_NS1_Pm_023_719	3.1.26.11-RXN
S_NS1_Pm_023_720	KDPGALDOL-RXN
S_NS1_Pm_023_721	DEOXYGLUCONOKIN-RXN
S_NS1_Pm_023_723	RXN0-4641
S_NS1_Pm_023_724	PNKIN-RXN
S_NS1_Pm_023_724	PYRAMKIN-RXN
S_NS1_Pm_023_724	PYRIDOXKIN-RXN
S_NS1_Pm_023_725	MANNONDEHYDRAT-RXN
S_NS1_Pm_023_726	PHOSPHONOACETALDEHYDE-HYDROLASE-RXN
S_NS1_Pm_023_727	5.3.1.23-RXN
S_NS1_Pm_023_728	ACETYL-COA-CARBOXYLTRANSFER-RXN
S_NS1_Pm_023_728	RXN0-5055
S_NS1_Pm_023_729	RXN-7737
S_NS1_Pm_023_730	RXN-7737
S_NS1_Pm_023_731	RXN-15047
S_NS1_Pm_023_732	METHGLYSYN-RXN
S_NS1_Pm_023_733	METHGLYSYN-RXN
S_NS1_Pm_023_734	1.1.1.39-RXN
S_NS1_Pm_023_734	OXALODECARB-RXN
S_NS1_Pm_023_735	RXN0-5224
S_NS1_Pm_023_735	CARBODEHYDRAT-RXN
S_NS1_Pm_023_736	GALACTONDEHYDRAT-RXN
S_NS1_Pm_023_737	HYDROXYLAMINE-REDUCTASE-RXN
S_NS1_Pm_023_738	UDP-NACMUR-ALA-LIG-RXN
S_NS1_Pm_023_739	UDP-NACMUR-ALA-LIG-RXN
S_NS1_Pm_023_740	XANPRIBOSYLTRAN-RXN
S_NS1_Pm_023_741	5.3.1.17-RXN
S_NS1_Pm_023_742	3.6.3.29-RXN
S_NS1_Pm_023_742	ABC-19-RXN
S_NS1_Pm_023_743	ASNSYNA-RXN
S_NS1_Pm_023_744	DUTP-PYROP-RXN
S_NS1_Pm_023_745	GLUCOSYLCERAMIDASE-RXN
S_NS1_Pm_023_747	FLAVONADPREDUCT-RXN
S_NS1_Pm_023_747	1.18.1.2-RXN
S_NS1_Pm_023_748	RXN-13290
S_NS1_Pm_023_748	RXN-16389
S_NS1_Pm_023_748	RXN-9673
S_NS1_Pm_023_748	ACYLCOASYN-RXN
S_NS1_Pm_023_748	RXN-12184
S_NS1_Pm_023_748	RXN-16380
S_NS1_Pm_023_748	R223-RXN
S_NS1_Pm_023_748	LINOLENOYL-RXN
S_NS1_Pm_023_748	RXN66-469
S_NS1_Pm_023_748	RXN-16401
S_NS1_Pm_023_748	RXN-16402
S_NS1_Pm_023_748	RXN66-483
S_NS1_Pm_023_748	RXN66-480
S_NS1_Pm_023_748	RXN66-484
S_NS1_Pm_023_748	RXN-9623
S_NS1_Pm_023_748	RXN-9644
S_NS1_Pm_023_748	RXN-16393
S_NS1_Pm_023_748	RXN-13614
S_NS1_Pm_023_748	RXN-7904
S_NS1_Pm_023_748	RXN-12978
S_NS1_Pm_023_748	RXN66-477
S_NS1_Pm_023_748	RXN-16418
S_NS1_Pm_023_748	RXN-16415
S_NS1_Pm_023_749	RXN-13290
S_NS1_Pm_023_749	RXN-16389
S_NS1_Pm_023_749	RXN-9673
S_NS1_Pm_023_749	ACYLCOASYN-RXN
S_NS1_Pm_023_749	RXN-12184
S_NS1_Pm_023_749	RXN-16380
S_NS1_Pm_023_749	R223-RXN
S_NS1_Pm_023_749	LINOLENOYL-RXN
S_NS1_Pm_023_749	RXN66-469
S_NS1_Pm_023_749	RXN-16401
S_NS1_Pm_023_749	RXN-16402
S_NS1_Pm_023_749	RXN66-483
S_NS1_Pm_023_749	RXN66-480
S_NS1_Pm_023_749	RXN66-484
S_NS1_Pm_023_749	RXN-9623
S_NS1_Pm_023_749	RXN-9644
S_NS1_Pm_023_749	RXN-16393
S_NS1_Pm_023_749	RXN-13614
S_NS1_Pm_023_749	RXN-7904
S_NS1_Pm_023_749	RXN-12978
S_NS1_Pm_023_749	RXN66-477
S_NS1_Pm_023_749	RXN-16418
S_NS1_Pm_023_749	RXN-16415
S_NS1_Pm_023_750	RXN-13290
S_NS1_Pm_023_750	RXN-16389
S_NS1_Pm_023_750	RXN-9673
S_NS1_Pm_023_750	ACYLCOASYN-RXN
S_NS1_Pm_023_750	RXN-12184
S_NS1_Pm_023_750	RXN-16380
S_NS1_Pm_023_750	R223-RXN
S_NS1_Pm_023_750	LINOLENOYL-RXN
S_NS1_Pm_023_750	RXN66-469
S_NS1_Pm_023_750	RXN-16401
S_NS1_Pm_023_750	RXN-16402
S_NS1_Pm_023_750	RXN66-483
S_NS1_Pm_023_750	RXN66-480
S_NS1_Pm_023_750	RXN66-484
S_NS1_Pm_023_750	RXN-9623
S_NS1_Pm_023_750	RXN-9644
S_NS1_Pm_023_750	RXN-16393
S_NS1_Pm_023_750	RXN-13614
S_NS1_Pm_023_750	RXN-7904
S_NS1_Pm_023_750	RXN-12978
S_NS1_Pm_023_750	RXN66-477
S_NS1_Pm_023_750	RXN-16418
S_NS1_Pm_023_750	RXN-16415
S_NS1_Pm_023_751	RXN-13290
S_NS1_Pm_023_751	RXN-16389
S_NS1_Pm_023_751	RXN-9673
S_NS1_Pm_023_751	ACYLCOASYN-RXN
S_NS1_Pm_023_751	RXN-12184
S_NS1_Pm_023_751	RXN-16380
S_NS1_Pm_023_751	R223-RXN
S_NS1_Pm_023_751	LINOLENOYL-RXN
S_NS1_Pm_023_751	RXN66-469
S_NS1_Pm_023_751	RXN-16401
S_NS1_Pm_023_751	RXN-16402
S_NS1_Pm_023_751	RXN66-483
S_NS1_Pm_023_751	RXN66-480
S_NS1_Pm_023_751	RXN66-484
