S_S5_He_108_1	NADH-DEHYDROG-A-RXN
S_S5_He_108_677	RXN-11481
S_S5_He_108_677	3-HYDROXYDECANOYL-ACP-DEHYDR-RXN
S_S5_He_108_677	RXN1G-279
S_S5_He_108_677	RXN1G-1004
S_S5_He_108_677	RXN1G-912
S_S5_He_108_677	RXN-10660
S_S5_He_108_677	RXN-16627
S_S5_He_108_677	RXN-9520
S_S5_He_108_677	RXN1G-266
S_S5_He_108_677	RXN1G-1081
S_S5_He_108_677	RXN1G-1084
S_S5_He_108_677	RXN1G-420
S_S5_He_108_677	RXN1G-425
S_S5_He_108_677	RXN1G-1278
S_S5_He_108_677	RXN0-2144
S_S5_He_108_677	RXN1G-440
S_S5_He_108_677	RXN1G-127
S_S5_He_108_677	RXN1G-464
S_S5_He_108_677	RXN-16631
S_S5_He_108_677	RXN-16619
S_S5_He_108_677	RXN1G-363
S_S5_He_108_677	RXN1G-554
S_S5_He_108_677	RXN1G-309
S_S5_He_108_677	RXN1G-308
S_S5_He_108_677	RXN1G-320
S_S5_He_108_677	RXN1G-188
S_S5_He_108_677	RXN1G-517
S_S5_He_108_677	RXN-11477
S_S5_He_108_677	4.2.1.58-RXN
S_S5_He_108_677	RXN-9634
S_S5_He_108_678	RXN-10781
S_S5_He_108_678	RXN-5424
S_S5_He_108_678	METHANOL-DEHYDROGENASE-RXN
S_S5_He_108_678	RXN-15818
S_S5_He_108_678	RXN3O-4113
S_S5_He_108_678	RXN-12448
S_S5_He_108_678	ALCOHOL-DEHYDROG-GENERIC-RXN
S_S5_He_108_678	RXN-7694
S_S5_He_108_678	RXN-7693
S_S5_He_108_678	RXN-7657
S_S5_He_108_678	ALCOHOL-DEHYDROG-RXN
S_S5_He_108_678	RXN-7700
S_S5_He_108_678	RXN-7706
S_S5_He_108_678	RXN-10911
S_S5_He_108_678	RXN-10915
S_S5_He_108_678	RXN66-478
S_S5_He_108_678	RXN-15823
S_S5_He_108_678	RXN-13198
S_S5_He_108_679	RXN-10781
S_S5_He_108_679	RXN-5424
S_S5_He_108_679	METHANOL-DEHYDROGENASE-RXN
S_S5_He_108_679	RXN-15818
S_S5_He_108_679	RXN3O-4113
S_S5_He_108_679	RXN-12448
S_S5_He_108_679	ALCOHOL-DEHYDROG-GENERIC-RXN
S_S5_He_108_679	RXN-7694
S_S5_He_108_679	RXN-7693
S_S5_He_108_679	RXN-7657
S_S5_He_108_679	ALCOHOL-DEHYDROG-RXN
S_S5_He_108_679	RXN-7700
S_S5_He_108_679	RXN-7706
S_S5_He_108_679	RXN-10911
S_S5_He_108_679	RXN-10915
S_S5_He_108_679	RXN66-478
S_S5_He_108_679	RXN-15823
S_S5_He_108_679	RXN-13198
S_S5_He_108_680	RXN-10781
S_S5_He_108_680	RXN-5424
S_S5_He_108_680	METHANOL-DEHYDROGENASE-RXN
S_S5_He_108_680	RXN-15818
S_S5_He_108_680	RXN3O-4113
S_S5_He_108_680	RXN-12448
S_S5_He_108_680	ALCOHOL-DEHYDROG-GENERIC-RXN
S_S5_He_108_680	RXN-7694
S_S5_He_108_680	RXN-7693
S_S5_He_108_680	RXN-7657
S_S5_He_108_680	ALCOHOL-DEHYDROG-RXN
S_S5_He_108_680	RXN-7700
S_S5_He_108_680	RXN-7706
S_S5_He_108_680	RXN-10911
S_S5_He_108_680	RXN-10915
S_S5_He_108_680	RXN66-478
S_S5_He_108_680	RXN-15823
S_S5_He_108_680	RXN-13198
S_S5_He_108_681	GLURS-RXN
S_S5_He_108_682	CHORISMATE-SYNTHASE-RXN
S_S5_He_108_683	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
S_S5_He_108_684	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
S_S5_He_108_685	PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN
S_S5_He_108_686	PGLUCISOM-RXN
S_S5_He_108_686	RXN-6182
S_S5_He_108_686	RXN-13720
S_S5_He_108_687	PGLUCISOM-RXN
S_S5_He_108_687	RXN-6182
S_S5_He_108_687	RXN-13720
S_S5_He_108_688	PGLUCISOM-RXN
S_S5_He_108_688	RXN-6182
S_S5_He_108_688	RXN-13720
S_S5_He_108_689	RXN66-546
S_S5_He_108_689	PYRROLINECARBREDUCT-RXN
S_S5_He_108_690	DGTPTRIPHYDRO-RXN
S_S5_He_108_691	DGTPTRIPHYDRO-RXN
S_S5_He_108_692	DGTPTRIPHYDRO-RXN
S_S5_He_108_693	TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN
S_S5_He_108_694	TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN
S_S5_He_108_695	NICONUCADENYLYLTRAN-RXN
S_S5_He_108_696	NICONUCADENYLYLTRAN-RXN
S_S5_He_108_697	DETHIOBIOTIN-SYN-RXN
S_S5_He_108_698	UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
S_S5_He_108_699	UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
S_S5_He_108_700	2-DEHYDROPANTOATE-REDUCT-RXN
S_S5_He_108_701	2-DEHYDROPANTOATE-REDUCT-RXN
S_S5_He_108_702	2-DEHYDROPANTOATE-REDUCT-RXN
S_S5_He_108_703	FORMATETHFLIG-RXN
S_S5_He_108_704	GLYRIBONUCSYN-RXN
S_S5_He_108_705	RXN-11365
S_S5_He_108_706	RXN-11365
S_S5_He_108_707	RXN0-4361
S_S5_He_108_708	RXN0-4361
S_S5_He_108_709	RXN0-4301
S_S5_He_108_710	GLUTAMINE--TRNA-LIGASE-RXN
S_S5_He_108_711	RXN-11586
S_S5_He_108_712	RXN-11586
S_S5_He_108_713	RXN0-5189
S_S5_He_108_714	RXN0-5189
S_S5_He_108_715	RXN-9939
S_S5_He_108_715	SPERMACTRAN-RXN
S_S5_He_108_715	DIAMACTRANS-RXN
S_S5_He_108_715	RXN-0
S_S5_He_108_716	RXN-9939
S_S5_He_108_716	SPERMACTRAN-RXN
S_S5_He_108_716	DIAMACTRANS-RXN
S_S5_He_108_716	RXN-0
S_S5_He_108_717	DAPASYN-RXN
S_S5_He_108_718	2.8.1.6-RXN
S_S5_He_108_719	2.8.1.6-RXN
S_S5_He_108_720	RXN-11601
S_S5_He_108_721	RXN-11601
S_S5_He_108_722	RXN-11601
S_S5_He_108_723	PROLINE--TRNA-LIGASE-RXN
S_S5_He_108_724	PROLINE--TRNA-LIGASE-RXN
S_S5_He_108_725	RXN-14992
S_S5_He_108_726	DIAMINOPIMEPIM-RXN
S_S5_He_108_727	DIAMINOPIMEPIM-RXN
S_S5_He_108_728	RXN3O-54
S_S5_He_108_728	RXN-9235
S_S5_He_108_728	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN
S_S5_He_108_728	RXN-9242
S_S5_He_108_728	RXN-9227
S_S5_He_108_728	RXN-11754
S_S5_He_108_729	RXN-11046
S_S5_He_108_729	RXN-9205
S_S5_He_108_729	RXN-14177
S_S5_He_108_729	RXN-9220
S_S5_He_108_729	RXN-9191
S_S5_He_108_729	RXN-9363
S_S5_He_108_729	RXN-9362
S_S5_He_108_729	RXN-9361
S_S5_He_108_729	RXN-9366
S_S5_He_108_729	ADOMET-DMK-METHYLTRANSFER-RXN
S_S5_He_108_730	ARGSUCCINLYA-RXN
S_S5_He_108_730	RXN-22
S_S5_He_108_731	RXN-14354
S_S5_He_108_731	RXN-14261
S_S5_He_108_731	RXN-14260
S_S5_He_108_731	AMYLOMALT-RXN
S_S5_He_108_731	RXN-9023
S_S5_He_108_731	RXN-12193
S_S5_He_108_731	RXN-1828
S_S5_He_108_731	RXN-12391
S_S5_He_108_732	3.1.21.2-RXN
S_S5_He_108_733	3.1.21.2-RXN
S_S5_He_108_734	RXN0-5063
S_S5_He_108_735	RXN0-6366
S_S5_He_108_736	CYSTEINE--TRNA-LIGASE-RXN
S_S5_He_108_737	3.4.21.102-RXN
S_S5_He_108_738	SUCCINYLDIAMINOPIMTRANS-RXN
S_S5_He_108_739	RXN-15007
S_S5_He_108_739	ACETYLORNTRANSAM-RXN
S_S5_He_108_740	RXN0-5515
S_S5_He_108_740	CDPDIGLYSYN-RXN
S_S5_He_108_741	RXN0-6710
S_S5_He_108_742	RXN0-6710
S_S5_He_108_743	RXN0-6710
S_S5_He_108_744	RXN0-6710
S_S5_He_108_745	POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN
S_S5_He_108_746	RXN-13403
S_S5_He_108_747	PHOSPHAGLYPSYN-RXN
S_S5_He_108_748	PHOSPHAGLYPSYN-RXN
S_S5_He_108_749	DNA-LIGASE-NAD+-RXN
S_S5_He_108_750	DNA-LIGASE-NAD+-RXN
S_S5_He_108_751	DNA-LIGASE-NAD+-RXN
S_S5_He_108_752	DNA-LIGASE-NAD+-RXN
S_S5_He_108_753	PREPHENATEDEHYDRAT-RXN
S_S5_He_108_754	CITSYN-RXN
S_S5_He_108_755	CITSYN-RXN
S_S5_He_108_756	RXN-11860
S_S5_He_108_756	RXN-11865
S_S5_He_108_757	2.5.1.19-RXN
S_S5_He_108_758	THREONINE-ALDOLASE-RXN
S_S5_He_108_758	LTAA-RXN
S_S5_He_108_759	ACETOOHBUTREDUCTOISOM-RXN
S_S5_He_108_759	ACETOLACTREDUCTOISOM-RXN
S_S5_He_108_760	RXN-11737
S_S5_He_108_760	ASPAMINOTRANS-RXN
S_S5_He_108_760	RXN-13697
S_S5_He_108_760	RXN-10814
S_S5_He_108_761	RXN-11737
S_S5_He_108_761	ASPAMINOTRANS-RXN
S_S5_He_108_761	RXN-13697
S_S5_He_108_761	RXN-10814
S_S5_He_108_762	RXN-8999
S_S5_He_108_763	2.7.1.148-RXN
S_S5_He_108_764	RXN-15005
S_S5_He_108_764	ACETYLGLUTKIN-RXN
S_S5_He_108_765	IMPCYCLOHYDROLASE-RXN
S_S5_He_108_766	AICARTRANSFORM-RXN
S_S5_He_108_767	SUPEROX-DISMUT-RXN
S_S5_He_108_768	ARGININE--TRNA-LIGASE-RXN
S_S5_He_108_769	R341-RXN
S_S5_He_108_770	RXN-8769
S_S5_He_108_772	RXN0-1441
S_S5_He_108_773	RXN0-1441
S_S5_He_108_774	CHORISMATEMUT-RXN
S_S5_He_108_775	CHORISMATEMUT-RXN
S_S5_He_108_776	5.99.1.2-RXN
S_S5_He_108_777	5.99.1.2-RXN
S_S5_He_108_778	5.99.1.2-RXN
S_S5_He_108_779	5.99.1.2-RXN
S_S5_He_108_780	5.99.1.2-RXN
S_S5_He_108_781	5.99.1.2-RXN
S_S5_He_108_782	5.99.1.2-RXN
S_S5_He_108_783	RXN-14047
S_S5_He_108_784	METHYLENETHFDEHYDROG-NADP-RXN
S_S5_He_108_785	RXN-11588
S_S5_He_108_786	LEUCINE--TRNA-LIGASE-RXN
S_S5_He_108_787	LEUCINE--TRNA-LIGASE-RXN
S_S5_He_108_788	S-ADENMETSYN-RXN
S_S5_He_108_789	3.4.21.92-RXN
S_S5_He_108_790	3.4.21.92-RXN
S_S5_He_108_791	3.4.21.92-RXN
S_S5_He_108_792	RXN-14570
S_S5_He_108_793	RXN0-6274
S_S5_He_108_794	4.99.1.3-RXN
S_S5_He_108_794	RXN-8759
S_S5_He_108_795	ARGDECARBOX-RXN
S_S5_He_108_796	RXN-13037
S_S5_He_108_796	RXN0-947
S_S5_He_108_797	RXN-14063
S_S5_He_108_797	COBINAMIDEKIN-RXN
S_S5_He_108_797	2.7.1.156-RXN
S_S5_He_108_798	COBINPGUANYLYLTRANS-RXN
S_S5_He_108_799	RXN-8976
S_S5_He_108_799	RXN-11029
S_S5_He_108_799	NACGLCTRANS-RXN
S_S5_He_108_799	RXN-11346
S_S5_He_108_800	UDP-NACMURALA-GLU-LIG-RXN
S_S5_He_108_801	RXN-8975
S_S5_He_108_801	RXN-11347
S_S5_He_108_801	PHOSNACMURPENTATRANS-RXN
S_S5_He_108_802	UDP-NACMURALGLDAPAALIG-RXN
S_S5_He_108_802	6.3.2.10-RXN
S_S5_He_108_803	UDP-NACMURALGLDAPLIG-RXN
S_S5_He_108_804	RXN-11638
S_S5_He_108_805	RXN-11638
S_S5_He_108_807	RXN-10060
S_S5_He_108_807	RXN-9518
S_S5_He_108_807	RXN-9514
S_S5_He_108_807	RXN-10655
S_S5_He_108_807	RXN-10659
S_S5_He_108_807	RXN-9536
S_S5_He_108_807	RXN1G-240
S_S5_He_108_807	RXN1G-203
S_S5_He_108_807	RXN-13008
S_S5_He_108_807	RXN-9556
S_S5_He_108_807	RXN-9552
S_S5_He_108_807	RXN1G-1247
S_S5_He_108_807	RXN1G-881
S_S5_He_108_807	RXN-16622
S_S5_He_108_807	RXN-16626
S_S5_He_108_807	RXN1G-358
S_S5_He_108_807	RXN1G-157
S_S5_He_108_807	RXN1G-508
S_S5_He_108_807	RXN-9532
S_S5_He_108_807	RXN0-2142
S_S5_He_108_807	RXN1G-717
S_S5_He_108_807	RXN-11480
S_S5_He_108_807	RXN1G-481
S_S5_He_108_807	RXN1G-252
S_S5_He_108_807	3-OXOACYL-ACP-REDUCT-RXN
S_S5_He_108_807	RXN-9524
S_S5_He_108_807	RXN-9528
S_S5_He_108_807	RXN1G-637
S_S5_He_108_807	RXN1G-951
S_S5_He_108_807	RXN-9540
S_S5_He_108_807	RXN1G-408
S_S5_He_108_807	RXN1G-409
S_S5_He_108_807	RXN1G-617
S_S5_He_108_807	RXN1G-613
S_S5_He_108_807	RXN1G-384
S_S5_He_108_807	RXN1G-469
S_S5_He_108_807	RXN-16630
S_S5_He_108_807	RXN1G-72
S_S5_He_108_807	RXN1G-349
S_S5_He_108_807	RXN1G-163
S_S5_He_108_807	RXN-16616
S_S5_He_108_807	RXN1G-853
S_S5_He_108_807	RXN-11476
S_S5_He_108_807	RXN1G-184
S_S5_He_108_807	RXN1G-182
S_S5_He_108_807	RXN1G-364
S_S5_He_108_807	RXN1G-287
S_S5_He_108_807	RXN1G-1053
S_S5_He_108_807	RXN1G-1050
S_S5_He_108_807	RXN-9633
S_S5_He_108_807	RXN1G-262
S_S5_He_108_807	RXN1G-260
S_S5_He_108_808	RXN-10060
S_S5_He_108_808	RXN-9518
S_S5_He_108_808	RXN-9514
S_S5_He_108_808	RXN-10655
S_S5_He_108_808	RXN-10659
S_S5_He_108_808	RXN-9536
S_S5_He_108_808	RXN1G-240
S_S5_He_108_808	RXN1G-203
S_S5_He_108_808	RXN-13008
S_S5_He_108_808	RXN-9556
S_S5_He_108_808	RXN-9552
S_S5_He_108_808	RXN1G-1247
S_S5_He_108_808	RXN1G-881
S_S5_He_108_808	RXN-16622
S_S5_He_108_808	RXN-16626
S_S5_He_108_808	RXN1G-358
S_S5_He_108_808	RXN1G-157
S_S5_He_108_808	RXN1G-508
S_S5_He_108_808	RXN-9532
S_S5_He_108_808	RXN0-2142
S_S5_He_108_808	RXN1G-717
S_S5_He_108_808	RXN-11480
S_S5_He_108_808	RXN1G-481
S_S5_He_108_808	RXN1G-252
S_S5_He_108_808	3-OXOACYL-ACP-REDUCT-RXN
S_S5_He_108_808	RXN-9524
S_S5_He_108_808	RXN-9528
S_S5_He_108_808	RXN1G-637
S_S5_He_108_808	RXN1G-951
S_S5_He_108_808	RXN-9540
S_S5_He_108_808	RXN1G-408
S_S5_He_108_808	RXN1G-409
S_S5_He_108_808	RXN1G-617
S_S5_He_108_808	RXN1G-613
S_S5_He_108_808	RXN1G-384
S_S5_He_108_808	RXN1G-469
S_S5_He_108_808	RXN-16630
S_S5_He_108_808	RXN1G-72
S_S5_He_108_808	RXN1G-349
S_S5_He_108_808	RXN1G-163
S_S5_He_108_808	RXN-16616
S_S5_He_108_808	RXN1G-853
S_S5_He_108_808	RXN-11476
S_S5_He_108_808	RXN1G-184
S_S5_He_108_808	RXN1G-182
S_S5_He_108_808	RXN1G-364
S_S5_He_108_808	RXN1G-287
S_S5_He_108_808	RXN1G-1053
S_S5_He_108_808	RXN1G-1050
S_S5_He_108_808	RXN-9633
S_S5_He_108_808	RXN1G-262
S_S5_He_108_808	RXN1G-260
S_S5_He_108_809	RXN-10060
S_S5_He_108_809	RXN-9518
S_S5_He_108_809	RXN-9514
S_S5_He_108_809	RXN-10655
S_S5_He_108_809	RXN-10659
S_S5_He_108_809	RXN-9536
S_S5_He_108_809	RXN1G-240
S_S5_He_108_809	RXN1G-203
S_S5_He_108_809	RXN-13008
S_S5_He_108_809	RXN-9556
S_S5_He_108_809	RXN-9552
S_S5_He_108_809	RXN1G-1247
S_S5_He_108_809	RXN1G-881
S_S5_He_108_809	RXN-16622
S_S5_He_108_809	RXN-16626
S_S5_He_108_809	RXN1G-358
S_S5_He_108_809	RXN1G-157
S_S5_He_108_809	RXN1G-508
S_S5_He_108_809	RXN-9532
S_S5_He_108_809	RXN0-2142
S_S5_He_108_809	RXN1G-717
S_S5_He_108_809	RXN-11480
S_S5_He_108_809	RXN1G-481
S_S5_He_108_809	RXN1G-252
S_S5_He_108_809	3-OXOACYL-ACP-REDUCT-RXN
S_S5_He_108_809	RXN-9524
S_S5_He_108_809	RXN-9528
S_S5_He_108_809	RXN1G-637
S_S5_He_108_809	RXN1G-951
S_S5_He_108_809	RXN-9540
S_S5_He_108_809	RXN1G-408
S_S5_He_108_809	RXN1G-409
S_S5_He_108_809	RXN1G-617
S_S5_He_108_809	RXN1G-613
S_S5_He_108_809	RXN1G-384
S_S5_He_108_809	RXN1G-469
S_S5_He_108_809	RXN-16630
S_S5_He_108_809	RXN1G-72
S_S5_He_108_809	RXN1G-349
S_S5_He_108_809	RXN1G-163
S_S5_He_108_809	RXN-16616
S_S5_He_108_809	RXN1G-853
S_S5_He_108_809	RXN-11476
S_S5_He_108_809	RXN1G-184
S_S5_He_108_809	RXN1G-182
S_S5_He_108_809	RXN1G-364
S_S5_He_108_809	RXN1G-287
S_S5_He_108_809	RXN1G-1053
S_S5_He_108_809	RXN1G-1050
S_S5_He_108_809	RXN-9633
S_S5_He_108_809	RXN1G-262
S_S5_He_108_809	RXN1G-260
S_S5_He_108_810	RXN-10060
S_S5_He_108_810	RXN-9518
S_S5_He_108_810	RXN-9514
S_S5_He_108_810	RXN-10655
S_S5_He_108_810	RXN-10659
S_S5_He_108_810	RXN-9536
S_S5_He_108_810	RXN1G-240
S_S5_He_108_810	RXN1G-203
S_S5_He_108_810	RXN-13008
S_S5_He_108_810	RXN-9556
S_S5_He_108_810	RXN-9552
S_S5_He_108_810	RXN1G-1247
S_S5_He_108_810	RXN1G-881
S_S5_He_108_810	RXN-16622
S_S5_He_108_810	RXN-16626
S_S5_He_108_810	RXN1G-358
S_S5_He_108_810	RXN1G-157
S_S5_He_108_810	RXN1G-508
S_S5_He_108_810	RXN-9532
S_S5_He_108_810	RXN0-2142
S_S5_He_108_810	RXN1G-717
S_S5_He_108_810	RXN-11480
S_S5_He_108_810	RXN1G-481
S_S5_He_108_810	RXN1G-252
S_S5_He_108_810	3-OXOACYL-ACP-REDUCT-RXN
S_S5_He_108_810	RXN-9524
S_S5_He_108_810	RXN-9528
S_S5_He_108_810	RXN1G-637
S_S5_He_108_810	RXN1G-951
S_S5_He_108_810	RXN-9540
S_S5_He_108_810	RXN1G-408
S_S5_He_108_810	RXN1G-409
S_S5_He_108_810	RXN1G-617
S_S5_He_108_810	RXN1G-613
S_S5_He_108_810	RXN1G-384
S_S5_He_108_810	RXN1G-469
S_S5_He_108_810	RXN-16630
S_S5_He_108_810	RXN1G-72
S_S5_He_108_810	RXN1G-349
S_S5_He_108_810	RXN1G-163
S_S5_He_108_810	RXN-16616
S_S5_He_108_810	RXN1G-853
S_S5_He_108_810	RXN-11476
S_S5_He_108_810	RXN1G-184
S_S5_He_108_810	RXN1G-182
S_S5_He_108_810	RXN1G-364
S_S5_He_108_810	RXN1G-287
S_S5_He_108_810	RXN1G-1053
S_S5_He_108_810	RXN1G-1050
S_S5_He_108_810	RXN-9633
S_S5_He_108_810	RXN1G-262
S_S5_He_108_810	RXN1G-260
S_S5_He_108_811	RXN-10060
S_S5_He_108_811	RXN-9518
S_S5_He_108_811	RXN-9514
S_S5_He_108_811	RXN-10655
S_S5_He_108_811	RXN-10659
S_S5_He_108_811	RXN-9536
S_S5_He_108_811	RXN1G-240
S_S5_He_108_811	RXN1G-203
S_S5_He_108_811	RXN-13008
S_S5_He_108_811	RXN-9556
S_S5_He_108_811	RXN-9552
S_S5_He_108_811	RXN1G-1247
S_S5_He_108_811	RXN1G-881
S_S5_He_108_811	RXN-16622
S_S5_He_108_811	RXN-16626
S_S5_He_108_811	RXN1G-358
S_S5_He_108_811	RXN1G-157
S_S5_He_108_811	RXN1G-508
S_S5_He_108_811	RXN-9532
S_S5_He_108_811	RXN0-2142
S_S5_He_108_811	RXN1G-717
S_S5_He_108_811	RXN-11480
S_S5_He_108_811	RXN1G-481
S_S5_He_108_811	RXN1G-252
S_S5_He_108_811	3-OXOACYL-ACP-REDUCT-RXN
S_S5_He_108_811	RXN-9524
S_S5_He_108_811	RXN-9528
S_S5_He_108_811	RXN1G-637
S_S5_He_108_811	RXN1G-951
S_S5_He_108_811	RXN-9540
S_S5_He_108_811	RXN1G-408
S_S5_He_108_811	RXN1G-409
S_S5_He_108_811	RXN1G-617
S_S5_He_108_811	RXN1G-613
S_S5_He_108_811	RXN1G-384
S_S5_He_108_811	RXN1G-469
S_S5_He_108_811	RXN-16630
S_S5_He_108_811	RXN1G-72
S_S5_He_108_811	RXN1G-349
S_S5_He_108_811	RXN1G-163
S_S5_He_108_811	RXN-16616
S_S5_He_108_811	RXN1G-853
S_S5_He_108_811	RXN-11476
S_S5_He_108_811	RXN1G-184
S_S5_He_108_811	RXN1G-182
S_S5_He_108_811	RXN1G-364
S_S5_He_108_811	RXN1G-287
S_S5_He_108_811	RXN1G-1053
S_S5_He_108_811	RXN1G-1050
S_S5_He_108_811	RXN-9633
S_S5_He_108_811	RXN1G-262
S_S5_He_108_811	RXN1G-260
S_S5_He_108_812	RIBULP3EPIM-RXN
S_S5_He_108_813	RIBULP3EPIM-RXN
S_S5_He_108_814	METHENYLTHFCYCLOHYDRO-RXN
S_S5_He_108_815	CTPSYN-RXN
S_S5_He_108_816	RXN66-532
S_S5_He_108_816	PHOSPHOGLUCMUT-RXN
S_S5_He_108_817	RXN66-532
S_S5_He_108_817	PHOSPHOGLUCMUT-RXN
S_S5_He_108_818	TYROSINE--TRNA-LIGASE-RXN
S_S5_He_108_819	3.4.21.116-RXN
S_S5_He_108_820	RXN0-743
S_S5_He_108_821	URACIL-PRIBOSYLTRANS-RXN
S_S5_He_108_822	ASPCARBTRANS-RXN
S_S5_He_108_823	RXN-9659
S_S5_He_108_823	RXN-9658
S_S5_He_108_823	RXN-9657
S_S5_He_108_823	RXN1G-248
S_S5_He_108_823	RXN-10062
S_S5_He_108_823	RXN-10657
S_S5_He_108_823	RXN1G-962
S_S5_He_108_823	RXN1G-37
S_S5_He_108_823	RXN-9558
S_S5_He_108_823	RXN1G-607
S_S5_He_108_823	RXN1G-471
S_S5_He_108_823	RXN1G-1117
S_S5_He_108_823	RXN1G-396
S_S5_He_108_823	RXN1G-1325
S_S5_He_108_823	RXN1G-1130
S_S5_He_108_823	RXN-16628
S_S5_He_108_823	RXN-16624
S_S5_He_108_823	ENOYL-ACP-REDUCT-NADH-RXN
S_S5_He_108_823	RXN1G-820
S_S5_He_108_823	RXN1G-686
S_S5_He_108_823	RXN1G-171
S_S5_He_108_823	RXN1G-526
S_S5_He_108_823	RXN1G-395
S_S5_He_108_823	RXN1G-509
S_S5_He_108_823	RXN1G-337
S_S5_He_108_823	RXN1G-339
S_S5_He_108_823	RXN1G-193
S_S5_He_108_823	RXN1G-196
S_S5_He_108_823	RXN1G-299
S_S5_He_108_823	RXN-11482
S_S5_He_108_823	RXN1G-276
S_S5_He_108_823	RXN1G-488
S_S5_He_108_823	RXN-9662
S_S5_He_108_823	RXN-9663
S_S5_He_108_823	RXN-9660
S_S5_He_108_823	RXN-9661
S_S5_He_108_823	RXN1G-915
S_S5_He_108_823	RXN-10661
S_S5_He_108_823	RXN-16620
S_S5_He_108_823	RXN1G-210
S_S5_He_108_823	1.3.1.9-RXN
S_S5_He_108_823	RXN0-2145
S_S5_He_108_823	RXN1G-679
S_S5_He_108_823	RXN1G-468
S_S5_He_108_823	RXN-16632
S_S5_He_108_823	RXN1G-285
S_S5_He_108_823	RXN-11478
S_S5_He_108_823	RXN1G-1057
S_S5_He_108_823	RXN-9635
S_S5_He_108_824	OHMETHYLBILANESYN-RXN
S_S5_He_108_827	DIHYDROXYMETVALDEHYDRAT-RXN
S_S5_He_108_827	DIHYDROXYISOVALDEHYDRAT-RXN
S_S5_He_108_828	DIHYDROXYMETVALDEHYDRAT-RXN
S_S5_He_108_828	DIHYDROXYISOVALDEHYDRAT-RXN
S_S5_He_108_829	ATPPHOSPHORIBOSYLTRANS-RXN
S_S5_He_108_830	3.4.11.9-RXN
S_S5_He_108_831	3.4.11.9-RXN
S_S5_He_108_832	3.4.11.9-RXN
S_S5_He_108_833	3.4.11.9-RXN
S_S5_He_108_834	3.4.11.9-RXN
S_S5_He_108_835	RXN-13997
S_S5_He_108_836	RXN-13997
S_S5_He_108_837	RXN-13997
S_S5_He_108_838	UROGENIIISYN-RXN
S_S5_He_108_839	ABC-2-RXN
S_S5_He_108_839	ABC-28-RXN
S_S5_He_108_839	3.6.3.17-RXN
S_S5_He_108_839	ABC-33-RXN
S_S5_He_108_839	ABC-18-RXN
S_S5_He_108_840	ABC-2-RXN
S_S5_He_108_840	ABC-28-RXN
S_S5_He_108_840	3.6.3.17-RXN
S_S5_He_108_840	ABC-33-RXN
S_S5_He_108_840	ABC-18-RXN
S_S5_He_108_841	ABC-2-RXN
S_S5_He_108_841	ABC-28-RXN
S_S5_He_108_841	3.6.3.17-RXN
S_S5_He_108_841	ABC-33-RXN
S_S5_He_108_841	ABC-18-RXN
S_S5_He_108_842	ABC-2-RXN
S_S5_He_108_842	ABC-28-RXN
S_S5_He_108_842	3.6.3.17-RXN
S_S5_He_108_842	ABC-33-RXN
S_S5_He_108_842	ABC-18-RXN
S_S5_He_108_843	ABC-2-RXN
S_S5_He_108_843	ABC-28-RXN
S_S5_He_108_843	3.6.3.17-RXN
S_S5_He_108_843	ABC-33-RXN
S_S5_He_108_843	ABC-18-RXN
S_S5_He_108_844	ABC-2-RXN
S_S5_He_108_844	ABC-28-RXN
S_S5_He_108_844	3.6.3.17-RXN
S_S5_He_108_844	ABC-33-RXN
S_S5_He_108_844	ABC-18-RXN
S_S5_He_108_845	ABC-2-RXN
S_S5_He_108_845	ABC-28-RXN
S_S5_He_108_845	3.6.3.17-RXN
S_S5_He_108_845	ABC-33-RXN
S_S5_He_108_845	ABC-18-RXN
S_S5_He_108_846	ABC-2-RXN
S_S5_He_108_846	ABC-28-RXN
S_S5_He_108_846	3.6.3.17-RXN
S_S5_He_108_846	ABC-33-RXN
S_S5_He_108_846	ABC-18-RXN
S_S5_He_108_847	ABC-2-RXN
S_S5_He_108_847	ABC-28-RXN
S_S5_He_108_847	3.6.3.17-RXN
S_S5_He_108_847	ABC-33-RXN
S_S5_He_108_847	ABC-18-RXN
S_S5_He_108_848	ABC-2-RXN
S_S5_He_108_848	ABC-28-RXN
S_S5_He_108_848	3.6.3.17-RXN
S_S5_He_108_848	ABC-33-RXN
S_S5_He_108_848	ABC-18-RXN
S_S5_He_108_849	ABC-2-RXN
S_S5_He_108_849	ABC-28-RXN
S_S5_He_108_849	3.6.3.17-RXN
S_S5_He_108_849	ABC-33-RXN
S_S5_He_108_849	ABC-18-RXN
S_S5_He_108_850	ABC-2-RXN
S_S5_He_108_850	ABC-28-RXN
S_S5_He_108_850	3.6.3.17-RXN
S_S5_He_108_850	ABC-33-RXN
S_S5_He_108_850	ABC-18-RXN
S_S5_He_108_851	ABC-2-RXN
