S_NS6_Pm_056_1	NADH-DEHYDROG-A-RXN
S_NS6_Pm_056_596	ACETOLACTREDUCTOISOM-RXN
S_NS6_Pm_056_597	RXN-11737
S_NS6_Pm_056_597	ASPAMINOTRANS-RXN
S_NS6_Pm_056_597	RXN-13697
S_NS6_Pm_056_597	RXN-10814
S_NS6_Pm_056_598	RXN-11737
S_NS6_Pm_056_598	ASPAMINOTRANS-RXN
S_NS6_Pm_056_598	RXN-13697
S_NS6_Pm_056_598	RXN-10814
S_NS6_Pm_056_599	RXN-8999
S_NS6_Pm_056_600	2.7.1.148-RXN
S_NS6_Pm_056_601	RXN-15005
S_NS6_Pm_056_601	ACETYLGLUTKIN-RXN
S_NS6_Pm_056_602	IMPCYCLOHYDROLASE-RXN
S_NS6_Pm_056_603	IMPCYCLOHYDROLASE-RXN
S_NS6_Pm_056_604	AICARTRANSFORM-RXN
S_NS6_Pm_056_605	AICARTRANSFORM-RXN
S_NS6_Pm_056_606	PDXJ-RXN
S_NS6_Pm_056_607	SUPEROX-DISMUT-RXN
S_NS6_Pm_056_608	ARGININE--TRNA-LIGASE-RXN
S_NS6_Pm_056_609	R341-RXN
S_NS6_Pm_056_610	RXN-8769
S_NS6_Pm_056_611	RXN0-1441
S_NS6_Pm_056_612	RXN-8992
S_NS6_Pm_056_613	CHORISMATEMUT-RXN
S_NS6_Pm_056_614	5.99.1.2-RXN
S_NS6_Pm_056_615	5.99.1.2-RXN
S_NS6_Pm_056_616	5.99.1.2-RXN
S_NS6_Pm_056_617	5.99.1.2-RXN
S_NS6_Pm_056_618	5.99.1.2-RXN
S_NS6_Pm_056_619	RXN-14047
S_NS6_Pm_056_620	METHYLENETHFDEHYDROG-NADP-RXN
S_NS6_Pm_056_621	RXN-11588
S_NS6_Pm_056_622	LEUCINE--TRNA-LIGASE-RXN
S_NS6_Pm_056_623	S-ADENMETSYN-RXN
S_NS6_Pm_056_624	3.4.21.92-RXN
S_NS6_Pm_056_625	RXN-14570
S_NS6_Pm_056_626	RXN0-6274
S_NS6_Pm_056_627	RXN0-6274
S_NS6_Pm_056_628	RXN0-2361
S_NS6_Pm_056_628	RXN0-7022
S_NS6_Pm_056_629	KDO-8PSYNTH-RXN
S_NS6_Pm_056_630	RXN-9380
S_NS6_Pm_056_631	ARGDECARBOX-RXN
S_NS6_Pm_056_632	RXN-13037
S_NS6_Pm_056_632	RXN0-947
S_NS6_Pm_056_633	RXN-14063
S_NS6_Pm_056_633	COBINAMIDEKIN-RXN
S_NS6_Pm_056_633	2.7.1.156-RXN
S_NS6_Pm_056_634	COBINPGUANYLYLTRANS-RXN
S_NS6_Pm_056_635	RXN-8976
S_NS6_Pm_056_635	RXN-11029
S_NS6_Pm_056_635	NACGLCTRANS-RXN
S_NS6_Pm_056_635	RXN-11346
S_NS6_Pm_056_636	UDP-NACMURALA-GLU-LIG-RXN
S_NS6_Pm_056_637	RXN-8975
S_NS6_Pm_056_637	RXN-11347
S_NS6_Pm_056_637	PHOSNACMURPENTATRANS-RXN
S_NS6_Pm_056_638	UDP-NACMURALGLDAPAALIG-RXN
S_NS6_Pm_056_638	6.3.2.10-RXN
S_NS6_Pm_056_639	UDP-NACMURALGLDAPAALIG-RXN
S_NS6_Pm_056_639	6.3.2.10-RXN
S_NS6_Pm_056_640	UDP-NACMURALGLDAPLIG-RXN
S_NS6_Pm_056_641	RXN-11638
S_NS6_Pm_056_643	RXN-10060
S_NS6_Pm_056_643	RXN-9518
S_NS6_Pm_056_643	RXN-9514
S_NS6_Pm_056_643	RXN-10655
S_NS6_Pm_056_643	RXN-10659
S_NS6_Pm_056_643	RXN-9536
S_NS6_Pm_056_643	RXN1G-240
S_NS6_Pm_056_643	RXN1G-203
S_NS6_Pm_056_643	RXN-13008
S_NS6_Pm_056_643	RXN-9556
S_NS6_Pm_056_643	RXN-9552
S_NS6_Pm_056_643	RXN1G-1247
S_NS6_Pm_056_643	RXN1G-881
S_NS6_Pm_056_643	RXN-16622
S_NS6_Pm_056_643	RXN-16626
S_NS6_Pm_056_643	RXN1G-358
S_NS6_Pm_056_643	RXN1G-157
S_NS6_Pm_056_643	RXN1G-508
S_NS6_Pm_056_643	RXN-9532
S_NS6_Pm_056_643	RXN0-2142
S_NS6_Pm_056_643	RXN1G-717
S_NS6_Pm_056_643	RXN-11480
S_NS6_Pm_056_643	RXN1G-481
S_NS6_Pm_056_643	RXN1G-252
S_NS6_Pm_056_643	3-OXOACYL-ACP-REDUCT-RXN
S_NS6_Pm_056_643	RXN-9524
S_NS6_Pm_056_643	RXN-9528
S_NS6_Pm_056_643	RXN1G-637
S_NS6_Pm_056_643	RXN1G-951
S_NS6_Pm_056_643	RXN-9540
S_NS6_Pm_056_643	RXN1G-408
S_NS6_Pm_056_643	RXN1G-409
S_NS6_Pm_056_643	RXN1G-617
S_NS6_Pm_056_643	RXN1G-613
S_NS6_Pm_056_643	RXN1G-384
S_NS6_Pm_056_643	RXN1G-469
S_NS6_Pm_056_643	RXN-16630
S_NS6_Pm_056_643	RXN1G-72
S_NS6_Pm_056_643	RXN1G-349
S_NS6_Pm_056_643	RXN1G-163
S_NS6_Pm_056_643	RXN-16616
S_NS6_Pm_056_643	RXN1G-853
S_NS6_Pm_056_643	RXN-11476
S_NS6_Pm_056_643	RXN1G-184
S_NS6_Pm_056_643	RXN1G-182
S_NS6_Pm_056_643	RXN1G-364
S_NS6_Pm_056_643	RXN1G-287
S_NS6_Pm_056_643	RXN1G-1053
S_NS6_Pm_056_643	RXN1G-1050
S_NS6_Pm_056_643	RXN-9633
S_NS6_Pm_056_643	RXN1G-262
S_NS6_Pm_056_643	RXN1G-260
S_NS6_Pm_056_644	RXN-10060
S_NS6_Pm_056_644	RXN-9518
S_NS6_Pm_056_644	RXN-9514
S_NS6_Pm_056_644	RXN-10655
S_NS6_Pm_056_644	RXN-10659
S_NS6_Pm_056_644	RXN-9536
S_NS6_Pm_056_644	RXN1G-240
S_NS6_Pm_056_644	RXN1G-203
S_NS6_Pm_056_644	RXN-13008
S_NS6_Pm_056_644	RXN-9556
S_NS6_Pm_056_644	RXN-9552
S_NS6_Pm_056_644	RXN1G-1247
S_NS6_Pm_056_644	RXN1G-881
S_NS6_Pm_056_644	RXN-16622
S_NS6_Pm_056_644	RXN-16626
S_NS6_Pm_056_644	RXN1G-358
S_NS6_Pm_056_644	RXN1G-157
S_NS6_Pm_056_644	RXN1G-508
S_NS6_Pm_056_644	RXN-9532
S_NS6_Pm_056_644	RXN0-2142
S_NS6_Pm_056_644	RXN1G-717
S_NS6_Pm_056_644	RXN-11480
S_NS6_Pm_056_644	RXN1G-481
S_NS6_Pm_056_644	RXN1G-252
S_NS6_Pm_056_644	3-OXOACYL-ACP-REDUCT-RXN
S_NS6_Pm_056_644	RXN-9524
S_NS6_Pm_056_644	RXN-9528
S_NS6_Pm_056_644	RXN1G-637
S_NS6_Pm_056_644	RXN1G-951
S_NS6_Pm_056_644	RXN-9540
S_NS6_Pm_056_644	RXN1G-408
S_NS6_Pm_056_644	RXN1G-409
S_NS6_Pm_056_644	RXN1G-617
S_NS6_Pm_056_644	RXN1G-613
S_NS6_Pm_056_644	RXN1G-384
S_NS6_Pm_056_644	RXN1G-469
S_NS6_Pm_056_644	RXN-16630
S_NS6_Pm_056_644	RXN1G-72
S_NS6_Pm_056_644	RXN1G-349
S_NS6_Pm_056_644	RXN1G-163
S_NS6_Pm_056_644	RXN-16616
S_NS6_Pm_056_644	RXN1G-853
S_NS6_Pm_056_644	RXN-11476
S_NS6_Pm_056_644	RXN1G-184
S_NS6_Pm_056_644	RXN1G-182
S_NS6_Pm_056_644	RXN1G-364
S_NS6_Pm_056_644	RXN1G-287
S_NS6_Pm_056_644	RXN1G-1053
S_NS6_Pm_056_644	RXN1G-1050
S_NS6_Pm_056_644	RXN-9633
S_NS6_Pm_056_644	RXN1G-262
S_NS6_Pm_056_644	RXN1G-260
S_NS6_Pm_056_645	L-ASPARTATE-OXID-RXN
S_NS6_Pm_056_646	RIBULP3EPIM-RXN
S_NS6_Pm_056_647	METHENYLTHFCYCLOHYDRO-RXN
S_NS6_Pm_056_648	CYTOCHROME-C-PEROXIDASE-RXN
S_NS6_Pm_056_649	CTPSYN-RXN
S_NS6_Pm_056_650	CPM-KDOSYNTH-RXN
S_NS6_Pm_056_651	RXN66-532
S_NS6_Pm_056_651	PHOSPHOGLUCMUT-RXN
S_NS6_Pm_056_652	1.5.1.7-RXN
S_NS6_Pm_056_653	TYROSINE--TRNA-LIGASE-RXN
S_NS6_Pm_056_654	AGMATINE-DEIMINASE-RXN
S_NS6_Pm_056_655	AGMATINE-DEIMINASE-RXN
S_NS6_Pm_056_656	RXN0-743
S_NS6_Pm_056_657	URACIL-PRIBOSYLTRANS-RXN
S_NS6_Pm_056_658	ASPCARBTRANS-RXN
S_NS6_Pm_056_659	RXN-9515
S_NS6_Pm_056_659	RXN-9538
S_NS6_Pm_056_659	RXN-9534
S_NS6_Pm_056_659	RXN-9530
S_NS6_Pm_056_659	RXN-9521
S_NS6_Pm_056_659	RXN-9526
S_NS6_Pm_056_659	RXN-9542
S_NS6_Pm_056_659	ENOYL-ACP-REDUCT-NADPH-RXN
S_NS6_Pm_056_659	RXN3O-5293
S_NS6_Pm_056_660	RXN-9659
S_NS6_Pm_056_660	RXN-9658
S_NS6_Pm_056_660	RXN-9657
S_NS6_Pm_056_660	RXN1G-248
S_NS6_Pm_056_660	RXN-10062
S_NS6_Pm_056_660	RXN-10657
S_NS6_Pm_056_660	RXN1G-962
S_NS6_Pm_056_660	RXN1G-37
S_NS6_Pm_056_660	RXN-9558
S_NS6_Pm_056_660	RXN1G-607
S_NS6_Pm_056_660	RXN1G-471
S_NS6_Pm_056_660	RXN1G-1117
S_NS6_Pm_056_660	RXN1G-396
S_NS6_Pm_056_660	RXN1G-1325
S_NS6_Pm_056_660	RXN1G-1130
S_NS6_Pm_056_660	RXN-16628
S_NS6_Pm_056_660	RXN-16624
S_NS6_Pm_056_660	ENOYL-ACP-REDUCT-NADH-RXN
S_NS6_Pm_056_660	RXN1G-820
S_NS6_Pm_056_660	RXN1G-686
S_NS6_Pm_056_660	RXN1G-171
S_NS6_Pm_056_660	RXN1G-526
S_NS6_Pm_056_660	RXN1G-395
S_NS6_Pm_056_660	RXN1G-509
S_NS6_Pm_056_660	RXN1G-337
S_NS6_Pm_056_660	RXN1G-339
S_NS6_Pm_056_660	RXN1G-193
S_NS6_Pm_056_660	RXN1G-196
S_NS6_Pm_056_660	RXN1G-299
S_NS6_Pm_056_660	RXN-11482
S_NS6_Pm_056_660	RXN1G-276
S_NS6_Pm_056_660	RXN1G-488
S_NS6_Pm_056_660	RXN-9662
S_NS6_Pm_056_660	RXN-9663
S_NS6_Pm_056_660	RXN-9660
S_NS6_Pm_056_660	RXN-9661
S_NS6_Pm_056_660	RXN1G-915
S_NS6_Pm_056_660	RXN-10661
S_NS6_Pm_056_660	RXN-16620
S_NS6_Pm_056_660	RXN1G-210
S_NS6_Pm_056_660	1.3.1.9-RXN
S_NS6_Pm_056_660	RXN0-2145
S_NS6_Pm_056_660	RXN1G-679
S_NS6_Pm_056_660	RXN1G-468
S_NS6_Pm_056_660	RXN-16632
S_NS6_Pm_056_660	RXN1G-285
S_NS6_Pm_056_660	RXN-11478
S_NS6_Pm_056_660	RXN1G-1057
S_NS6_Pm_056_660	RXN-9635
S_NS6_Pm_056_661	RXN-9659
S_NS6_Pm_056_661	RXN-9658
S_NS6_Pm_056_661	RXN-9657
S_NS6_Pm_056_661	RXN1G-248
S_NS6_Pm_056_661	RXN-10062
S_NS6_Pm_056_661	RXN-10657
S_NS6_Pm_056_661	RXN1G-962
S_NS6_Pm_056_661	RXN1G-37
S_NS6_Pm_056_661	RXN-9558
S_NS6_Pm_056_661	RXN1G-607
S_NS6_Pm_056_661	RXN1G-471
S_NS6_Pm_056_661	RXN1G-1117
S_NS6_Pm_056_661	RXN1G-396
S_NS6_Pm_056_661	RXN1G-1325
S_NS6_Pm_056_661	RXN1G-1130
S_NS6_Pm_056_661	RXN-16628
S_NS6_Pm_056_661	RXN-16624
S_NS6_Pm_056_661	ENOYL-ACP-REDUCT-NADH-RXN
S_NS6_Pm_056_661	RXN1G-820
S_NS6_Pm_056_661	RXN1G-686
S_NS6_Pm_056_661	RXN1G-171
S_NS6_Pm_056_661	RXN1G-526
S_NS6_Pm_056_661	RXN1G-395
S_NS6_Pm_056_661	RXN1G-509
S_NS6_Pm_056_661	RXN1G-337
S_NS6_Pm_056_661	RXN1G-339
S_NS6_Pm_056_661	RXN1G-193
S_NS6_Pm_056_661	RXN1G-196
S_NS6_Pm_056_661	RXN1G-299
S_NS6_Pm_056_661	RXN-11482
S_NS6_Pm_056_661	RXN1G-276
S_NS6_Pm_056_661	RXN1G-488
S_NS6_Pm_056_661	RXN-9662
S_NS6_Pm_056_661	RXN-9663
S_NS6_Pm_056_661	RXN-9660
S_NS6_Pm_056_661	RXN-9661
S_NS6_Pm_056_661	RXN1G-915
S_NS6_Pm_056_661	RXN-10661
S_NS6_Pm_056_661	RXN-16620
S_NS6_Pm_056_661	RXN1G-210
S_NS6_Pm_056_661	1.3.1.9-RXN
S_NS6_Pm_056_661	RXN0-2145
S_NS6_Pm_056_661	RXN1G-679
S_NS6_Pm_056_661	RXN1G-468
S_NS6_Pm_056_661	RXN-16632
S_NS6_Pm_056_661	RXN1G-285
S_NS6_Pm_056_661	RXN-11478
S_NS6_Pm_056_661	RXN1G-1057
S_NS6_Pm_056_661	RXN-9635
S_NS6_Pm_056_662	RXN-9659
S_NS6_Pm_056_662	RXN-9658
S_NS6_Pm_056_662	RXN-9657
S_NS6_Pm_056_662	RXN1G-248
S_NS6_Pm_056_662	RXN-10062
S_NS6_Pm_056_662	RXN-10657
S_NS6_Pm_056_662	RXN1G-962
S_NS6_Pm_056_662	RXN1G-37
S_NS6_Pm_056_662	RXN-9558
S_NS6_Pm_056_662	RXN1G-607
S_NS6_Pm_056_662	RXN1G-471
S_NS6_Pm_056_662	RXN1G-1117
S_NS6_Pm_056_662	RXN1G-396
S_NS6_Pm_056_662	RXN1G-1325
S_NS6_Pm_056_662	RXN1G-1130
S_NS6_Pm_056_662	RXN-16628
S_NS6_Pm_056_662	RXN-16624
S_NS6_Pm_056_662	ENOYL-ACP-REDUCT-NADH-RXN
S_NS6_Pm_056_662	RXN1G-820
S_NS6_Pm_056_662	RXN1G-686
S_NS6_Pm_056_662	RXN1G-171
S_NS6_Pm_056_662	RXN1G-526
S_NS6_Pm_056_662	RXN1G-395
S_NS6_Pm_056_662	RXN1G-509
S_NS6_Pm_056_662	RXN1G-337
S_NS6_Pm_056_662	RXN1G-339
S_NS6_Pm_056_662	RXN1G-193
S_NS6_Pm_056_662	RXN1G-196
S_NS6_Pm_056_662	RXN1G-299
S_NS6_Pm_056_662	RXN-11482
S_NS6_Pm_056_662	RXN1G-276
S_NS6_Pm_056_662	RXN1G-488
S_NS6_Pm_056_662	RXN-9662
S_NS6_Pm_056_662	RXN-9663
S_NS6_Pm_056_662	RXN-9660
S_NS6_Pm_056_662	RXN-9661
S_NS6_Pm_056_662	RXN1G-915
S_NS6_Pm_056_662	RXN-10661
S_NS6_Pm_056_662	RXN-16620
S_NS6_Pm_056_662	RXN1G-210
S_NS6_Pm_056_662	1.3.1.9-RXN
S_NS6_Pm_056_662	RXN0-2145
S_NS6_Pm_056_662	RXN1G-679
S_NS6_Pm_056_662	RXN1G-468
S_NS6_Pm_056_662	RXN-16632
S_NS6_Pm_056_662	RXN1G-285
S_NS6_Pm_056_662	RXN-11478
S_NS6_Pm_056_662	RXN1G-1057
S_NS6_Pm_056_662	RXN-9635
S_NS6_Pm_056_663	GTP-CYCLOHYDRO-I-RXN
S_NS6_Pm_056_665	DIHYDROXYMETVALDEHYDRAT-RXN
S_NS6_Pm_056_665	DIHYDROXYISOVALDEHYDRAT-RXN
S_NS6_Pm_056_666	ATPPHOSPHORIBOSYLTRANS-RXN
S_NS6_Pm_056_667	3.4.11.9-RXN
S_NS6_Pm_056_668	3.4.11.9-RXN
S_NS6_Pm_056_669	3.4.11.9-RXN
S_NS6_Pm_056_670	PHOSPHASERDECARB-RXN
S_NS6_Pm_056_671	RXN-13997
S_NS6_Pm_056_672	RXN-14950
S_NS6_Pm_056_672	RXN-14957
S_NS6_Pm_056_672	RXN-14959
S_NS6_Pm_056_672	RXN0-949
S_NS6_Pm_056_673	UROGENIIISYN-RXN
S_NS6_Pm_056_674	RXN-13600
S_NS6_Pm_056_674	RXN-13602
S_NS6_Pm_056_674	RXN-13603
S_NS6_Pm_056_674	RXN-9674
S_NS6_Pm_056_674	3.2.1.21-RXN
S_NS6_Pm_056_674	RXN-10773
S_NS6_Pm_056_674	RXN-10769
S_NS6_Pm_056_674	RXN-14179
S_NS6_Pm_056_674	RXN-5341
S_NS6_Pm_056_674	RXN-8036
S_NS6_Pm_056_675	RXN-13600
S_NS6_Pm_056_675	RXN-13602
S_NS6_Pm_056_675	RXN-13603
S_NS6_Pm_056_675	RXN-9674
S_NS6_Pm_056_675	3.2.1.21-RXN
S_NS6_Pm_056_675	RXN-10773
S_NS6_Pm_056_675	RXN-10769
S_NS6_Pm_056_675	RXN-14179
S_NS6_Pm_056_675	RXN-5341
S_NS6_Pm_056_675	RXN-8036
S_NS6_Pm_056_676	RXN-13600
S_NS6_Pm_056_676	RXN-13602
S_NS6_Pm_056_676	RXN-13603
S_NS6_Pm_056_676	RXN-9674
S_NS6_Pm_056_676	3.2.1.21-RXN
S_NS6_Pm_056_676	RXN-10773
S_NS6_Pm_056_676	RXN-10769
S_NS6_Pm_056_676	RXN-14179
S_NS6_Pm_056_676	RXN-5341
S_NS6_Pm_056_676	RXN-8036
S_NS6_Pm_056_677	RXN-14160
S_NS6_Pm_056_677	RXN-14073
S_NS6_Pm_056_677	GLYCPDIESTER-RXN
S_NS6_Pm_056_677	RXN-14136
S_NS6_Pm_056_678	RXN-14160
S_NS6_Pm_056_678	RXN-14073
S_NS6_Pm_056_678	GLYCPDIESTER-RXN
S_NS6_Pm_056_678	RXN-14136
S_NS6_Pm_056_679	RIBOKIN-RXN
S_NS6_Pm_056_679	RXN-14223
S_NS6_Pm_056_680	URA-PHOSPH-RXN
S_NS6_Pm_056_680	URPHOS-RXN
S_NS6_Pm_056_681	1.12.1.3-RXN
S_NS6_Pm_056_682	1.12.1.3-RXN
S_NS6_Pm_056_683	1.12.1.3-RXN
S_NS6_Pm_056_684	1.12.1.3-RXN
S_NS6_Pm_056_685	3.6.3.30-RXN
S_NS6_Pm_056_686	GLYOXI-RXN
S_NS6_Pm_056_687	GLYOXI-RXN
S_NS6_Pm_056_688	DEOXYADENPHOSPHOR-RXN
S_NS6_Pm_056_688	RXN-7001
S_NS6_Pm_056_688	RXN-14029
S_NS6_Pm_056_688	XANTHOSINEPHOSPHORY-RXN
S_NS6_Pm_056_688	RXN-11715
S_NS6_Pm_056_688	RXN-11743
S_NS6_Pm_056_688	INOPHOSPHOR-RXN
S_NS6_Pm_056_688	PNP-RXN
S_NS6_Pm_056_688	DEOXYGUANPHOSPHOR-RXN
S_NS6_Pm_056_688	ADENPHOSPHOR-RXN
S_NS6_Pm_056_688	DEOXYINOPHOSPHOR-RXN
S_NS6_Pm_056_688	RXN0-5199
S_NS6_Pm_056_689	DEOXYRIBOSE-P-ALD-RXN
S_NS6_Pm_056_690	GDPPYPHOSKIN-RXN
S_NS6_Pm_056_690	GTPPYPHOSKIN-RXN
S_NS6_Pm_056_691	GDPPYPHOSKIN-RXN
S_NS6_Pm_056_691	GTPPYPHOSKIN-RXN
S_NS6_Pm_056_692	RXN-16009
S_NS6_Pm_056_693	RXN-16009
S_NS6_Pm_056_694	6PGLUCONOLACT-RXN
S_NS6_Pm_056_695	6PGLUCONOLACT-RXN
S_NS6_Pm_056_696	6PGLUCONOLACT-RXN
S_NS6_Pm_056_697	2.7.1.121-RXN
S_NS6_Pm_056_698	2.7.1.121-RXN
S_NS6_Pm_056_699	RXN-12174
S_NS6_Pm_056_700	RXN-15127
S_NS6_Pm_056_701	XYLULOKIN-RXN
S_NS6_Pm_056_702	QUERCITRINASE-RXN
S_NS6_Pm_056_702	RXN-16250
S_NS6_Pm_056_702	RXN-14574
S_NS6_Pm_056_702	RXN-13788
S_NS6_Pm_056_702	RXN-16249
S_NS6_Pm_056_702	RXN-16248
S_NS6_Pm_056_702	3.2.1.40-RXN
S_NS6_Pm_056_703	QUERCITRINASE-RXN
S_NS6_Pm_056_703	RXN-16250
S_NS6_Pm_056_703	RXN-14574
S_NS6_Pm_056_703	RXN-13788
S_NS6_Pm_056_703	RXN-16249
S_NS6_Pm_056_703	RXN-16248
S_NS6_Pm_056_703	3.2.1.40-RXN
S_NS6_Pm_056_704	QUERCITRINASE-RXN
S_NS6_Pm_056_704	RXN-16250
S_NS6_Pm_056_704	RXN-14574
S_NS6_Pm_056_704	RXN-13788
S_NS6_Pm_056_704	RXN-16249
S_NS6_Pm_056_704	RXN-16248
S_NS6_Pm_056_704	3.2.1.40-RXN
S_NS6_Pm_056_705	3.4.13.9-RXN
S_NS6_Pm_056_706	ALTRODEHYDRAT-RXN
S_NS6_Pm_056_707	OROTATE-REDUCTASE-NADH-RXN
S_NS6_Pm_056_708	3.2.1.55-RXN
S_NS6_Pm_056_709	3.2.1.55-RXN
S_NS6_Pm_056_710	DTDPDEHYDRHAMEPIM-RXN
S_NS6_Pm_056_711	ABC-24-RXN
S_NS6_Pm_056_711	3.6.3.31-RXN
S_NS6_Pm_056_711	ABC-25-RXN
S_NS6_Pm_056_712	RXN0-2605
S_NS6_Pm_056_713	3.6.3.3-RXN
S_NS6_Pm_056_714	CYTIDEAM2-RXN
S_NS6_Pm_056_714	CYTIDEAM-RXN
S_NS6_Pm_056_715	RHAMNULOKIN-RXN
S_NS6_Pm_056_716	RXN-12402
S_NS6_Pm_056_716	RXN0-5001
S_NS6_Pm_056_717	RXN0-5205
S_NS6_Pm_056_718	GLYCEROL-KIN-RXN
S_NS6_Pm_056_719	GLYCEROL-KIN-RXN
S_NS6_Pm_056_720	RXN-16602
S_NS6_Pm_056_720	2.4.1.83-RXN
S_NS6_Pm_056_721	PHOSMANMUT-RXN
S_NS6_Pm_056_722	RXN-15261
S_NS6_Pm_056_722	GUANINE-DEAMINASE-RXN
S_NS6_Pm_056_723	CHOLINE-SULFATASE-RXN
S_NS6_Pm_056_724	RIB5PISOM-RXN
S_NS6_Pm_056_725	GLUCONATE-5-DEHYDROGENASE-RXN
S_NS6_Pm_056_726	DEPHOSPHOCOAKIN-RXN
S_NS6_Pm_056_727	BTUR2-RXN
S_NS6_Pm_056_727	COBALADENOSYLTRANS-RXN
S_NS6_Pm_056_727	R344-RXN
S_NS6_Pm_056_728	URIDINEKIN-RXN
S_NS6_Pm_056_728	CYTIKIN-RXN
S_NS6_Pm_056_728	URKI-RXN
S_NS6_Pm_056_728	CYTIDINEKIN-RXN
S_NS6_Pm_056_729	3.1.26.11-RXN
S_NS6_Pm_056_730	3.1.26.11-RXN
S_NS6_Pm_056_731	KDPGALDOL-RXN
S_NS6_Pm_056_732	DEOXYGLUCONOKIN-RXN
S_NS6_Pm_056_734	RXN0-4641
S_NS6_Pm_056_735	PNKIN-RXN
S_NS6_Pm_056_735	PYRAMKIN-RXN
S_NS6_Pm_056_735	PYRIDOXKIN-RXN
S_NS6_Pm_056_736	MANNONDEHYDRAT-RXN
S_NS6_Pm_056_737	PHOSPHONOACETALDEHYDE-HYDROLASE-RXN
S_NS6_Pm_056_738	5.3.1.23-RXN
S_NS6_Pm_056_739	ACETYL-COA-CARBOXYLTRANSFER-RXN
S_NS6_Pm_056_739	RXN0-5055
S_NS6_Pm_056_740	RXN-7737
S_NS6_Pm_056_741	RXN-7737
S_NS6_Pm_056_742	GALACTOACETYLTRAN-RXN
S_NS6_Pm_056_743	METHGLYSYN-RXN
S_NS6_Pm_056_744	METHGLYSYN-RXN
S_NS6_Pm_056_745	1.1.1.39-RXN
S_NS6_Pm_056_745	OXALODECARB-RXN
S_NS6_Pm_056_746	RXN0-5224
S_NS6_Pm_056_746	CARBODEHYDRAT-RXN
S_NS6_Pm_056_747	GALACTONDEHYDRAT-RXN
S_NS6_Pm_056_748	HYDROXYLAMINE-REDUCTASE-RXN
S_NS6_Pm_056_749	UDP-NACMUR-ALA-LIG-RXN
S_NS6_Pm_056_750	UDP-NACMUR-ALA-LIG-RXN
S_NS6_Pm_056_751	ATPASE-RXN
S_NS6_Pm_056_752	ATPASE-RXN
S_NS6_Pm_056_753	XANPRIBOSYLTRAN-RXN
S_NS6_Pm_056_754	5.3.1.17-RXN
S_NS6_Pm_056_755	RXN-14064
S_NS6_Pm_056_755	CYCPHOSDIESTER-RXN
S_NS6_Pm_056_755	RXN-14091
S_NS6_Pm_056_755	RXN-14113
S_NS6_Pm_056_755	RXN-14112
S_NS6_Pm_056_756	RXN-14124
S_NS6_Pm_056_756	RXN-14126
S_NS6_Pm_056_756	3-NUCLEOTID-RXN
S_NS6_Pm_056_756	RXN-14090
S_NS6_Pm_056_756	RXN-14115
S_NS6_Pm_056_757	3.6.3.29-RXN
S_NS6_Pm_056_757	ABC-19-RXN
S_NS6_Pm_056_758	ASNSYNA-RXN
S_NS6_Pm_056_759	DUTP-PYROP-RXN
S_NS6_Pm_056_760	GLUCOSYLCERAMIDASE-RXN
S_NS6_Pm_056_762	FLAVONADPREDUCT-RXN
S_NS6_Pm_056_762	1.18.1.2-RXN
S_NS6_Pm_056_763	RXN-13290
S_NS6_Pm_056_763	RXN-16389
S_NS6_Pm_056_763	RXN-9673
S_NS6_Pm_056_763	ACYLCOASYN-RXN
S_NS6_Pm_056_763	RXN-12184
S_NS6_Pm_056_763	RXN-16380
S_NS6_Pm_056_763	R223-RXN
S_NS6_Pm_056_763	LINOLENOYL-RXN
S_NS6_Pm_056_763	RXN66-469
S_NS6_Pm_056_763	RXN-16401
S_NS6_Pm_056_763	RXN-16402
S_NS6_Pm_056_763	RXN66-483
S_NS6_Pm_056_763	RXN66-480
S_NS6_Pm_056_763	RXN66-484
S_NS6_Pm_056_763	RXN-9623
S_NS6_Pm_056_763	RXN-9644
S_NS6_Pm_056_763	RXN-16393
S_NS6_Pm_056_763	RXN-13614
S_NS6_Pm_056_763	RXN-7904
S_NS6_Pm_056_763	RXN-12978
S_NS6_Pm_056_763	RXN66-477
S_NS6_Pm_056_763	RXN-16418
S_NS6_Pm_056_763	RXN-16415
S_NS6_Pm_056_764	RXN-13290
S_NS6_Pm_056_764	RXN-16389
S_NS6_Pm_056_764	RXN-9673
S_NS6_Pm_056_764	ACYLCOASYN-RXN
S_NS6_Pm_056_764	RXN-12184
S_NS6_Pm_056_764	RXN-16380
S_NS6_Pm_056_764	R223-RXN
S_NS6_Pm_056_764	LINOLENOYL-RXN
S_NS6_Pm_056_764	RXN66-469
S_NS6_Pm_056_764	RXN-16401
S_NS6_Pm_056_764	RXN-16402
S_NS6_Pm_056_764	RXN66-483
S_NS6_Pm_056_764	RXN66-480
S_NS6_Pm_056_764	RXN66-484
S_NS6_Pm_056_764	RXN-9623
S_NS6_Pm_056_764	RXN-9644
S_NS6_Pm_056_764	RXN-16393
S_NS6_Pm_056_764	RXN-13614
S_NS6_Pm_056_764	RXN-7904
S_NS6_Pm_056_764	RXN-12978
S_NS6_Pm_056_764	RXN66-477
S_NS6_Pm_056_764	RXN-16418
S_NS6_Pm_056_764	RXN-16415
S_NS6_Pm_056_765	RXN-13290
S_NS6_Pm_056_765	RXN-16389
S_NS6_Pm_056_765	RXN-9673
S_NS6_Pm_056_765	ACYLCOASYN-RXN
S_NS6_Pm_056_765	RXN-12184
S_NS6_Pm_056_765	RXN-16380
