S_S2_Ea_076_1	NADH-DEHYDROG-A-RXN
S_S2_Ea_076_518	DIAMACTRANS-RXN
S_S2_Ea_076_518	RXN-0
S_S2_Ea_076_519	RXN-11601
S_S2_Ea_076_520	RXN-11601
S_S2_Ea_076_521	RIBOFLAVIN-SYN-RXN
S_S2_Ea_076_522	PROLINE--TRNA-LIGASE-RXN
S_S2_Ea_076_523	RXN-14992
S_S2_Ea_076_524	DIAMINOPIMEPIM-RXN
S_S2_Ea_076_525	ARGSUCCINLYA-RXN
S_S2_Ea_076_525	RXN-22
S_S2_Ea_076_526	3.1.21.2-RXN
S_S2_Ea_076_527	CYSTEINE--TRNA-LIGASE-RXN
S_S2_Ea_076_528	3.4.21.102-RXN
S_S2_Ea_076_529	SUCCINYLDIAMINOPIMTRANS-RXN
S_S2_Ea_076_530	RXN-15007
S_S2_Ea_076_530	ACETYLORNTRANSAM-RXN
S_S2_Ea_076_531	RXN0-5515
S_S2_Ea_076_531	CDPDIGLYSYN-RXN
S_S2_Ea_076_532	RXN0-1133
S_S2_Ea_076_532	DIHYDLIPACETRANS-RXN
S_S2_Ea_076_533	RXN0-1133
S_S2_Ea_076_533	DIHYDLIPACETRANS-RXN
S_S2_Ea_076_534	RXN-13403
S_S2_Ea_076_535	RXN-13403
S_S2_Ea_076_536	PHOSPHAGLYPSYN-RXN
S_S2_Ea_076_537	PHOSPHAGLYPSYN-RXN
S_S2_Ea_076_538	DNA-LIGASE-NAD+-RXN
S_S2_Ea_076_539	PREPHENATEDEHYDRAT-RXN
S_S2_Ea_076_540	CITSYN-RXN
S_S2_Ea_076_541	RXN-11860
S_S2_Ea_076_541	RXN-11865
S_S2_Ea_076_542	2.5.1.19-RXN
S_S2_Ea_076_543	DGDPKIN-RXN
S_S2_Ea_076_543	CDPKIN-RXN
S_S2_Ea_076_543	NUCLEOSIDE-DIP-KIN-RXN
S_S2_Ea_076_543	UDPKIN-RXN
S_S2_Ea_076_543	RXN-14228
S_S2_Ea_076_543	DUDPKIN-RXN
S_S2_Ea_076_543	RXN-14120
S_S2_Ea_076_543	DTDPKIN-RXN
S_S2_Ea_076_543	GDPKIN-RXN
S_S2_Ea_076_543	DCDPKIN-RXN
S_S2_Ea_076_543	DADPKIN-RXN
S_S2_Ea_076_544	THREONINE-ALDOLASE-RXN
S_S2_Ea_076_544	LTAA-RXN
S_S2_Ea_076_545	ACETOOHBUTREDUCTOISOM-RXN
S_S2_Ea_076_545	ACETOLACTREDUCTOISOM-RXN
S_S2_Ea_076_546	RXN-11737
S_S2_Ea_076_546	ASPAMINOTRANS-RXN
S_S2_Ea_076_546	RXN-13697
S_S2_Ea_076_546	RXN-10814
S_S2_Ea_076_547	RXN-8999
S_S2_Ea_076_548	2.7.1.148-RXN
S_S2_Ea_076_549	RXN-15005
S_S2_Ea_076_549	ACETYLGLUTKIN-RXN
S_S2_Ea_076_550	IMPCYCLOHYDROLASE-RXN
S_S2_Ea_076_551	AICARTRANSFORM-RXN
S_S2_Ea_076_552	ENTDB-RXN
S_S2_Ea_076_552	HOLO-ACP-SYNTH-RXN
S_S2_Ea_076_552	RXN-15889
S_S2_Ea_076_552	RXN-16759
S_S2_Ea_076_552	RXN-10994
S_S2_Ea_076_553	SUPEROX-DISMUT-RXN
S_S2_Ea_076_554	ARGININE--TRNA-LIGASE-RXN
S_S2_Ea_076_555	R341-RXN
S_S2_Ea_076_556	RXN-8769
S_S2_Ea_076_557	RXN0-1441
S_S2_Ea_076_558	RXN0-1441
S_S2_Ea_076_559	5.99.1.2-RXN
S_S2_Ea_076_560	5.99.1.2-RXN
S_S2_Ea_076_561	RXN-14047
S_S2_Ea_076_562	METHYLENETHFDEHYDROG-NADP-RXN
S_S2_Ea_076_563	RXN-11588
S_S2_Ea_076_564	LEUCINE--TRNA-LIGASE-RXN
S_S2_Ea_076_565	S-ADENMETSYN-RXN
S_S2_Ea_076_566	3.4.21.92-RXN
S_S2_Ea_076_567	3.4.21.92-RXN
S_S2_Ea_076_568	RXN-14570
S_S2_Ea_076_569	RXN-14570
S_S2_Ea_076_570	RXN0-6274
S_S2_Ea_076_571	4.99.1.3-RXN
S_S2_Ea_076_571	RXN-8759
S_S2_Ea_076_572	4.99.1.3-RXN
S_S2_Ea_076_572	RXN-8759
S_S2_Ea_076_573	RXN-8976
S_S2_Ea_076_573	RXN-11029
S_S2_Ea_076_573	NACGLCTRANS-RXN
S_S2_Ea_076_573	RXN-11346
S_S2_Ea_076_574	UDP-NACMURALA-GLU-LIG-RXN
S_S2_Ea_076_575	RXN-8975
S_S2_Ea_076_575	RXN-11347
S_S2_Ea_076_575	PHOSNACMURPENTATRANS-RXN
S_S2_Ea_076_576	UDP-NACMURALGLDAPAALIG-RXN
S_S2_Ea_076_576	6.3.2.10-RXN
S_S2_Ea_076_577	UDP-NACMURALGLDAPLIG-RXN
S_S2_Ea_076_578	UDP-NACMURALGLDAPLIG-RXN
S_S2_Ea_076_579	RXN-11638
S_S2_Ea_076_581	RXN-10060
S_S2_Ea_076_581	RXN-9518
S_S2_Ea_076_581	RXN-9514
S_S2_Ea_076_581	RXN-10655
S_S2_Ea_076_581	RXN-10659
S_S2_Ea_076_581	RXN-9536
S_S2_Ea_076_581	RXN1G-240
S_S2_Ea_076_581	RXN1G-203
S_S2_Ea_076_581	RXN-13008
S_S2_Ea_076_581	RXN-9556
S_S2_Ea_076_581	RXN-9552
S_S2_Ea_076_581	RXN1G-1247
S_S2_Ea_076_581	RXN1G-881
S_S2_Ea_076_581	RXN-16622
S_S2_Ea_076_581	RXN-16626
S_S2_Ea_076_581	RXN1G-358
S_S2_Ea_076_581	RXN1G-157
S_S2_Ea_076_581	RXN1G-508
S_S2_Ea_076_581	RXN-9532
S_S2_Ea_076_581	RXN0-2142
S_S2_Ea_076_581	RXN1G-717
S_S2_Ea_076_581	RXN-11480
S_S2_Ea_076_581	RXN1G-481
S_S2_Ea_076_581	RXN1G-252
S_S2_Ea_076_581	3-OXOACYL-ACP-REDUCT-RXN
S_S2_Ea_076_581	RXN-9524
S_S2_Ea_076_581	RXN-9528
S_S2_Ea_076_581	RXN1G-637
S_S2_Ea_076_581	RXN1G-951
S_S2_Ea_076_581	RXN-9540
S_S2_Ea_076_581	RXN1G-408
S_S2_Ea_076_581	RXN1G-409
S_S2_Ea_076_581	RXN1G-617
S_S2_Ea_076_581	RXN1G-613
S_S2_Ea_076_581	RXN1G-384
S_S2_Ea_076_581	RXN1G-469
S_S2_Ea_076_581	RXN-16630
S_S2_Ea_076_581	RXN1G-72
S_S2_Ea_076_581	RXN1G-349
S_S2_Ea_076_581	RXN1G-163
S_S2_Ea_076_581	RXN-16616
S_S2_Ea_076_581	RXN1G-853
S_S2_Ea_076_581	RXN-11476
S_S2_Ea_076_581	RXN1G-184
S_S2_Ea_076_581	RXN1G-182
S_S2_Ea_076_581	RXN1G-364
S_S2_Ea_076_581	RXN1G-287
S_S2_Ea_076_581	RXN1G-1053
S_S2_Ea_076_581	RXN1G-1050
S_S2_Ea_076_581	RXN-9633
S_S2_Ea_076_581	RXN1G-262
S_S2_Ea_076_581	RXN1G-260
S_S2_Ea_076_582	RXN-10060
S_S2_Ea_076_582	RXN-9518
S_S2_Ea_076_582	RXN-9514
S_S2_Ea_076_582	RXN-10655
S_S2_Ea_076_582	RXN-10659
S_S2_Ea_076_582	RXN-9536
S_S2_Ea_076_582	RXN1G-240
S_S2_Ea_076_582	RXN1G-203
S_S2_Ea_076_582	RXN-13008
S_S2_Ea_076_582	RXN-9556
S_S2_Ea_076_582	RXN-9552
S_S2_Ea_076_582	RXN1G-1247
S_S2_Ea_076_582	RXN1G-881
S_S2_Ea_076_582	RXN-16622
S_S2_Ea_076_582	RXN-16626
S_S2_Ea_076_582	RXN1G-358
S_S2_Ea_076_582	RXN1G-157
S_S2_Ea_076_582	RXN1G-508
S_S2_Ea_076_582	RXN-9532
S_S2_Ea_076_582	RXN0-2142
S_S2_Ea_076_582	RXN1G-717
S_S2_Ea_076_582	RXN-11480
S_S2_Ea_076_582	RXN1G-481
S_S2_Ea_076_582	RXN1G-252
S_S2_Ea_076_582	3-OXOACYL-ACP-REDUCT-RXN
S_S2_Ea_076_582	RXN-9524
S_S2_Ea_076_582	RXN-9528
S_S2_Ea_076_582	RXN1G-637
S_S2_Ea_076_582	RXN1G-951
S_S2_Ea_076_582	RXN-9540
S_S2_Ea_076_582	RXN1G-408
S_S2_Ea_076_582	RXN1G-409
S_S2_Ea_076_582	RXN1G-617
S_S2_Ea_076_582	RXN1G-613
S_S2_Ea_076_582	RXN1G-384
S_S2_Ea_076_582	RXN1G-469
S_S2_Ea_076_582	RXN-16630
S_S2_Ea_076_582	RXN1G-72
S_S2_Ea_076_582	RXN1G-349
S_S2_Ea_076_582	RXN1G-163
S_S2_Ea_076_582	RXN-16616
S_S2_Ea_076_582	RXN1G-853
S_S2_Ea_076_582	RXN-11476
S_S2_Ea_076_582	RXN1G-184
S_S2_Ea_076_582	RXN1G-182
S_S2_Ea_076_582	RXN1G-364
S_S2_Ea_076_582	RXN1G-287
S_S2_Ea_076_582	RXN1G-1053
S_S2_Ea_076_582	RXN1G-1050
S_S2_Ea_076_582	RXN-9633
S_S2_Ea_076_582	RXN1G-262
S_S2_Ea_076_582	RXN1G-260
S_S2_Ea_076_583	RXN-10060
S_S2_Ea_076_583	RXN-9518
S_S2_Ea_076_583	RXN-9514
S_S2_Ea_076_583	RXN-10655
S_S2_Ea_076_583	RXN-10659
S_S2_Ea_076_583	RXN-9536
S_S2_Ea_076_583	RXN1G-240
S_S2_Ea_076_583	RXN1G-203
S_S2_Ea_076_583	RXN-13008
S_S2_Ea_076_583	RXN-9556
S_S2_Ea_076_583	RXN-9552
S_S2_Ea_076_583	RXN1G-1247
S_S2_Ea_076_583	RXN1G-881
S_S2_Ea_076_583	RXN-16622
S_S2_Ea_076_583	RXN-16626
S_S2_Ea_076_583	RXN1G-358
S_S2_Ea_076_583	RXN1G-157
S_S2_Ea_076_583	RXN1G-508
S_S2_Ea_076_583	RXN-9532
S_S2_Ea_076_583	RXN0-2142
S_S2_Ea_076_583	RXN1G-717
S_S2_Ea_076_583	RXN-11480
S_S2_Ea_076_583	RXN1G-481
S_S2_Ea_076_583	RXN1G-252
S_S2_Ea_076_583	3-OXOACYL-ACP-REDUCT-RXN
S_S2_Ea_076_583	RXN-9524
S_S2_Ea_076_583	RXN-9528
S_S2_Ea_076_583	RXN1G-637
S_S2_Ea_076_583	RXN1G-951
S_S2_Ea_076_583	RXN-9540
S_S2_Ea_076_583	RXN1G-408
S_S2_Ea_076_583	RXN1G-409
S_S2_Ea_076_583	RXN1G-617
S_S2_Ea_076_583	RXN1G-613
S_S2_Ea_076_583	RXN1G-384
S_S2_Ea_076_583	RXN1G-469
S_S2_Ea_076_583	RXN-16630
S_S2_Ea_076_583	RXN1G-72
S_S2_Ea_076_583	RXN1G-349
S_S2_Ea_076_583	RXN1G-163
S_S2_Ea_076_583	RXN-16616
S_S2_Ea_076_583	RXN1G-853
S_S2_Ea_076_583	RXN-11476
S_S2_Ea_076_583	RXN1G-184
S_S2_Ea_076_583	RXN1G-182
S_S2_Ea_076_583	RXN1G-364
S_S2_Ea_076_583	RXN1G-287
S_S2_Ea_076_583	RXN1G-1053
S_S2_Ea_076_583	RXN1G-1050
S_S2_Ea_076_583	RXN-9633
S_S2_Ea_076_583	RXN1G-262
S_S2_Ea_076_583	RXN1G-260
S_S2_Ea_076_584	RXN-10060
S_S2_Ea_076_584	RXN-9518
S_S2_Ea_076_584	RXN-9514
S_S2_Ea_076_584	RXN-10655
S_S2_Ea_076_584	RXN-10659
S_S2_Ea_076_584	RXN-9536
S_S2_Ea_076_584	RXN1G-240
S_S2_Ea_076_584	RXN1G-203
S_S2_Ea_076_584	RXN-13008
S_S2_Ea_076_584	RXN-9556
S_S2_Ea_076_584	RXN-9552
S_S2_Ea_076_584	RXN1G-1247
S_S2_Ea_076_584	RXN1G-881
S_S2_Ea_076_584	RXN-16622
S_S2_Ea_076_584	RXN-16626
S_S2_Ea_076_584	RXN1G-358
S_S2_Ea_076_584	RXN1G-157
S_S2_Ea_076_584	RXN1G-508
S_S2_Ea_076_584	RXN-9532
S_S2_Ea_076_584	RXN0-2142
S_S2_Ea_076_584	RXN1G-717
S_S2_Ea_076_584	RXN-11480
S_S2_Ea_076_584	RXN1G-481
S_S2_Ea_076_584	RXN1G-252
S_S2_Ea_076_584	3-OXOACYL-ACP-REDUCT-RXN
S_S2_Ea_076_584	RXN-9524
S_S2_Ea_076_584	RXN-9528
S_S2_Ea_076_584	RXN1G-637
S_S2_Ea_076_584	RXN1G-951
S_S2_Ea_076_584	RXN-9540
S_S2_Ea_076_584	RXN1G-408
S_S2_Ea_076_584	RXN1G-409
S_S2_Ea_076_584	RXN1G-617
S_S2_Ea_076_584	RXN1G-613
S_S2_Ea_076_584	RXN1G-384
S_S2_Ea_076_584	RXN1G-469
S_S2_Ea_076_584	RXN-16630
S_S2_Ea_076_584	RXN1G-72
S_S2_Ea_076_584	RXN1G-349
S_S2_Ea_076_584	RXN1G-163
S_S2_Ea_076_584	RXN-16616
S_S2_Ea_076_584	RXN1G-853
S_S2_Ea_076_584	RXN-11476
S_S2_Ea_076_584	RXN1G-184
S_S2_Ea_076_584	RXN1G-182
S_S2_Ea_076_584	RXN1G-364
S_S2_Ea_076_584	RXN1G-287
S_S2_Ea_076_584	RXN1G-1053
S_S2_Ea_076_584	RXN1G-1050
S_S2_Ea_076_584	RXN-9633
S_S2_Ea_076_584	RXN1G-262
S_S2_Ea_076_584	RXN1G-260
S_S2_Ea_076_585	RXN-10060
S_S2_Ea_076_585	RXN-9518
S_S2_Ea_076_585	RXN-9514
S_S2_Ea_076_585	RXN-10655
S_S2_Ea_076_585	RXN-10659
S_S2_Ea_076_585	RXN-9536
S_S2_Ea_076_585	RXN1G-240
S_S2_Ea_076_585	RXN1G-203
S_S2_Ea_076_585	RXN-13008
S_S2_Ea_076_585	RXN-9556
S_S2_Ea_076_585	RXN-9552
S_S2_Ea_076_585	RXN1G-1247
S_S2_Ea_076_585	RXN1G-881
S_S2_Ea_076_585	RXN-16622
S_S2_Ea_076_585	RXN-16626
S_S2_Ea_076_585	RXN1G-358
S_S2_Ea_076_585	RXN1G-157
S_S2_Ea_076_585	RXN1G-508
S_S2_Ea_076_585	RXN-9532
S_S2_Ea_076_585	RXN0-2142
S_S2_Ea_076_585	RXN1G-717
S_S2_Ea_076_585	RXN-11480
S_S2_Ea_076_585	RXN1G-481
S_S2_Ea_076_585	RXN1G-252
S_S2_Ea_076_585	3-OXOACYL-ACP-REDUCT-RXN
S_S2_Ea_076_585	RXN-9524
S_S2_Ea_076_585	RXN-9528
S_S2_Ea_076_585	RXN1G-637
S_S2_Ea_076_585	RXN1G-951
S_S2_Ea_076_585	RXN-9540
S_S2_Ea_076_585	RXN1G-408
S_S2_Ea_076_585	RXN1G-409
S_S2_Ea_076_585	RXN1G-617
S_S2_Ea_076_585	RXN1G-613
S_S2_Ea_076_585	RXN1G-384
S_S2_Ea_076_585	RXN1G-469
S_S2_Ea_076_585	RXN-16630
S_S2_Ea_076_585	RXN1G-72
S_S2_Ea_076_585	RXN1G-349
S_S2_Ea_076_585	RXN1G-163
S_S2_Ea_076_585	RXN-16616
S_S2_Ea_076_585	RXN1G-853
S_S2_Ea_076_585	RXN-11476
S_S2_Ea_076_585	RXN1G-184
S_S2_Ea_076_585	RXN1G-182
S_S2_Ea_076_585	RXN1G-364
S_S2_Ea_076_585	RXN1G-287
S_S2_Ea_076_585	RXN1G-1053
S_S2_Ea_076_585	RXN1G-1050
S_S2_Ea_076_585	RXN-9633
S_S2_Ea_076_585	RXN1G-262
S_S2_Ea_076_585	RXN1G-260
S_S2_Ea_076_586	RXN-10060
S_S2_Ea_076_586	RXN-9518
S_S2_Ea_076_586	RXN-9514
S_S2_Ea_076_586	RXN-10655
S_S2_Ea_076_586	RXN-10659
S_S2_Ea_076_586	RXN-9536
S_S2_Ea_076_586	RXN1G-240
S_S2_Ea_076_586	RXN1G-203
S_S2_Ea_076_586	RXN-13008
S_S2_Ea_076_586	RXN-9556
S_S2_Ea_076_586	RXN-9552
S_S2_Ea_076_586	RXN1G-1247
S_S2_Ea_076_586	RXN1G-881
S_S2_Ea_076_586	RXN-16622
S_S2_Ea_076_586	RXN-16626
S_S2_Ea_076_586	RXN1G-358
S_S2_Ea_076_586	RXN1G-157
S_S2_Ea_076_586	RXN1G-508
S_S2_Ea_076_586	RXN-9532
S_S2_Ea_076_586	RXN0-2142
S_S2_Ea_076_586	RXN1G-717
S_S2_Ea_076_586	RXN-11480
S_S2_Ea_076_586	RXN1G-481
S_S2_Ea_076_586	RXN1G-252
S_S2_Ea_076_586	3-OXOACYL-ACP-REDUCT-RXN
S_S2_Ea_076_586	RXN-9524
S_S2_Ea_076_586	RXN-9528
S_S2_Ea_076_586	RXN1G-637
S_S2_Ea_076_586	RXN1G-951
S_S2_Ea_076_586	RXN-9540
S_S2_Ea_076_586	RXN1G-408
S_S2_Ea_076_586	RXN1G-409
S_S2_Ea_076_586	RXN1G-617
S_S2_Ea_076_586	RXN1G-613
S_S2_Ea_076_586	RXN1G-384
S_S2_Ea_076_586	RXN1G-469
S_S2_Ea_076_586	RXN-16630
S_S2_Ea_076_586	RXN1G-72
S_S2_Ea_076_586	RXN1G-349
S_S2_Ea_076_586	RXN1G-163
S_S2_Ea_076_586	RXN-16616
S_S2_Ea_076_586	RXN1G-853
S_S2_Ea_076_586	RXN-11476
S_S2_Ea_076_586	RXN1G-184
S_S2_Ea_076_586	RXN1G-182
S_S2_Ea_076_586	RXN1G-364
S_S2_Ea_076_586	RXN1G-287
S_S2_Ea_076_586	RXN1G-1053
S_S2_Ea_076_586	RXN1G-1050
S_S2_Ea_076_586	RXN-9633
S_S2_Ea_076_586	RXN1G-262
S_S2_Ea_076_586	RXN1G-260
S_S2_Ea_076_587	RIBULP3EPIM-RXN
S_S2_Ea_076_588	RIBULP3EPIM-RXN
S_S2_Ea_076_589	RIBULP3EPIM-RXN
S_S2_Ea_076_590	RIBULP3EPIM-RXN
S_S2_Ea_076_591	RIBULP3EPIM-RXN
S_S2_Ea_076_592	METHENYLTHFCYCLOHYDRO-RXN
S_S2_Ea_076_593	CTPSYN-RXN
S_S2_Ea_076_594	RXN66-532
S_S2_Ea_076_594	PHOSPHOGLUCMUT-RXN
S_S2_Ea_076_595	RXN66-532
S_S2_Ea_076_595	PHOSPHOGLUCMUT-RXN
S_S2_Ea_076_596	TYROSINE--TRNA-LIGASE-RXN
S_S2_Ea_076_597	AGMATINE-DEIMINASE-RXN
S_S2_Ea_076_598	RXN0-743
S_S2_Ea_076_599	URACIL-PRIBOSYLTRANS-RXN
S_S2_Ea_076_600	URACIL-PRIBOSYLTRANS-RXN
S_S2_Ea_076_601	ASPCARBTRANS-RXN
S_S2_Ea_076_602	RXN-9515
S_S2_Ea_076_602	RXN-9538
S_S2_Ea_076_602	RXN-9534
S_S2_Ea_076_602	RXN-9530
S_S2_Ea_076_602	RXN-9521
S_S2_Ea_076_602	RXN-9526
S_S2_Ea_076_602	RXN-9542
S_S2_Ea_076_602	ENOYL-ACP-REDUCT-NADPH-RXN
S_S2_Ea_076_602	RXN3O-5293
S_S2_Ea_076_603	RXN-9659
S_S2_Ea_076_603	RXN-9658
S_S2_Ea_076_603	RXN-9657
S_S2_Ea_076_603	RXN1G-248
S_S2_Ea_076_603	RXN-10062
S_S2_Ea_076_603	RXN-10657
S_S2_Ea_076_603	RXN1G-962
S_S2_Ea_076_603	RXN1G-37
S_S2_Ea_076_603	RXN-9558
S_S2_Ea_076_603	RXN1G-607
S_S2_Ea_076_603	RXN1G-471
S_S2_Ea_076_603	RXN1G-1117
S_S2_Ea_076_603	RXN1G-396
S_S2_Ea_076_603	RXN1G-1325
S_S2_Ea_076_603	RXN1G-1130
S_S2_Ea_076_603	RXN-16628
S_S2_Ea_076_603	RXN-16624
S_S2_Ea_076_603	ENOYL-ACP-REDUCT-NADH-RXN
S_S2_Ea_076_603	RXN1G-820
S_S2_Ea_076_603	RXN1G-686
S_S2_Ea_076_603	RXN1G-171
S_S2_Ea_076_603	RXN1G-526
S_S2_Ea_076_603	RXN1G-395
S_S2_Ea_076_603	RXN1G-509
S_S2_Ea_076_603	RXN1G-337
S_S2_Ea_076_603	RXN1G-339
S_S2_Ea_076_603	RXN1G-193
S_S2_Ea_076_603	RXN1G-196
S_S2_Ea_076_603	RXN1G-299
S_S2_Ea_076_603	RXN-11482
S_S2_Ea_076_603	RXN1G-276
S_S2_Ea_076_603	RXN1G-488
S_S2_Ea_076_603	RXN-9662
S_S2_Ea_076_603	RXN-9663
S_S2_Ea_076_603	RXN-9660
S_S2_Ea_076_603	RXN-9661
S_S2_Ea_076_603	RXN1G-915
S_S2_Ea_076_603	RXN-10661
S_S2_Ea_076_603	RXN-16620
S_S2_Ea_076_603	RXN1G-210
S_S2_Ea_076_603	1.3.1.9-RXN
S_S2_Ea_076_603	RXN0-2145
S_S2_Ea_076_603	RXN1G-679
S_S2_Ea_076_603	RXN1G-468
S_S2_Ea_076_603	RXN-16632
S_S2_Ea_076_603	RXN1G-285
S_S2_Ea_076_603	RXN-11478
S_S2_Ea_076_603	RXN1G-1057
S_S2_Ea_076_603	RXN-9635
S_S2_Ea_076_604	RXN-9659
S_S2_Ea_076_604	RXN-9658
S_S2_Ea_076_604	RXN-9657
S_S2_Ea_076_604	RXN1G-248
S_S2_Ea_076_604	RXN-10062
S_S2_Ea_076_604	RXN-10657
S_S2_Ea_076_604	RXN1G-962
S_S2_Ea_076_604	RXN1G-37
S_S2_Ea_076_604	RXN-9558
S_S2_Ea_076_604	RXN1G-607
S_S2_Ea_076_604	RXN1G-471
S_S2_Ea_076_604	RXN1G-1117
S_S2_Ea_076_604	RXN1G-396
S_S2_Ea_076_604	RXN1G-1325
S_S2_Ea_076_604	RXN1G-1130
S_S2_Ea_076_604	RXN-16628
S_S2_Ea_076_604	RXN-16624
S_S2_Ea_076_604	ENOYL-ACP-REDUCT-NADH-RXN
S_S2_Ea_076_604	RXN1G-820
S_S2_Ea_076_604	RXN1G-686
S_S2_Ea_076_604	RXN1G-171
S_S2_Ea_076_604	RXN1G-526
S_S2_Ea_076_604	RXN1G-395
S_S2_Ea_076_604	RXN1G-509
S_S2_Ea_076_604	RXN1G-337
S_S2_Ea_076_604	RXN1G-339
S_S2_Ea_076_604	RXN1G-193
S_S2_Ea_076_604	RXN1G-196
S_S2_Ea_076_604	RXN1G-299
S_S2_Ea_076_604	RXN-11482
S_S2_Ea_076_604	RXN1G-276
S_S2_Ea_076_604	RXN1G-488
S_S2_Ea_076_604	RXN-9662
S_S2_Ea_076_604	RXN-9663
S_S2_Ea_076_604	RXN-9660
S_S2_Ea_076_604	RXN-9661
S_S2_Ea_076_604	RXN1G-915
S_S2_Ea_076_604	RXN-10661
S_S2_Ea_076_604	RXN-16620
S_S2_Ea_076_604	RXN1G-210
S_S2_Ea_076_604	1.3.1.9-RXN
S_S2_Ea_076_604	RXN0-2145
S_S2_Ea_076_604	RXN1G-679
S_S2_Ea_076_604	RXN1G-468
S_S2_Ea_076_604	RXN-16632
S_S2_Ea_076_604	RXN1G-285
S_S2_Ea_076_604	RXN-11478
S_S2_Ea_076_604	RXN1G-1057
S_S2_Ea_076_604	RXN-9635
S_S2_Ea_076_605	OHMETHYLBILANESYN-RXN
S_S2_Ea_076_606	OHMETHYLBILANESYN-RXN
S_S2_Ea_076_607	DIHYDROXYMETVALDEHYDRAT-RXN
S_S2_Ea_076_607	DIHYDROXYISOVALDEHYDRAT-RXN
S_S2_Ea_076_608	ATPPHOSPHORIBOSYLTRANS-RXN
S_S2_Ea_076_609	3.4.11.9-RXN
S_S2_Ea_076_610	3.4.11.9-RXN
S_S2_Ea_076_611	3.4.11.9-RXN
S_S2_Ea_076_612	3.4.11.9-RXN
S_S2_Ea_076_613	RXN-13997
S_S2_Ea_076_614	UROGENIIISYN-RXN
S_S2_Ea_076_615	UROGENIIISYN-RXN
S_S2_Ea_076_616	ABC-2-RXN
S_S2_Ea_076_616	ABC-28-RXN
S_S2_Ea_076_616	3.6.3.17-RXN
S_S2_Ea_076_616	ABC-33-RXN
S_S2_Ea_076_616	ABC-18-RXN
S_S2_Ea_076_617	ABC-2-RXN
S_S2_Ea_076_617	ABC-28-RXN
S_S2_Ea_076_617	3.6.3.17-RXN
S_S2_Ea_076_617	ABC-33-RXN
S_S2_Ea_076_617	ABC-18-RXN
S_S2_Ea_076_618	RXN-13600
S_S2_Ea_076_618	RXN-13602
S_S2_Ea_076_618	RXN-13603
S_S2_Ea_076_618	RXN-9674
S_S2_Ea_076_618	3.2.1.21-RXN
S_S2_Ea_076_618	RXN-10773
S_S2_Ea_076_618	RXN-10769
S_S2_Ea_076_618	RXN-14179
S_S2_Ea_076_618	RXN-5341
S_S2_Ea_076_618	RXN-8036
S_S2_Ea_076_619	RXN-13600
S_S2_Ea_076_619	RXN-13602
S_S2_Ea_076_619	RXN-13603
S_S2_Ea_076_619	RXN-9674
S_S2_Ea_076_619	3.2.1.21-RXN
S_S2_Ea_076_619	RXN-10773
S_S2_Ea_076_619	RXN-10769
S_S2_Ea_076_619	RXN-14179
S_S2_Ea_076_619	RXN-5341
S_S2_Ea_076_619	RXN-8036
S_S2_Ea_076_620	RXN-13600
S_S2_Ea_076_620	RXN-13602
S_S2_Ea_076_620	RXN-13603
S_S2_Ea_076_620	RXN-9674
S_S2_Ea_076_620	3.2.1.21-RXN
S_S2_Ea_076_620	RXN-10773
S_S2_Ea_076_620	RXN-10769
S_S2_Ea_076_620	RXN-14179
S_S2_Ea_076_620	RXN-5341
S_S2_Ea_076_620	RXN-8036
S_S2_Ea_076_621	RXN-13600
S_S2_Ea_076_621	RXN-13602
S_S2_Ea_076_621	RXN-13603
S_S2_Ea_076_621	RXN-9674
S_S2_Ea_076_621	3.2.1.21-RXN
S_S2_Ea_076_621	RXN-10773
S_S2_Ea_076_621	RXN-10769
S_S2_Ea_076_621	RXN-14179
S_S2_Ea_076_621	RXN-5341
S_S2_Ea_076_621	RXN-8036
S_S2_Ea_076_622	RXN-13600
S_S2_Ea_076_622	RXN-13602
S_S2_Ea_076_622	RXN-13603
S_S2_Ea_076_622	RXN-9674
S_S2_Ea_076_622	3.2.1.21-RXN
S_S2_Ea_076_622	RXN-10773
S_S2_Ea_076_622	RXN-10769
S_S2_Ea_076_622	RXN-14179
S_S2_Ea_076_622	RXN-5341
S_S2_Ea_076_622	RXN-8036
S_S2_Ea_076_623	RXN-13600
S_S2_Ea_076_623	RXN-13602
S_S2_Ea_076_623	RXN-13603
S_S2_Ea_076_623	RXN-9674
S_S2_Ea_076_623	3.2.1.21-RXN
S_S2_Ea_076_623	RXN-10773
S_S2_Ea_076_623	RXN-10769
S_S2_Ea_076_623	RXN-14179
S_S2_Ea_076_623	RXN-5341
S_S2_Ea_076_623	RXN-8036
S_S2_Ea_076_624	RXN-13600
S_S2_Ea_076_624	RXN-13602
S_S2_Ea_076_624	RXN-13603
S_S2_Ea_076_624	RXN-9674
S_S2_Ea_076_624	3.2.1.21-RXN
S_S2_Ea_076_624	RXN-10773
S_S2_Ea_076_624	RXN-10769
S_S2_Ea_076_624	RXN-14179
S_S2_Ea_076_624	RXN-5341
S_S2_Ea_076_624	RXN-8036
S_S2_Ea_076_625	RXN-13600
S_S2_Ea_076_625	RXN-13602
S_S2_Ea_076_625	RXN-13603
S_S2_Ea_076_625	RXN-9674
S_S2_Ea_076_625	3.2.1.21-RXN
S_S2_Ea_076_625	RXN-10773
S_S2_Ea_076_625	RXN-10769
S_S2_Ea_076_625	RXN-14179
