Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34
3861R_L_M_NS1_diabetes_S27_L001_R2_001	(11.0, 3.0)	(12.0, 32.0)	(13.0, 154.0)	(14.0, 472.0)	(15.0, 831.0)	(16.0, 859.0)	(17.0, 657.0)	(18.0, 518.0)	(19.0, 481.0)	(20.0, 537.0)	(21.0, 509.0)	(22.0, 593.0)	(23.0, 674.0)	(24.0, 715.0)	(25.0, 864.0)	(26.0, 1103.0)	(27.0, 1372.0)	(28.0, 1818.0)	(29.0, 2544.0)	(30.0, 3545.0)	(31.0, 5073.0)	(32.0, 6964.0)	(33.0, 9967.0)	(34.0, 13348.0)	(35.0, 15657.0)	(36.0, 16783.0)	(37.0, 1767.0)								
3861R_L_M_NS1_week5_S57_L001_R1_001	(16.0, 3.0)	(17.0, 3.0)	(18.0, 7.0)	(19.0, 21.0)	(20.0, 70.0)	(21.0, 137.0)	(22.0, 275.0)	(23.0, 367.0)	(24.0, 475.0)	(25.0, 600.0)	(26.0, 680.0)	(27.0, 802.0)	(28.0, 884.0)	(29.0, 1081.0)	(30.0, 1287.0)	(31.0, 1598.0)	(32.0, 1908.0)	(33.0, 2614.0)	(34.0, 3713.0)	(35.0, 6009.0)	(36.0, 13068.0)	(37.0, 39924.0)													
3861R_L_M_NS1_week5_S57_L001_R2_001	(9.0, 1.0)	(10.0, 0.0)	(11.0, 2.0)	(12.0, 17.0)	(13.0, 134.0)	(14.0, 408.0)	(15.0, 620.0)	(16.0, 612.0)	(17.0, 494.0)	(18.0, 372.0)	(19.0, 361.0)	(20.0, 414.0)	(21.0, 504.0)	(22.0, 537.0)	(23.0, 622.0)	(24.0, 704.0)	(25.0, 831.0)	(26.0, 1108.0)	(27.0, 1427.0)	(28.0, 1937.0)	(29.0, 2560.0)	(30.0, 3720.0)	(31.0, 5139.0)	(32.0, 7041.0)	(33.0, 9298.0)	(34.0, 11618.0)	(35.0, 12719.0)	(36.0, 11483.0)	(37.0, 843.0)						
3861R_L_M_NS1_week9_S78_L001_R1_001	(16.0, 2.0)	(17.0, 2.0)	(18.0, 4.0)	(19.0, 21.0)	(20.0, 70.0)	(21.0, 179.0)	(22.0, 301.0)	(23.0, 424.0)	(24.0, 514.0)	(25.0, 657.0)	(26.0, 773.0)	(27.0, 939.0)	(28.0, 1100.0)	(29.0, 1240.0)	(30.0, 1531.0)	(31.0, 1839.0)	(32.0, 2345.0)	(33.0, 3148.0)	(34.0, 4405.0)	(35.0, 7362.0)	(36.0, 15742.0)	(37.0, 52721.0)													
3861R_L_M_NS1_week9_S78_L001_R2_001	(7.0, 2.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 1.0)	(11.0, 3.0)	(12.0, 28.0)	(13.0, 109.0)	(14.0, 348.0)	(15.0, 536.0)	(16.0, 477.0)	(17.0, 415.0)	(18.0, 400.0)	(19.0, 447.0)	(20.0, 409.0)	(21.0, 435.0)	(22.0, 538.0)	(23.0, 569.0)	(24.0, 737.0)	(25.0, 874.0)	(26.0, 1125.0)	(27.0, 1539.0)	(28.0, 2088.0)	(29.0, 3048.0)	(30.0, 4235.0)	(31.0, 6020.0)	(32.0, 8467.0)	(33.0, 11353.0)	(34.0, 14798.0)	(35.0, 17143.0)	(36.0, 17365.0)	(37.0, 1810.0)				
3861R_NS1_week28_S39_L001_R1_001	(17.0, 3.0)	(18.0, 9.0)	(19.0, 23.0)	(20.0, 67.0)	(21.0, 165.0)	(22.0, 239.0)	(23.0, 383.0)	(24.0, 476.0)	(25.0, 644.0)	(26.0, 814.0)	(27.0, 951.0)	(28.0, 1161.0)	(29.0, 1484.0)	(30.0, 1775.0)	(31.0, 2192.0)	(32.0, 2708.0)	(33.0, 3587.0)	(34.0, 4964.0)	(35.0, 8336.0)	(36.0, 18461.0)	(37.0, 59167.0)														
3861R_NS1_week28_S39_L001_R2_001	(11.0, 2.0)	(12.0, 25.0)	(13.0, 120.0)	(14.0, 287.0)	(15.0, 422.0)	(16.0, 404.0)	(17.0, 379.0)	(18.0, 359.0)	(19.0, 407.0)	(20.0, 477.0)	(21.0, 539.0)	(22.0, 608.0)	(23.0, 776.0)	(24.0, 891.0)	(25.0, 1154.0)	(26.0, 1547.0)	(27.0, 2101.0)	(28.0, 3046.0)	(29.0, 4306.0)	(30.0, 6244.0)	(31.0, 8665.0)	(32.0, 11808.0)	(33.0, 15470.0)	(34.0, 17816.0)	(35.0, 17751.0)	(36.0, 11588.0)	(37.0, 417.0)								
3861R_R_M_NS1_week5_S58_L001_R1_001	(16.0, 1.0)	(17.0, 3.0)	(18.0, 13.0)	(19.0, 27.0)	(20.0, 78.0)	(21.0, 199.0)	(22.0, 327.0)	(23.0, 439.0)	(24.0, 543.0)	(25.0, 680.0)	(26.0, 859.0)	(27.0, 992.0)	(28.0, 1209.0)	(29.0, 1509.0)	(30.0, 1727.0)	(31.0, 2141.0)	(32.0, 2664.0)	(33.0, 3448.0)	(34.0, 4946.0)	(35.0, 8064.0)	(36.0, 17066.0)	(37.0, 56822.0)													
3861R_R_M_NS1_week5_S58_L001_R2_001	(8.0, 1.0)	(9.0, 0.0)	(10.0, 1.0)	(11.0, 4.0)	(12.0, 34.0)	(13.0, 205.0)	(14.0, 548.0)	(15.0, 856.0)	(16.0, 757.0)	(17.0, 604.0)	(18.0, 552.0)	(19.0, 549.0)	(20.0, 572.0)	(21.0, 708.0)	(22.0, 686.0)	(23.0, 794.0)	(24.0, 972.0)	(25.0, 1144.0)	(26.0, 1469.0)	(27.0, 1989.0)	(28.0, 2830.0)	(29.0, 3957.0)	(30.0, 5289.0)	(31.0, 7210.0)	(32.0, 9690.0)	(33.0, 12979.0)	(34.0, 15868.0)	(35.0, 17086.0)	(36.0, 15219.0)	(37.0, 1184.0)					
3924R_L_F_S5_week5_S21_L001_R1_001	(18.0, 12.0)	(19.0, 22.0)	(20.0, 70.0)	(21.0, 194.0)	(22.0, 283.0)	(23.0, 419.0)	(24.0, 550.0)	(25.0, 710.0)	(26.0, 894.0)	(27.0, 1077.0)	(28.0, 1278.0)	(29.0, 1673.0)	(30.0, 1962.0)	(31.0, 2354.0)	(32.0, 2943.0)	(33.0, 3842.0)	(34.0, 5406.0)	(35.0, 8926.0)	(36.0, 19478.0)	(37.0, 64022.0)															
3924R_L_F_S5_week5_S21_L001_R2_001	(12.0, 12.0)	(13.0, 81.0)	(14.0, 267.0)	(15.0, 391.0)	(16.0, 399.0)	(17.0, 357.0)	(18.0, 357.0)	(19.0, 409.0)	(20.0, 462.0)	(21.0, 551.0)	(22.0, 624.0)	(23.0, 742.0)	(24.0, 881.0)	(25.0, 1135.0)	(26.0, 1503.0)	(27.0, 2090.0)	(28.0, 3111.0)	(29.0, 4413.0)	(30.0, 6362.0)	(31.0, 8927.0)	(32.0, 12100.0)	(33.0, 15668.0)	(34.0, 18792.0)	(35.0, 19929.0)	(36.0, 15248.0)	(37.0, 1304.0)									
3929R_0_F_S5_week5_S22_L001_R1_001	(16.0, 1.0)	(17.0, 3.0)	(18.0, 12.0)	(19.0, 38.0)	(20.0, 106.0)	(21.0, 264.0)	(22.0, 454.0)	(23.0, 601.0)	(24.0, 839.0)	(25.0, 1014.0)	(26.0, 1292.0)	(27.0, 1460.0)	(28.0, 1639.0)	(29.0, 2041.0)	(30.0, 2391.0)	(31.0, 2834.0)	(32.0, 3562.0)	(33.0, 4733.0)	(34.0, 6813.0)	(35.0, 10893.0)	(36.0, 23603.0)	(37.0, 79912.0)													
3929R_0_F_S5_week5_S22_L001_R2_001	(5.0, 1.0)	(6.0, 0.0)	(7.0, 1.0)	(8.0, 0.0)	(9.0, 1.0)	(10.0, 0.0)	(11.0, 4.0)	(12.0, 20.0)	(13.0, 91.0)	(14.0, 309.0)	(15.0, 601.0)	(16.0, 739.0)	(17.0, 616.0)	(18.0, 609.0)	(19.0, 624.0)	(20.0, 732.0)	(21.0, 730.0)	(22.0, 860.0)	(23.0, 932.0)	(24.0, 1243.0)	(25.0, 1442.0)	(26.0, 1878.0)	(27.0, 2606.0)	(28.0, 3605.0)	(29.0, 5105.0)	(30.0, 7319.0)	(31.0, 10162.0)	(32.0, 13846.0)	(33.0, 17941.0)	(34.0, 22565.0)	(35.0, 25072.0)	(36.0, 22537.0)	(37.0, 2314.0)		
3971R_0_F_NS1_week5_S59_L001_R1_001	(17.0, 1.0)	(18.0, 5.0)	(19.0, 22.0)	(20.0, 69.0)	(21.0, 169.0)	(22.0, 300.0)	(23.0, 364.0)	(24.0, 533.0)	(25.0, 705.0)	(26.0, 850.0)	(27.0, 1003.0)	(28.0, 1139.0)	(29.0, 1349.0)	(30.0, 1579.0)	(31.0, 1962.0)	(32.0, 2514.0)	(33.0, 3271.0)	(34.0, 4552.0)	(35.0, 7669.0)	(36.0, 16663.0)	(37.0, 55371.0)														
3971R_0_F_NS1_week5_S59_L001_R2_001	(11.0, 3.0)	(12.0, 32.0)	(13.0, 195.0)	(14.0, 548.0)	(15.0, 851.0)	(16.0, 737.0)	(17.0, 623.0)	(18.0, 507.0)	(19.0, 552.0)	(20.0, 577.0)	(21.0, 597.0)	(22.0, 684.0)	(23.0, 770.0)	(24.0, 929.0)	(25.0, 1148.0)	(26.0, 1463.0)	(27.0, 1908.0)	(28.0, 2587.0)	(29.0, 3504.0)	(30.0, 5081.0)	(31.0, 6931.0)	(32.0, 9308.0)	(33.0, 12269.0)	(34.0, 15359.0)	(35.0, 16606.0)	(36.0, 15010.0)	(37.0, 1311.0)								
3971R_0_F_NS1_week9_S79_L001_R1_001	(16.0, 2.0)	(17.0, 1.0)	(18.0, 13.0)	(19.0, 34.0)	(20.0, 88.0)	(21.0, 246.0)	(22.0, 397.0)	(23.0, 528.0)	(24.0, 676.0)	(25.0, 849.0)	(26.0, 939.0)	(27.0, 1169.0)	(28.0, 1358.0)	(29.0, 1569.0)	(30.0, 1944.0)	(31.0, 2292.0)	(32.0, 2918.0)	(33.0, 3890.0)	(34.0, 5417.0)	(35.0, 9519.0)	(36.0, 20923.0)	(37.0, 62521.0)													
3971R_0_F_NS1_week9_S79_L001_R2_001	(11.0, 2.0)	(12.0, 43.0)	(13.0, 166.0)	(14.0, 413.0)	(15.0, 628.0)	(16.0, 627.0)	(17.0, 498.0)	(18.0, 466.0)	(19.0, 462.0)	(20.0, 532.0)	(21.0, 584.0)	(22.0, 654.0)	(23.0, 801.0)	(24.0, 969.0)	(25.0, 1136.0)	(26.0, 1514.0)	(27.0, 2054.0)	(28.0, 2884.0)	(29.0, 4021.0)	(30.0, 5697.0)	(31.0, 7962.0)	(32.0, 10942.0)	(33.0, 14835.0)	(34.0, 18390.0)	(35.0, 20128.0)	(36.0, 19074.0)	(37.0, 1811.0)								
3971R_NS1_week30_S40_L001_R1_001	(16.0, 2.0)	(17.0, 0.0)	(18.0, 17.0)	(19.0, 23.0)	(20.0, 91.0)	(21.0, 196.0)	(22.0, 289.0)	(23.0, 434.0)	(24.0, 513.0)	(25.0, 725.0)	(26.0, 924.0)	(27.0, 1132.0)	(28.0, 1303.0)	(29.0, 1575.0)	(30.0, 1985.0)	(31.0, 2317.0)	(32.0, 3033.0)	(33.0, 3963.0)	(34.0, 5477.0)	(35.0, 9062.0)	(36.0, 19990.0)	(37.0, 67158.0)													
3971R_NS1_week30_S40_L001_R2_001	(8.0, 1.0)	(9.0, 1.0)	(10.0, 0.0)	(11.0, 5.0)	(12.0, 30.0)	(13.0, 144.0)	(14.0, 325.0)	(15.0, 452.0)	(16.0, 425.0)	(17.0, 385.0)	(18.0, 387.0)	(19.0, 382.0)	(20.0, 451.0)	(21.0, 560.0)	(22.0, 645.0)	(23.0, 771.0)	(24.0, 928.0)	(25.0, 1135.0)	(26.0, 1547.0)	(27.0, 2269.0)	(28.0, 3015.0)	(29.0, 4412.0)	(30.0, 6330.0)	(31.0, 8887.0)	(32.0, 12113.0)	(33.0, 15844.0)	(34.0, 19381.0)	(35.0, 20598.0)	(36.0, 17310.0)	(37.0, 1476.0)					
3971R_RL_F_NS1_diabetes_S29_L001_R1_001	(17.0, 2.0)	(18.0, 6.0)	(19.0, 27.0)	(20.0, 66.0)	(21.0, 176.0)	(22.0, 273.0)	(23.0, 367.0)	(24.0, 517.0)	(25.0, 602.0)	(26.0, 759.0)	(27.0, 887.0)	(28.0, 1007.0)	(29.0, 1228.0)	(30.0, 1402.0)	(31.0, 1676.0)	(32.0, 2182.0)	(33.0, 2859.0)	(34.0, 4163.0)	(35.0, 6895.0)	(36.0, 15155.0)	(37.0, 53839.0)														
3971R_RL_F_NS1_diabetes_S29_L001_R2_001	(7.0, 1.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 3.0)	(12.0, 41.0)	(13.0, 144.0)	(14.0, 494.0)	(15.0, 905.0)	(16.0, 912.0)	(17.0, 676.0)	(18.0, 564.0)	(19.0, 508.0)	(20.0, 545.0)	(21.0, 578.0)	(22.0, 670.0)	(23.0, 750.0)	(24.0, 792.0)	(25.0, 939.0)	(26.0, 1179.0)	(27.0, 1478.0)	(28.0, 2008.0)	(29.0, 2741.0)	(30.0, 3860.0)	(31.0, 5298.0)	(32.0, 7389.0)	(33.0, 10229.0)	(34.0, 13830.0)	(35.0, 16473.0)	(36.0, 18585.0)	(37.0, 2496.0)				
3971R_RL_F_NS1_week9_S81_L001_R1_001	(17.0, 6.0)	(18.0, 9.0)	(19.0, 33.0)	(20.0, 81.0)	(21.0, 197.0)	(22.0, 344.0)	(23.0, 478.0)	(24.0, 584.0)	(25.0, 711.0)	(26.0, 861.0)	(27.0, 996.0)	(28.0, 1216.0)	(29.0, 1446.0)	(30.0, 1641.0)	(31.0, 1954.0)	(32.0, 2586.0)	(33.0, 3235.0)	(34.0, 4663.0)	(35.0, 7566.0)	(36.0, 16206.0)	(37.0, 53451.0)														
3971R_RL_F_NS1_week9_S81_L001_R2_001	(12.0, 20.0)	(13.0, 96.0)	(14.0, 253.0)	(15.0, 431.0)	(16.0, 409.0)	(17.0, 406.0)	(18.0, 363.0)	(19.0, 407.0)	(20.0, 434.0)	(21.0, 488.0)	(22.0, 571.0)	(23.0, 712.0)	(24.0, 812.0)	(25.0, 1002.0)	(26.0, 1381.0)	(27.0, 1816.0)	(28.0, 2593.0)	(29.0, 3840.0)	(30.0, 5042.0)	(31.0, 7077.0)	(32.0, 9371.0)	(33.0, 12598.0)	(34.0, 15166.0)	(35.0, 16603.0)	(36.0, 15185.0)	(37.0, 1188.0)									
3971R_R_F_NS1_diabetes_S28_L001_R1_001	(16.0, 2.0)	(17.0, 4.0)	(18.0, 9.0)	(19.0, 18.0)	(20.0, 59.0)	(21.0, 173.0)	(22.0, 294.0)	(23.0, 392.0)	(24.0, 504.0)	(25.0, 577.0)	(26.0, 733.0)	(27.0, 854.0)	(28.0, 998.0)	(29.0, 1172.0)	(30.0, 1407.0)	(31.0, 1694.0)	(32.0, 2144.0)	(33.0, 2889.0)	(34.0, 4047.0)	(35.0, 6603.0)	(36.0, 14251.0)	(37.0, 46391.0)													
3971R_R_F_NS1_diabetes_S28_L001_R2_001	(10.0, 1.0)	(11.0, 4.0)	(12.0, 34.0)	(13.0, 173.0)	(14.0, 485.0)	(15.0, 793.0)	(16.0, 800.0)	(17.0, 593.0)	(18.0, 545.0)	(19.0, 474.0)	(20.0, 526.0)	(21.0, 561.0)	(22.0, 595.0)	(23.0, 666.0)	(24.0, 751.0)	(25.0, 888.0)	(26.0, 1128.0)	(27.0, 1540.0)	(28.0, 2138.0)	(29.0, 2757.0)	(30.0, 3983.0)	(31.0, 5462.0)	(32.0, 7537.0)	(33.0, 10192.0)	(34.0, 12929.0)	(35.0, 14268.0)	(36.0, 13904.0)	(37.0, 1488.0)							
3971R_R_F_NS1_week9_S80_L001_R1_001	(17.0, 2.0)	(18.0, 5.0)	(19.0, 22.0)	(20.0, 67.0)	(21.0, 175.0)	(22.0, 246.0)	(23.0, 377.0)	(24.0, 473.0)	(25.0, 575.0)	(26.0, 731.0)	(27.0, 842.0)	(28.0, 1020.0)	(29.0, 1198.0)	(30.0, 1455.0)	(31.0, 1739.0)	(32.0, 2129.0)	(33.0, 3012.0)	(34.0, 4266.0)	(35.0, 7144.0)	(36.0, 15598.0)	(37.0, 52909.0)														
3971R_R_F_NS1_week9_S80_L001_R2_001	(12.0, 22.0)	(13.0, 140.0)	(14.0, 338.0)	(15.0, 487.0)	(16.0, 489.0)	(17.0, 417.0)	(18.0, 411.0)	(19.0, 416.0)	(20.0, 388.0)	(21.0, 480.0)	(22.0, 488.0)	(23.0, 573.0)	(24.0, 695.0)	(25.0, 821.0)	(26.0, 1077.0)	(27.0, 1450.0)	(28.0, 2011.0)	(29.0, 2796.0)	(30.0, 4194.0)	(31.0, 6015.0)	(32.0, 8417.0)	(33.0, 11690.0)	(34.0, 14929.0)	(35.0, 17407.0)	(36.0, 16632.0)	(37.0, 1202.0)									
3975R_0_F_NS1_week5_S60_L001_R1_001	(17.0, 4.0)	(18.0, 5.0)	(19.0, 23.0)	(20.0, 80.0)	(21.0, 191.0)	(22.0, 292.0)	(23.0, 400.0)	(24.0, 506.0)	(25.0, 698.0)	(26.0, 746.0)	(27.0, 940.0)	(28.0, 1052.0)	(29.0, 1211.0)	(30.0, 1486.0)	(31.0, 1816.0)	(32.0, 2181.0)	(33.0, 2744.0)	(34.0, 4145.0)	(35.0, 6751.0)	(36.0, 14763.0)	(37.0, 44826.0)														
3975R_0_F_NS1_week5_S60_L001_R2_001	(11.0, 5.0)	(12.0, 20.0)	(13.0, 170.0)	(14.0, 455.0)	(15.0, 685.0)	(16.0, 678.0)	(17.0, 517.0)	(18.0, 433.0)	(19.0, 471.0)	(20.0, 469.0)	(21.0, 510.0)	(22.0, 603.0)	(23.0, 661.0)	(24.0, 741.0)	(25.0, 960.0)	(26.0, 1129.0)	(27.0, 1508.0)	(28.0, 2096.0)	(29.0, 2889.0)	(30.0, 4152.0)	(31.0, 5724.0)	(32.0, 7937.0)	(33.0, 10470.0)	(34.0, 13072.0)	(35.0, 14333.0)	(36.0, 13131.0)	(37.0, 1041.0)								
3975R_L_F_NS1_diabetes_S30_L001_R1_001	(16.0, 1.0)	(17.0, 2.0)	(18.0, 6.0)	(19.0, 21.0)	(20.0, 72.0)	(21.0, 203.0)	(22.0, 352.0)	(23.0, 487.0)	(24.0, 601.0)	(25.0, 740.0)	(26.0, 934.0)	(27.0, 1058.0)	(28.0, 1191.0)	(29.0, 1461.0)	(30.0, 1799.0)	(31.0, 2113.0)	(32.0, 2658.0)	(33.0, 3423.0)	(34.0, 4862.0)	(35.0, 8292.0)	(36.0, 18052.0)	(37.0, 60112.0)													
3975R_L_F_NS1_diabetes_S30_L001_R2_001	(11.0, 8.0)	(12.0, 39.0)	(13.0, 189.0)	(14.0, 639.0)	(15.0, 1028.0)	(16.0, 999.0)	(17.0, 776.0)	(18.0, 621.0)	(19.0, 659.0)	(20.0, 691.0)	(21.0, 720.0)	(22.0, 738.0)	(23.0, 846.0)	(24.0, 982.0)	(25.0, 1215.0)	(26.0, 1463.0)	(27.0, 2028.0)	(28.0, 2605.0)	(29.0, 3848.0)	(30.0, 5008.0)	(31.0, 6752.0)	(32.0, 9206.0)	(33.0, 12507.0)	(34.0, 15715.0)	(35.0, 18037.0)	(36.0, 18730.0)	(37.0, 2391.0)								
3975R_L_F_NS1_week5_S61_L001_R1_001	(17.0, 2.0)	(18.0, 15.0)	(19.0, 25.0)	(20.0, 98.0)	(21.0, 239.0)	(22.0, 405.0)	(23.0, 479.0)	(24.0, 641.0)	(25.0, 759.0)	(26.0, 954.0)	(27.0, 1093.0)	(28.0, 1224.0)	(29.0, 1455.0)	(30.0, 1793.0)	(31.0, 2066.0)	(32.0, 2628.0)	(33.0, 3377.0)	(34.0, 4737.0)	(35.0, 7883.0)	(36.0, 17062.0)	(37.0, 54193.0)														
3975R_L_F_NS1_week5_S61_L001_R2_001	(10.0, 1.0)	(11.0, 3.0)	(12.0, 54.0)	(13.0, 192.0)	(14.0, 551.0)	(15.0, 801.0)	(16.0, 861.0)	(17.0, 659.0)	(18.0, 555.0)	(19.0, 523.0)	(20.0, 575.0)	(21.0, 681.0)	(22.0, 742.0)	(23.0, 861.0)	(24.0, 966.0)	(25.0, 1187.0)	(26.0, 1385.0)	(27.0, 1937.0)	(28.0, 2681.0)	(29.0, 3696.0)	(30.0, 5143.0)	(31.0, 6837.0)	(32.0, 9231.0)	(33.0, 12142.0)	(34.0, 15069.0)	(35.0, 16442.0)	(36.0, 15665.0)	(37.0, 1688.0)							
3975R_L_F_NS1_week9_S82_L001_R1_001	(17.0, 1.0)	(18.0, 5.0)	(19.0, 25.0)	(20.0, 77.0)	(21.0, 181.0)	(22.0, 326.0)	(23.0, 443.0)	(24.0, 619.0)	(25.0, 723.0)	(26.0, 888.0)	(27.0, 1034.0)	(28.0, 1262.0)	(29.0, 1588.0)	(30.0, 1860.0)	(31.0, 2210.0)	(32.0, 2760.0)	(33.0, 3562.0)	(34.0, 5189.0)	(35.0, 8440.0)	(36.0, 18486.0)	(37.0, 61297.0)														
3975R_L_F_NS1_week9_S82_L001_R2_001	(10.0, 1.0)	(11.0, 2.0)	(12.0, 25.0)	(13.0, 111.0)	(14.0, 317.0)	(15.0, 519.0)	(16.0, 456.0)	(17.0, 394.0)	(18.0, 438.0)	(19.0, 382.0)	(20.0, 494.0)	(21.0, 561.0)	(22.0, 609.0)	(23.0, 716.0)	(24.0, 840.0)	(25.0, 1170.0)	(26.0, 1398.0)	(27.0, 2002.0)	(28.0, 2854.0)	(29.0, 4089.0)	(30.0, 5631.0)	(31.0, 7788.0)	(32.0, 10773.0)	(33.0, 14257.0)	(34.0, 17486.0)	(35.0, 19116.0)	(36.0, 17176.0)	(37.0, 1371.0)							
3975R_NS1_week14_S33_L001_R1_001	(17.0, 3.0)	(18.0, 4.0)	(19.0, 18.0)	(20.0, 57.0)	(21.0, 134.0)	(22.0, 201.0)	(23.0, 344.0)	(24.0, 455.0)	(25.0, 540.0)	(26.0, 654.0)	(27.0, 749.0)	(28.0, 897.0)	(29.0, 1085.0)	(30.0, 1400.0)	(31.0, 1695.0)	(32.0, 2168.0)	(33.0, 2829.0)	(34.0, 4164.0)	(35.0, 7247.0)	(36.0, 16078.0)	(37.0, 47105.0)														
3975R_NS1_week14_S33_L001_R2_001	(11.0, 1.0)	(12.0, 5.0)	(13.0, 48.0)	(14.0, 155.0)	(15.0, 288.0)	(16.0, 388.0)	(17.0, 327.0)	(18.0, 299.0)	(19.0, 315.0)	(20.0, 338.0)	(21.0, 381.0)	(22.0, 462.0)	(23.0, 573.0)	(24.0, 669.0)	(25.0, 817.0)	(26.0, 1113.0)	(27.0, 1453.0)	(28.0, 2181.0)	(29.0, 3180.0)	(30.0, 4460.0)	(31.0, 6555.0)	(32.0, 9308.0)	(33.0, 12323.0)	(34.0, 15115.0)	(35.0, 15908.0)	(36.0, 10767.0)	(37.0, 398.0)								
3975R_RL_F_NS1_diabetes_S32_L001_R1_001	(17.0, 4.0)	(18.0, 4.0)	(19.0, 31.0)	(20.0, 83.0)	(21.0, 215.0)	(22.0, 276.0)	(23.0, 365.0)	(24.0, 470.0)	(25.0, 593.0)	(26.0, 725.0)	(27.0, 820.0)	(28.0, 1013.0)	(29.0, 1175.0)	(30.0, 1418.0)	(31.0, 1780.0)	(32.0, 2250.0)	(33.0, 2948.0)	(34.0, 4238.0)	(35.0, 7029.0)	(36.0, 15453.0)	(37.0, 47756.0)														
3975R_RL_F_NS1_diabetes_S32_L001_R2_001	(9.0, 1.0)	(10.0, 0.0)	(11.0, 6.0)	(12.0, 45.0)	(13.0, 172.0)	(14.0, 491.0)	(15.0, 840.0)	(16.0, 757.0)	(17.0, 612.0)	(18.0, 509.0)	(19.0, 492.0)	(20.0, 520.0)	(21.0, 514.0)	(22.0, 637.0)	(23.0, 697.0)	(24.0, 785.0)	(25.0, 928.0)	(26.0, 1224.0)	(27.0, 1687.0)	(28.0, 2144.0)	(29.0, 3090.0)	(30.0, 4359.0)	(31.0, 5922.0)	(32.0, 8201.0)	(33.0, 10776.0)	(34.0, 13547.0)	(35.0, 14736.0)	(36.0, 13815.0)	(37.0, 1139.0)						
3975R_RL_F_NS1_week9_S83_L001_R1_001	(18.0, 5.0)	(19.0, 15.0)	(20.0, 69.0)	(21.0, 182.0)	(22.0, 307.0)	(23.0, 363.0)	(24.0, 518.0)	(25.0, 672.0)	(26.0, 782.0)	(27.0, 909.0)	(28.0, 1154.0)	(29.0, 1284.0)	(30.0, 1706.0)	(31.0, 1951.0)	(32.0, 2452.0)	(33.0, 3183.0)	(34.0, 4587.0)	(35.0, 7441.0)	(36.0, 16339.0)	(37.0, 54906.0)															
3975R_RL_F_NS1_week9_S83_L001_R2_001	(10.0, 1.0)	(11.0, 2.0)	(12.0, 22.0)	(13.0, 96.0)	(14.0, 248.0)	(15.0, 444.0)	(16.0, 456.0)	(17.0, 414.0)	(18.0, 350.0)	(19.0, 397.0)	(20.0, 430.0)	(21.0, 473.0)	(22.0, 525.0)	(23.0, 675.0)	(24.0, 781.0)	(25.0, 923.0)	(26.0, 1273.0)	(27.0, 1662.0)	(28.0, 2298.0)	(29.0, 3230.0)	(30.0, 4721.0)	(31.0, 6538.0)	(32.0, 9167.0)	(33.0, 12203.0)	(34.0, 15470.0)	(35.0, 17395.0)	(36.0, 17056.0)	(37.0, 1575.0)							
3975R_R_F_NS1_diabetes_S31_L001_R1_001	(17.0, 1.0)	(18.0, 7.0)	(19.0, 14.0)	(20.0, 84.0)	(21.0, 213.0)	(22.0, 293.0)	(23.0, 418.0)	(24.0, 539.0)	(25.0, 657.0)	(26.0, 793.0)	(27.0, 958.0)	(28.0, 1089.0)	(29.0, 1322.0)	(30.0, 1514.0)	(31.0, 1945.0)	(32.0, 2373.0)	(33.0, 3171.0)	(34.0, 4352.0)	(35.0, 7377.0)	(36.0, 16471.0)	(37.0, 54322.0)														
3975R_R_F_NS1_diabetes_S31_L001_R2_001	(11.0, 3.0)	(12.0, 43.0)	(13.0, 166.0)	(14.0, 587.0)	(15.0, 887.0)	(16.0, 897.0)	(17.0, 705.0)	(18.0, 623.0)	(19.0, 576.0)	(20.0, 565.0)	(21.0, 594.0)	(22.0, 650.0)	(23.0, 799.0)	(24.0, 908.0)	(25.0, 1066.0)	(26.0, 1284.0)	(27.0, 1715.0)	(28.0, 2195.0)	(29.0, 3200.0)	(30.0, 4426.0)	(31.0, 5947.0)	(32.0, 8400.0)	(33.0, 11320.0)	(34.0, 14922.0)	(35.0, 16909.0)	(36.0, 16731.0)	(37.0, 1795.0)								
NS1_defined_inocula_S88_L001_R1_001	(17.0, 6.0)	(18.0, 10.0)	(19.0, 36.0)	(20.0, 125.0)	(21.0, 278.0)	(22.0, 409.0)	(23.0, 569.0)	(24.0, 693.0)	(25.0, 820.0)	(26.0, 998.0)	(27.0, 1145.0)	(28.0, 1346.0)	(29.0, 1573.0)	(30.0, 1823.0)	(31.0, 2264.0)	(32.0, 2841.0)	(33.0, 3711.0)	(34.0, 5149.0)	(35.0, 8154.0)	(36.0, 16899.0)	(37.0, 46947.0)														
