pathway	plate1_1136R_RL_F_S5_week10_S58_	plate1_1136R_R_F_S5_week10_S57_L	plate1_2518R_L_M_S5_week10_S61_L	plate1_2518R_R_M_S5_week10_S62_L	plate1_3752R_0_F_S5_week10_S59_L	plate1_3752R_L_F_S5_week10_S60_L	plate1_3893R_RL_M_S5_week10_S64_	plate1_3893R_R_M_S5_week10_S63_L	plate1_T1D_S5_defined_mouse_inoc	plate2_096R_0_M_S5_week9_S74_L00	plate2_1060R_L_M_S5_week9_S75_L0	plate2_1076R_0_M_S5_week9_S76_L0	plate2_1136R_0_F_S5_week9_S69_L0	plate2_2402R_0_F_S5_week9_S70_L0	plate2_2433R_0_F_S5_week9_S71_L0	plate2_2475R_0_M_S5_week9_S77_L0	plate2_2518R_0_M_S5_week9_S78_L0	plate2_3924R_L_F_S5_week9_S72_L0	plate2_3929R_0_F_S5_week9_S73_L0	plate3_096R_0_M_S5_week5_S4_L001	plate3_2402R_R_F_S5_Pellet_week9	plate3_2475R_RL_M_S5_Pellet_week	plate3_S5_defined_inocula_S87_L0	plate4_1060R_L_M_S5_week5_S12_L0	plate4_1076R_0_M_S5_week5_S13_L0	plate4_1136R_0_F_S5_week5_S14_L0	plate4_2402R_0_F_S5_week5_S15_L0	plate4_2402R_R_F_S5_week5_S16_L0	plate4_2475R_RL_M_S5_week5_S19_L	plate4_2518R_0_M_S5_week5_S20_L0	plate4_3924R_L_F_S5_week5_S21_L0	plate4_3929R_0_F_S5_week5_S22_L0	plate4_S5_defined_inocula_S87_L0
PWY-5103	18515.858142405967	19173.511167747514	20625.13344984197	18450.458812291963	18489.91496459697	16664.332174747797	16884.45799040323	20605.87989481914	12552.337013050077	22839.865380069663	21418.54901170933	17291.289680590406	26571.642265433384	24228.91143294914	23619.136028303445	22995.09775270887	19829.067017158082	22865.30408045831	23678.44283219894	11906.06484796201	13341.215084463376	15845.650272219358	21911.755029885768	14018.237302372454	14472.213994989472	11652.666675880533	15489.675094428421	12885.526863256995	21700.93937423954	15237.02492794215	17400.00274217884	18434.0071724105	13001.65362573165
PWY-5104	18959.91724572664	19699.145972830767	21101.133718468598	18975.016953618007	18917.186517210805	17220.88606230156	17377.062210986587	21152.69583560757	12534.433703381788	23378.01661859039	21615.008702250212	17675.271049040795	27606.77780647505	24795.78422137452	24221.74655221104	23648.765257092524	20318.047842502936	23498.810174363032	24375.573486598056	12478.865276658687	13903.541339272599	16562.851975290363	21810.07923932642	14289.287568768314	14941.005367695567	12013.947879682519	15643.178559599528	13227.346323055346	22230.601778305434	15703.289101200982	18013.813220953725	18903.27618548246	12930.17703130067
PWY-5154	7016.249418057411	7154.925632823715	8348.575613670957	7549.764470109676	7392.812132025284	6854.979560994587	7491.7186743136535	8138.031899944616	9087.209163587824	8247.468748401132	8911.960951109097	6698.634646913526	14571.429788063184	7685.4863807459205	10013.174282510687	9226.540886746825	8740.852713929555	9362.384561204168	7377.611270285855	2856.5336844568756	3225.417808593635	3424.0959775787173	14251.886553896135	5188.666292039772	6189.291511743019	4832.678908371188	4390.57106091539	4583.564908363264	8433.722759065773	5226.029785545731	6078.707492762288	9239.6460571014	8682.111500226287
PWY-5188	9355.801818181819	9747.147272727274	9953.51	8736.109090909089	9164.602727272728	7626.361818181817	7406.539090909091	10020.643636363637	3630.388181818182	11993.018181818183	10308.567272727272	8958.572727272727	8507.813636363637	14266.78090909091	10773.759999999998	10666.054545454546	8751.315454545454	10772.603636363638	13257.136363636362	7231.063636363637	8133.5481818181825	10224.597272727273	7432.036363636362	7502.9345454545455	6739.0	5433.362727272727	9477.377272727274	6774.978181818182	11215.570909090908	8116.370909090908	9146.184545454546	7032.179090909091	4589.47
PWY-5189	9064.125714285714	9546.874285714286	9529.331428571428	8225.785714285714	8965.838571428572	7417.901428571428	7158.0	9648.00142857143	3127.347142857143	11643.534285714286	10295.955714285714	8424.205714285714	8353.724285714285	13807.928571428572	10297.25	10073.785714285716	8275.222857142857	10294.15142857143	12632.454285714286	6997.891428571428	7816.472857142857	9637.875714285714	6294.132857142857	7514.831428571429	6412.82	4783.411428571429	9463.241428571428	6780.7585714285715	9952.945714285714	7541.858571428572	8531.472857142857	6957.8042857142855	3987.0714285714284
PWY-5304	1777.03	1469.09	2222.18	2301.9599999999996	2012.8	2105.97	1812.0199999999998	2065.18	1062.56	2513.03	957.5600000000001	1971.91	4000.8699999999994	2264.7299999999996	3004.3399999999997	3015.01	2602.3400000000006	3024.31	3336.4500000000003	1413.78	1704.0500000000002	2081.29	1727.59	596.29	2201.57	2154.36	488.0	655.29	4206.87	2046.0	2367.57	1548.6399999999999	1169.3899999999999
PWY-5345	8808.253928571428	9107.599285714286	9240.789642857144	7533.428571428572	8457.428571428572	6541.071428571428	6383.142857142857	9179.503928571428	148.11107142857142	11314.674642857144	10877.825357142858	7557.388928571429	5787.186428571428	13271.892857142857	9782.531785714285	9467.853214285715	7850.075357142858	9624.603214285713	12090.56357142857	5922.710357142857	6936.281785714285	8319.535714285714	521.7182142857143	7229.746071428572	5285.892857142857	4186.285714285715	10299.535714285714	6148.996071428572	8856.174642857142	7066.325357142858	7687.031785714285	5805.642857142857	367.7142857142857
PWY-5347	1149.3078879226584	1290.0275364360668	1287.3626741643996	1360.4785969685192	1524.7959031286437	1143.6508314710454	1346.0406762534008	1333.9093320054412	3538.892795860863	1747.8834575398369	1898.1735770501364	2214.211072920715	1812.401783666926	2175.015075301205	1731.7401821803342	2198.5357559269337	1405.201098183055	1542.5621174212981	1506.0068181597358	1399.0743613972018	1359.0620171006608	2022.7486946171784	7107.188195200155	1476.3301897104548	1190.0478784492811	1027.7698457539836	839.7454289739605	1662.5828830645162	2865.9557799747377	1246.5298564418965	1160.1966469102217	1801.4406806257289	4375.588802467936
PWY-5384	10168.565606060607	10610.317575757575	10775.047272727272	9696.183030303031	10075.10712121212	8602.915	8333.871212121212	10968.440454545453	4775.812424242425	12985.419393939394	10838.733333333332	10374.845454545453	10028.00803030303	15578.84	11929.851060606063	12020.239696969698	9582.324545454545	11853.114545454546	14276.20212121212	8376.412272727273	9199.427272727275	11679.99893939394	9506.108484848484	8425.266666666665	7733.415757575757	6009.684696969696	9839.266666666666	7898.308333333333	12432.652272727273	8995.698787878788	10124.920303030305	8295.360757575756	5908.5027272727275
PWY-5484	8818.079205724589	9479.320418841868	10371.808985529984	10065.724139807688	9258.521645615516	8954.885050695504	9602.717426934825	10359.601587363113	8638.314607193748	9538.357930019045	10768.780494353927	9460.839014481173	20700.499467888236	11482.224778775284	13635.916713529803	12688.955604517776	11345.889667491923	13106.828164364862	10227.678830496403	5596.28242916444	5699.317412896275	6918.181931501463	15059.428818329125	7152.556792853542	9235.764615390652	7706.7428850538845	5172.159999275192	6834.582528522175	13167.996029376774	8133.506471735135	9621.31440318971	13248.732218658997	9185.752300661161
PWY-5505	11279.50855417308	12315.302569299842	13266.49627545894	12783.786135697817	11570.833807703644	11511.916637325116	12311.284282198312	13261.697984656174	8590.914906734619	12106.260215428088	14642.074665330672	11095.639720990715	26794.534471088726	13691.430566154684	17597.0965412976	16832.53751317628	14605.06161897315	16732.36399696699	12927.769764267588	7027.768843771598	7257.796673329309	8384.855650926553	15219.416909811946	8891.638282153692	11078.346349694037	9670.988255714461	6881.88756526427	8756.840078052246	15789.41848129041	10319.584664395792	11961.883332639938	17072.641986496088	8951.042959912902
PWY-5509	5099.0022778485345	5475.290813167435	6190.190526109533	5811.963720975801	5313.42999608112	4894.772332712844	5512.701502890173	5895.257129420985	3879.970802390516	5261.997265602038	7225.550452630548	4980.20828353091	12246.401425492308	6185.721010091113	8259.261498971295	7554.890667189182	6864.745558930145	7714.778769471932	5327.5987234251	2290.502714803566	2432.33259723719	2722.7534574311744	6355.156496521995	4107.752996962869	5137.786975604976	4636.62367982757	3236.575214068776	3715.0531390222395	7619.884776134026	4689.56720289997	5230.77568629372	8034.615681395122	4273.171294209856
PWY-5659	19890.05411396882	20596.9866423337	22239.92877627818	19753.406116062593	20238.255516792575	18116.122396797105	18388.645223099342	22003.062280791102	12361.301492799139	24211.12304048892	23909.687476445124	18146.594625244037	31012.34963840081	25818.40778994426	26217.96281837987	24898.466071357838	21738.56938460232	25247.314428316782	24849.33064199418	12036.542954191778	13543.731414424356	15485.182457912457	20374.675680049797	15331.277621028208	15994.963911948618	12510.062012562601	16562.634518292165	13884.787436550374	22999.170596440603	16127.644518575109	18284.10972696149	20916.380138358378	12478.873061709533
PWY-5667	18716.324812324936	19309.00982072829	20783.610352941178	18466.924733893557	18547.61962464986	16578.138207282907	16797.900476190483	20774.337366946776	12998.114952380949	23329.47773109244	21531.66018487394	17400.52434173669	25057.85898599439	24420.423422969187	23310.258901960788	22850.773137254895	19686.669462184873	22562.08842577032	23973.744095238104	11926.58155742297	13479.77317086835	16089.655417366945	22620.73091876751	14039.268560224087	14077.196302521008	11386.148901960783	15998.742481792719	12819.622963585434	21477.668128851554	15196.455193277312	17305.551266106442	17734.60429691877	13325.50049859944
PWY-5676	401.7004958677686	464.67966942148763	375.79239669421486	358.21487603305786	419.305785123967	373.04330578512395	369.3223140495868	307.3150413223141	1420.8079338842977	470.2056198347108	532.2128925619835	245.28	844.1652892561983	411.9193388429752	409.11471074380165	451.7117355371901	286.93289256198346	412.8357024793389	516.4958677685951	286.01652892561987	374.87603305785126	333.22314049586777	3234.097190082645	260.1084297520661	373.9319008264463	298.0403305785124	195.29652892561984	312.86876033057854	511.88628099173553	352.6611570247934	249.91735537190084	413.7520661157025	1881.7666115702482
PWY-5677	261.0406015037594	301.96691729323305	244.20451127819547	232.78195488721803	272.4812030075188	242.41804511278195	240.0	199.70526315789473	923.2962406015038	305.55789473684206	345.85263157894735	159.3924812030075	548.5714285714286	267.6812030075188	265.85864661654136	293.53984962406014	186.46015037593983	268.27669172932326	335.63909774436087	185.86466165413532	243.60902255639098	216.5413533834586	2101.6421052631576	169.0285714285714	242.9954887218045	193.67819548872177	126.9112781954887	203.3142857142857	332.64360902255635	229.17293233082705	162.406015037594	268.8721804511278	1222.8451127819549
PWY-5686	19725.328271549035	20411.506843957184	21972.271081151153	19505.37459214988	19592.09372910108	17455.81804307696	17820.45917473451	21873.58803645408	12522.031351018697	24172.33582346821	23200.338327234596	18284.470205382895	27586.60644739549	25790.959187470547	25066.157860338248	24261.34130187158	21020.228324100062	24180.585392272234	24861.204168811226	12243.972213139206	13804.553137108162	16338.373781682149	21445.292581491616	15046.796919576145	15128.404388324143	12236.97586347591	16861.076774843506	13651.707767802847	22730.385230267788	16111.238772264294	18295.2053770207	19514.105685180253	12803.186477627118
PWY-5695	9724.538137549755	10037.954413976118	11223.282708536042	10299.06245967861	10603.52521244287	9636.060814978622	10478.186626124134	11095.491471030517	16826.7219354268	12032.95628910512	12666.017143594283	10214.527787704557	19677.39771826625	11281.74356361492	13646.78359973463	13333.331346896653	11703.335494913756	12679.470128114408	10536.704515111309	5100.703218339968	5545.5860527790055	6181.282107916852	29304.019999115433	7820.653880731242	8790.001007076515	6488.826763821319	6151.646988500664	7445.821231461006	12318.169474568776	7400.962936311368	8108.67949977886	13073.14342753944	17447.032445967863
PWY-5705	234.26142857142855	145.14	133.29	156.0	388.14	186.59571428571428	266.4	179.40285714285716	2381.5685714285714	299.14	247.1457142857143	912.7185714285714	244.28714285714287	740.9399999999999	219.43142857142857	159.54285714285714	143.42714285714285	237.6842857142857	256.02714285714285	292.39571428571423	265.9428571428571	407.86	4688.397142857142	476.29	413.14	108.80428571428573	94.86	433.57	691.71	153.29	113.0	347.86	2446.517142857143
PWY-5747	159.29	145.14	133.29	156.0	388.14	126.71	196.0	115.86	1882.14	299.14	204.86	733.29	141.43	696.14	174.86	128.0	88.57	161.57	127.57	259.71	204.0	407.86	3515.14	476.29	413.14	98.29	94.86	433.57	691.71	153.29	113.0	347.86	2306.86
PWY-5837	7649.727368421053	7888.077894736842	7987.99052631579	6564.421052631579	7604.996842105264	5690.047894736842	5632.631578947368	7916.725789473684	2205.9300000000003	9930.958421052632	9456.094210526317	7222.808421052631	5066.6573684210525	12030.417894736842	8493.596315789473	8174.803684210527	6758.563157894737	8344.907368421053	10399.65842105263	5312.377894736842	6110.803684210527	7509.792631578947	4327.824736842105	6660.755789473684	4941.628421052632	3660.636315789474	8843.845263157895	5696.538947368421	8278.851578947368	6165.095789473684	6647.224736842105	5310.476842105263	2861.687368421053
PWY-5838	7637.511142857143	7876.946857142857	7977.768285714285	6552.457142857143	7575.229714285714	5680.330285714285	5617.6	7907.8402857142855	2061.585428571429	9908.016857142857	9440.383142857143	7166.571142857143	5055.8108571428575	11977.029714285714	8480.186	8164.987142857143	6751.770571428571	8332.516285714286	10389.874857142857	5292.460285714285	6095.158571428571	7478.513142857143	4058.242571428572	6624.228285714285	4909.944	3653.098285714286	8836.570285714286	5663.287714285714	8225.803142857143	6153.339714285715	6638.558571428572	5283.798857142857	2684.7702857142863
PWY-5840	163.84114285714287	149.28685714285714	137.0982857142857	160.45714285714288	399.2297142857143	130.33028571428574	201.60000000000002	119.17028571428573	1935.915428571429	307.68685714285715	210.71314285714288	754.2411428571429	145.47085714285717	716.0297142857144	179.85600000000002	131.65714285714287	91.10057142857143	166.18628571428573	131.21485714285714	267.1302857142857	209.82857142857145	419.5131428571429	3615.572571428572	489.8982857142858	424.944	101.09828571428574	97.57028571428573	445.9577142857143	711.473142857143	157.6697142857143	116.22857142857144	357.7988571428572	2372.7702857142863
PWY-5845	163.84114285714287	149.28685714285714	137.0982857142857	160.45714285714288	399.2297142857143	130.33028571428574	201.60000000000002	119.17028571428573	1935.915428571429	307.68685714285715	210.71314285714288	754.2411428571429	145.47085714285717	716.0297142857144	179.85600000000002	131.65714285714287	91.10057142857143	166.18628571428573	131.21485714285714	267.1302857142857	209.82857142857145	419.5131428571429	3615.572571428572	489.8982857142858	424.944	101.09828571428574	97.57028571428573	445.9577142857143	711.473142857143	157.6697142857143	116.22857142857144	357.7988571428572	2372.7702857142863
PWY-5850	163.84114285714287	149.28685714285714	137.0982857142857	160.45714285714288	399.2297142857143	130.33028571428574	201.60000000000002	119.17028571428573	1935.915428571429	307.68685714285715	210.71314285714288	754.2411428571429	145.47085714285717	716.0297142857144	179.85600000000002	131.65714285714287	91.10057142857143	166.18628571428573	131.21485714285714	267.1302857142857	209.82857142857145	419.5131428571429	3615.572571428572	489.8982857142858	424.944	101.09828571428574	97.57028571428573	445.9577142857143	711.473142857143	157.6697142857143	116.22857142857144	357.7988571428572	2372.7702857142863
PWY-5855	2132.415	1847.0149999999999	2538.915	2151.625	2251.265	2122.335	2096.0	2507.11	5662.765	3501.015	1464.2350000000001	1896.415	1957.055	1638.6399999999999	1876.1100000000001	2007.375	2121.07	1770.945	2632.57	742.835	1089.625	1269.1100000000001	8755.765	863.165	1141.2649999999999	582.665	1122.36	702.9449999999999	1662.335	906.415	1245.5	787.86	5333.735000000001
PWY-5856	2132.415	1847.0149999999999	2538.915	2151.625	2251.265	2122.335	2096.0	2507.11	5662.765	3501.015	1464.2350000000001	1896.415	1957.055	1638.6399999999999	1876.1100000000001	2007.375	2121.07	1770.945	2632.57	742.835	1089.625	1269.1100000000001	8755.765	863.165	1141.2649999999999	582.665	1122.36	702.9449999999999	1662.335	906.415	1245.5	787.86	5333.735000000001
PWY-5857	2132.415	1847.0149999999999	2538.915	2151.625	2251.265	2122.335	2096.0	2507.11	5662.765	3501.015	1464.2350000000001	1896.415	1957.055	1638.6399999999999	1876.1100000000001	2007.375	2121.07	1770.945	2632.57	742.835	1089.625	1269.1100000000001	8755.765	863.165	1141.2649999999999	582.665	1122.36	702.9449999999999	1662.335	906.415	1245.5	787.86	5333.735000000001
PWY-5860	166.21565217391304	151.45043478260868	139.08521739130433	162.78260869565216	405.015652173913	132.21913043478258	204.52173913043478	120.89739130434782	1963.9721739130434	312.14608695652174	213.76695652173913	765.1721739130434	147.5791304347826	726.4069565217391	182.4626086956522	133.56521739130434	92.42086956521739	168.59478260869565	133.11652173913043	271.00173913043477	212.8695652173913	425.5930434782609	3667.972173913043	496.99826086956523	431.1026086956521	102.56347826086957	98.98434782608696	452.42086956521734	721.784347826087	159.95478260869564	117.91304347826086	362.98434782608695	2407.1582608695653
PWY-5861	7639.8856521739135	7879.1104347826085	7979.7552173913045	6554.782608695652	7581.015652173913	5682.2191304347825	5620.521739130435	7909.567391304348	2089.6421739130433	9912.476086956522	9443.436956521738	7177.502173913043	5057.919130434782	11987.40695652174	8482.792608695652	8166.895217391304	6753.090869565218	8334.924782608696	10391.77652173913	5296.3317391304345	6098.199565217391	7484.593043478261	4110.642173913043	6631.328260869565	4916.102608695652	3654.5634782608695	8837.984347826086	5669.750869565218	8236.114347826087	6155.624782608696	6640.243043478261	5288.984347826087	2719.1582608695653
PWY-5862	166.21565217391304	151.45043478260868	139.08521739130433	162.78260869565216	405.015652173913	132.21913043478258	204.52173913043478	120.89739130434782	1963.9721739130434	312.14608695652174	213.76695652173913	765.1721739130434	147.5791304347826	726.4069565217391	182.4626086956522	133.56521739130434	92.42086956521739	168.59478260869565	133.11652173913043	271.00173913043477	212.8695652173913	425.5930434782609	3667.972173913043	496.99826086956523	431.1026086956521	102.56347826086957	98.98434782608696	452.42086956521734	721.784347826087	159.95478260869564	117.91304347826086	362.98434782608695	2407.1582608695653
PWY-5863	7647.440909090909	7885.994545454545	7986.077272727272	6562.181818181818	7599.425454545455	5688.229090909091	5629.818181818182	7915.062727272727	2178.9136363636367	9926.664545454545	9453.153636363637	7212.282727272727	5064.627272727273	12020.425454545455	8491.086363636363	8172.966363636364	6757.291818181819	8342.588181818182	10397.827272727272	5308.65	6107.875454545455	7503.938181818182	4277.368181818182	6653.919090909091	4935.698181818182	3659.2254545454543	8842.483636363637	5690.3154545454545	8268.922727272728	6162.895454545454	6645.602727272727	5305.483636363637	2828.574545454546
PWY-5896	163.84114285714287	149.28685714285714	137.0982857142857	160.45714285714288	399.2297142857143	130.33028571428574	201.60000000000002	119.17028571428573	1935.915428571429	307.68685714285715	210.71314285714288	754.2411428571429	145.47085714285717	716.0297142857144	179.85600000000002	131.65714285714287	91.10057142857143	166.18628571428573	131.21485714285714	267.1302857142857	209.82857142857145	419.5131428571429	3615.572571428572	489.8982857142858	424.944	101.09828571428574	97.57028571428573	445.9577142857143	711.473142857143	157.6697142857143	116.22857142857144	357.7988571428572	2372.7702857142863
PWY-5897	7638.18262295082	7877.55868852459	7978.330163934426	6553.11475409836	7576.865901639344	5680.864426229508	5618.426229508197	7908.328688524591	2069.5195081967213	9909.27786885246	9441.246721311476	7169.662295081967	5056.407049180328	11979.964262295081	8480.923114754098	8165.526721311476	6752.14393442623	8333.19737704918	10390.41262295082	5293.5550819672135	6096.018524590164	7480.2324590163935	4073.0604918032786	6626.23606557377	4911.685573770492	3653.5126229508196	8836.970163934426	5665.115409836066	8228.719016393443	6153.985901639344	6639.034918032787	5285.265245901639	2694.4947540983608
PWY-5898	7638.18262295082	7877.55868852459	7978.330163934426	6553.11475409836	7576.865901639344	5680.864426229508	5618.426229508197	7908.328688524591	2069.5195081967213	9909.27786885246	9441.246721311476	7169.662295081967	5056.407049180328	11979.964262295081	8480.923114754098	8165.526721311476	6752.14393442623	8333.19737704918	10390.41262295082	5293.5550819672135	6096.018524590164	7480.2324590163935	4073.0604918032786	6626.23606557377	4911.685573770492	3653.5126229508196	8836.970163934426	5665.115409836066	8228.719016393443	6153.985901639344	6639.034918032787	5285.265245901639	2694.4947540983608
PWY-5899	7638.18262295082	7877.55868852459	7978.330163934426	6553.11475409836	7576.865901639344	5680.864426229508	5618.426229508197	7908.328688524591	2069.5195081967213	9909.27786885246	9441.246721311476	7169.662295081967	5056.407049180328	11979.964262295081	8480.923114754098	8165.526721311476	6752.14393442623	8333.19737704918	10390.41262295082	5293.5550819672135	6096.018524590164	7480.2324590163935	4073.0604918032786	6626.23606557377	4911.685573770492	3653.5126229508196	8836.970163934426	5665.115409836066	8228.719016393443	6153.985901639344	6639.034918032787	5285.265245901639	2694.4947540983608
PWY-5910	188.67000000000002	165.5	150.0	199.15999999999997	191.84000000000003	188.0	202.16999999999996	145.0	101.0	186.17000000000002	188.32999999999998	415.15999999999997	202.82999999999998	218.0	312.33	466.5	155.5	205.82999999999998	117.66	246.65999999999997	242.83999999999997	291.66	221.5	262.01	190.82999999999998	132.82999999999998	50.83	356.49	282.34	259.17	107.67	298.16999999999996	124.33
PWY-5913	8431.821760950914	8682.093576931546	8829.157891261282	7244.178076161127	8378.796420867271	6292.191992075723	6214.458503191724	8750.42248294079	3096.398128989655	10927.9385075941	10490.245291657497	8016.56003521902	5595.755659255999	13227.51797490645	9349.41499449703	9033.868029936168	7471.5425005502975	9177.537437816422	11444.696689412285	5887.248448162009	6741.8486682808725	8299.767514858026	6446.851129209773	7408.585564604888	5482.476376843496	4064.5071054369364	9794.409605987234	6389.543816861105	9184.60306405459	6803.5250495267455	7379.448703499891	6102.507334360556	4135.46925379705
PWY-5918	167.6736842105263	152.77894736842103	140.30526315789473	164.21052631578945	408.56842105263155	133.37894736842105	206.3157894736842	121.95789473684209	1981.2	314.88421052631577	215.6421052631579	771.8842105263157	148.8736842105263	732.778947368421	184.06315789473683	134.73684210526315	93.2315789473684	170.0736842105263	134.28421052631577	273.378947368421	214.73684210526315	429.32631578947365	3700.1473684210523	501.3578947368421	434.88421052631577	103.46315789473684	99.85263157894737	456.3894736842105	728.1157894736842	161.3578947368421	118.94736842105263	366.1684210526316	2428.2736842105264
PWY-5941	7304.155897435897	7382.305641025641	8945.820366300366	8039.667838827839	7423.041904761904	7058.256556776556	7662.331575091574	8448.593406593407	5619.844249084249	7992.954725274723	8889.763956043957	6222.130109890109	15619.680000000002	7396.598388278388	10735.124981684981	9413.229304029303	9320.510329670331	9992.883956043957	7395.575970695969	2216.315311355311	2687.250695970696	2594.3075457875457	6648.587545787545	4908.183003663004	6336.285567765568	5336.404835164835	4343.283956043956	4055.8364835164834	8431.184468864469	5557.018608058609	6601.408058608059	9337.40879120879	4765.3424175824175
PWY-5971	10326.468472906407	10765.381773399014	12782.182758620691	11278.387684729067	9705.164039408868	8851.053694581282	10701.044334975371	12043.120197044336	8250.758128078818	10280.510837438424	13792.071428571431	8905.78669950739	19645.969950738916	9990.224630541872	14369.559605911332	12402.932512315272	12764.057142857146	12984.56009852217	8316.0236453202	1752.7463054187192	2269.804433497537	2309.7605911330056	9338.939408866996	7438.615270935962	7719.252709359606	7153.801477832513	6732.691625615764	5787.373891625616	10504.58275862069	7502.034975369459	8846.855172413794	13419.404926108375	6697.168965517243
PWY-5973	19059.97404062414	19668.386371000415	21448.612349571435	19188.510818331706	19029.080786525497	17121.818553072753	17692.98679405313	21227.214309333616	13545.763200752692	23012.33645279927	22386.918559018053	17884.092761303447	28579.733307301358	24279.925638009394	24722.01753292694	23761.91809424331	20796.776154855164	23685.52910212809	23350.62116076502	11285.08992523947	12708.812888643855	14962.101633254215	22580.642757111364	14430.58106783214	14994.986979138228	12198.402611372414	15374.831804125683	13076.82072533775	22307.876861832687	15551.813649697278	17646.91820226037	19662.264578553873	13611.682434690525
PWY-5989	11040.53120689655	11483.824655172413	13586.755344827587	12035.962241379311	10672.251206896552	9450.901551724137	11479.406896551725	12789.102413793104	10999.745689655174	11165.882586206895	14735.983965517238	10261.367068965517	20803.83672413793	11353.909655172414	15305.105172413794	13181.97568965517	13512.208965517242	13834.357758620692	8890.187586206896	2162.7822413793106	2636.5360344827586	2931.5575862068963	14169.508448275861	8401.802586206897	8618.078793103448	7633.506724137931	7187.083448275863	6614.967413793102	11888.486379310345	8067.427758620691	9429.473793103449	14522.201379310345	9895.715689655171
PWY-6121	18792.952856744705	19409.937504645117	21045.33090858416	18735.000966183572	18708.955114269786	16761.2920986622	17128.528149386842	20877.22768023039	12152.41128762542	22899.77228725381	21917.974136008917	17406.805890003718	27061.453878669643	24314.680973615752	24065.059573578597	23143.014399851356	20206.49191750279	23183.972240802676	23496.47216648086	11439.078163322187	12906.15543478261	15235.137351356372	20385.91436269045	14222.99507617986	14600.917809364548	11808.896483649201	15685.27451690821	12868.271390746933	21752.127345782235	15339.049916387965	17488.220364176887	18815.948527499073	12379.632209215906
PWY-6122	18528.19257142857	19169.5499047619	20665.337142857137	18396.052476190478	18390.022380952385	16479.050476190478	16776.333238095245	20557.532	11551.309428571429	22634.536095238094	21541.73799999999	17142.431047619048	26196.707904761908	24146.11476190476	23588.630380952378	22783.247809523808	19768.566285714292	22771.3140952381	23364.87780952381	11533.127999999999	12989.755714285715	15379.185999999996	19634.084095238097	14053.648857142858	14309.418190476192	11575.023142857142	15648.741047619049	12766.415809523805	21369.790666666668	15182.490380952382	17300.177238095243	18342.326190476197	11824.313619047618
PWY-6123	16813.39763636364	17472.073636363635	18796.96036363636	16771.968	16699.905636363637	14906.421454545452	15340.839090909094	18685.486	10932.802363636363	20347.350727272726	19866.800909090907	15759.659818181815	24186.743272727268	21980.913999999997	21560.669454545452	20785.992909090914	18057.051272727276	20755.63163636363	20897.308363636363	10364.575454545455	11613.834727272726	13821.057818181815	18680.25618181818	12945.488727272728	13083.815636363634	10656.055272727273	14141.064181818181	11754.306909090908	19621.621090909095	13840.36581818182	15735.910363636363	17113.641636363634	11283.312000000002
PWY-6125	13508.884953177261	14028.342558528426	14966.253548494984	12985.050017837233	13695.00192753623	11183.944729096993	11738.09408026756	14438.569751393532	4749.872125975474	15618.082024526197	17460.064397993312	12985.903356744706	18482.75344704571	19224.121218506134	17935.035633221843	16444.49988182832	14312.319245261982	17048.62281047937	16090.532301003343	7714.244208472685	8650.93085172798	10166.767884057972	7297.27874136009	11674.117176142696	10783.586710144928	8597.622827201783	12707.430175027868	10073.966758082495	16236.480790412486	11434.533297658865	12422.615243032329	14264.866149386844	5453.224971014492
PWY-6126	14219.298615817617	14782.644812834222	15718.515801669952	13602.217629984052	14361.889023079088	11667.99962050849	12266.648055258467	15178.423032179377	4836.941559245708	16456.0092411108	18420.82612993714	13656.033706069988	18953.474907965105	20315.08312318229	18735.207160052534	17199.50110329299	14947.441584576416	17812.468151233697	16940.630118491415	8139.1027017543865	9137.176530819026	10778.295900459707	7461.534674453514	12324.242131344405	11211.039415423584	8954.399613378366	13542.881408574913	10617.318827000656	16962.841367576697	12014.277566938736	13037.447197298057	14835.703263064075	5578.288465053007
PWY-6147	7850.6399999999985	8102.685714285713	9404.56142857143	8761.935714285715	8139.7014285714295	7974.602857142858	8320.387142857142	9171.899999999998	7334.614285714286	8924.59857142857	8617.899999999998	7305.368571428572	16891.55857142857	8805.94	11266.057142857144	10159.75857142857	9703.26	10763.234285714285	8778.710000000001	3844.0657142857144	4205.404285714286	4754.361428571428	10462.345714285713	5512.791428571429	7340.531428571429	5799.354285714286	4462.101428571428	4968.757142857143	9606.794285714286	6280.327142857143	7725.274285714286	10054.137142857142	7103.567142857142
PWY-6151	4223.08	4643.650476190476	4970.548095238095	4719.720476190478	4210.174761904762	3499.600952380952	4587.949523809524	4843.534761904761	5595.910476190477	3867.81238095238	6779.444761904762	5375.791428571428	8843.10904761905	5666.921904761904	6588.644761904761	6189.136190476191	5398.592380952381	5906.699047619048	3375.416666666667	1844.726666666667	1757.7190476190478	2377.1185714285716	10311.652857142857	4292.439047619047	4056.0971428571424	3753.8590476190475	2965.2833333333333	3915.8466666666664	6471.52619047619	3943.0142857142864	4101.236666666667	7366.906666666666	6086.352857142858
