pathway	plate1_1136R_R_F_S5_week10_S57_L	plate1_1136R_RL_F_S5_week10_S58_	plate1_2518R_L_M_S5_week10_S61_L	plate1_2518R_R_M_S5_week10_S62_L	plate1_3752R_0_F_S5_week10_S59_L	plate1_3752R_L_F_S5_week10_S60_L	plate1_3893R_R_M_S5_week10_S63_L	plate1_3893R_RL_M_S5_week10_S64_	plate1_T1D_S5_defined_mouse_inoc	plate2_096R_0_M_S5_week9_S74_L00	plate2_1060R_L_M_S5_week9_S75_L0	plate2_1076R_0_M_S5_week9_S76_L0	plate2_1136R_0_F_S5_week9_S69_L0	plate2_2402R_0_F_S5_week9_S70_L0	plate2_2433R_0_F_S5_week9_S71_L0	plate2_2475R_0_M_S5_week9_S77_L0	plate2_2518R_0_M_S5_week9_S78_L0	plate2_3924R_L_F_S5_week9_S72_L0	plate2_3929R_0_F_S5_week9_S73_L0	plate3_096R_0_M_S5_week5_S4_L001	plate3_2402R_R_F_S5_Pellet_week9	plate3_2475R_RL_M_S5_Pellet_week	plate3_S5_defined_inocula_S87_L0	plate4_1060R_L_M_S5_week5_S12_L0	plate4_1076R_0_M_S5_week5_S13_L0	plate4_1136R_0_F_S5_week5_S14_L0	plate4_2402R_0_F_S5_week5_S15_L0	plate4_2402R_R_F_S5_week5_S16_L0	plate4_2475R_RL_M_S5_week5_S19_L	plate4_2518R_0_M_S5_week5_S20_L0	plate4_3924R_L_F_S5_week5_S21_L0	plate4_3929R_0_F_S5_week5_S22_L0	plate4_S5_defined_inocula_S87_L0
PWY-1269	14963.510022772858	14601.410774225244	16389.44704229247	14213.566550735857	14783.673391886225	12399.202245898956	15910.73710280804	12928.539900489877	8652.757257052146	17581.085313980115	17762.352743850366	13657.495291383604	19557.17231278982	19571.481561055334	18566.977392683282	17096.55951141344	15421.21571402817	17750.65446357083	17436.37199904689	7780.241595613711	8947.433755739881	10503.96360997225	12677.408655118457	11657.129175230511	11157.014402745277	8712.943681272485	12967.45585457104	9935.752632591055	16634.633061795408	11564.473854790842	13012.72960528644	14243.707475946654	8605.790127746024
PWY-1861	2671.243878549254	2971.4256368887986	2423.0724500816855	3038.95463127305	3641.634558211596	2714.3560699981294	2467.524835158732	3207.7773165286067	7638.666204202498	3719.1159369918937	3081.5227753010154	6712.784810262401	3103.9130938734074	5039.628712912172	4185.6122118948315	5720.36448896724	2306.2641564642163	3045.9320808238376	2105.909573205903	3491.636889318712	3341.171730198381	4487.423824065614	14622.480311744623	4405.393712057279	3981.9703220740976	1996.1715799931392	1221.2263277744073	4999.710957260473	5487.693387113833	3503.562520074577	1800.4117895612526	5177.312947110568	9024.847669068024
PWY-2941	646.9031414046943	734.3180354290588	588.4593433564315	774.149857712415	746.323432660907	729.4331179141624	569.1384175298163	783.7206795013005	395.8649216000728	727.9591163994945	736.4053504873169	1561.064651530679	795.6985171196001	851.0200238180079	1206.8830046943942	1768.957824132676	609.2775509888953	803.8920793224073	463.99714773128466	930.1948074392593	921.7102005092695	1106.3344395975205	863.2709333506834	998.9668372578918	737.4759261905476	515.7846656607717	201.47450467750727	1328.1532277555048	1091.1716946243912	990.7738028823381	423.5130177525654	1146.0059610325848	485.4181561646962
PWY-2942	20420.296690669715	19662.2029830344	22044.556822207112	19728.351403800312	19691.80511294402	17593.65601766269	21910.78586753631	18202.041750337037	14192.123594212668	23693.863351653363	23338.73198969262	18725.89854859094	29153.39676303232	25624.08160863097	25447.62384963775	24462.58891265281	21346.046134347584	24462.005333747275	24127.16934317183	11982.854545849399	13330.850362796733	15836.594753200981	24403.99628782899	15278.878948235419	15640.702484775022	12598.521156580387	16116.76475855242	13892.483763147582	23264.70166113246	16148.942458473515	18384.19995170497	20585.56327920812	14727.061931531476
PWY-3001	15106.220166911711	14721.394427203288	16768.512922604703	15225.114799985486	14977.67561972372	13612.628149331711	16544.61370265618	14277.603360640556	13244.386287496183	17712.28570546435	17516.91867277107	14400.780665937944	24191.590700563283	18022.588400375902	19675.64215404025	19012.00835538536	16680.190112414988	18723.239663446668	17390.53751976352	8154.059026641384	9127.572403167964	10575.957186167638	22975.867369107473	11132.839446827438	12354.560880935142	9968.99605056112	10518.74291810567	10275.689863098758	18235.256674031938	12045.637448698622	13534.543903131209	16578.080716861754	13775.919353886571
PWY-4984	4909.524510368397	5296.80260602963	6057.808376036589	5703.397809172832	6334.858037320233	6372.989894325619	5851.454493955942	5442.8254951518065	4360.251921963393	7496.823108244778	4400.848113314919	4337.820449232389	11860.602538143536	6237.296199676216	8198.179814942698	7775.734119572783	6722.130362580509	8222.413399057235	8671.00003379605	4037.9725694188382	4668.935641678277	4551.289497039154	7274.263659265986	2735.277010126194	5798.17857500505	4062.317960235896	2323.8975504116684	2944.6105446642014	7774.399417088484	4523.980429692023	5345.723006606161	5693.05141045343	4583.963593772868
PWY-5022	1880.1406564959561	1677.6089609671094	1700.362943750523	1813.5935921574433	1926.6830875754854	1821.392638669842	1737.3816882557562	1793.4552722636445	2783.3189443600063	2168.8643092910556	1200.721808750093	2166.113451295481	3386.977720520601	2691.001698139981	1989.3038587875465	2047.8688886070206	1509.430075437502	2071.818190038336	2327.244517968148	1909.4632650716683	1934.3082688188308	2495.6515195383067	5450.06625792751	1485.2026232655692	2038.3072992605196	1263.3035101205742	786.7603371713891	1682.9973244368143	2646.70828699638	1591.9657284157727	1668.8553107801572	2158.377973157969	3260.239336075727
PWY-5097	20414.74956553445	19616.107445717636	22018.0169397073	19697.602018657682	19602.744299335205	17487.627940050144	21873.40045913228	18191.343908350984	14225.893027673292	23491.30873753154	23519.413077392084	18671.359189401235	30623.699298192783	25528.413845971212	25477.399920045915	24445.153394750752	21363.24881533043	24452.19100304293	23874.227584076176	11803.270773876215	13125.265757415693	15581.36563731088	23897.96591262945	15305.700723386219	15581.295594388923	12639.416972597863	16124.177849439448	13888.97505948078	23176.804495584736	16115.98045675052	18323.003056253357	21276.627018662835	14395.491605889301
PWY-5100	14833.734851120695	14009.961315136325	15700.780870303548	14960.913219685997	14185.667697987517	13963.972675879866	16127.086717265061	14103.244327548533	12478.827665931163	16814.744915579424	14852.377842675503	14156.709309657801	25115.395001097946	17680.506163018435	18766.031920267276	18633.633327478827	15785.603467060891	18311.145283407874	17796.184632514654	10399.0176349962	11018.82683830137	13365.740380556632	22648.485825267933	10527.31156390016	12567.816366019353	9927.970831496857	8888.874591778273	10546.649416786986	17656.272857736876	12084.935184150134	14304.4256318614	16430.551442903277	13164.399810542762
PWY-5101	22724.96404535462	21920.074425569008	24363.43665372328	21918.97394888953	21865.6112713226	19895.076103602532	24468.337568922067	20104.356120805933	15331.844610773765	27034.795297179775	24964.757439630135	20582.762889948164	31817.30981814129	28683.45539098631	27967.151768473523	27302.295066178907	23498.435721740272	27162.67143805742	28216.782102801277	14346.405448926203	16038.406288952934	19073.385649807587	26902.171042889007	16503.084305014836	17272.754424288167	13881.092416179588	18008.442729720675	15306.18353118498	25761.390758452933	18104.780685180096	20777.71724570424	21929.192563021254	15718.46039760765
PWY-5103	19963.52414526774	19251.416052735647	21422.950230109895	19243.28602102661	19210.463553220485	17416.956819092262	21474.977306862136	17618.73463871462	13182.690432255436	23746.591011362674	22014.341186371028	18044.3923401282	27786.43906293389	25203.248404090242	24553.036130752953	23948.35160240488	20625.095512684216	23818.96918184049	24716.341836542175	12522.285400047862	14008.875192557545	16674.760324908348	23019.77606658938	14529.466503975282	15132.549850861384	12170.715510606964	15902.71198320898	13442.843703090357	22608.30714658281	15890.3496448461	18216.116900011082	19243.189416441848	13612.633169930641
PWY-5104	20786.6581434008	19964.83990125177	22194.00099530983	20075.40524944404	19899.837274109803	18300.170814704816	22353.54787633257	18400.11800884468	13500.036054936414	24614.362715984636	22396.344175760056	18706.243057554908	29399.718427307715	26101.45730910165	25507.779816410555	24994.536585151523	21413.866013836312	24815.594354055364	25820.25421048585	13405.90707028794	14884.755809034647	17779.175402917925	23689.59422594843	14997.148115487627	15882.726451731172	12744.440098464807	16196.091149692358	14034.58356202779	23484.397307609077	16617.9520434689	19175.775162618535	20093.93019741118	13973.627002831394
PWY-5154	11045.224783097572	10802.725707374124	12454.929545084153	11235.351839776273	11086.697841708314	10110.988954682121	12317.29043056528	10806.448507016335	10566.378431132864	13026.990467283707	13203.00390161869	10348.024876989472	18830.392293877714	12569.654132223164	14586.463266917737	13867.342821899576	12562.129646826774	13795.679930603703	12029.84288809692	5148.049744896779	5742.707720809805	6345.547348900675	17654.185630697444	8138.796078269346	9238.692090801434	7131.690186239474	7492.570458722514	7333.299753279134	12713.98905373695	8341.985815907936	9498.21999915836	12887.876631659283	10685.834466292361
PWY-5180	616.1516843791627	690.4666346984809	560.5372120972269	730.7858513088448	957.0648893056081	688.4804974823021	545.7869468146565	741.5400098798655	3266.315986868872	848.9357518907345	733.8486497709943	1442.6680197957146	844.3077035460173	1474.3311818596842	1124.9644621508023	1618.0875488657773	581.9994305544169	764.6671761729584	587.9664666699235	857.4359976092334	845.2810132597542	1029.5375221033917	6147.832991246793	993.3263910839406	965.8136849607695	488.4843192536753	308.8512772936274	1210.2941587253406	1534.4885485041711	913.34247777126	409.12130990400476	1085.1819328257643	3964.3495778574443
PWY-5182	616.1516843791627	690.4666346984809	560.5372120972269	730.7858513088448	957.0648893056081	688.4804974823021	545.7869468146565	741.5400098798655	3266.315986868872	848.9357518907345	733.8486497709943	1442.6680197957146	844.3077035460173	1474.3311818596842	1124.9644621508023	1618.0875488657773	581.9994305544169	764.6671761729584	587.9664666699235	857.4359976092334	845.2810132597542	1029.5375221033917	6147.832991246793	993.3263910839406	965.8136849607695	488.4843192536753	308.8512772936274	1210.2941587253406	1534.4885485041711	913.34247777126	409.12130990400476	1085.1819328257643	3964.3495778574443
PWY-5188	11471.39510915248	11015.884261504589	11796.753555420059	10399.029409241468	10837.382109073204	9178.797284374636	11886.301745707853	9032.972018513407	4758.954994212297	13990.804016130887	12420.489405742272	10570.354221418904	11017.269778253089	16141.476538617782	12993.367212043468	12917.975608898021	10598.5237328332	12840.839622021622	15110.971788506726	8143.701718978772	9135.89200892202	11292.651134222318	9602.000300926376	8801.52923638334	8038.201614081717	6438.04716439396	10660.162810402799	8027.253316453102	13013.137729845528	9413.38935872636	10540.630152768294	8919.25281282534	5795.499674873417
PWY-5189	11088.923379467285	10619.40520209887	11289.824171607137	9933.391846161509	10464.171260676852	8827.557487244037	11416.065763064998	8665.669547758758	4544.344088549371	13532.33440179407	12041.956429716056	10237.196631078652	10454.36246015383	15708.603919465537	12445.090410081673	12427.42961997723	10090.396314376256	12297.025162070147	14590.933096279277	8024.755926553212	8967.865313587927	11098.338874988298	9225.276306836286	8617.687636755552	7698.991187779626	6047.821826628189	10423.088369560486	7901.864577800431	12371.55258171048	9055.181415390543	10084.27326491027	8582.075094365357	5534.777611436585
PWY-5304	1138.29	1287.43	1514.58	1449.86	1664.0	1764.5700000000002	1448.5800000000002	1403.7199999999998	946.86	1920.4300000000003	957.5599999999998	1024.71	3767.2699999999986	1472.7299999999998	2211.14	2045.71	1811.4400000000003	2238.71	2305.4500000000003	1018.2799999999999	1181.15	1086.29	1346.29	596.29	1642.5700000000004	1078.8600000000001	488.0	655.29	2128.0	1110.0	1358.5700000000002	1457.1399999999999	932.29
PWY-5345	17352.965325691635	16679.837045217744	18343.737790768446	16015.608976183114	16584.98484481051	14068.28714115257	18221.262978850456	14334.753892477394	6879.479275915477	20624.016246290954	19755.39823135205	15818.893144497248	19063.05327217815	23399.21409554467	20782.351661535376	20012.952043677687	17091.261119847484	20198.32462504212	21456.32930782719	10769.617010027287	12081.426303370286	14567.714904068438	12267.830239284876	13320.076275273495	12286.032730139206	10031.028527928744	15279.824458210152	11917.925150845154	19875.1232372144	13893.190550774665	15565.825960770488	15070.441141821893	7688.956896062465
PWY-5347	13200.32429486014	12491.507705761698	14257.534459708624	13318.237056868571	12824.916312987769	11907.363800730554	14174.613233879763	12480.258275996677	9267.556177995943	14186.717894236921	15131.500917440373	12762.54954962898	19077.785816143525	16232.314086414512	17647.78416169227	16890.18566442947	14634.194191269567	16892.96455810845	14796.88106760997	7932.33371495817	8433.588551130733	10077.784683209431	17352.797695334724	10059.47809994036	10683.093698468669	8761.706507539915	8470.57063317353	9515.937773809717	16635.60338331139	10973.410152256363	12505.896595022305	14390.482455662359	10405.557906147
PWY-5384	12297.329777445717	11937.800900081187	12672.451526659173	10650.712383937374	11946.968124410667	9355.05931883595	12594.845770869528	9283.21898481565	5437.514530452106	15290.881491566708	14422.227407775094	11370.845856101185	9148.049777974198	17858.40923924726	13740.080184110078	13232.132470733128	11064.8136916997	13469.290835972126	15960.030813158675	8167.265389296426	9298.882490383285	11301.804125077064	10578.833436361701	10053.149122445957	8144.068391747568	6084.59133832404	12206.618768127415	8809.695317141553	13232.685323013187	9644.179217376839	10588.069126090219	9086.515434373485	6457.503423956958
PWY-5415	506.52559402835635	514.2401650299663	444.5179312643992	500.97392868113155	663.3660790168233	462.4624348330148	393.40824246628927	555.5530360251655	466.9464696431193	629.0409532237026	606.8990226622032	1249.2189146702299	673.5980130031018	817.5157767508341	612.5713630448673	603.7992642073126	355.12575009285007	540.6301485542798	412.7764692473673	613.3436758329476	583.2338762044322	838.9545856061159	1009.769703177895	821.151157389142	661.6935543071744	353.330300262971	188.17505485080315	898.6644353673087	998.587322515385	521.607627449055	333.6570053911226	828.582669365805	573.5890963537337
PWY-5419	256.29956544641476	286.7428966847255	230.59438275636836	303.6843377188947	289.437013318111	288.0788234963305	224.70697271076668	307.37907556469884	312.6157024418664	285.45674876362034	277.45993810495753	594.2347170558676	427.26578970443023	332.33969044268855	466.39682790182167	679.8265857272597	239.03143542482013	315.7303080391889	258.9028900084608	373.0021036428367	367.5102527062936	442.1724540320398	689.7712962972391	373.4928958564019	290.7718629069933	202.5481349239316	100.30611786669054	504.6350489795853	420.7466159867694	384.8536112336543	168.32438796510502	447.0319373977756	375.73980083467
PWY-5420	363.512599252592	394.7505489952327	324.9986325378123	408.5726793199226	433.5822678675236	384.4776623077461	309.0821247708977	424.2267783754063	514.6249803259235	421.94591176045503	403.5682347599153	842.116884269951	590.4959639151571	516.0410608574625	581.6817236207835	639.3092732522152	312.67813087454863	430.3717784204297	367.1873667589808	496.7452108967287	484.49213527551274	614.1818575957446	1122.5189363376458	539.2050989146271	435.52405394739066	276.98740742134333	149.65096494160304	682.456008039928	637.9786574195101	483.3472149171342	239.89723768490828	619.8655026395863	618.396662425666
PWY-5484	17251.138388753716	16569.313061810597	18746.287082757095	17319.532308767	16938.083838654504	15457.583244725305	18630.1237885046	16174.16018957421	13817.223042532698	19229.32027571196	19624.36009194355	16871.596691734507	27903.826469239088	21559.728044640917	22668.5552347545	21719.489257018136	18839.983242332622	21709.717675318738	19701.3409309362	10185.101540795396	11007.375700353356	13106.764223926593	22573.97331445786	13202.172413533472	14567.59994738979	11698.361715314053	11622.329200588963	12274.421907380723	21364.763440774634	14219.58830619297	16111.57405562532	19397.990246310022	14204.456045303445
PWY-5505	14577.909729707822	13663.496451674979	15837.820085393054	15082.722165960538	13834.64278938422	13478.193529991704	15778.058629138608	14238.846710504284	10354.91146370546	14939.269709732796	16688.392557159277	13570.147703954372	28604.242094576297	16875.16178544381	20267.454979849943	19365.86701818849	16828.78895752611	19348.296783943246	15986.065485742338	8487.81028694501	8966.861450788312	10490.494635559986	18157.81498129046	10585.652885326263	12931.621363031207	11003.13054049152	8601.874217279026	10224.598977927233	18507.51078033712	12312.30657008698	14165.390247432004	18641.806656445908	10760.084120878986
PWY-5509	10782.833523834985	10091.90193343834	11537.70398817812	10834.44929787982	10393.020912337015	9571.71334030894	11438.133288466608	10058.67457900873	6676.992064328171	11392.022011426328	12338.158245982135	10315.416184470065	18583.89934966795	13418.78467957718	14458.62337202234	13802.014163843356	11850.107691046336	13859.619551287473	11997.339925297514	6584.580903388215	6941.4578069507725	8397.745982654209	11998.606240974403	8284.565850986335	9373.719143548708	7728.191503884249	6903.187003730045	7863.632771481126	13751.70181814374	9118.445886795953	10346.750362017607	12862.486045098578	7466.60505799806
PWY-5659	20366.303317061946	19665.034013707504	21803.688473263668	19416.934158890912	19923.89294981705	17634.97051335389	21691.21808846954	18102.993671047345	13875.110337320584	23965.253245872107	23594.60579783335	18611.381177541665	34386.62735250529	25851.659228258006	25419.530745757347	24482.816639405686	21323.811804163906	24425.97406232781	24281.676212623035	12061.724755404011	13486.019811676751	15713.496948442142	23883.47334422315	15468.587178621185	15768.31458395117	13182.784006046604	16504.02129053457	14145.576279613655	22945.953751057812	15970.382951377265	17900.017415337337	22150.00747191646	14116.437844447915
PWY-5667	20320.718604639504	19798.73093994038	22001.001040676903	19500.200304844762	19561.737743553855	17600.585266295504	22048.973978089067	17729.8364585661	14375.80734352222	25037.050121281143	22321.83872572841	18195.260265599056	25173.9415133626	25299.221588458462	24206.931448882988	23934.89816197949	20660.28217064735	23468.2632279633	25509.575098491696	12464.845972841327	14215.351998027374	16910.113682608106	25421.813202259495	14436.604000919337	14513.189634171309	11669.695312609098	16696.276495253336	13190.03019916256	22218.937513611356	15777.71422770421	18073.592737330197	17881.544732913742	14761.855978023628
PWY-5676	4090.1205741645126	4070.122927489104	3604.2100096679033	3827.7167498959043	5682.075479217434	3522.338059933673	3468.879143227985	4329.873456787238	12532.483299875932	5855.5547311007085	4740.9640982507035	7637.6095520163635	5986.016373602359	8154.849221353809	4273.87991343616	4299.607982432723	2838.8475683715255	4166.851075062128	4304.3177654452065	3971.0454917773186	3870.0436968147987	5381.274574766023	20624.22101837835	5191.885655722633	5864.831562264003	2715.6727623204074	2321.897117968136	5197.153710684713	8288.288952293127	3662.080223114369	3063.40893992221	6505.046784372544	12548.43930213339
PWY-5677	1999.5422082622958	1832.9838827485778	1726.71792353283	1750.1358715102272	2231.6055150823	1716.2184525304576	1526.3295499868907	1836.0954533973093	2863.4259435103986	2319.552129130789	2047.1555167264655	2348.049148247443	3408.219768592696	2849.75663845742	1976.3017321762907	2036.5867852494546	1362.307928603933	1974.149298675124	2184.1591195415763	1544.400928347726	1689.8146200941312	1930.2577416180181	5512.044836697452	1754.8984838716906	2190.7715075925125	1326.8077159850304	928.7014840835153	1885.3661742057295	3098.156399354204	1643.5233658914924	1290.5643298782563	2350.325991560384	3218.4131387411876
PWY-5686	21554.459622641592	20784.259464948394	23155.999544204853	20588.782517300388	20660.100950398475	18472.27089720115	23105.604106309514	18857.826672385636	13540.405875844397	25507.181340594147	24502.711175921195	19249.95815364665	29131.049076818595	27060.745579082453	26432.12638785579	25671.744561616815	22191.178467082096	25507.26079470511	26181.68350043866	12914.116346048388	14541.687159062294	17177.484702077825	23287.78312665518	15839.031322753824	15957.802020976846	12889.325272612052	17642.443315163004	14428.14737380438	23923.158898468988	16959.903469868394	19286.28106371857	20708.918612571753	13863.561935562702
PWY-5695	15267.861345104835	14898.718296814242	16864.942107012266	15452.635147673771	15738.109677875755	14521.205768092907	16983.583646113213	15382.248220870888	18162.670090934742	18947.30409812458	18339.039546291548	15552.941859091248	26088.05379277426	17486.950661832914	19806.867316823194	20140.99017457703	17138.958374945505	18570.755346339265	17384.34214911294	8932.672722037893	9824.497184116755	11395.869561809915	31710.206794010588	11503.803189703072	12225.3537988481	9450.983618905406	9956.907919351692	11181.345158635164	18521.168268075813	11434.701176174543	12572.280624322193	17466.962141943957	19021.791779956286
PWY-5705	160.6829573512907	259.66917042860507	145.84490069433232	171.63147276395426	404.2106897718811	204.61988260171069	205.5264863569152	293.08243825980276	2576.4929449226966	331.0265794385843	268.0260159283861	965.082265456624	267.12331591058296	773.4296037387984	235.76303024888088	186.19348335529355	159.69151599042087	255.02391720511696	279.7291042313795	315.4648085824041	288.84188739674454	431.45507000871316	5095.444941306292	501.56742766593413	450.33055637025393	120.33424360469533	110.59359161684978	463.4386023643083	709.1043883533488	172.1147748031517	123.81610867815581	399.70623941520654	2664.8321390186675
PWY-5747	191.57608492808808	209.94850014629975	176.28539409377146	205.91197314290898	504.4605454577371	167.33149460081	153.31194242350676	257.92904483016224	2143.8692495953146	390.0775320395891	270.20415067630177	932.9725404579524	187.77609427714106	893.225568699339	231.3586745499432	169.5576094279342	117.51317709821114	213.76555018762818	168.4089297860069	331.30788924294035	262.8156019564516	511.30368066039534	3829.4240876844647	611.9222950746959	536.0397438242414	129.9844489880592	125.03503132519673	556.3482419060146	891.9981001231781	201.90028821910934	149.41590569483645	456.71395806785455	2580.0037991793656
PWY-5837	10311.802926181952	9952.829959230872	10685.801443313441	8965.109856302855	10003.77315171527	7760.727749603303	10472.749965898436	7866.672345023872	3984.3845558833964	12284.337882120193	12587.428682689046	9416.517438151392	9826.826685722479	14994.603702401337	11910.035950520996	11201.167845067857	9515.934379484745	11573.482882047512	12767.375491362443	6276.3761287948655	7128.2257838633495	8564.58471322543	6786.498801418759	8629.31493147718	7021.79803548583	5427.568210357756	10473.649569037232	7378.308124149379	11288.223662933216	8170.762403327849	8892.394529495474	8694.897549443134	4711.662177206774
PWY-5838	12888.975790075536	12569.827276164699	13838.71477565361	11862.084600713208	12628.186082997718	10347.712113113434	13494.6039060597	10620.251603808096	5945.473208597893	15413.125252531161	15538.035772250347	11794.219050591719	14558.266859405854	17362.232683123875	15639.335546606411	14819.30239672407	12772.540871146799	14963.94416265071	15572.169090140262	7328.873303184172	8415.81408677675	9941.946423837897	9486.017202202882	10240.187913667236	9134.425090109999	7237.697090325902	11891.367928616199	8887.177406106819	14307.690193257651	10179.082009923519	11135.393068452164	11572.974416742834	6422.375938624816
PWY-5840	11458.664083355992	11119.552769426646	12514.750052617339	10914.579618456188	11383.02727943471	9483.544723280518	12069.78934540834	9933.28983710022	5879.77309288841	12877.229540033812	14078.29825661633	10718.9345673355	13568.40770476868	15084.049815068842	14695.470752450208	13629.500516087597	11987.992625681869	13963.494469537223	12911.008145710992	6812.014107346129	7668.204091176201	9119.919199249565	9547.623632092467	9235.35452090586	8768.34699117757	6929.443577373497	9370.091768633854	7996.1349910883	13386.85883902716	9197.982714778827	10120.97012271785	10980.33221269426	6369.687555319751
PWY-5845	11458.664083355992	11119.552769426646	12514.750052617339	10914.579618456188	11383.02727943471	9483.544723280518	12069.78934540834	9933.28983710022	5319.0810846044915	12877.229540033812	14078.29825661633	10718.9345673355	13418.513340972146	15084.049815068842	14695.470752450208	13629.500516087597	11987.992625681869	13963.494469537223	12863.079473920463	5828.400877542019	6436.59317276738	7406.6975042173	8736.350557353902	9235.35452090586	8768.34699117757	6929.443577373497	9370.091768633854	7996.1349910883	13386.85883902716	9197.982714778827	10120.97012271785	10980.33221269426	5916.577935205075
PWY-5850	11458.664083355992	11119.552769426646	12514.750052617339	10914.579618456188	11383.02727943471	9483.544723280518	12069.78934540834	9933.28983710022	5319.0810846044915	12877.229540033812	14078.29825661633	10718.9345673355	13418.513340972146	15084.049815068842	14695.470752450208	13629.500516087597	11987.992625681869	13963.494469537223	12863.079473920463	5828.400877542019	6436.59317276738	7406.6975042173	8736.350557353902	9235.35452090586	8768.34699117757	6929.443577373497	9370.091768633854	7996.1349910883	13386.85883902716	9197.982714778827	10120.97012271785	10980.33221269426	5916.577935205075
PWY-5855	5408.041036722342	6025.9873499317455	7053.629049221707	6099.025953541013	6439.426008501151	6173.696614062405	6925.5536364718155	5770.884021605351	7965.599677275201	9163.31074202884	4602.643957161891	4870.487239991723	7632.503292870334	5368.787075776838	6718.430258523966	6744.4900722488155	6514.685439208164	6538.082003539673	8287.390136796059	3105.895796022527	3937.5110876776457	4298.504772590475	12495.160139618896	2695.730117145697	4127.749648291202	2628.7364316523076	3269.3098777207265	2524.4473464484154	5770.716351559477	3498.3474078771064	4442.833055958786	3697.83064862702	7616.009351048452
PWY-5856	5408.041036722342	6025.9873499317455	7053.629049221707	6099.025953541013	6439.426008501151	6173.696614062405	6925.5536364718155	5770.884021605351	7965.599677275201	9163.31074202884	4602.643957161891	4870.487239991723	7632.503292870334	5368.787075776838	6718.430258523966	6744.4900722488155	6514.685439208164	6538.082003539673	8287.390136796059	3105.895796022527	3937.5110876776457	4298.504772590475	12495.160139618896	2695.730117145697	4127.749648291202	2628.7364316523076	3269.3098777207265	2524.4473464484154	5770.716351559477	3498.3474078771064	4442.833055958786	3697.83064862702	7616.009351048452
PWY-5857	5408.041036722342	6025.9873499317455	7053.629049221707	6099.025953541013	6439.426008501151	6173.696614062405	6925.5536364718155	5770.884021605351	7965.599677275201	9163.31074202884	4602.643957161891	4870.487239991723	7632.503292870334	5368.787075776838	6718.430258523966	6744.4900722488155	6514.685439208164	6538.082003539673	8287.390136796059	3105.895796022527	3937.5110876776457	4298.504772590475	12495.160139618896	2695.730117145697	4127.749648291202	2628.7364316523076	3269.3098777207265	2524.4473464484154	5770.716351559477	3498.3474078771064	4442.833055958786	3697.83064862702	7616.009351048452
PWY-5860	10388.395546576841	10069.22580030485	11318.514939925499	9900.945905069175	10375.093252213359	8595.690750056136	10875.610922020252	9036.891212595605	4632.681212242262	11406.988350831278	12860.680029754934	9917.012111348227	11831.567772657345	13779.453600596167	13496.145510602326	12431.656852254562	10878.994325615322	12787.830010853233	11372.213929744721	5186.185556716844	5635.139639009863	6431.851983341257	7781.275875539452	8610.495370462888	8171.335039539921	6343.003039812006	8280.01911493376	7470.0595612252655	12280.989289575105	8443.442580944738	9209.38538899051	10136.152489399494	5315.810008289341
PWY-5861	12234.740261475732	11940.530682208519	13006.638594711465	11108.282406911458	11991.638175390735	9696.665318118301	12685.981620157678	9911.810425918615	5372.101053320164	14598.427602043914	14760.863055857913	11353.50934467449	13198.177062303474	16800.102415550482	14719.960114079895	13965.749035013743	11871.620946012357	14081.069032108604	14782.731351040531	7136.261076257964	8153.199823457305	9630.877885652839	8699.835473497056	9980.069426275697	8656.277543319831	6736.97024960133	11516.65362010083	8691.147216461439	13474.327652647798	9735.496643777537	10517.087288224819	10909.74277687243	5947.015188813507
PWY-5862	10388.395546576841	10069.22580030485	11318.514939925499	9900.945905069175	10375.093252213359	8595.690750056136	10875.610922020252	9036.891212595605	4632.681212242262	11406.988350831278	12860.680029754934	9917.012111348227	11831.567772657345	13779.453600596167	13496.145510602326	12431.656852254562	10878.994325615322	12787.830010853233	11372.213929744721	5186.185556716844	5635.139639009863	6431.851983341257	7781.275875539452	8610.495370462888	8171.335039539921	6343.003039812006	8280.01911493376	7470.0595612252655	12280.989289575105	8443.442580944738	9209.38538899051	10136.152489399494	5315.810008289341
PWY-5863	10815.523478092267	10441.56795428754	11244.097990842818	9475.34843700691	10485.938669709332	8221.493089530064	11032.0474364938	8337.490121897441	4320.228680212724	12881.835199574862	13118.864944019959	9867.021190917289	10558.624068175202	15538.064636741161	12552.331001411734	11832.059484811902	10066.37850345298	12190.479927471779	13375.62354330682	6576.301180790242	7464.864844826728	8959.970234724311	7361.806715114005	8951.292229926885	7414.883561028603	5751.575130900016	10779.915233770484	7693.9148650638235	11864.287745905296	8568.940485457573	9356.774537960386	9204.824470804433	5070.445480914422
PWY-5896	11458.664083355992	11119.552769426646	12514.750052617339	10914.579618456188	11383.02727943471	9483.544723280518	12069.78934540834	9933.28983710022	5319.0810846044915	12877.229540033812	14078.29825661633	10718.9345673355	13418.513340972146	15084.049815068842	14695.470752450208	13629.500516087597	11987.992625681869	13963.494469537223	12863.079473920463	5828.400877542019	6436.59317276738	7406.6975042173	8736.350557353902	9235.35452090586	8768.34699117757	6929.443577373497	9370.091768633854	7996.1349910883	13386.85883902716	9197.982714778827	10120.97012271785	10980.33221269426	5916.577935205075
