S_S5_Ea_103_v1v9_1	NADH-DEHYDROG-A-RXN
S_S5_Ea_103_v1v9_483	RXN-9557
S_S5_Ea_103_v1v9_483	4.2.1.61-RXN
S_S5_Ea_103_v1v9_483	RXN1G-884
S_S5_Ea_103_v1v9_483	RXN1G-648
S_S5_Ea_103_v1v9_483	RXN1G-645
S_S5_Ea_103_v1v9_483	RXN-16623
S_S5_Ea_103_v1v9_483	RXN1G-355
S_S5_Ea_103_v1v9_483	RXN1G-377
S_S5_Ea_103_v1v9_483	RXN1G-27
S_S5_Ea_103_v1v9_483	4.2.1.59-RXN
S_S5_Ea_103_v1v9_483	RXN1G-214
S_S5_Ea_103_v1v9_483	RXN1G-294
S_S5_Ea_103_v1v9_483	RXN-11481
S_S5_Ea_103_v1v9_483	3-HYDROXYDECANOYL-ACP-DEHYDR-RXN
S_S5_Ea_103_v1v9_483	RXN1G-279
S_S5_Ea_103_v1v9_483	RXN1G-1004
S_S5_Ea_103_v1v9_483	RXN1G-912
S_S5_Ea_103_v1v9_483	RXN-10660
S_S5_Ea_103_v1v9_483	RXN-16627
S_S5_Ea_103_v1v9_483	RXN-9520
S_S5_Ea_103_v1v9_483	RXN1G-266
S_S5_Ea_103_v1v9_483	RXN1G-1081
S_S5_Ea_103_v1v9_483	RXN1G-1084
S_S5_Ea_103_v1v9_483	RXN1G-420
S_S5_Ea_103_v1v9_483	RXN1G-425
S_S5_Ea_103_v1v9_483	RXN1G-1278
S_S5_Ea_103_v1v9_483	RXN0-2144
S_S5_Ea_103_v1v9_483	RXN1G-440
S_S5_Ea_103_v1v9_483	RXN1G-127
S_S5_Ea_103_v1v9_483	RXN1G-464
S_S5_Ea_103_v1v9_483	RXN-16631
S_S5_Ea_103_v1v9_483	RXN-16619
S_S5_Ea_103_v1v9_483	RXN1G-363
S_S5_Ea_103_v1v9_483	RXN1G-554
S_S5_Ea_103_v1v9_483	RXN1G-309
S_S5_Ea_103_v1v9_483	RXN1G-308
S_S5_Ea_103_v1v9_483	RXN1G-320
S_S5_Ea_103_v1v9_483	RXN1G-188
S_S5_Ea_103_v1v9_483	RXN1G-517
S_S5_Ea_103_v1v9_483	RXN-11477
S_S5_Ea_103_v1v9_483	4.2.1.58-RXN
S_S5_Ea_103_v1v9_483	RXN-9634
S_S5_Ea_103_v1v9_484	RXN-10781
S_S5_Ea_103_v1v9_484	RXN-5424
S_S5_Ea_103_v1v9_484	METHANOL-DEHYDROGENASE-RXN
S_S5_Ea_103_v1v9_484	RXN-15818
S_S5_Ea_103_v1v9_484	RXN3O-4113
S_S5_Ea_103_v1v9_484	RXN-12448
S_S5_Ea_103_v1v9_484	ALCOHOL-DEHYDROG-GENERIC-RXN
S_S5_Ea_103_v1v9_484	RXN-7694
S_S5_Ea_103_v1v9_484	RXN-7693
S_S5_Ea_103_v1v9_484	RXN-7657
S_S5_Ea_103_v1v9_484	ALCOHOL-DEHYDROG-RXN
S_S5_Ea_103_v1v9_484	RXN-7700
S_S5_Ea_103_v1v9_484	RXN-7706
S_S5_Ea_103_v1v9_484	RXN-10911
S_S5_Ea_103_v1v9_484	RXN-10915
S_S5_Ea_103_v1v9_484	RXN66-478
S_S5_Ea_103_v1v9_484	RXN-15823
S_S5_Ea_103_v1v9_484	RXN-13198
S_S5_Ea_103_v1v9_485	RXN-10781
S_S5_Ea_103_v1v9_485	RXN-5424
S_S5_Ea_103_v1v9_485	METHANOL-DEHYDROGENASE-RXN
S_S5_Ea_103_v1v9_485	RXN-15818
S_S5_Ea_103_v1v9_485	RXN3O-4113
S_S5_Ea_103_v1v9_485	RXN-12448
S_S5_Ea_103_v1v9_485	ALCOHOL-DEHYDROG-GENERIC-RXN
S_S5_Ea_103_v1v9_485	RXN-7694
S_S5_Ea_103_v1v9_485	RXN-7693
S_S5_Ea_103_v1v9_485	RXN-7657
S_S5_Ea_103_v1v9_485	ALCOHOL-DEHYDROG-RXN
S_S5_Ea_103_v1v9_485	RXN-7700
S_S5_Ea_103_v1v9_485	RXN-7706
S_S5_Ea_103_v1v9_485	RXN-10911
S_S5_Ea_103_v1v9_485	RXN-10915
S_S5_Ea_103_v1v9_485	RXN66-478
S_S5_Ea_103_v1v9_485	RXN-15823
S_S5_Ea_103_v1v9_485	RXN-13198
S_S5_Ea_103_v1v9_486	RXN-10781
S_S5_Ea_103_v1v9_486	RXN-5424
S_S5_Ea_103_v1v9_486	METHANOL-DEHYDROGENASE-RXN
S_S5_Ea_103_v1v9_486	RXN-15818
S_S5_Ea_103_v1v9_486	RXN3O-4113
S_S5_Ea_103_v1v9_486	RXN-12448
S_S5_Ea_103_v1v9_486	ALCOHOL-DEHYDROG-GENERIC-RXN
S_S5_Ea_103_v1v9_486	RXN-7694
S_S5_Ea_103_v1v9_486	RXN-7693
S_S5_Ea_103_v1v9_486	RXN-7657
S_S5_Ea_103_v1v9_486	ALCOHOL-DEHYDROG-RXN
S_S5_Ea_103_v1v9_486	RXN-7700
S_S5_Ea_103_v1v9_486	RXN-7706
S_S5_Ea_103_v1v9_486	RXN-10911
S_S5_Ea_103_v1v9_486	RXN-10915
S_S5_Ea_103_v1v9_486	RXN66-478
S_S5_Ea_103_v1v9_486	RXN-15823
S_S5_Ea_103_v1v9_486	RXN-13198
S_S5_Ea_103_v1v9_487	RXN-10781
S_S5_Ea_103_v1v9_487	RXN-5424
S_S5_Ea_103_v1v9_487	METHANOL-DEHYDROGENASE-RXN
S_S5_Ea_103_v1v9_487	RXN-15818
S_S5_Ea_103_v1v9_487	RXN3O-4113
S_S5_Ea_103_v1v9_487	RXN-12448
S_S5_Ea_103_v1v9_487	ALCOHOL-DEHYDROG-GENERIC-RXN
S_S5_Ea_103_v1v9_487	RXN-7694
S_S5_Ea_103_v1v9_487	RXN-7693
S_S5_Ea_103_v1v9_487	RXN-7657
S_S5_Ea_103_v1v9_487	ALCOHOL-DEHYDROG-RXN
S_S5_Ea_103_v1v9_487	RXN-7700
S_S5_Ea_103_v1v9_487	RXN-7706
S_S5_Ea_103_v1v9_487	RXN-10911
S_S5_Ea_103_v1v9_487	RXN-10915
S_S5_Ea_103_v1v9_487	RXN66-478
S_S5_Ea_103_v1v9_487	RXN-15823
S_S5_Ea_103_v1v9_487	RXN-13198
S_S5_Ea_103_v1v9_488	RXN-10781
S_S5_Ea_103_v1v9_488	RXN-5424
S_S5_Ea_103_v1v9_488	METHANOL-DEHYDROGENASE-RXN
S_S5_Ea_103_v1v9_488	RXN-15818
S_S5_Ea_103_v1v9_488	RXN3O-4113
S_S5_Ea_103_v1v9_488	RXN-12448
S_S5_Ea_103_v1v9_488	ALCOHOL-DEHYDROG-GENERIC-RXN
S_S5_Ea_103_v1v9_488	RXN-7694
S_S5_Ea_103_v1v9_488	RXN-7693
S_S5_Ea_103_v1v9_488	RXN-7657
S_S5_Ea_103_v1v9_488	ALCOHOL-DEHYDROG-RXN
S_S5_Ea_103_v1v9_488	RXN-7700
S_S5_Ea_103_v1v9_488	RXN-7706
S_S5_Ea_103_v1v9_488	RXN-10911
S_S5_Ea_103_v1v9_488	RXN-10915
S_S5_Ea_103_v1v9_488	RXN66-478
S_S5_Ea_103_v1v9_488	RXN-15823
S_S5_Ea_103_v1v9_488	RXN-13198
S_S5_Ea_103_v1v9_489	RXN-10781
S_S5_Ea_103_v1v9_489	RXN-5424
S_S5_Ea_103_v1v9_489	METHANOL-DEHYDROGENASE-RXN
S_S5_Ea_103_v1v9_489	RXN-15818
S_S5_Ea_103_v1v9_489	RXN3O-4113
S_S5_Ea_103_v1v9_489	RXN-12448
S_S5_Ea_103_v1v9_489	ALCOHOL-DEHYDROG-GENERIC-RXN
S_S5_Ea_103_v1v9_489	RXN-7694
S_S5_Ea_103_v1v9_489	RXN-7693
S_S5_Ea_103_v1v9_489	RXN-7657
S_S5_Ea_103_v1v9_489	ALCOHOL-DEHYDROG-RXN
S_S5_Ea_103_v1v9_489	RXN-7700
S_S5_Ea_103_v1v9_489	RXN-7706
S_S5_Ea_103_v1v9_489	RXN-10911
S_S5_Ea_103_v1v9_489	RXN-10915
S_S5_Ea_103_v1v9_489	RXN66-478
S_S5_Ea_103_v1v9_489	RXN-15823
S_S5_Ea_103_v1v9_489	RXN-13198
S_S5_Ea_103_v1v9_490	CHORISMATE-SYNTHASE-RXN
S_S5_Ea_103_v1v9_491	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
S_S5_Ea_103_v1v9_492	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
S_S5_Ea_103_v1v9_493	PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN
S_S5_Ea_103_v1v9_494	PGLUCISOM-RXN
S_S5_Ea_103_v1v9_494	RXN-6182
S_S5_Ea_103_v1v9_494	RXN-13720
S_S5_Ea_103_v1v9_495	RXN66-546
S_S5_Ea_103_v1v9_495	PYRROLINECARBREDUCT-RXN
S_S5_Ea_103_v1v9_496	TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN
S_S5_Ea_103_v1v9_497	TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN
S_S5_Ea_103_v1v9_498	NICONUCADENYLYLTRAN-RXN
S_S5_Ea_103_v1v9_499	TRNA-NUCLEOTIDYLTRANSFERASE-RXN
S_S5_Ea_103_v1v9_499	RXN0-6482
S_S5_Ea_103_v1v9_499	RXN0-6481
S_S5_Ea_103_v1v9_500	PANTOATE-BETA-ALANINE-LIG-RXN
S_S5_Ea_103_v1v9_501	2-DEHYDROPANTOATE-REDUCT-RXN
S_S5_Ea_103_v1v9_502	FORMATETHFLIG-RXN
S_S5_Ea_103_v1v9_503	GLYRIBONUCSYN-RXN
S_S5_Ea_103_v1v9_504	DIOHBUTANONEPSYN-RXN
S_S5_Ea_103_v1v9_505	GTP-CYCLOHYDRO-II-RXN
S_S5_Ea_103_v1v9_506	LUMAZINESYN-RXN
S_S5_Ea_103_v1v9_507	RXN-11586
S_S5_Ea_103_v1v9_508	RXN0-5189
S_S5_Ea_103_v1v9_509	RXN0-5189
S_S5_Ea_103_v1v9_510	RXN-9939
S_S5_Ea_103_v1v9_510	SPERMACTRAN-RXN
S_S5_Ea_103_v1v9_510	DIAMACTRANS-RXN
S_S5_Ea_103_v1v9_510	RXN-0
S_S5_Ea_103_v1v9_511	RXN-9939
S_S5_Ea_103_v1v9_511	SPERMACTRAN-RXN
S_S5_Ea_103_v1v9_511	DIAMACTRANS-RXN
S_S5_Ea_103_v1v9_511	RXN-0
S_S5_Ea_103_v1v9_512	RXN-11601
S_S5_Ea_103_v1v9_513	RXN-11601
S_S5_Ea_103_v1v9_514	RIBOFLAVIN-SYN-RXN
S_S5_Ea_103_v1v9_515	PROLINE--TRNA-LIGASE-RXN
S_S5_Ea_103_v1v9_516	RXN-14992
S_S5_Ea_103_v1v9_517	DIAMINOPIMEPIM-RXN
S_S5_Ea_103_v1v9_518	ARGSUCCINLYA-RXN
S_S5_Ea_103_v1v9_518	RXN-22
S_S5_Ea_103_v1v9_519	3.1.21.2-RXN
S_S5_Ea_103_v1v9_520	CYSTEINE--TRNA-LIGASE-RXN
S_S5_Ea_103_v1v9_521	3.4.21.102-RXN
S_S5_Ea_103_v1v9_522	SUCCINYLDIAMINOPIMTRANS-RXN
S_S5_Ea_103_v1v9_523	RXN-15007
S_S5_Ea_103_v1v9_523	ACETYLORNTRANSAM-RXN
S_S5_Ea_103_v1v9_524	RXN0-5515
S_S5_Ea_103_v1v9_524	CDPDIGLYSYN-RXN
S_S5_Ea_103_v1v9_525	RXN0-1133
S_S5_Ea_103_v1v9_525	DIHYDLIPACETRANS-RXN
S_S5_Ea_103_v1v9_526	RXN0-1133
S_S5_Ea_103_v1v9_526	DIHYDLIPACETRANS-RXN
S_S5_Ea_103_v1v9_527	RXN-13403
S_S5_Ea_103_v1v9_528	RXN-13403
S_S5_Ea_103_v1v9_529	PHOSPHAGLYPSYN-RXN
S_S5_Ea_103_v1v9_530	PHOSPHAGLYPSYN-RXN
S_S5_Ea_103_v1v9_531	DNA-LIGASE-NAD+-RXN
S_S5_Ea_103_v1v9_532	PREPHENATEDEHYDRAT-RXN
S_S5_Ea_103_v1v9_533	CITSYN-RXN
S_S5_Ea_103_v1v9_534	RXN-11860
S_S5_Ea_103_v1v9_534	RXN-11865
S_S5_Ea_103_v1v9_535	2.5.1.19-RXN
S_S5_Ea_103_v1v9_536	DGDPKIN-RXN
S_S5_Ea_103_v1v9_536	CDPKIN-RXN
S_S5_Ea_103_v1v9_536	NUCLEOSIDE-DIP-KIN-RXN
S_S5_Ea_103_v1v9_536	UDPKIN-RXN
S_S5_Ea_103_v1v9_536	RXN-14228
S_S5_Ea_103_v1v9_536	DUDPKIN-RXN
S_S5_Ea_103_v1v9_536	RXN-14120
S_S5_Ea_103_v1v9_536	DTDPKIN-RXN
S_S5_Ea_103_v1v9_536	GDPKIN-RXN
S_S5_Ea_103_v1v9_536	DCDPKIN-RXN
S_S5_Ea_103_v1v9_536	DADPKIN-RXN
S_S5_Ea_103_v1v9_537	THREONINE-ALDOLASE-RXN
S_S5_Ea_103_v1v9_537	LTAA-RXN
S_S5_Ea_103_v1v9_538	ACETOOHBUTREDUCTOISOM-RXN
S_S5_Ea_103_v1v9_538	ACETOLACTREDUCTOISOM-RXN
S_S5_Ea_103_v1v9_539	RXN-11737
S_S5_Ea_103_v1v9_539	ASPAMINOTRANS-RXN
S_S5_Ea_103_v1v9_539	RXN-13697
S_S5_Ea_103_v1v9_539	RXN-10814
S_S5_Ea_103_v1v9_540	RXN-8999
S_S5_Ea_103_v1v9_541	2.7.1.148-RXN
S_S5_Ea_103_v1v9_542	RXN-15005
S_S5_Ea_103_v1v9_542	ACETYLGLUTKIN-RXN
S_S5_Ea_103_v1v9_543	IMPCYCLOHYDROLASE-RXN
S_S5_Ea_103_v1v9_544	AICARTRANSFORM-RXN
S_S5_Ea_103_v1v9_545	ENTDB-RXN
S_S5_Ea_103_v1v9_545	HOLO-ACP-SYNTH-RXN
S_S5_Ea_103_v1v9_545	RXN-15889
S_S5_Ea_103_v1v9_545	RXN-16759
S_S5_Ea_103_v1v9_545	RXN-10994
S_S5_Ea_103_v1v9_546	SUPEROX-DISMUT-RXN
S_S5_Ea_103_v1v9_547	ARGININE--TRNA-LIGASE-RXN
S_S5_Ea_103_v1v9_548	R341-RXN
S_S5_Ea_103_v1v9_549	RXN-8769
S_S5_Ea_103_v1v9_550	RXN0-1441
S_S5_Ea_103_v1v9_551	RXN0-1441
S_S5_Ea_103_v1v9_552	5.99.1.2-RXN
S_S5_Ea_103_v1v9_553	5.99.1.2-RXN
S_S5_Ea_103_v1v9_554	5.99.1.2-RXN
S_S5_Ea_103_v1v9_555	RXN-14047
S_S5_Ea_103_v1v9_556	METHYLENETHFDEHYDROG-NADP-RXN
S_S5_Ea_103_v1v9_557	RXN-11588
S_S5_Ea_103_v1v9_558	LEUCINE--TRNA-LIGASE-RXN
S_S5_Ea_103_v1v9_559	S-ADENMETSYN-RXN
S_S5_Ea_103_v1v9_560	3.4.21.92-RXN
S_S5_Ea_103_v1v9_561	3.4.21.92-RXN
S_S5_Ea_103_v1v9_562	RXN-14570
S_S5_Ea_103_v1v9_563	RXN-14570
S_S5_Ea_103_v1v9_564	RXN0-6274
S_S5_Ea_103_v1v9_565	4.99.1.3-RXN
S_S5_Ea_103_v1v9_565	RXN-8759
S_S5_Ea_103_v1v9_566	4.99.1.3-RXN
S_S5_Ea_103_v1v9_566	RXN-8759
S_S5_Ea_103_v1v9_567	RXN-8976
S_S5_Ea_103_v1v9_567	RXN-11029
S_S5_Ea_103_v1v9_567	NACGLCTRANS-RXN
S_S5_Ea_103_v1v9_567	RXN-11346
S_S5_Ea_103_v1v9_568	UDP-NACMURALA-GLU-LIG-RXN
S_S5_Ea_103_v1v9_569	RXN-8975
S_S5_Ea_103_v1v9_569	RXN-11347
S_S5_Ea_103_v1v9_569	PHOSNACMURPENTATRANS-RXN
S_S5_Ea_103_v1v9_570	UDP-NACMURALGLDAPAALIG-RXN
S_S5_Ea_103_v1v9_570	6.3.2.10-RXN
S_S5_Ea_103_v1v9_571	UDP-NACMURALGLDAPLIG-RXN
S_S5_Ea_103_v1v9_572	UDP-NACMURALGLDAPLIG-RXN
S_S5_Ea_103_v1v9_573	RXN-11638
S_S5_Ea_103_v1v9_575	RXN-10060
S_S5_Ea_103_v1v9_575	RXN-9518
S_S5_Ea_103_v1v9_575	RXN-9514
S_S5_Ea_103_v1v9_575	RXN-10655
S_S5_Ea_103_v1v9_575	RXN-10659
S_S5_Ea_103_v1v9_575	RXN-9536
S_S5_Ea_103_v1v9_575	RXN1G-240
S_S5_Ea_103_v1v9_575	RXN1G-203
S_S5_Ea_103_v1v9_575	RXN-13008
S_S5_Ea_103_v1v9_575	RXN-9556
S_S5_Ea_103_v1v9_575	RXN-9552
S_S5_Ea_103_v1v9_575	RXN1G-1247
S_S5_Ea_103_v1v9_575	RXN1G-881
S_S5_Ea_103_v1v9_575	RXN-16622
S_S5_Ea_103_v1v9_575	RXN-16626
S_S5_Ea_103_v1v9_575	RXN1G-358
S_S5_Ea_103_v1v9_575	RXN1G-157
S_S5_Ea_103_v1v9_575	RXN1G-508
S_S5_Ea_103_v1v9_575	RXN-9532
S_S5_Ea_103_v1v9_575	RXN0-2142
S_S5_Ea_103_v1v9_575	RXN1G-717
S_S5_Ea_103_v1v9_575	RXN-11480
S_S5_Ea_103_v1v9_575	RXN1G-481
S_S5_Ea_103_v1v9_575	RXN1G-252
S_S5_Ea_103_v1v9_575	3-OXOACYL-ACP-REDUCT-RXN
S_S5_Ea_103_v1v9_575	RXN-9524
S_S5_Ea_103_v1v9_575	RXN-9528
S_S5_Ea_103_v1v9_575	RXN1G-637
S_S5_Ea_103_v1v9_575	RXN1G-951
S_S5_Ea_103_v1v9_575	RXN-9540
S_S5_Ea_103_v1v9_575	RXN1G-408
S_S5_Ea_103_v1v9_575	RXN1G-409
S_S5_Ea_103_v1v9_575	RXN1G-617
S_S5_Ea_103_v1v9_575	RXN1G-613
S_S5_Ea_103_v1v9_575	RXN1G-384
S_S5_Ea_103_v1v9_575	RXN1G-469
S_S5_Ea_103_v1v9_575	RXN-16630
S_S5_Ea_103_v1v9_575	RXN1G-72
S_S5_Ea_103_v1v9_575	RXN1G-349
S_S5_Ea_103_v1v9_575	RXN1G-163
S_S5_Ea_103_v1v9_575	RXN-16616
S_S5_Ea_103_v1v9_575	RXN1G-853
S_S5_Ea_103_v1v9_575	RXN-11476
S_S5_Ea_103_v1v9_575	RXN1G-184
S_S5_Ea_103_v1v9_575	RXN1G-182
S_S5_Ea_103_v1v9_575	RXN1G-364
S_S5_Ea_103_v1v9_575	RXN1G-287
S_S5_Ea_103_v1v9_575	RXN1G-1053
S_S5_Ea_103_v1v9_575	RXN1G-1050
S_S5_Ea_103_v1v9_575	RXN-9633
S_S5_Ea_103_v1v9_575	RXN1G-262
S_S5_Ea_103_v1v9_575	RXN1G-260
S_S5_Ea_103_v1v9_576	RXN-10060
S_S5_Ea_103_v1v9_576	RXN-9518
S_S5_Ea_103_v1v9_576	RXN-9514
S_S5_Ea_103_v1v9_576	RXN-10655
S_S5_Ea_103_v1v9_576	RXN-10659
S_S5_Ea_103_v1v9_576	RXN-9536
S_S5_Ea_103_v1v9_576	RXN1G-240
S_S5_Ea_103_v1v9_576	RXN1G-203
S_S5_Ea_103_v1v9_576	RXN-13008
S_S5_Ea_103_v1v9_576	RXN-9556
S_S5_Ea_103_v1v9_576	RXN-9552
S_S5_Ea_103_v1v9_576	RXN1G-1247
S_S5_Ea_103_v1v9_576	RXN1G-881
S_S5_Ea_103_v1v9_576	RXN-16622
S_S5_Ea_103_v1v9_576	RXN-16626
S_S5_Ea_103_v1v9_576	RXN1G-358
S_S5_Ea_103_v1v9_576	RXN1G-157
S_S5_Ea_103_v1v9_576	RXN1G-508
S_S5_Ea_103_v1v9_576	RXN-9532
S_S5_Ea_103_v1v9_576	RXN0-2142
S_S5_Ea_103_v1v9_576	RXN1G-717
S_S5_Ea_103_v1v9_576	RXN-11480
S_S5_Ea_103_v1v9_576	RXN1G-481
S_S5_Ea_103_v1v9_576	RXN1G-252
S_S5_Ea_103_v1v9_576	3-OXOACYL-ACP-REDUCT-RXN
S_S5_Ea_103_v1v9_576	RXN-9524
S_S5_Ea_103_v1v9_576	RXN-9528
S_S5_Ea_103_v1v9_576	RXN1G-637
S_S5_Ea_103_v1v9_576	RXN1G-951
S_S5_Ea_103_v1v9_576	RXN-9540
S_S5_Ea_103_v1v9_576	RXN1G-408
S_S5_Ea_103_v1v9_576	RXN1G-409
S_S5_Ea_103_v1v9_576	RXN1G-617
S_S5_Ea_103_v1v9_576	RXN1G-613
S_S5_Ea_103_v1v9_576	RXN1G-384
S_S5_Ea_103_v1v9_576	RXN1G-469
S_S5_Ea_103_v1v9_576	RXN-16630
S_S5_Ea_103_v1v9_576	RXN1G-72
S_S5_Ea_103_v1v9_576	RXN1G-349
S_S5_Ea_103_v1v9_576	RXN1G-163
S_S5_Ea_103_v1v9_576	RXN-16616
S_S5_Ea_103_v1v9_576	RXN1G-853
S_S5_Ea_103_v1v9_576	RXN-11476
S_S5_Ea_103_v1v9_576	RXN1G-184
S_S5_Ea_103_v1v9_576	RXN1G-182
S_S5_Ea_103_v1v9_576	RXN1G-364
S_S5_Ea_103_v1v9_576	RXN1G-287
S_S5_Ea_103_v1v9_576	RXN1G-1053
S_S5_Ea_103_v1v9_576	RXN1G-1050
S_S5_Ea_103_v1v9_576	RXN-9633
S_S5_Ea_103_v1v9_576	RXN1G-262
S_S5_Ea_103_v1v9_576	RXN1G-260
S_S5_Ea_103_v1v9_577	RXN-10060
S_S5_Ea_103_v1v9_577	RXN-9518
S_S5_Ea_103_v1v9_577	RXN-9514
S_S5_Ea_103_v1v9_577	RXN-10655
S_S5_Ea_103_v1v9_577	RXN-10659
S_S5_Ea_103_v1v9_577	RXN-9536
S_S5_Ea_103_v1v9_577	RXN1G-240
S_S5_Ea_103_v1v9_577	RXN1G-203
S_S5_Ea_103_v1v9_577	RXN-13008
S_S5_Ea_103_v1v9_577	RXN-9556
S_S5_Ea_103_v1v9_577	RXN-9552
S_S5_Ea_103_v1v9_577	RXN1G-1247
S_S5_Ea_103_v1v9_577	RXN1G-881
S_S5_Ea_103_v1v9_577	RXN-16622
S_S5_Ea_103_v1v9_577	RXN-16626
S_S5_Ea_103_v1v9_577	RXN1G-358
S_S5_Ea_103_v1v9_577	RXN1G-157
S_S5_Ea_103_v1v9_577	RXN1G-508
S_S5_Ea_103_v1v9_577	RXN-9532
S_S5_Ea_103_v1v9_577	RXN0-2142
S_S5_Ea_103_v1v9_577	RXN1G-717
S_S5_Ea_103_v1v9_577	RXN-11480
S_S5_Ea_103_v1v9_577	RXN1G-481
S_S5_Ea_103_v1v9_577	RXN1G-252
S_S5_Ea_103_v1v9_577	3-OXOACYL-ACP-REDUCT-RXN
S_S5_Ea_103_v1v9_577	RXN-9524
S_S5_Ea_103_v1v9_577	RXN-9528
S_S5_Ea_103_v1v9_577	RXN1G-637
S_S5_Ea_103_v1v9_577	RXN1G-951
S_S5_Ea_103_v1v9_577	RXN-9540
S_S5_Ea_103_v1v9_577	RXN1G-408
S_S5_Ea_103_v1v9_577	RXN1G-409
S_S5_Ea_103_v1v9_577	RXN1G-617
S_S5_Ea_103_v1v9_577	RXN1G-613
S_S5_Ea_103_v1v9_577	RXN1G-384
S_S5_Ea_103_v1v9_577	RXN1G-469
S_S5_Ea_103_v1v9_577	RXN-16630
S_S5_Ea_103_v1v9_577	RXN1G-72
S_S5_Ea_103_v1v9_577	RXN1G-349
S_S5_Ea_103_v1v9_577	RXN1G-163
S_S5_Ea_103_v1v9_577	RXN-16616
S_S5_Ea_103_v1v9_577	RXN1G-853
S_S5_Ea_103_v1v9_577	RXN-11476
S_S5_Ea_103_v1v9_577	RXN1G-184
S_S5_Ea_103_v1v9_577	RXN1G-182
S_S5_Ea_103_v1v9_577	RXN1G-364
S_S5_Ea_103_v1v9_577	RXN1G-287
S_S5_Ea_103_v1v9_577	RXN1G-1053
S_S5_Ea_103_v1v9_577	RXN1G-1050
S_S5_Ea_103_v1v9_577	RXN-9633
S_S5_Ea_103_v1v9_577	RXN1G-262
S_S5_Ea_103_v1v9_577	RXN1G-260
S_S5_Ea_103_v1v9_578	RXN-10060
S_S5_Ea_103_v1v9_578	RXN-9518
S_S5_Ea_103_v1v9_578	RXN-9514
S_S5_Ea_103_v1v9_578	RXN-10655
S_S5_Ea_103_v1v9_578	RXN-10659
S_S5_Ea_103_v1v9_578	RXN-9536
S_S5_Ea_103_v1v9_578	RXN1G-240
S_S5_Ea_103_v1v9_578	RXN1G-203
S_S5_Ea_103_v1v9_578	RXN-13008
S_S5_Ea_103_v1v9_578	RXN-9556
S_S5_Ea_103_v1v9_578	RXN-9552
S_S5_Ea_103_v1v9_578	RXN1G-1247
S_S5_Ea_103_v1v9_578	RXN1G-881
S_S5_Ea_103_v1v9_578	RXN-16622
S_S5_Ea_103_v1v9_578	RXN-16626
S_S5_Ea_103_v1v9_578	RXN1G-358
S_S5_Ea_103_v1v9_578	RXN1G-157
S_S5_Ea_103_v1v9_578	RXN1G-508
S_S5_Ea_103_v1v9_578	RXN-9532
S_S5_Ea_103_v1v9_578	RXN0-2142
S_S5_Ea_103_v1v9_578	RXN1G-717
S_S5_Ea_103_v1v9_578	RXN-11480
S_S5_Ea_103_v1v9_578	RXN1G-481
S_S5_Ea_103_v1v9_578	RXN1G-252
S_S5_Ea_103_v1v9_578	3-OXOACYL-ACP-REDUCT-RXN
S_S5_Ea_103_v1v9_578	RXN-9524
S_S5_Ea_103_v1v9_578	RXN-9528
S_S5_Ea_103_v1v9_578	RXN1G-637
S_S5_Ea_103_v1v9_578	RXN1G-951
S_S5_Ea_103_v1v9_578	RXN-9540
S_S5_Ea_103_v1v9_578	RXN1G-408
S_S5_Ea_103_v1v9_578	RXN1G-409
S_S5_Ea_103_v1v9_578	RXN1G-617
S_S5_Ea_103_v1v9_578	RXN1G-613
S_S5_Ea_103_v1v9_578	RXN1G-384
S_S5_Ea_103_v1v9_578	RXN1G-469
S_S5_Ea_103_v1v9_578	RXN-16630
S_S5_Ea_103_v1v9_578	RXN1G-72
S_S5_Ea_103_v1v9_578	RXN1G-349
S_S5_Ea_103_v1v9_578	RXN1G-163
S_S5_Ea_103_v1v9_578	RXN-16616
S_S5_Ea_103_v1v9_578	RXN1G-853
S_S5_Ea_103_v1v9_578	RXN-11476
S_S5_Ea_103_v1v9_578	RXN1G-184
S_S5_Ea_103_v1v9_578	RXN1G-182
S_S5_Ea_103_v1v9_578	RXN1G-364
S_S5_Ea_103_v1v9_578	RXN1G-287
S_S5_Ea_103_v1v9_578	RXN1G-1053
S_S5_Ea_103_v1v9_578	RXN1G-1050
S_S5_Ea_103_v1v9_578	RXN-9633
S_S5_Ea_103_v1v9_578	RXN1G-262
S_S5_Ea_103_v1v9_578	RXN1G-260
S_S5_Ea_103_v1v9_579	RXN-10060
S_S5_Ea_103_v1v9_579	RXN-9518
S_S5_Ea_103_v1v9_579	RXN-9514
S_S5_Ea_103_v1v9_579	RXN-10655
S_S5_Ea_103_v1v9_579	RXN-10659
S_S5_Ea_103_v1v9_579	RXN-9536
S_S5_Ea_103_v1v9_579	RXN1G-240
S_S5_Ea_103_v1v9_579	RXN1G-203
S_S5_Ea_103_v1v9_579	RXN-13008
S_S5_Ea_103_v1v9_579	RXN-9556
S_S5_Ea_103_v1v9_579	RXN-9552
S_S5_Ea_103_v1v9_579	RXN1G-1247
S_S5_Ea_103_v1v9_579	RXN1G-881
S_S5_Ea_103_v1v9_579	RXN-16622
S_S5_Ea_103_v1v9_579	RXN-16626
