S_NS1_Pm_023_v1v9_1	NADH-DEHYDROG-A-RXN
S_NS1_Pm_023_v1v9_515	ASPARTATEKIN-RXN
S_NS1_Pm_023_v1v9_516	HOMOSERDEHYDROG-RXN
S_NS1_Pm_023_v1v9_517	HOMOCYSMETB12-RXN
S_NS1_Pm_023_v1v9_518	PABASYN-RXN
S_NS1_Pm_023_v1v9_519	PABASYN-RXN
S_NS1_Pm_023_v1v9_520	ISOCHORSYN-RXN
S_NS1_Pm_023_v1v9_521	R381-RXN
S_NS1_Pm_023_v1v9_521	N-ACYLGLUCOSAMINE-2-EPIMERASE-RXN
S_NS1_Pm_023_v1v9_521	RXN-16006
S_NS1_Pm_023_v1v9_522	ACNEULY-RXN
S_NS1_Pm_023_v1v9_522	RXN-15313
S_NS1_Pm_023_v1v9_523	ACNEULY-RXN
S_NS1_Pm_023_v1v9_523	RXN-15313
S_NS1_Pm_023_v1v9_524	3.4.11.4-RXN
S_NS1_Pm_023_v1v9_525	ISOCITDEH-RXN
S_NS1_Pm_023_v1v9_526	2.7.7.8-RXN
S_NS1_Pm_023_v1v9_527	GUANPRIBOSYLTRAN-RXN
S_NS1_Pm_023_v1v9_527	HYPOXANPRIBOSYLTRAN-RXN
S_NS1_Pm_023_v1v9_528	RXN-9382
S_NS1_Pm_023_v1v9_529	RXN-12093
S_NS1_Pm_023_v1v9_530	RXN-9655
S_NS1_Pm_023_v1v9_530	RXN-10061
S_NS1_Pm_023_v1v9_530	RXN1G-760
S_NS1_Pm_023_v1v9_530	RXN-10656
S_NS1_Pm_023_v1v9_530	RXN1G-220
S_NS1_Pm_023_v1v9_530	RXN-9537
S_NS1_Pm_023_v1v9_530	RXN-9533
S_NS1_Pm_023_v1v9_530	RXN-9557
S_NS1_Pm_023_v1v9_530	4.2.1.61-RXN
S_NS1_Pm_023_v1v9_530	RXN1G-884
S_NS1_Pm_023_v1v9_530	RXN1G-648
S_NS1_Pm_023_v1v9_530	RXN1G-645
S_NS1_Pm_023_v1v9_530	RXN-16623
S_NS1_Pm_023_v1v9_530	RXN1G-355
S_NS1_Pm_023_v1v9_530	RXN1G-377
S_NS1_Pm_023_v1v9_530	RXN1G-27
S_NS1_Pm_023_v1v9_530	4.2.1.59-RXN
S_NS1_Pm_023_v1v9_530	RXN1G-214
S_NS1_Pm_023_v1v9_530	RXN1G-294
S_NS1_Pm_023_v1v9_530	RXN-11481
S_NS1_Pm_023_v1v9_530	3-HYDROXYDECANOYL-ACP-DEHYDR-RXN
S_NS1_Pm_023_v1v9_530	RXN1G-279
S_NS1_Pm_023_v1v9_530	RXN1G-1004
S_NS1_Pm_023_v1v9_530	RXN1G-912
S_NS1_Pm_023_v1v9_530	RXN-10660
S_NS1_Pm_023_v1v9_530	RXN-16627
S_NS1_Pm_023_v1v9_530	RXN-9520
S_NS1_Pm_023_v1v9_530	RXN1G-266
S_NS1_Pm_023_v1v9_530	RXN1G-1081
S_NS1_Pm_023_v1v9_530	RXN1G-1084
S_NS1_Pm_023_v1v9_530	RXN1G-420
S_NS1_Pm_023_v1v9_530	RXN1G-425
S_NS1_Pm_023_v1v9_530	RXN1G-1278
S_NS1_Pm_023_v1v9_530	RXN0-2144
S_NS1_Pm_023_v1v9_530	RXN1G-440
S_NS1_Pm_023_v1v9_530	RXN1G-127
S_NS1_Pm_023_v1v9_530	RXN1G-464
S_NS1_Pm_023_v1v9_530	RXN-16631
S_NS1_Pm_023_v1v9_530	RXN-16619
S_NS1_Pm_023_v1v9_530	RXN1G-363
S_NS1_Pm_023_v1v9_530	RXN1G-554
S_NS1_Pm_023_v1v9_530	RXN1G-309
S_NS1_Pm_023_v1v9_530	RXN1G-308
S_NS1_Pm_023_v1v9_530	RXN1G-320
S_NS1_Pm_023_v1v9_530	RXN1G-188
S_NS1_Pm_023_v1v9_530	RXN1G-517
S_NS1_Pm_023_v1v9_530	RXN-11477
S_NS1_Pm_023_v1v9_530	4.2.1.58-RXN
S_NS1_Pm_023_v1v9_530	RXN-9634
S_NS1_Pm_023_v1v9_532	RXN0-4022
S_NS1_Pm_023_v1v9_533	GLURS-RXN
S_NS1_Pm_023_v1v9_534	CHORISMATE-SYNTHASE-RXN
S_NS1_Pm_023_v1v9_535	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
S_NS1_Pm_023_v1v9_536	PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN
S_NS1_Pm_023_v1v9_537	PGLUCISOM-RXN
S_NS1_Pm_023_v1v9_537	RXN-6182
S_NS1_Pm_023_v1v9_537	RXN-13720
S_NS1_Pm_023_v1v9_538	RXN66-546
S_NS1_Pm_023_v1v9_538	PYRROLINECARBREDUCT-RXN
S_NS1_Pm_023_v1v9_539	DGTPTRIPHYDRO-RXN
S_NS1_Pm_023_v1v9_540	TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN
S_NS1_Pm_023_v1v9_541	NICONUCADENYLYLTRAN-RXN
S_NS1_Pm_023_v1v9_542	DETHIOBIOTIN-SYN-RXN
S_NS1_Pm_023_v1v9_543	PANTOATE-BETA-ALANINE-LIG-RXN
S_NS1_Pm_023_v1v9_544	UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN
S_NS1_Pm_023_v1v9_545	2-DEHYDROPANTOATE-REDUCT-RXN
S_NS1_Pm_023_v1v9_546	FORMATETHFLIG-RXN
S_NS1_Pm_023_v1v9_547	GLYRIBONUCSYN-RXN
S_NS1_Pm_023_v1v9_548	GLUTAMINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_v1v9_549	DIOHBUTANONEPSYN-RXN
S_NS1_Pm_023_v1v9_550	GTP-CYCLOHYDRO-II-RXN
S_NS1_Pm_023_v1v9_551	LUMAZINESYN-RXN
S_NS1_Pm_023_v1v9_552	RXN-11586
S_NS1_Pm_023_v1v9_553	RXN0-5189
S_NS1_Pm_023_v1v9_554	RXN-9939
S_NS1_Pm_023_v1v9_554	SPERMACTRAN-RXN
S_NS1_Pm_023_v1v9_554	DIAMACTRANS-RXN
S_NS1_Pm_023_v1v9_554	RXN-0
S_NS1_Pm_023_v1v9_555	DAPASYN-RXN
S_NS1_Pm_023_v1v9_556	2.8.1.6-RXN
S_NS1_Pm_023_v1v9_557	RXN-11601
S_NS1_Pm_023_v1v9_558	RIBOFLAVIN-SYN-RXN
S_NS1_Pm_023_v1v9_559	PROLINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_v1v9_560	RXN-14992
S_NS1_Pm_023_v1v9_561	DIAMINOPIMEPIM-RXN
S_NS1_Pm_023_v1v9_562	RXN3O-54
S_NS1_Pm_023_v1v9_562	RXN-9235
S_NS1_Pm_023_v1v9_562	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN
S_NS1_Pm_023_v1v9_562	RXN-9242
S_NS1_Pm_023_v1v9_562	RXN-9227
S_NS1_Pm_023_v1v9_562	RXN-11754
S_NS1_Pm_023_v1v9_563	RXN-11046
S_NS1_Pm_023_v1v9_563	RXN-9205
S_NS1_Pm_023_v1v9_563	RXN-14177
S_NS1_Pm_023_v1v9_563	RXN-9220
S_NS1_Pm_023_v1v9_563	RXN-9191
S_NS1_Pm_023_v1v9_563	RXN-9363
S_NS1_Pm_023_v1v9_563	RXN-9362
S_NS1_Pm_023_v1v9_563	RXN-9361
S_NS1_Pm_023_v1v9_563	RXN-9366
S_NS1_Pm_023_v1v9_563	ADOMET-DMK-METHYLTRANSFER-RXN
S_NS1_Pm_023_v1v9_564	ARGSUCCINLYA-RXN
S_NS1_Pm_023_v1v9_564	RXN-22
S_NS1_Pm_023_v1v9_565	RXN-14354
S_NS1_Pm_023_v1v9_565	RXN-14261
S_NS1_Pm_023_v1v9_565	RXN-14260
S_NS1_Pm_023_v1v9_565	AMYLOMALT-RXN
S_NS1_Pm_023_v1v9_565	RXN-9023
S_NS1_Pm_023_v1v9_565	RXN-12193
S_NS1_Pm_023_v1v9_565	RXN-1828
S_NS1_Pm_023_v1v9_565	RXN-12391
S_NS1_Pm_023_v1v9_566	3.1.21.2-RXN
S_NS1_Pm_023_v1v9_567	RXN0-5063
S_NS1_Pm_023_v1v9_568	RXN0-6366
S_NS1_Pm_023_v1v9_569	CYSTEINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_v1v9_570	3.4.21.102-RXN
S_NS1_Pm_023_v1v9_571	3.4.21.102-RXN
S_NS1_Pm_023_v1v9_572	3.4.21.102-RXN
S_NS1_Pm_023_v1v9_573	RXN-8748
S_NS1_Pm_023_v1v9_573	ALKAPHOSPHA-RXN
S_NS1_Pm_023_v1v9_574	RXN-8748
S_NS1_Pm_023_v1v9_574	ALKAPHOSPHA-RXN
S_NS1_Pm_023_v1v9_575	SUCCINYLDIAMINOPIMTRANS-RXN
S_NS1_Pm_023_v1v9_576	RXN-15007
S_NS1_Pm_023_v1v9_576	ACETYLORNTRANSAM-RXN
S_NS1_Pm_023_v1v9_577	RXN0-5515
S_NS1_Pm_023_v1v9_577	CDPDIGLYSYN-RXN
S_NS1_Pm_023_v1v9_578	RXN0-6710
S_NS1_Pm_023_v1v9_579	POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN
S_NS1_Pm_023_v1v9_580	VALINE-PYRUVATE-AMINOTRANSFER-RXN
S_NS1_Pm_023_v1v9_581	PHOSPHAGLYPSYN-RXN
S_NS1_Pm_023_v1v9_582	DNA-LIGASE-NAD+-RXN
S_NS1_Pm_023_v1v9_583	PREPHENATEDEHYDRAT-RXN
S_NS1_Pm_023_v1v9_584	CITSYN-RXN
S_NS1_Pm_023_v1v9_585	2.5.1.19-RXN
S_NS1_Pm_023_v1v9_586	THREONINE-ALDOLASE-RXN
S_NS1_Pm_023_v1v9_586	LTAA-RXN
S_NS1_Pm_023_v1v9_587	ACETOOHBUTREDUCTOISOM-RXN
S_NS1_Pm_023_v1v9_587	ACETOLACTREDUCTOISOM-RXN
S_NS1_Pm_023_v1v9_588	RXN-11737
S_NS1_Pm_023_v1v9_588	ASPAMINOTRANS-RXN
S_NS1_Pm_023_v1v9_588	RXN-13697
S_NS1_Pm_023_v1v9_588	RXN-10814
S_NS1_Pm_023_v1v9_589	RXN-11737
S_NS1_Pm_023_v1v9_589	ASPAMINOTRANS-RXN
S_NS1_Pm_023_v1v9_589	RXN-13697
S_NS1_Pm_023_v1v9_589	RXN-10814
S_NS1_Pm_023_v1v9_590	RXN-8999
S_NS1_Pm_023_v1v9_591	2.7.1.148-RXN
S_NS1_Pm_023_v1v9_592	RXN-15005
S_NS1_Pm_023_v1v9_592	ACETYLGLUTKIN-RXN
S_NS1_Pm_023_v1v9_593	IMPCYCLOHYDROLASE-RXN
S_NS1_Pm_023_v1v9_594	IMPCYCLOHYDROLASE-RXN
S_NS1_Pm_023_v1v9_595	AICARTRANSFORM-RXN
S_NS1_Pm_023_v1v9_596	AICARTRANSFORM-RXN
S_NS1_Pm_023_v1v9_597	PDXJ-RXN
S_NS1_Pm_023_v1v9_598	SUPEROX-DISMUT-RXN
S_NS1_Pm_023_v1v9_599	ARGININE--TRNA-LIGASE-RXN
S_NS1_Pm_023_v1v9_600	R341-RXN
S_NS1_Pm_023_v1v9_601	RXN-8769
S_NS1_Pm_023_v1v9_602	RXN0-1441
S_NS1_Pm_023_v1v9_603	RXN-8992
S_NS1_Pm_023_v1v9_604	CHORISMATEMUT-RXN
S_NS1_Pm_023_v1v9_605	5.99.1.2-RXN
S_NS1_Pm_023_v1v9_606	5.99.1.2-RXN
S_NS1_Pm_023_v1v9_607	5.99.1.2-RXN
S_NS1_Pm_023_v1v9_608	5.99.1.2-RXN
S_NS1_Pm_023_v1v9_609	RXN-14047
S_NS1_Pm_023_v1v9_610	METHYLENETHFDEHYDROG-NADP-RXN
S_NS1_Pm_023_v1v9_611	RXN-11588
S_NS1_Pm_023_v1v9_612	LEUCINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_v1v9_613	S-ADENMETSYN-RXN
S_NS1_Pm_023_v1v9_614	3.4.21.92-RXN
S_NS1_Pm_023_v1v9_615	RXN-14570
S_NS1_Pm_023_v1v9_616	RXN0-6274
S_NS1_Pm_023_v1v9_617	RXN0-6274
S_NS1_Pm_023_v1v9_618	RXN0-2361
S_NS1_Pm_023_v1v9_618	RXN0-7022
S_NS1_Pm_023_v1v9_619	KDO-8PSYNTH-RXN
S_NS1_Pm_023_v1v9_620	RXN-9380
S_NS1_Pm_023_v1v9_621	ARGDECARBOX-RXN
S_NS1_Pm_023_v1v9_622	RXN-13037
S_NS1_Pm_023_v1v9_622	RXN0-947
S_NS1_Pm_023_v1v9_623	RXN-14063
S_NS1_Pm_023_v1v9_623	COBINAMIDEKIN-RXN
S_NS1_Pm_023_v1v9_623	2.7.1.156-RXN
S_NS1_Pm_023_v1v9_624	COBINPGUANYLYLTRANS-RXN
S_NS1_Pm_023_v1v9_625	RXN-8976
S_NS1_Pm_023_v1v9_625	RXN-11029
S_NS1_Pm_023_v1v9_625	NACGLCTRANS-RXN
S_NS1_Pm_023_v1v9_625	RXN-11346
S_NS1_Pm_023_v1v9_626	UDP-NACMURALA-GLU-LIG-RXN
S_NS1_Pm_023_v1v9_627	RXN-8975
S_NS1_Pm_023_v1v9_627	RXN-11347
S_NS1_Pm_023_v1v9_627	PHOSNACMURPENTATRANS-RXN
S_NS1_Pm_023_v1v9_628	UDP-NACMURALGLDAPAALIG-RXN
S_NS1_Pm_023_v1v9_628	6.3.2.10-RXN
S_NS1_Pm_023_v1v9_629	UDP-NACMURALGLDAPAALIG-RXN
S_NS1_Pm_023_v1v9_629	6.3.2.10-RXN
S_NS1_Pm_023_v1v9_630	UDP-NACMURALGLDAPLIG-RXN
S_NS1_Pm_023_v1v9_631	RXN-11638
S_NS1_Pm_023_v1v9_633	RXN-10060
S_NS1_Pm_023_v1v9_633	RXN-9518
S_NS1_Pm_023_v1v9_633	RXN-9514
S_NS1_Pm_023_v1v9_633	RXN-10655
S_NS1_Pm_023_v1v9_633	RXN-10659
S_NS1_Pm_023_v1v9_633	RXN-9536
S_NS1_Pm_023_v1v9_633	RXN1G-240
S_NS1_Pm_023_v1v9_633	RXN1G-203
S_NS1_Pm_023_v1v9_633	RXN-13008
S_NS1_Pm_023_v1v9_633	RXN-9556
S_NS1_Pm_023_v1v9_633	RXN-9552
S_NS1_Pm_023_v1v9_633	RXN1G-1247
S_NS1_Pm_023_v1v9_633	RXN1G-881
S_NS1_Pm_023_v1v9_633	RXN-16622
S_NS1_Pm_023_v1v9_633	RXN-16626
S_NS1_Pm_023_v1v9_633	RXN1G-358
S_NS1_Pm_023_v1v9_633	RXN1G-157
S_NS1_Pm_023_v1v9_633	RXN1G-508
S_NS1_Pm_023_v1v9_633	RXN-9532
S_NS1_Pm_023_v1v9_633	RXN0-2142
S_NS1_Pm_023_v1v9_633	RXN1G-717
S_NS1_Pm_023_v1v9_633	RXN-11480
S_NS1_Pm_023_v1v9_633	RXN1G-481
S_NS1_Pm_023_v1v9_633	RXN1G-252
S_NS1_Pm_023_v1v9_633	3-OXOACYL-ACP-REDUCT-RXN
S_NS1_Pm_023_v1v9_633	RXN-9524
S_NS1_Pm_023_v1v9_633	RXN-9528
S_NS1_Pm_023_v1v9_633	RXN1G-637
S_NS1_Pm_023_v1v9_633	RXN1G-951
S_NS1_Pm_023_v1v9_633	RXN-9540
S_NS1_Pm_023_v1v9_633	RXN1G-408
S_NS1_Pm_023_v1v9_633	RXN1G-409
S_NS1_Pm_023_v1v9_633	RXN1G-617
S_NS1_Pm_023_v1v9_633	RXN1G-613
S_NS1_Pm_023_v1v9_633	RXN1G-384
S_NS1_Pm_023_v1v9_633	RXN1G-469
S_NS1_Pm_023_v1v9_633	RXN-16630
S_NS1_Pm_023_v1v9_633	RXN1G-72
S_NS1_Pm_023_v1v9_633	RXN1G-349
S_NS1_Pm_023_v1v9_633	RXN1G-163
S_NS1_Pm_023_v1v9_633	RXN-16616
S_NS1_Pm_023_v1v9_633	RXN1G-853
S_NS1_Pm_023_v1v9_633	RXN-11476
S_NS1_Pm_023_v1v9_633	RXN1G-184
S_NS1_Pm_023_v1v9_633	RXN1G-182
S_NS1_Pm_023_v1v9_633	RXN1G-364
S_NS1_Pm_023_v1v9_633	RXN1G-287
S_NS1_Pm_023_v1v9_633	RXN1G-1053
S_NS1_Pm_023_v1v9_633	RXN1G-1050
S_NS1_Pm_023_v1v9_633	RXN-9633
S_NS1_Pm_023_v1v9_633	RXN1G-262
S_NS1_Pm_023_v1v9_633	RXN1G-260
S_NS1_Pm_023_v1v9_634	RXN-10060
S_NS1_Pm_023_v1v9_634	RXN-9518
S_NS1_Pm_023_v1v9_634	RXN-9514
S_NS1_Pm_023_v1v9_634	RXN-10655
S_NS1_Pm_023_v1v9_634	RXN-10659
S_NS1_Pm_023_v1v9_634	RXN-9536
S_NS1_Pm_023_v1v9_634	RXN1G-240
S_NS1_Pm_023_v1v9_634	RXN1G-203
S_NS1_Pm_023_v1v9_634	RXN-13008
S_NS1_Pm_023_v1v9_634	RXN-9556
S_NS1_Pm_023_v1v9_634	RXN-9552
S_NS1_Pm_023_v1v9_634	RXN1G-1247
S_NS1_Pm_023_v1v9_634	RXN1G-881
S_NS1_Pm_023_v1v9_634	RXN-16622
S_NS1_Pm_023_v1v9_634	RXN-16626
S_NS1_Pm_023_v1v9_634	RXN1G-358
S_NS1_Pm_023_v1v9_634	RXN1G-157
S_NS1_Pm_023_v1v9_634	RXN1G-508
S_NS1_Pm_023_v1v9_634	RXN-9532
S_NS1_Pm_023_v1v9_634	RXN0-2142
S_NS1_Pm_023_v1v9_634	RXN1G-717
S_NS1_Pm_023_v1v9_634	RXN-11480
S_NS1_Pm_023_v1v9_634	RXN1G-481
S_NS1_Pm_023_v1v9_634	RXN1G-252
S_NS1_Pm_023_v1v9_634	3-OXOACYL-ACP-REDUCT-RXN
S_NS1_Pm_023_v1v9_634	RXN-9524
S_NS1_Pm_023_v1v9_634	RXN-9528
S_NS1_Pm_023_v1v9_634	RXN1G-637
S_NS1_Pm_023_v1v9_634	RXN1G-951
S_NS1_Pm_023_v1v9_634	RXN-9540
S_NS1_Pm_023_v1v9_634	RXN1G-408
S_NS1_Pm_023_v1v9_634	RXN1G-409
S_NS1_Pm_023_v1v9_634	RXN1G-617
S_NS1_Pm_023_v1v9_634	RXN1G-613
S_NS1_Pm_023_v1v9_634	RXN1G-384
S_NS1_Pm_023_v1v9_634	RXN1G-469
S_NS1_Pm_023_v1v9_634	RXN-16630
S_NS1_Pm_023_v1v9_634	RXN1G-72
S_NS1_Pm_023_v1v9_634	RXN1G-349
S_NS1_Pm_023_v1v9_634	RXN1G-163
S_NS1_Pm_023_v1v9_634	RXN-16616
S_NS1_Pm_023_v1v9_634	RXN1G-853
S_NS1_Pm_023_v1v9_634	RXN-11476
S_NS1_Pm_023_v1v9_634	RXN1G-184
S_NS1_Pm_023_v1v9_634	RXN1G-182
S_NS1_Pm_023_v1v9_634	RXN1G-364
S_NS1_Pm_023_v1v9_634	RXN1G-287
S_NS1_Pm_023_v1v9_634	RXN1G-1053
S_NS1_Pm_023_v1v9_634	RXN1G-1050
S_NS1_Pm_023_v1v9_634	RXN-9633
S_NS1_Pm_023_v1v9_634	RXN1G-262
S_NS1_Pm_023_v1v9_634	RXN1G-260
S_NS1_Pm_023_v1v9_635	L-ASPARTATE-OXID-RXN
S_NS1_Pm_023_v1v9_636	RIBULP3EPIM-RXN
S_NS1_Pm_023_v1v9_637	METHENYLTHFCYCLOHYDRO-RXN
S_NS1_Pm_023_v1v9_638	CYTOCHROME-C-PEROXIDASE-RXN
S_NS1_Pm_023_v1v9_639	CTPSYN-RXN
S_NS1_Pm_023_v1v9_640	CPM-KDOSYNTH-RXN
S_NS1_Pm_023_v1v9_641	RXN66-532
S_NS1_Pm_023_v1v9_641	PHOSPHOGLUCMUT-RXN
S_NS1_Pm_023_v1v9_642	1.5.1.7-RXN
S_NS1_Pm_023_v1v9_643	TYROSINE--TRNA-LIGASE-RXN
S_NS1_Pm_023_v1v9_644	AGMATINE-DEIMINASE-RXN
S_NS1_Pm_023_v1v9_645	RXN0-743
S_NS1_Pm_023_v1v9_646	URACIL-PRIBOSYLTRANS-RXN
S_NS1_Pm_023_v1v9_647	ASPCARBTRANS-RXN
S_NS1_Pm_023_v1v9_648	RXN-9515
S_NS1_Pm_023_v1v9_648	RXN-9538
S_NS1_Pm_023_v1v9_648	RXN-9534
S_NS1_Pm_023_v1v9_648	RXN-9530
S_NS1_Pm_023_v1v9_648	RXN-9521
S_NS1_Pm_023_v1v9_648	RXN-9526
S_NS1_Pm_023_v1v9_648	RXN-9542
S_NS1_Pm_023_v1v9_648	ENOYL-ACP-REDUCT-NADPH-RXN
S_NS1_Pm_023_v1v9_648	RXN3O-5293
S_NS1_Pm_023_v1v9_649	RXN-9659
S_NS1_Pm_023_v1v9_649	RXN-9658
S_NS1_Pm_023_v1v9_649	RXN-9657
S_NS1_Pm_023_v1v9_649	RXN1G-248
S_NS1_Pm_023_v1v9_649	RXN-10062
S_NS1_Pm_023_v1v9_649	RXN-10657
S_NS1_Pm_023_v1v9_649	RXN1G-962
S_NS1_Pm_023_v1v9_649	RXN1G-37
S_NS1_Pm_023_v1v9_649	RXN-9558
S_NS1_Pm_023_v1v9_649	RXN1G-607
S_NS1_Pm_023_v1v9_649	RXN1G-471
S_NS1_Pm_023_v1v9_649	RXN1G-1117
S_NS1_Pm_023_v1v9_649	RXN1G-396
S_NS1_Pm_023_v1v9_649	RXN1G-1325
S_NS1_Pm_023_v1v9_649	RXN1G-1130
S_NS1_Pm_023_v1v9_649	RXN-16628
S_NS1_Pm_023_v1v9_649	RXN-16624
S_NS1_Pm_023_v1v9_649	ENOYL-ACP-REDUCT-NADH-RXN
S_NS1_Pm_023_v1v9_649	RXN1G-820
S_NS1_Pm_023_v1v9_649	RXN1G-686
S_NS1_Pm_023_v1v9_649	RXN1G-171
S_NS1_Pm_023_v1v9_649	RXN1G-526
S_NS1_Pm_023_v1v9_649	RXN1G-395
S_NS1_Pm_023_v1v9_649	RXN1G-509
S_NS1_Pm_023_v1v9_649	RXN1G-337
S_NS1_Pm_023_v1v9_649	RXN1G-339
S_NS1_Pm_023_v1v9_649	RXN1G-193
S_NS1_Pm_023_v1v9_649	RXN1G-196
S_NS1_Pm_023_v1v9_649	RXN1G-299
S_NS1_Pm_023_v1v9_649	RXN-11482
S_NS1_Pm_023_v1v9_649	RXN1G-276
S_NS1_Pm_023_v1v9_649	RXN1G-488
S_NS1_Pm_023_v1v9_649	RXN-9662
S_NS1_Pm_023_v1v9_649	RXN-9663
S_NS1_Pm_023_v1v9_649	RXN-9660
S_NS1_Pm_023_v1v9_649	RXN-9661
S_NS1_Pm_023_v1v9_649	RXN1G-915
S_NS1_Pm_023_v1v9_649	RXN-10661
S_NS1_Pm_023_v1v9_649	RXN-16620
S_NS1_Pm_023_v1v9_649	RXN1G-210
S_NS1_Pm_023_v1v9_649	1.3.1.9-RXN
S_NS1_Pm_023_v1v9_649	RXN0-2145
S_NS1_Pm_023_v1v9_649	RXN1G-679
S_NS1_Pm_023_v1v9_649	RXN1G-468
S_NS1_Pm_023_v1v9_649	RXN-16632
S_NS1_Pm_023_v1v9_649	RXN1G-285
S_NS1_Pm_023_v1v9_649	RXN-11478
S_NS1_Pm_023_v1v9_649	RXN1G-1057
S_NS1_Pm_023_v1v9_649	RXN-9635
S_NS1_Pm_023_v1v9_650	RXN-9659
S_NS1_Pm_023_v1v9_650	RXN-9658
S_NS1_Pm_023_v1v9_650	RXN-9657
S_NS1_Pm_023_v1v9_650	RXN1G-248
S_NS1_Pm_023_v1v9_650	RXN-10062
S_NS1_Pm_023_v1v9_650	RXN-10657
S_NS1_Pm_023_v1v9_650	RXN1G-962
S_NS1_Pm_023_v1v9_650	RXN1G-37
S_NS1_Pm_023_v1v9_650	RXN-9558
S_NS1_Pm_023_v1v9_650	RXN1G-607
S_NS1_Pm_023_v1v9_650	RXN1G-471
S_NS1_Pm_023_v1v9_650	RXN1G-1117
S_NS1_Pm_023_v1v9_650	RXN1G-396
S_NS1_Pm_023_v1v9_650	RXN1G-1325
S_NS1_Pm_023_v1v9_650	RXN1G-1130
S_NS1_Pm_023_v1v9_650	RXN-16628
S_NS1_Pm_023_v1v9_650	RXN-16624
S_NS1_Pm_023_v1v9_650	ENOYL-ACP-REDUCT-NADH-RXN
S_NS1_Pm_023_v1v9_650	RXN1G-820
S_NS1_Pm_023_v1v9_650	RXN1G-686
S_NS1_Pm_023_v1v9_650	RXN1G-171
S_NS1_Pm_023_v1v9_650	RXN1G-526
S_NS1_Pm_023_v1v9_650	RXN1G-395
S_NS1_Pm_023_v1v9_650	RXN1G-509
S_NS1_Pm_023_v1v9_650	RXN1G-337
S_NS1_Pm_023_v1v9_650	RXN1G-339
S_NS1_Pm_023_v1v9_650	RXN1G-193
S_NS1_Pm_023_v1v9_650	RXN1G-196
S_NS1_Pm_023_v1v9_650	RXN1G-299
S_NS1_Pm_023_v1v9_650	RXN-11482
S_NS1_Pm_023_v1v9_650	RXN1G-276
S_NS1_Pm_023_v1v9_650	RXN1G-488
S_NS1_Pm_023_v1v9_650	RXN-9662
S_NS1_Pm_023_v1v9_650	RXN-9663
S_NS1_Pm_023_v1v9_650	RXN-9660
S_NS1_Pm_023_v1v9_650	RXN-9661
S_NS1_Pm_023_v1v9_650	RXN1G-915
S_NS1_Pm_023_v1v9_650	RXN-10661
S_NS1_Pm_023_v1v9_650	RXN-16620
S_NS1_Pm_023_v1v9_650	RXN1G-210
S_NS1_Pm_023_v1v9_650	1.3.1.9-RXN
S_NS1_Pm_023_v1v9_650	RXN0-2145
S_NS1_Pm_023_v1v9_650	RXN1G-679
S_NS1_Pm_023_v1v9_650	RXN1G-468
S_NS1_Pm_023_v1v9_650	RXN-16632
S_NS1_Pm_023_v1v9_650	RXN1G-285
S_NS1_Pm_023_v1v9_650	RXN-11478
S_NS1_Pm_023_v1v9_650	RXN1G-1057
S_NS1_Pm_023_v1v9_650	RXN-9635
S_NS1_Pm_023_v1v9_651	RXN-9659
S_NS1_Pm_023_v1v9_651	RXN-9658
S_NS1_Pm_023_v1v9_651	RXN-9657
S_NS1_Pm_023_v1v9_651	RXN1G-248
S_NS1_Pm_023_v1v9_651	RXN-10062
S_NS1_Pm_023_v1v9_651	RXN-10657
S_NS1_Pm_023_v1v9_651	RXN1G-962
S_NS1_Pm_023_v1v9_651	RXN1G-37
S_NS1_Pm_023_v1v9_651	RXN-9558
S_NS1_Pm_023_v1v9_651	RXN1G-607
S_NS1_Pm_023_v1v9_651	RXN1G-471
S_NS1_Pm_023_v1v9_651	RXN1G-1117
S_NS1_Pm_023_v1v9_651	RXN1G-396
S_NS1_Pm_023_v1v9_651	RXN1G-1325
S_NS1_Pm_023_v1v9_651	RXN1G-1130
S_NS1_Pm_023_v1v9_651	RXN-16628
S_NS1_Pm_023_v1v9_651	RXN-16624
S_NS1_Pm_023_v1v9_651	ENOYL-ACP-REDUCT-NADH-RXN
S_NS1_Pm_023_v1v9_651	RXN1G-820
S_NS1_Pm_023_v1v9_651	RXN1G-686
S_NS1_Pm_023_v1v9_651	RXN1G-171
S_NS1_Pm_023_v1v9_651	RXN1G-526
S_NS1_Pm_023_v1v9_651	RXN1G-395
S_NS1_Pm_023_v1v9_651	RXN1G-509
S_NS1_Pm_023_v1v9_651	RXN1G-337
S_NS1_Pm_023_v1v9_651	RXN1G-339
S_NS1_Pm_023_v1v9_651	RXN1G-193
S_NS1_Pm_023_v1v9_651	RXN1G-196
S_NS1_Pm_023_v1v9_651	RXN1G-299
S_NS1_Pm_023_v1v9_651	RXN-11482
S_NS1_Pm_023_v1v9_651	RXN1G-276
S_NS1_Pm_023_v1v9_651	RXN1G-488
