pathway	plate1_1030R_0_M_NS1_week10_S77_	plate1_1030R_R_M_NS1_week10_S78_	plate1_2472R_0_F_NS1_week10_S73_	plate1_2472R_R_F_NS1_week10_S74_	plate1_3874R_0_F_NS1_week10_S75_	plate1_3874R_L_F_NS1_week10_S76_	plate1_3974R_0_M_NS1_week10_S79_	plate1_3974R_L_M_NS1_week10_S80_	plate1_T1D_NS1_defined_mouse_ino	plate2_036R_R_M_NS1_week5_S18_L0	plate2_036R_R_M_NS1_week6_S19_L0	plate2_036R_R_M_NS1_week7_S20_L0	plate2_036R_R_M_NS1_week9_S21_L0	plate2_1030R_L_M_NS1_week5_S22_L	plate2_1030R_L_M_NS1_week6_S23_L	plate2_1030R_L_M_NS1_week7_S24_L	plate2_1030R_L_M_NS1_week9_S25_L	plate2_1121R_0_M_NS1_week5_S26_L	plate2_1121R_0_M_NS1_week6_S27_L	plate2_1121R_0_M_NS1_week7_S28_L	plate2_1121R_0_M_NS1_week9_S29_L	plate2_1151R_R_M_NS1_week5_S30_L	plate2_1151R_R_M_NS1_week6_S31_L	plate2_1151R_R_M_NS1_week7_S32_L	plate2_1151R_R_M_NS1_week9_S33_L	plate2_1193R_R_F_NS1_week5_S1_L0	plate2_1193R_R_F_NS1_week6_S2_L0	plate2_1193R_R_F_NS1_week7_S3_L0	plate2_1193R_R_F_NS1_week9_S4_L0	plate2_2529R_R_F_NS1_week5_S5_L0	plate2_2529R_R_F_NS1_week6_S6_L0	plate2_2529R_R_F_NS1_week7_S7_L0	plate2_2529R_R_F_NS1_week9_S8_L0	plate2_3861R_R_M_NS1_week9_S34_L	plate2_3971R_L_F_NS1_week5_S9_L0	plate2_3971R_L_F_NS1_week6_S10_L	plate2_3971R_L_F_NS1_week7_S11_L	plate2_3971R_L_F_NS1_week9_S12_L	plate2_3975R_0_F_NS1_week9_S13_L	plate2_3975R_R_F_NS1_week5_S14_L	plate2_3975R_R_F_NS1_week6_S15_L	plate2_3975R_R_F_NS1_week7_S16_L	plate2_3975R_R_F_NS1_week9_S17_L	plate4_036R_0_M_NS1_week9_S62_L001	plate4_036R_0_M_NS1_week5_S41_L0	plate4_036R_L_M_NS1_week9_S63_L001	plate4_036R_L_M_NS1_week5_S42_L0	plate4_036R_NS1_week18_S34_L001	plate4_036R_RL_M_NS1_week9_S64_L001	plate4_036R_RL_M_NS1_week5_S43_L	plate4_036R_RR_M_NS1_week9_S65_L001	plate4_036R_RR_M_NS1_week5_S44_L	plate4_1030R_RR_M_NS1_week5_S45_	plate4_1030R_RR_M_NS1_week9_S66_	plate4_1121R_L_M_NS1_week5_S46_L	plate4_1121R_L_M_NS1_week9_S67_L	plate4_1121R_NS1_week19_S35_L001	plate4_1121R_R_M_NS1_week5_S47_L	plate4_1121R_R_M_NS1_week9_S68_L	plate4_1121R_RL_M_NS1_diabetes_S	plate4_1121R_RL_M_NS1_week5_S48_	plate4_1121R_RL_M_NS1_week9_S69_	plate4_1121R_RR_M_NS1_week5_S49_	plate4_1121R_RR_M_NS1_week9_S70_	plate4_1151R_0_M_NS1_week5_S50_L	plate4_1151R_0_M_NS1_week9_S71_L	plate4_1151R_NS1_week21_S36_L001	plate4_1151R_R_M_NS1_diabetes_S2	plate4_1193R_0_F_NS1_week5_S51_L	plate4_1193R_0_F_NS1_week9_S72_L	plate4_1193R_L_F_NS1_diabetes_S2	plate4_1193R_L_F_NS1_week5_S52_L	plate4_1193R_L_F_NS1_week9_S73_L	plate4_1193R_NS1_week24_S38_L001	plate4_2529R_0_F_NS1_week5_S53_L	plate4_2529R_0_F_NS1_week9_S74_L	plate4_2529R_L_F_NS1_diabetes_S2	plate4_2529R_L_F_NS1_week5_S54_L	plate4_2529R_L_F_NS1_week9_S75_L	plate4_2529R_NS1_week22_S37_L001	plate4_2529R_RL_F_NS1_week5_S55_	plate4_2529R_RL_F_NS1_week9_S76_	plate4_3861R_0_M_NS1_week5_S56_L	plate4_3861R_0_M_NS1_week9_S77_L	plate4_3861R_L_M_NS1_diabetes_S2	plate4_3861R_L_M_NS1_week5_S57_L	plate4_3861R_L_M_NS1_week9_S78_L	plate4_3861R_NS1_week28_S39_L001	plate4_3861R_R_M_NS1_week5_S58_L	plate4_3971R_0_F_NS1_week5_S59_L	plate4_3971R_0_F_NS1_week9_S79_L	plate4_3971R_NS1_week30_S40_L001	plate4_3971R_R_F_NS1_diabetes_S2	plate4_3971R_R_F_NS1_week9_S80_L	plate4_3971R_RL_F_NS1_diabetes_S	plate4_3971R_RL_F_NS1_week9_S81_	plate4_3975R_0_F_NS1_week5_S60_L	plate4_3975R_L_F_NS1_diabetes_S3	plate4_3975R_L_F_NS1_week5_S61_L	plate4_3975R_L_F_NS1_week9_S82_L	plate4_3975R_NS1_week14_S33_L001	plate4_3975R_R_F_NS1_diabetes_S3	plate4_3975R_RL_F_NS1_diabetes_S	plate4_3975R_RL_F_NS1_week9_S83_	plate4_NS1_defined_inocula_S88_L	plate5_2808_NS1_0_Female_week5_S	plate5_2808_NS1_0_Female_week9_S	plate5_2808_NS1_L_Female_week5_S	plate5_2808_NS1_L_Female_week9_S	plate5_2808_NS1_R_Female_week5_S	plate5_2808_NS1_R_Female_week9_S	plate5_2808_NS1_RR_Female_week5_	plate5_2808_NS1_RR_Female_week9_	plate5_2824_NS1_0_Male_week5_S43	plate5_2824_NS1_0_Male_week9_S55	plate5_2824_NS1_L_Male_week5_S44	plate5_2824_NS1_L_Male_week9_S56	plate5_2824_NS1_R_Male_week5_S45	plate5_2824_NS1_R_Male_week9_S57	plate5_2864_NS1_R_Male_week5_S46	plate5_2864_NS1_R_Male_week9_S58	plate5_2893_NS1_0_Male_week5_S47	plate5_2893_NS1_0_Male_week9_S59	plate5_2893_NS1_R_Male_week5_S48	plate5_2893_NS1_R_Male_week9_S60	plate5_2999_NS1_0_Female_week5_S	plate5_2999_NS1_0_Female_week9_S	plate5_2999_NS1_R_Female_week5_S	plate5_2999_NS1_R_Female_week9_S	plate5_NS1_mouse_inoculum_S35_L0
PWY-7229	19377.31036204606	16483.069935964366	21201.87480553627	18976.431482618184	18600.866080374515	16187.431920641213	19178.040325917198	20143.551037453075	13640.463069456911	19409.79815912616	18152.88520499856	18903.462491041806	17756.96241160001	22368.210696471746	20631.14296498484	23377.947442257668	20379.52228851765	20747.932548395253	21335.493515891707	17803.561445210846	18115.51127781158	16064.375355396845	20115.51230420244	21275.020963792107	18987.661977377094	12992.57971709916	15186.422126438894	18501.413727716805	16188.833483069044	13665.233650466878	15080.376855493143	19009.31657870324	17601.598222746314	17351.28870239901	19234.548867304817	19528.56494724576	17501.048274174125	17505.539431118446	21477.098532820706	18779.37705508053	20507.537650200764	21552.368594437667	24369.151508087445	11320.326457089135	11608.295317812044	11239.031633789298	12446.400942515314	12981.562590657875	9831.732507790519	12748.404601422582	14491.703573807337	17594.05351235096	16308.43022033386	12891.246595289738	16123.230632216735	15114.617805562226	12875.310934193089	13061.338387997512	14575.780884139635	15928.996683496196	16841.91977120663	18507.261718631074	11432.988710389829	17515.391552228677	10188.04916305722	16847.87458056631	17421.93575337857	19840.009265824734	13250.177749759994	12635.174069640418	10493.617770328234	12395.215266524341	11230.706841587038	12686.416159672828	14222.7065103589	14784.363462106698	11427.737264572885	12366.163574233226	13659.983442442342	14768.924327116321	13077.517889314373	14272.99881435331	12223.36811575991	11106.25062754738	10010.103919150673	9004.162261964739	11289.88668446349	14333.05847063046	13518.987937153674	13269.319547208932	16243.695938699037	17623.564770898938	11431.107064246788	10612.786069374799	10956.35236351517	13477.866175322006	10763.03096814714	13595.447568539075	13044.54297488386	15283.666353976807	10383.65604031896	11887.23627856607	11379.421608712264	12475.709566686059	10582.862270439626	42499.21150454169	22184.576024216432	22875.623433804598	17887.40952490697	24106.010143317726	19423.6948169393	9124.800168868811	21961.615551340674	16025.731141052302	28116.159052959247	21486.13856239152	16437.17039014646	18929.45169658391	19588.205112270996	14441.57911530295	22535.654656868228	16826.687722724742	25054.418940215743	15350.250496605751	30461.879776904992	13912.913713483502	16608.659501715098	36842.19665490967	26850.532189972615	16341.046898189192
PWY-7234	2956.7724250660594	2306.601301086712	2307.95498162863	2482.871230093288	2066.915182334931	2225.069123727402	2028.003336798035	2991.4448596412503	8780.847153308705	1979.3384532140624	1483.5458778597163	1774.7375782887777	1941.4876386965832	2883.89483164929	1334.5748542780893	1567.5906228823765	1534.7509748869847	2513.4588764711366	1552.0741287241865	1521.693862317546	1779.1040469245274	1523.9006352702406	1887.5722898156046	1687.7821397735374	1397.8264819246072	1569.6275672438235	824.787878002218	1178.1370392260433	1389.6617035075017	1019.0455189600011	1098.702773258821	1159.7725437926867	1966.9456708475611	2023.3124733024792	2255.2180315346795	1861.3416114951638	1583.0085336464308	1470.516425145344	1886.7146638199001	2139.499618278245	1275.8513825280515	1954.4842243803178	1574.3387074498803	796.6110769693876	1552.1239560400918	925.3359958707255	1487.821711064822	1754.9874306653587	956.7407579236605	1438.6131206177552	1242.4886189995036	2529.8403385054544	1340.5914030404745	1011.4442289825217	1774.699902285546	1419.719562424337	1327.201462340308	2069.8062498404543	1039.4829886082723	1791.377925683315	2597.63546441716	1408.2707615493018	1602.8038911629476	1843.2167204454804	759.6595619252063	1758.2472514183903	2097.374469555175	2507.6537048257155	1707.4433231196801	784.6012019122896	1914.9054288601856	1279.7472616237521	821.5568138114218	1290.092227072522	1273.9310209361845	1528.759250465031	1680.8559355266057	813.8572208400275	1200.8051291014697	2054.9753499855137	1441.6712294502647	1403.8846879944294	1429.3515862163765	1134.8390673879892	1108.2521119759576	940.8822887463293	1235.4154196373872	2527.1375992446333	1687.9246890856564	1443.4511140285072	1244.8628700645047	3757.8259684577993	2460.6285528646836	508.88504842806327	1095.3524808539435	1158.8343278923053	1991.7555408776766	1061.6145653574665	3242.281627337578	1166.5684110511074	855.8029434982014	1533.324735915624	2289.726215647588	810.4486562073309	7002.665287269168	2725.0891782464314	2599.1857850302686	2415.9806660046793	1928.830020087914	2388.508723515916	1736.5878842175252	737.166659000877	2618.3010488572186	2198.7381147474503	3736.1596433711006	2898.313216279753	1961.5811271931598	2066.7276386959957	2390.4961534216054	1554.844076660596	3012.33318640468	1983.0577845146	2611.2150445310967	1310.1154082190649	3620.1647085495024	1887.5689324487969	1352.2049698047178	5139.76389865808	3459.1727550145433	11362.37295586732
PWY-7237	1798.75	1855.4000000000003	1518.9	1424.3	1684.8000000000002	1909.1500000000003	1891.7000000000003	2201.35	2859.65	2547.35	3328.8	1125.4	2519.15	2556.85	590.5	1067.95	2971.15	1944.8999999999999	971.8500000000001	1316.0	2496.85	2653.95	3528.2	3075.3	2706.9	1636.3000000000002	1594.4	500.45	4099.4	1498.4000000000003	1152.4	1558.2	3041.7	4966.9	3463.05	3009.25	1648.9500000000003	4464.25	2763.6	1733.7	2279.9	672.95	3650.95	2322.3	664.15	1564.95	1651.35	618.8	1528.15	1336.75	2204.75	1849.55	898.3	2028.6000000000001	1562.65	1270.65	895.5499999999998	1140.0	1923.5500000000002	2010.2500000000002	1415.7	1669.3000000000002	1127.9	1446.15	1795.85	1830.95	1293.95	735.45	1379.25	1878.6999999999998	354.8	868.85	2583.5	800.5	1373.1	1197.85	1135.4	1001.3	1471.75	795.95	2237.55	1764.1	1780.1	1853.3999999999999	932.3500000000001	1915.8	1584.55	282.1	2478.0	2477.5	2151.1	690.4000000000001	540.15	2906.7	414.8	3273.8500000000004	1331.45	577.9	815.25	2774.35	927.65	1619.15	1114.1	1845.1	1582.25	6505.4	4328.2	2357.65	3709.55	2707.6	3265.2000000000003	1814.8499999999997	3706.8499999999995	1846.8	5995.3	4073.85	3669.3500000000004	4172.8	3866.1000000000004	2431.3	3460.55	2449.1	3487.2000000000003	3077.9	5492.55	2035.7	790.45	4731.45	2166.45	3442.6499999999996
PWY-7242	13115.641105915049	12287.305130776085	13421.675034340813	12253.02358706511	12218.425574553332	12153.997588510376	12908.714612746957	13268.769006778482	15944.686073564408	15572.341261158479	18291.785724812948	12054.113153846663	14128.525313595781	25396.875370916772	21133.98669037687	10227.068019389255	13806.452235058981	12252.307473082605	11922.880401430284	11109.502792437606	13730.71342876745	19866.49436477453	17640.578166445393	15089.676801986583	14907.752716384426	20571.11681358448	13315.774984396015	11583.995446780405	14306.98156827249	16342.114001047163	16118.883040571887	12010.612502124111	11198.052085541029	14421.410797392211	17521.9139121632	16152.113070482726	14166.695108267231	18049.38038062823	18708.67896936575	14288.930972098426	13515.211523426931	11525.435015034001	18388.423866557834	12938.23611735942	13226.900460591241	10360.165866830805	13970.59824260837	15129.46686056145	8545.489049290589	13801.973111535892	13965.154750452844	17985.218473012294	16632.56725656053	10969.650198741603	14487.63403787123	9881.595023907623	10174.451281872385	11272.271055637964	12965.123324668415	17386.391578277533	13976.371975779668	13776.642792710198	9758.556921943948	12936.296551124644	14599.315213028342	11579.22721986489	14443.558619411939	14619.67099273441	14023.988989454238	13342.062487507552	8795.004198048477	13987.210051058522	11780.694940299678	10043.7002489128	14862.388544607575	10063.904958505058	9441.356260327673	12282.36428438918	10065.341919584398	11377.59841117226	14863.580026526908	9740.261552702756	14096.584839064995	10359.386919219383	10237.955055716646	9727.886955273547	10448.52566797176	10281.461309441796	12289.471069862779	11195.918049083892	12275.802561460108	11403.598235558815	8933.406147129524	13198.631226633075	11630.845886465117	11410.817965086491	9555.235309244652	11039.28261758105	11090.51596558758	12596.934637408673	10766.22578702171	11079.805240614625	9200.960100900395	11955.734391265474	9972.88335878543	36625.70939495192	19312.95823833325	16809.27622318441	14990.045756910336	19976.482452626336	14069.447686838446	8063.057842027444	15592.10948378055	15556.7861199188	23935.599027558063	21700.807842257105	12750.198645116214	20806.968112829047	16026.17227947268	13587.041295740282	16987.511222479534	14562.28013547971	17801.439166157783	15950.781266865095	22875.785934184434	12931.150242724401	10187.022329740359	28860.217919551502	17262.963020350282	15959.805763927303
PWY-7254	14055.518184576797	12749.998876616617	15375.145778105596	13996.270262666076	13571.627446540357	12421.25936688274	14133.903210400511	14507.487855968799	12643.43221198604	15556.289155191393	16994.291556327997	13145.646958886426	13909.762017619518	23644.158842986108	20479.948214576878	12902.10883207163	14039.856081395636	13984.327402009616	13786.682690655343	11586.989229574581	13713.5342643009	18001.047648213327	17079.529876390963	15912.586905533366	14775.205847791438	18734.119049754587	13887.90196046592	13594.887273747965	13352.409939511916	15562.932823742382	15637.665779136947	13431.534458308635	11335.998686154715	12384.20838694797	17024.23206790977	15680.194634286105	14187.039194298282	15779.66130473957	18396.68496375424	15096.82937453997	14905.777104878713	14243.681041752187	18553.707847856273	11363.91638601718	12575.010789124013	10178.707504570708	13097.578446391828	14286.241207772597	8394.06085065472	12954.933261714521	13572.751290972154	17355.16296536711	16961.022387066772	10505.225703518438	14379.86775502794	11168.706515751692	10920.996323084908	10971.520831741727	12833.490154667075	16112.526047126226	13715.181608281257	14876.173586906063	9681.256098172114	13754.697572236348	13367.00580770859	12228.45799933121	15407.2417398366	16517.45535847036	13305.873082049466	12161.485280525632	9356.191862072592	13762.9081335856	10278.386618536939	10688.485602361061	14942.11756566843	11076.673166149372	9268.4462139365	12390.300898520954	10640.180519355687	12319.023026315492	14043.67227380005	10477.994350140927	12892.9568258123	10052.369817677985	10051.275880984347	8423.798182097504	9942.553484676124	11166.284951686788	11237.259544103774	10943.762491199619	12691.258461172387	11966.57149137007	9104.678861574279	10996.243124867475	11107.211721717415	10802.113284675765	9070.067471809536	11767.046961967524	10969.009631707884	12285.584703138004	10270.075745930142	10553.483444002823	9126.12733432075	11180.67483702815	8053.377904588256	36678.66058069595	17714.657002451968	17648.090802907933	13902.141236161295	19853.295811540258	13623.708269801165	7517.513230264183	14725.720125739523	15176.000712941703	22044.840482875672	19969.423749227	11158.118865354654	18576.470020290795	14121.577730588308	12810.985858509213	17030.442040258113	14104.505809141796	17525.693135890975	14769.618597310815	21546.053254265684	12348.773198755038	11360.944920340295	28436.84015337898	18747.170303132018	11847.818449083918
PWY-7294	756.2878300115925	602.4980387210425	658.4699641113589	673.4240802213814	769.608942055324	783.3300382688841	648.5933555043704	800.521787057479	3065.1429888838766	825.5451184744079	917.1033412712592	524.8558472777709	761.3814583891316	1452.7881319315713	583.7840259011642	519.9292458459477	605.9706250836671	916.4366696211177	507.5542207574153	551.2931651937288	642.948415313944	980.6505205395675	1164.674950293224	855.8096022545495	889.4350550627164	857.7518733176898	516.6575466353494	309.62722443226096	1374.3268039178636	463.7433936263128	542.8036759956881	515.6088559131239	723.2337986543098	1372.2694019870098	884.1630624457148	698.9911054582519	616.8547247148622	847.7741366487421	1009.2439209491126	886.2295380756	608.4456478614654	400.83876642206525	980.073546030216	614.0058469574567	653.1982387406994	483.035581111309	805.1010482568523	311.30711625379047	452.8953287590855	666.5315575962035	825.2636866900756	865.2536716645758	562.7197369859215	779.9467138829897	665.0190794022909	563.4536933015435	447.6131156189288	602.3878791146609	611.2775554737207	994.8088519913738	679.8428732897858	665.5760965545553	487.26565564024565	634.9287227313589	534.8642640888928	707.4631329330153	676.7497525558605	689.9338019683597	777.6014272052795	557.367815893319	521.9968870857764	628.947131874372	670.9809161392022	402.9489362878212	622.7908018033619	558.3637553118317	478.01420564165824	497.6537703862321	656.6076711043453	543.9177674107374	897.8738532694151	616.8428448619696	707.1131214219628	582.4332509400368	401.53560888820044	504.6029802403918	588.8924811015511	505.39301353960815	593.8852756474114	635.0389462922778	631.5092513902158	517.1820509578959	272.4520728085877	640.0123969662618	267.17659496195427	564.8047678653135	851.2423248779925	364.46851333311236	1208.4845630233585	696.0730304352717	400.500534053263	748.2166988541323	573.241541324334	528.7804839196251	1802.4766844463236	1624.2457108522847	1056.1901491343099	890.1025795530976	928.0262376144893	887.0140006252243	607.9895733474599	326.5690717474895	600.2615495892253	811.3896330809553	1230.0692840425304	1030.8949279836706	555.5986677959796	810.4997360219327	614.3151874862783	606.4181584594095	1175.7389729100282	496.16949691987867	850.4925531353684	612.6634693479888	1215.6927827201735	581.6480156474194	433.7360837972476	1625.3324697058647	713.6612498687819	2985.245883905378
PWY-7315	14981.006498984756	12426.5664632385	16105.41502445049	14913.44190593805	14213.820013626182	12223.103990538637	14483.58119068186	16262.199102147059	10360.43446206701	13744.850816481816	13748.336412397757	14283.788222888727	13506.17757860608	14884.510025894428	13291.179066714365	17922.59075872417	15562.801848042911	14928.01741733922	15633.336411448117	13853.620350060715	13487.285169583387	10705.248146957425	14824.36910104379	16407.433135916046	14739.095400497683	7747.387384126595	10415.030218074813	13067.707586247234	15173.8497649049	8184.390336519936	9385.191809717988	13656.352764630885	14160.39744020892	16036.349518763682	13280.000180231355	13838.379519340124	12475.103948304879	13485.070580537587	17451.213780195038	13767.927759095977	15189.114686313422	17986.643136179242	19205.77851673005	8801.8345568664	7639.314508911064	8692.034127966832	8532.554908346407	9496.355972321508	7705.7020935847295	8566.754482034095	11646.183930624135	11434.80760208275	10370.595212867722	10805.986822065874	11109.822768795511	12049.949457214643	10110.141014001258	8858.287708200995	10951.108007217155	12703.858307326367	11756.081953209585	14248.253610189224	7775.524138740181	13660.607505587272	6380.043749276386	12955.464015363763	13585.924217663945	15625.691660419756	8522.93603704122	8997.629937438123	7788.4359568409545	7732.456399038943	9063.41766531967	9654.967265597352	9311.535273868752	11953.350459478157	8616.582960633104	8118.281238775629	10929.226528715917	11777.475378192134	8965.85194853429	11442.899064980078	8053.5599505013215	8902.861373759706	7618.783996866889	6223.992071175348	8782.167022050859	10893.032225576926	9109.15328097632	9480.4578546835	12615.031730937179	13182.900310242663	8477.390068051143	7912.756680549398	7009.853766680711	10483.964206932864	7697.150684376535	9567.624085076764	9082.611605958447	12285.600095108124	7275.294859648406	9756.209591803889	8476.810804691311	9125.371646696978	7664.171010786317	29725.125038469585	17372.248523107195	16442.907807565105	14328.645093561088	16566.770275033727	14809.565796708132	6497.981056451366	16797.91379637573	10848.076307801191	22231.60655468948	14003.831937949977	13044.226017511475	11545.140237193229	15161.776697222078	9988.715036441998	19522.026906360647	11583.072779755405	19386.42653565657	10341.434045614415	23791.20319416813	9357.900469239097	12509.786259312354	26257.18726958587	20398.156882948988	11566.94264283989
PWY-7316	8883.129465411643	7984.3913353162325	9579.016301459007	8416.665707717973	8819.350323800862	7803.394156466644	8481.97228878705	10223.068015015999	5471.76920499178	10060.123551914785	10953.649604392334	8281.065713823698	8898.873152988373	16847.354138626175	13076.47618916844	6915.894501276593	8189.550844794126	9313.728918371158	8379.02742576184	7937.8496291486035	8369.07901191094	12889.117397820919	10541.343573815524	10312.869770115449	9389.639725277879	14611.648518430047	9727.709644259572	8141.110592003782	12704.205029645198	12176.981131238128	11161.666768734895	8571.83782298503	7942.34355534584	12844.577056219114	12002.889396374429	9724.910729808482	8485.970501959644	10144.44631380572	14212.455268745882	9708.78377754363	9039.404367474484	11666.559927391529	11555.871409200814	7806.364815554174	8965.987517470934	6841.937545581475	9230.59380627142	10154.024620068616	5810.153813860646	8914.91457882792	9009.145493275733	12666.245184797994	12871.378880745411	7879.7107324361	10161.55069029157	7266.1752217313415	7011.09673444652	7606.624493467157	8180.637741097101	10538.582441544675	9491.316306933604	9464.649695357144	6870.33072866051	8322.774285844842	10190.64447404989	7647.922821912045	9969.899755026076	10607.449473712393	9345.60655655823	7751.433580974501	6211.0492619181	10093.866308898265	7885.386281990671	6881.440662014636	11274.380798731447	7514.576270514432	5894.115032636164	8719.76317377704	7027.595989070752	8663.949076023799	9960.508319120572	7135.659865383375	9156.76583332279	7077.929881382147	6933.573841147349	5384.72048508667	7310.329123907314	6936.473457816769	7303.194188455513	7135.392243008711	7890.360072713977	7074.72363078814	5720.11888165357	6978.183834864313	7251.5580109241355	6761.146786030505	5437.883746934457	7547.69340681188	6587.945165783616	8642.943802343982	6612.996896577033	7411.106250425786	6135.6036027900245	6884.769389026872	4661.835270180978	25008.091193854656	10980.488653563849	11555.413727766645	8915.978489702324	13214.786076117636	8364.391689927446	5128.300329465546	9145.655819436979	10929.451068022001	14078.406790691748	14835.384597777242	8365.587191991173	13734.640182843796	10038.329730776532	8862.16563817738	12980.410413658808	10292.857940398391	10877.072375649519	10852.714358722476	13010.41138328444	8935.209681538186	6609.11628655788	19824.15881110648	11259.763845595508	6614.775269758109
PWY-7323	18485.418050899756	16683.574504688742	19650.370245961283	18180.54151596125	17441.358192472526	16543.001641662482	18398.665433560163	19302.389947865602	17408.250878564046	20532.60449088691	22610.741496280054	17218.766588693165	18412.399832440813	32016.896880951568	27172.104105786264	16354.360383269386	18463.27989425633	18108.447530003188	17940.38205944288	15659.549642066675	18208.39347880606	24324.754584417078	22753.017221639813	20480.45069936913	19702.315999193015	25065.51532423962	17776.930686317424	17202.396498764498	17572.792434632032	20447.8984656774	20521.89215088659	17252.69638863224	15546.338935473343	17321.831601692906	22465.07740866791	20575.333873357293	18761.16219895803	21374.368477007458	23986.867190640416	19696.61157414781	18876.5120318872	17917.123207082084	24345.456781435794	15202.19443566668	16804.143877608392	13324.403544523388	17591.869339702225	19053.770140175788	10894.96697741016	17376.29887665501	17802.053618247828	22976.284888078208	21912.711222894395	14059.789779217628	18791.87406029956	14351.914942306352	14109.779241620983	14500.416752253894	16821.754048460294	21896.042385789173	17977.08153639262	19045.201509446735	12630.058495404071	18093.48744764921	17704.01743423185	16085.088691609735	19874.473168230765	21267.45132550011	17769.77775267973	16217.355936915652	12287.904654961878	18049.797286176	13850.323715553552	13880.936914658574	19458.858316821308	14309.783548218365	12396.977109053154	16010.499221008604	13930.386622655722	15784.606277663945	18700.060855630993	13724.249353559771	17414.00915472807	13109.24526538212	13229.931016287504	11532.72360121334	13164.53490822648	14713.856167390353	15341.273604817137	14583.813217575762	16558.273482679306	16131.853470830974	12419.522064007555	15123.246852093096	14511.338362086377	14278.7238385289	12422.92649250834	14822.648000737974	15007.560281399708	16120.981154137266	13526.87846960365	14421.42302773862	12189.832716899175	14879.55229337246	11991.062223115581	47692.95785816262	24274.722826817935	23192.54323350174	18884.67433611594	26310.741882466842	18234.47244089818	10089.148407528643	20175.736961572908	20116.89697120066	29929.40361634118	26964.036306866055	15511.894226070797	25598.749769748978	19178.340001390075	17017.029713600023	22876.4034717774	18640.73066361431	23324.889411455566	19711.970988965928	29321.065796945742	16385.216125525832	14659.096285418243	38009.4860163709	24807.991827281727	17871.788034951573
PWY-7328	9275.74182039651	7817.4646104739695	9711.155091445402	8896.312245616959	9056.471531427816	7957.051615733441	9240.820088806315	9736.316963083054	5289.023409600904	9220.015326228062	7319.741393747885	9463.486611401013	8642.06469002463	8768.970620810858	8237.42264117686	10430.775544456777	9851.1832813109	7214.39140184161	9061.547799663827	9262.886935990566	8962.283887394595	5684.261253044371	9712.05734844134	10425.624893870838	9342.601715357085	3753.404142984226	6847.890993271234	8668.678087025053	5735.591010477217	5247.9598139667	6551.127535724616	8447.247598240443	8643.951396432598	6920.840719502419	8711.471152167034	9497.941276414846	8569.248313688224	6904.799794505821	8383.000568621794	8819.274395122851	9729.02132068215	11295.619128750543	11849.538568359834	3699.916892879387	4083.947562221772	4685.017606465872	4538.873075142358	3225.9129747192487	4222.178834344954	4522.666374238293	5309.922494192116	7527.296444419763	6811.6465481838495	5369.141848278422	7262.555230022202	7405.653413974349	5750.150125774446	5857.1623193814385	6369.63255548199	5063.411891700562	7411.146306505227	8701.253157905443	4975.927664794567	8464.793597352813	3454.286209690785	8220.291736474472	7330.751713731465	9010.138994934596	5894.793980637757	4700.036899908232	4724.7317321223045	5063.178635856029	3830.2566601582844	5842.789320768757	5983.117616051175	7173.65597044646	5388.478379236914	5174.9365694374155	6631.449522761067	6712.375557014552	5112.472548704429	6895.121313998579	4800.804400776343	4247.005077818336	2857.5367893219955	3804.307280506288	4107.418561635483	6705.25774962961	6435.431024375471	6323.672545739335	7766.8214243675	8261.971031804553	5301.251358996971	3776.2085148359893	3297.1394511691237	6554.407518436405	5044.170845955009	6163.792648168138	6326.723682256218	7057.855408047177	3696.82533340501	4335.702335739087	5256.050613796738	5401.992632876252	4203.117263475014	19706.792096132405	10525.481894626007	10360.962448505921	8626.120475352289	11178.308114567277	9443.344794665652	4250.284919392477	10361.28257493847	7005.067769177214	13188.663233220925	9228.337976254938	8177.874875279977	8099.831781001515	9577.264588777953	6615.001077628433	10614.868664590495	7073.325811156507	11878.184757512436	6672.944381850048	14841.95837112915	6059.760792978576	8228.944754449123	15614.439355378163	12756.99203802176	6320.369774468074
