"","asv_id","kingdom_final","phylum_final","class_final","order_final","family_final","genus_final","species_final","curated_species_femmicro","expected_communities"
"365","p3_ASV_147","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Lawsonella","clevelandensis_A","",""
"366","p3_ASV_140","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Lawsonella","clevelandensis_A","",""
"367","p3_ASV_55","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Lawsonella","clevelandensis_A","",""
"368","p2_ASV_134","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","fermentum","",""
"369","p1_ASV_127","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","fermentum","",""
"370","p5_ASV_32","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","fermentum","fermentum",""
"371","p5_ASV_70","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","fermentum","",""
"372","p3_ASV_117","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","fermentum","",""
"373","p1_ASV_130","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","fermentum","",""
"374","p2_ASV_110","Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Limosilactobacillus","fermentum","",""
"375","p4_ASV_182","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium","terrae/platani/aquaticum/currus/sp019216885/tarhaniae/aquaticum_C","",""
"376","p3_ASV_141","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","gordoncarteri","",""
"377","p4_ASV_273","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,NA,""
"378","p5_ASV_96","Bacteria","Bacillota","Bacilli",NA,NA,NA,NA,NA,""
"379","p5_ASV_97","Bacteria","Bacillota","Bacilli",NA,NA,NA,NA,NA,""
"380","p2_ASV_128","Bacteria","Bacillota","Bacilli",NA,NA,NA,NA,"",""
"381","p3_ASV_115","Bacteria","Bacillota","Bacilli",NA,NA,NA,NA,"",""
"382","p2_ASV_41","Bacteria","Bacillota","Bacilli",NA,NA,NA,NA,"",""
"383","p1_ASV_129","Bacteria","Bacillota","Bacilli",NA,NA,NA,NA,"",""
"384","p5_ASV_102","Bacteria","Bacillota_A","Clostridia","Oscillospirales","Oscillospiraceae",NA,NA,NA,""
"385","p5_ASV_89","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,NA,""
"386","p3_ASV_170","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae",NA,NA,NA,""
"387","p3_ASV_22","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Otoolea","symbiosa","symbiosa","S2"
"388","p1_ASV_123","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis","distasonis","NS1/NS6/S2/S5"
"389","p2_ASV_75","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis","distasonis","NS1/NS6/S2/S5"
"390","p3_ASV_13","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis","distasonis","NS1/NS6/S2/S5"
"391","p3_ASV_142","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis","distasonis","NS1/NS6/S2/S5"
"392","p3_ASV_6","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis","distasonis","NS1/NS6/S2/S5"
"393","p2_ASV_86","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis","distasonis","NS1/NS6/S2/S5"
"394","p1_ASV_156","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis","distasonis","NS1/NS6/S2/S5"
"395","p2_ASV_138","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis","distasonis","NS1/NS6/S2/S5"
"396","p2_ASV_114","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis","distasonis","NS1/NS6/S2/S5"
"397","p4_ASV_103","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis","distasonis","NS1/NS6/S2/S5"
"398","p4_ASV_16","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis","distasonis","NS1/NS6/S2/S5"
"399","p2_ASV_18","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis","distasonis","NS1/NS6/S2/S5"
"400","p4_ASV_18","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis","distasonis","NS1/NS6/S2/S5"
"401","p2_ASV_137","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis","distasonis","NS1/NS6/S2/S5"
"402","p2_ASV_117","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","distasonis","distasonis","NS1/NS6/S2/S5"
"403","p3_ASV_175","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","merdae","merdae","NS1/NS6"
"404","p1_ASV_146","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","merdae","merdae","NS1/NS6"
"405","p2_ASV_94","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","merdae","merdae","NS1/NS6"
"406","p4_ASV_8","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","merdae","merdae","NS1/NS6"
"407","p3_ASV_134","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","merdae","merdae","NS1/NS6"
"408","p5_ASV_57","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","merdae","merdae","NS1/NS6"
"409","p2_ASV_85","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","merdae","merdae","NS1/NS6"
"410","p3_ASV_179","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",NA,"","NS1/NS6/S2/S5"
"411","p3_ASV_177","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",NA,"distasonis","NS1/NS6/S2/S5"
"412","p3_ASV_168","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",NA,"distasonis","NS1/NS6/S2/S5"
"413","p3_ASV_167","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",NA,"distasonis","NS1/NS6/S2/S5"
"414","p5_ASV_77","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",NA,"distasonis","NS1/NS6/S2/S5"
"415","p1_ASV_134","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",NA,"distasonis","NS1/NS6/S2/S5"
"416","p2_ASV_89","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",NA,"distasonis","NS1/NS6/S2/S5"
"417","p2_ASV_140","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",NA,"distasonis/merdae","NS1/NS6/S2/S5"
"418","p3_ASV_8","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",NA,"distasonis","NS1/NS6/S2/S5"
"419","p5_ASV_68","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",NA,"distasonis","NS1/NS6/S2/S5"
"420","p3_ASV_145","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",NA,"distasonis","NS1/NS6/S2/S5"
"421","p1_ASV_171","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",NA,"distasonis","NS1/NS6/S2/S5"
"422","p2_ASV_96","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",NA,"distasonis","NS1/NS6/S2/S5"
"423","p5_ASV_87","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",NA,"distasonis","NS1/NS6/S2/S5"
"424","p1_ASV_164","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",NA,"distasonis/merdae","NS1/NS6/S2/S5"
"425","p2_ASV_159","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",NA,"distasonis","NS1/NS6/S2/S5"
"426","p2_ASV_160","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides",NA,"distasonis","NS1/NS6/S2/S5"
"427","p3_ASV_161","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","sphaerophysae","",""
"428","p3_ASV_116","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Paucibacter_A","oligotrophus_A/sp001477625","",""
"429","p4_ASV_148","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Paucibacter_A","sp025717675","",""
"430","p4_ASV_206","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Pelomonas","aquatica","",""
"431","p2_ASV_123","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Pelomonas","saccharophila","",""
"432","p2_ASV_36","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Pelomonas","saccharophila","",""
"433","p1_ASV_71","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","dorei","dorei","S2"
"434","p2_ASV_35","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","dorei","dorei","S2"
"435","p2_ASV_39","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","dorei","dorei","S2"
"436","p1_ASV_120","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","dorei","dorei","S2"
"437","p3_ASV_19","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","dorei","dorei","S2"
"438","p3_ASV_2","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","dorei","dorei","S2"
"439","p2_ASV_37","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","dorei","dorei","S2"
"440","p5_ASV_95","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola",NA,"dorei/vulgatus","NS1/NS6/S2/S5"
"441","p2_ASV_156","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola",NA,"dorei/vulgatus","NS1/NS6/S2/S5"
"442","p3_ASV_187","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola",NA,"","NS1/NS6/S2/S5"
"443","p3_ASV_162","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola",NA,"dorei/vulgatus","NS1/NS6/S2/S5"
"444","p3_ASV_169","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola",NA,"dorei/vulgatus","NS1/NS6/S2/S5"
"445","p1_ASV_150","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola",NA,"dorei/vulgatus","NS1/NS6/S2/S5"
"446","p2_ASV_122","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola",NA,"dorei/vulgatus","NS1/NS6/S2/S5"
"447","p3_ASV_9","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola",NA,"dorei/vulgatus","NS1/NS6/S2/S5"
"448","p3_ASV_182","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola",NA,"dorei/vulgatus","NS1/NS6/S2/S5"
"449","p1_ASV_114","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola",NA,"dorei/vulgatus","NS1/NS6/S2/S5"
"450","p3_ASV_41","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola",NA,"dorei/vulgatus","NS1/NS6/S2/S5"
"451","p3_ASV_5","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola",NA,"dorei/vulgatus","NS1/NS6/S2/S5"
"452","p2_ASV_124","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola",NA,"dorei/vulgatus","NS1/NS6/S2/S5"
"453","p2_ASV_126","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola",NA,"dorei/vulgatus","NS1/NS6/S2/S5"
"454","p5_ASV_82","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola",NA,"dorei/vulgatus","NS1/NS6/S2/S5"
"455","p2_ASV_155","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola",NA,"dorei/vulgatus","NS1/NS6/S2/S5"
"456","p4_ASV_257","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola",NA,"vulgatus","NS1/NS6/S2/S5"
"457","p3_ASV_180","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola",NA,"","NS1/NS6/S2/S5"
"458","p3_ASV_181","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola",NA,"","NS1/NS6/S2/S5"
"459","p1_ASV_132","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","vulgatus","vulgatus","NS1/NS6/S2/S5"
"460","p1_ASV_64","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","vulgatus","vulgatus","NS1/NS6/S2/S5"
"461","p1_ASV_57","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","vulgatus","vulgatus","NS1/NS6/S2/S5"
"462","p2_ASV_121","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","vulgatus","vulgatus","NS1/NS6/S2/S5"
"463","p2_ASV_50","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","vulgatus","vulgatus","NS1/NS6/S2/S5"
"464","p2_ASV_69","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","vulgatus","vulgatus","NS1/NS6/S2/S5"
"465","p3_ASV_10","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","vulgatus","vulgatus","NS1/NS6/S2/S5"
"466","p1_ASV_98","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","vulgatus","vulgatus","NS1/NS6/S2/S5"
"467","p3_ASV_35","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","vulgatus","vulgatus","NS1/NS6/S2/S5"
"468","p4_ASV_3","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","vulgatus","vulgatus","NS1/NS6/S2/S5"
"469","p1_ASV_74","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","vulgatus","vulgatus","NS1/NS6/S2/S5"
"470","p2_ASV_6","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","vulgatus","vulgatus","NS1/NS6/S2/S5"
"471","p2_ASV_106","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","vulgatus","vulgatus","NS1/NS6/S2/S5"
"472","p2_ASV_47","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","vulgatus","vulgatus","NS1/NS6/S2/S5"
"473","p2_ASV_71","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","vulgatus","vulgatus","NS1/NS6/S2/S5"
"474","p3_ASV_151","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter","sp903935355/arcticus/sp018688155/sp018687675/sp018882335/duraquae/sp018881605/sp018882095/sp001889925/brandtiae/corsicus/sp030295705/sp018881975/sp018688355/sp018882365/sp018881965/aenigmaticus/antarcticus/sp018881595/sp018881905/meluiroseus/hallstattensis/sp018882085","",""
"475","p3_ASV_157","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter","sp903935355/arcticus/sp018688155/sp018687675/sp018882335/duraquae/sp018881605/sp018882095/sp001889925/brandtiae/corsicus/sp030295705/sp018881975/sp018688355/sp018882365/sp018881965/aenigmaticus/antarcticus/sp018881595/sp018881905/meluiroseus/hallstattensis/sp018882085","",""
"476","p3_ASV_94","Bacteria","Bacillota_A","Clostridia","Oscillospirales","Oscillospiraceae","Pseudoflavonifractor_A","sp022772585","sp022772585","NS6"
"477","p3_ASV_86","Bacteria","Bacillota","Bacilli","Bacillales_B","Domibacillaceae","Quasibacillus","thermotolerans","",""
"478","p2_ASV_105","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia","sp016429285/insidiosa","",""
"479","p4_ASV_152","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Rhodoferax_C","sp027924025","",""
"480","p4_ASV_253","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Rhodoferax_C","sp027924025","sp027924025",""
"481","p4_ASV_184","Bacteria","Actinomycetota","Actinomycetes","Actinomycetales","Micrococcaceae","Rothia","amarae","",""
"482","p3_ASV_29","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Ruminococcus_B","gnavus","gnavus","S2/S5"
"483","p3_ASV_111","Bacteria","Bacillota_A","Clostridia","Lachnospirales","Lachnospiraceae","Ruminococcus_B","gnavus","gnavus","S2/S5"
"484","p2_ASV_139","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","diarizonae/houtenae/enterica","",""
"485","p3_ASV_89","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","diarizonae/houtenae/enterica","",""
"486","p2_ASV_109","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","diarizonae/houtenae/enterica","",""
"487","p5_ASV_48","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","diarizonae/houtenae/enterica","",""
"488","p3_ASV_133","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","diarizonae/houtenae/enterica","",""
"489","p1_ASV_141","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","diarizonae/houtenae/enterica","",""
"490","p2_ASV_120","Bacteria","Bacillota_A","Clostridia","Clostridiales","Clostridiaceae","Sarcina","perfringens","perfringens","NS1/NS6"
"491","p3_ASV_129","Bacteria","Bacillota_A","Clostridia","Clostridiales","Clostridiaceae","Sarcina","perfringens","perfringens","NS1/NS6"
"492","p5_ASV_17","Bacteria","Bacillota_A","Clostridia","Clostridiales","Clostridiaceae","Sarcina","perfringens","perfringens","NS1/NS6"
"493","p5_ASV_52","Bacteria","Bacillota_A","Clostridia","Clostridiales","Clostridiaceae","Sarcina","perfringens","perfringens","NS1/NS6"
"494","p1_ASV_113","Bacteria","Bacillota_A","Clostridia","Clostridiales","Clostridiaceae","Sarcina","perfringens","perfringens","NS1/NS6"
"495","p5_ASV_53","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","sp000803065/sp022662475/alpina/echinoides_A/sp000251145/alpina_A/sp029911635/sp030854225/phytovorans/sp000797515/echinoides","",""
"496","p3_ASV_77","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","epidermidis","epidermidis","S5"
"497","p3_ASV_120","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","epidermidis","epidermidis","S5"
"498","p1_ASV_46","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","hominis","hominis","NS1/NS6/S2"
"499","p1_ASV_122","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus","hominis","hominis","NS1/NS6/S2"
"500","p2_ASV_135","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",NA,"","NS1/NS6/S2/S5"
"501","p3_ASV_119","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",NA,"","NS1/NS6/S2/S5"
"502","p3_ASV_40","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",NA,"","NS1/NS6/S2/S5"
"503","p3_ASV_70","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",NA,"","NS1/NS6/S2/S5"
"504","p1_ASV_131","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",NA,"","NS1/NS6/S2/S5"
"505","p1_ASV_60","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",NA,"","NS1/NS6/S2/S5"
"506","p1_ASV_152","Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Staphylococcus",NA,"","NS1/NS6/S2/S5"
"507","p3_ASV_78","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sp001556435","sp001556435","NS1/NS6"
"508","p1_ASV_169","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"wadsworthensis","NS1/NS6"
"509","p4_ASV_242","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"wadsworthensis","NS1/NS6"
"510","p4_ASV_141","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"wadsworthensis","NS1/NS6"
"511","p3_ASV_137","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"wadsworthensis","NS1/NS6"
"512","p3_ASV_127","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"wadsworthensis","NS1/NS6"
"513","p3_ASV_126","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"wadsworthensis","NS1/NS6"
"514","p4_ASV_112","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"wadsworthensis","NS1/NS6"
"515","p4_ASV_179","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"wadsworthensis","NS1/NS6"
"516","p3_ASV_146","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"wadsworthensis","NS1/NS6"
"517","p4_ASV_92","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"wadsworthensis","NS1/NS6"
"518","p3_ASV_105","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"wadsworthensis","NS1/NS6"
"519","p3_ASV_14","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"wadsworthensis","NS1/NS6"
"520","p3_ASV_63","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"wadsworthensis","NS1/NS6"
"521","p3_ASV_93","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"wadsworthensis","NS1/NS6"
"522","p4_ASV_123","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"wadsworthensis","NS1/NS6"
"523","p4_ASV_163","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"wadsworthensis","NS1/NS6"
"524","p4_ASV_170","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"wadsworthensis","NS1/NS6"
"525","p3_ASV_139","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"wadsworthensis","NS1/NS6"
"526","p4_ASV_124","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"wadsworthensis","NS1/NS6"
"527","p4_ASV_157","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"wadsworthensis","NS1/NS6"
"528","p4_ASV_265","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella",NA,"wadsworthensis","NS1/NS6"
"529","p3_ASV_91","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","wadsworthensis","wadsworthensis","NS1/NS6"
"530","p3_ASV_150","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","wadsworthensis","wadsworthensis","NS1/NS6"
"531","p4_ASV_21","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","wadsworthensis","wadsworthensis","NS1/NS6"
"532","p1_ASV_82","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","wadsworthensis","wadsworthensis","NS1/NS6"
"533","p1_ASV_148","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Sutterella","wadsworthensis","wadsworthensis","NS1/NS6"
"534","p4_ASV_81","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","UBA1547","UBA1547","sp021847685","sp021847685",""
"535","p4_ASV_185","Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","Villigracilaceae","Villigracilis","sp016866215","",""
