ID	Total pathways	Naive	MinPath	Bacteria	Non-Bacteria	Cyclitol biosynthesis	8-oxo-GTP-detoxification	Antibiotic resistance	Other degradation	Protein modification	Secondary metabolite biosynthesis	Carboxylic acid biosynthesis	Fluorescence protein biosynthesis	Aldehyde degradation	Aminoacyl-tRNAs-charging	Amide, amidine, amine, and polyamine biosynthesis	Storage compound biosynthesis	Cyclitol degradation	Cofactor, carrier, and vitamin biosynthesis	Amide, amidine, amine, and polyamine degradation	Hydrocarbon degradation	Aromatic compound degradation	Protein degradation	Cell structure biosynthesis	Carboxylic acid degradation	Acetate degradation	Alcohol degradation	Chlorinated compound degradation	Polyprenyl biosynthesis	Tetrapyrrole biosynthesis	nan	Hormone, neurotransmitter, and signaling molecule degradation	Cyanide detoxification	Carbohydrate biosynthesis	Nucleotide-alditol biosynthesis	Secondary metabolite degradation	Amino acid biosynthesis	Chromoprotein biosynthesis	Nucleoside and nucleotide degradation	Carbohydrate degradation	Polymeric compound degradation	Other biosynthesis	Arsenic detoxification	Reactive oxygen species degradation	C1 Compound utilization and assimilation	Fatty acid and lipid degradation	Hormone, neurotransmitter, and signaling molecule biosynthesis	Nucleoside and nucleotide biosynthesis	Mercury detoxification	Nucleic acid processing	Methylglyoxal detoxification	Cofactor, carrier, and vitamin degradation	Inorganic nutrient metabolism	Acid resistance	Amino acid degradation	Metabolic regulator biosynthesis	Nitrogen remobilization from senescing leaves	Metabolic regulators	Aromatic compound biosynthesis	Hydrocarbon biosynthesis	Fatty acid and lipid biosynthesis	Seleno amino acid detoxification
S_NS1_Pm_023_v1v9_picrust2_db_updated_parsed_report.tsv	378	378	256	356	22	0	0	2	3	1	23	5	0	1	1	7	1	0	55	3	0	16	0	13	11	1	5	0	4	7	378	0	0	19	0	2	33	0	13	33	7	7	0	0	12	2	1	25	0	3	0	0	9	0	12	0	0	1	1	0	22	0
S_S2_Ea_077_v1v9_picrust2_db_updated_parsed_report.tsv	390	390	237	367	23	0	0	2	5	0	20	5	0	1	1	5	1	2	53	3	0	26	0	12	14	1	7	0	4	7	390	0	0	20	0	2	33	0	13	31	6	4	0	0	12	4	1	26	0	3	0	0	4	0	17	0	0	1	2	0	21	0
S_S2_Pd_083_v1v9_picrust2_db_updated_parsed_report.tsv	380	380	262	356	24	0	0	3	3	0	21	4	0	1	1	7	1	0	53	3	0	14	0	15	11	1	5	0	4	4	380	0	0	25	0	2	33	0	13	34	6	6	0	0	12	2	1	26	0	3	0	0	10	0	12	0	0	1	1	0	22	0
S_S2_Hf_081_v1v9_picrust2_db_updated_parsed_report.tsv	254	254	108	234	20	0	0	2	2	0	8	4	0	0	1	2	1	2	24	4	0	19	0	10	8	1	6	0	4	0	254	0	0	15	0	2	20	0	12	27	6	1	0	0	10	0	1	22	0	3	0	0	1	0	6	0	0	1	1	0	6	0
S_S5_Dg_099_picrust2_db_updated_parsed_report.tsv	350	350	220	328	22	0	0	2	3	0	15	4	0	1	1	7	1	0	36	2	0	25	0	9	9	1	6	0	4	4	350	0	0	22	0	5	32	0	12	28	7	4	0	0	11	5	1	25	0	3	0	0	6	0	13	0	0	1	1	0	19	0
S_NS1_Pd_022_picrust2_db_updated_parsed_report.tsv	376	376	255	352	24	0	0	3	3	0	21	4	0	1	1	7	1	0	53	3	0	14	0	15	10	1	5	0	4	4	376	0	0	25	0	2	33	0	13	30	5	6	0	0	12	2	1	26	0	3	0	0	10	0	12	0	0	1	1	0	22	0
S_S5_Fp_105_picrust2_db_updated_parsed_report.tsv	335	335	205	313	22	0	0	2	3	0	20	4	0	1	1	7	1	0	38	2	0	15	0	10	11	1	5	0	4	9	335	0	0	19	0	2	31	0	12	29	7	4	0	0	11	1	1	25	0	3	0	0	4	0	12	0	0	1	0	0	19	0
S_S5_Dg_099_v1v9_picrust2_db_updated_parsed_report.tsv	350	350	220	328	22	0	0	2	3	0	15	4	0	1	1	7	1	0	36	2	0	25	0	9	9	1	6	0	4	4	350	0	0	22	0	5	32	0	12	28	7	4	0	0	11	5	1	25	0	3	0	0	6	0	13	0	0	1	1	0	19	0
S_S5_Bg_092_picrust2_db_updated_parsed_report.tsv	410	410	282	385	25	0	0	2	4	0	21	5	0	1	1	7	1	2	55	9	0	31	0	11	9	1	6	0	4	10	410	0	0	17	0	5	32	0	12	29	6	6	0	0	12	8	1	26	0	3	0	0	11	0	19	0	0	1	2	0	19	0
S_NS6_Bv_037_picrust2_db_updated_parsed_report.tsv	393	393	265	371	22	0	0	2	3	0	21	4	0	1	1	7	1	0	57	5	0	25	0	14	12	1	6	0	4	10	393	0	0	23	0	2	32	0	12	30	7	7	0	0	12	1	1	26	0	3	0	0	9	0	14	0	0	1	2	0	22	0
S_NS6_Ef_051_v1v9_picrust2_db_updated_parsed_report.tsv	447	447	330	421	26	0	0	3	5	0	26	5	0	1	1	7	1	0	56	8	0	37	0	15	14	1	7	1	4	10	447	0	0	24	0	5	33	0	12	34	6	6	0	0	12	9	1	26	0	3	0	0	11	0	18	0	0	2	1	0	25	0
S_NS1_Pm_023_picrust2_db_updated_parsed_report.tsv	378	378	256	356	22	0	0	2	3	1	23	5	0	1	1	7	1	0	55	3	0	16	0	13	11	1	5	0	4	7	378	0	0	19	0	2	33	0	13	33	7	7	0	0	12	2	1	25	0	3	0	0	9	0	12	0	0	1	1	0	22	0
S_S5_El_100_v1v9_picrust2_db_updated_parsed_report.tsv	318	318	206	299	19	0	0	2	3	0	14	5	0	1	1	5	1	0	42	5	0	15	0	12	2	1	7	0	4	5	318	0	0	21	0	2	32	0	10	18	2	4	0	0	11	1	1	25	0	3	0	0	6	0	9	0	0	1	1	0	21	0
S_NS1_Am_001_picrust2_db_updated_parsed_report.tsv	334	334	218	313	21	0	0	2	1	0	17	4	0	0	1	7	1	0	53	1	0	12	0	13	4	1	5	0	4	4	334	0	0	20	0	2	32	0	7	22	5	6	0	0	10	0	1	26	0	3	0	0	9	0	11	0	0	1	1	0	22	0
S_S5_Pd_111_v1v9_picrust2_db_updated_parsed_report.tsv	380	380	262	356	24	0	0	3	3	0	21	4	0	1	1	7	1	0	53	3	0	14	0	15	11	1	5	0	4	4	380	0	0	25	0	2	33	0	13	34	6	6	0	0	12	2	1	26	0	3	0	0	10	0	12	0	0	1	1	0	22	0
S_S2_Rg_085_picrust2_db_updated_parsed_report.tsv	360	360	225	339	21	0	0	2	3	0	17	4	0	1	1	7	1	0	51	3	0	22	0	10	9	1	7	0	4	10	360	0	0	18	0	5	32	0	12	30	7	3	0	0	11	4	1	25	0	3	0	0	5	0	13	0	0	1	1	0	19	0
S_S5_Rg_113_picrust2_db_updated_parsed_report.tsv	364	364	227	343	21	0	0	2	3	0	18	4	0	1	1	7	1	0	51	5	0	24	0	10	9	1	7	0	4	10	364	0	0	18	0	5	32	0	12	30	7	3	0	0	11	4	1	25	0	3	0	0	5	0	13	0	0	1	1	0	19	0
S_NS1_Em_017_v1v9_picrust2_db_updated_parsed_report.tsv	451	451	332	424	27	0	0	3	5	0	26	5	0	1	1	7	1	0	56	8	0	38	0	15	15	1	7	0	4	10	451	0	0	24	0	5	34	0	13	35	6	6	0	0	12	9	1	26	0	3	0	0	11	0	18	0	0	2	1	0	25	0
S_NS1_Ao_003_v1v9_picrust2_db_updated_parsed_report.tsv	336	336	215	313	23	0	0	2	2	0	13	4	0	1	1	7	1	0	47	4	0	14	0	12	5	1	4	0	4	4	336	0	0	19	0	2	31	0	12	24	5	6	0	0	11	1	1	25	0	3	0	0	5	0	12	0	0	1	1	0	25	0
S_S5_Rf_112_picrust2_db_updated_parsed_report.tsv	366	366	216	343	23	0	0	2	3	0	18	5	0	1	1	7	1	0	49	4	0	27	0	11	9	1	7	0	4	4	366	0	0	22	0	2	32	0	12	21	5	4	0	0	11	1	1	23	0	3	0	0	8	0	14	0	0	1	1	0	22	0
S_S2_Af_119_picrust2_db_updated_parsed_report.tsv	326	326	214	303	23	0	0	2	2	0	13	4	0	1	1	7	1	0	47	3	0	14	0	12	1	1	3	0	4	4	326	0	0	19	0	2	31	0	12	19	5	6	0	0	11	1	1	25	0	3	0	0	4	0	12	0	0	1	1	0	25	0
S_S5_Ca_088_picrust2_db_updated_parsed_report.tsv	314	314	177	292	22	0	0	2	2	0	16	5	0	0	1	6	1	2	34	2	0	18	0	11	6	1	7	0	4	2	314	0	0	19	0	2	31	0	11	27	6	4	0	0	7	0	1	25	0	3	0	0	4	0	10	0	0	1	1	0	18	0
S_NS6_Bs_032_v1v9_picrust2_db_updated_parsed_report.tsv	363	363	249	342	21	0	0	2	3	0	17	4	0	1	1	7	1	0	54	3	0	14	0	13	11	1	4	0	4	4	363	0	0	20	0	2	32	0	12	29	8	7	0	0	12	1	1	25	0	3	0	0	9	0	12	0	0	1	1	0	22	0
S_S2_Rf_084_picrust2_db_updated_parsed_report.tsv	368	368	233	346	22	0	0	2	5	0	18	4	0	1	1	7	1	2	45	4	0	25	0	10	10	1	7	0	4	10	368	0	0	21	0	5	33	0	13	31	7	3	0	0	11	1	1	25	0	3	0	0	5	0	13	0	0	1	1	0	19	0
S_NS1_Ig_115_picrust2_db_updated_parsed_report.tsv	353	353	215	331	22	0	0	2	3	0	15	5	0	1	1	7	1	0	33	5	0	35	0	11	9	1	6	0	4	2	353	0	0	14	0	5	32	0	13	21	5	4	0	0	11	8	1	25	0	3	0	0	5	0	15	0	0	1	1	0	19	0
S_S2_Cc_069_v1v9_picrust2_db_updated_parsed_report.tsv	338	338	204	316	22	0	0	2	3	0	23	4	0	1	1	7	1	0	40	3	0	11	0	9	11	1	5	0	4	10	338	0	0	21	0	2	31	0	12	27	6	4	0	0	11	1	1	25	0	3	0	0	5	0	12	0	0	1	0	0	19	0
S_S5_Em_101_picrust2_db_updated_parsed_report.tsv	395	395	244	369	26	0	0	3	2	1	22	4	0	1	1	7	1	2	51	5	0	25	0	11	14	1	7	0	4	10	395	0	0	23	0	2	33	0	13	31	7	6	0	0	11	5	1	25	0	3	0	0	5	0	14	0	0	1	1	0	22	0
S_S5_Sc_120_v1v9_picrust2_db_updated_parsed_report.tsv	370	370	239	344	26	0	0	2	4	0	21	5	0	1	1	4	1	0	56	4	0	21	0	11	8	1	7	0	4	10	370	0	0	14	0	2	32	0	12	24	5	6	0	0	11	2	1	26	0	3	0	0	10	0	17	0	0	1	2	0	19	0
S_S2_Et_075_v1v9_picrust2_db_updated_parsed_report.tsv	407	407	249	381	26	0	0	3	3	1	22	4	0	1	1	7	1	2	55	6	0	31	0	11	13	1	7	0	4	10	407	0	0	24	0	2	33	0	13	33	7	6	0	0	10	5	1	25	0	3	0	0	5	0	14	0	0	1	1	0	22	0
S_S2_Et_074_picrust2_db_updated_parsed_report.tsv	407	407	249	381	26	0	0	3	3	1	22	4	0	1	1	7	1	2	55	6	0	31	0	11	13	1	7	0	4	10	407	0	0	24	0	2	33	0	13	33	7	6	0	0	10	5	1	25	0	3	0	0	5	0	14	0	0	1	1	0	22	0
S_NS6_Ef_049_picrust2_db_updated_parsed_report.tsv	357	357	222	333	24	0	0	2	3	0	19	5	0	1	1	5	1	2	45	5	0	22	0	11	12	1	7	0	4	4	357	0	0	19	0	5	29	0	12	28	7	6	0	0	11	0	1	26	0	3	0	0	5	0	13	0	0	1	2	0	19	0
S_S2_Et_075_picrust2_db_updated_parsed_report.tsv	407	407	249	381	26	0	0	3	3	1	22	4	0	1	1	7	1	2	55	6	0	31	0	11	13	1	7	0	4	10	407	0	0	24	0	2	33	0	13	33	7	6	0	0	10	5	1	25	0	3	0	0	5	0	14	0	0	1	1	0	22	0
S_S2_Fp_080_v1v9_picrust2_db_updated_parsed_report.tsv	367	367	240	345	22	0	0	2	3	0	17	5	0	1	1	7	1	2	35	5	0	30	0	11	13	1	7	0	4	7	367	0	0	15	0	5	32	0	13	29	6	3	0	0	12	8	1	25	0	3	0	0	4	0	14	0	0	1	1	0	19	0
S_NS1_Ig_115_v1v9_picrust2_db_updated_parsed_report.tsv	353	353	215	331	22	0	0	2	3	0	15	5	0	1	1	7	1	0	33	5	0	35	0	11	9	1	6	0	4	2	353	0	0	14	0	5	32	0	13	21	5	4	0	0	11	8	1	25	0	3	0	0	5	0	15	0	0	1	1	0	19	0
S_NS1_El_014_picrust2_db_updated_parsed_report.tsv	328	328	223	309	19	0	0	2	3	0	14	5	0	1	1	5	1	0	50	5	0	15	0	12	2	1	7	0	4	5	328	0	0	21	0	2	32	0	11	18	2	4	0	0	11	1	1	25	0	3	0	0	6	0	9	0	0	1	1	0	21	0
S_NS6_El_045_v1v9_picrust2_db_updated_parsed_report.tsv	325	325	213	306	19	0	0	2	3	0	14	5	0	1	1	5	1	0	49	5	0	15	0	12	2	1	7	0	4	5	325	0	0	20	0	2	32	0	10	18	2	4	0	0	11	1	1	25	0	3	0	0	7	0	9	0	0	1	1	0	21	0
S_S5_Cc_097_v1v9_picrust2_db_updated_parsed_report.tsv	397	397	256	374	23	0	0	2	3	0	24	4	0	1	1	7	1	2	45	7	0	34	0	10	13	1	6	0	4	10	397	0	0	22	0	5	33	0	13	30	7	4	0	0	12	5	1	25	0	3	0	0	6	0	14	0	0	1	1	0	19	0
S_NS6_Cb_041_v1v9_picrust2_db_updated_parsed_report.tsv	393	393	267	368	25	0	0	2	3	0	19	4	0	1	1	7	1	0	43	8	0	34	0	9	13	1	7	0	4	4	393	0	0	21	0	5	33	0	13	34	7	6	0	0	12	5	1	25	0	3	0	0	5	0	14	0	0	1	1	0	19	0
S_NS6_Af_030_v1v9_picrust2_db_updated_parsed_report.tsv	334	334	214	311	23	0	0	2	2	0	13	5	0	1	1	7	1	0	47	3	0	14	0	12	6	1	4	0	4	4	334	0	0	19	0	2	31	0	12	24	5	6	0	0	11	1	1	25	0	3	0	0	4	0	12	0	0	1	1	0	25	0
S_NS1_Em_017_picrust2_db_updated_parsed_report.tsv	451	451	332	424	27	0	0	3	5	0	26	5	0	1	1	7	1	0	56	8	0	38	0	15	15	1	7	0	4	10	451	0	0	24	0	5	34	0	13	35	6	6	0	0	12	9	1	26	0	3	0	0	11	0	18	0	0	2	1	0	25	0
S_S2_Ea_076_v1v9_picrust2_db_updated_parsed_report.tsv	390	390	237	367	23	0	0	2	5	0	20	5	0	1	1	5	1	2	53	3	0	26	0	12	14	1	7	0	4	7	390	0	0	20	0	2	33	0	13	31	6	4	0	0	12	4	1	26	0	3	0	0	4	0	17	0	0	1	2	0	21	0
S_NS1_Bv_007_v1v9_picrust2_db_updated_parsed_report.tsv	376	376	261	354	22	0	0	2	3	0	21	4	0	1	1	7	1	0	57	5	0	14	0	13	12	1	6	0	4	10	376	0	0	19	0	2	32	0	12	30	7	7	0	0	12	1	1	26	0	3	0	0	9	0	12	0	0	1	2	0	22	0
S_S5_Fp_106_v1v9_picrust2_db_updated_parsed_report.tsv	373	373	244	350	23	0	0	2	3	0	17	5	0	1	1	7	1	2	39	5	0	32	0	11	13	1	7	0	4	7	373	0	0	14	0	5	32	0	13	30	6	3	0	0	12	8	1	25	0	3	0	0	4	0	14	0	0	1	1	0	19	0
S_NS6_Am_029_picrust2_db_updated_parsed_report.tsv	333	333	221	311	22	0	0	2	1	1	17	4	0	0	1	7	1	0	53	1	0	8	0	13	5	1	5	0	4	4	333	0	0	21	0	2	32	0	7	26	6	6	0	0	10	0	1	26	0	3	0	0	7	0	11	0	0	1	1	0	22	0
S_NS6_He_053_v1v9_picrust2_db_updated_parsed_report.tsv	383	383	239	359	24	0	0	2	5	1	20	4	0	1	1	7	1	0	56	5	0	25	0	10	9	1	7	0	4	10	383	0	0	22	0	5	33	0	13	30	7	4	0	0	11	1	1	25	0	3	0	0	6	0	13	0	0	1	1	0	22	0
S_S2_Cc_070_picrust2_db_updated_parsed_report.tsv	375	375	241	352	23	0	0	2	3	0	18	4	0	1	1	7	1	0	39	8	0	28	0	9	13	1	7	0	4	4	375	0	0	21	0	5	33	0	13	31	7	4	0	0	11	5	1	25	0	3	0	0	6	0	14	0	0	1	1	0	19	0
S_NS1_Ba_008_picrust2_db_updated_parsed_report.tsv	321	321	187	301	20	0	0	2	3	0	14	5	0	0	1	4	1	0	44	4	0	19	0	11	6	1	6	0	4	2	321	0	0	19	0	2	32	0	9	18	4	6	0	0	11	1	1	25	0	3	0	0	5	0	12	0	0	1	1	0	19	0
S_NS1_He_021_v1v9_picrust2_db_updated_parsed_report.tsv	363	363	232	342	21	0	0	2	5	0	16	4	0	1	1	7	1	2	44	4	0	25	0	9	10	1	7	0	4	10	363	0	0	21	0	5	33	0	13	30	7	3	0	0	11	1	1	25	0	3	0	0	5	0	13	0	0	1	1	0	19	0
S_NS1_Shsn_025_v1v9_picrust2_db_updated_parsed_report.tsv	363	363	230	339	24	0	0	2	4	0	21	5	0	1	1	4	1	0	54	4	0	18	0	11	8	1	7	0	4	10	363	0	0	14	0	2	31	0	12	24	5	6	0	0	12	1	1	26	0	3	0	0	9	0	17	0	0	1	2	0	19	0
S_NS6_Cp_043_v1v9_picrust2_db_updated_parsed_report.tsv	341	341	217	319	22	0	0	2	3	0	20	5	0	1	1	7	1	2	40	6	0	18	0	11	11	1	7	0	4	4	341	0	0	15	0	2	31	0	12	27	6	4	0	0	11	2	1	26	0	3	0	0	6	0	13	0	0	1	1	0	19	0
