Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
2446R_L_F_S2_week5_S39_L001_R1_001	(16.0, 6.0)	(17.0, 24.0)	(18.0, 38.0)	(19.0, 59.0)	(20.0, 76.0)	(21.0, 125.0)	(22.0, 173.0)	(23.0, 301.0)	(24.0, 392.0)	(25.0, 503.0)	(26.0, 627.0)	(27.0, 841.0)	(28.0, 909.0)	(29.0, 1063.0)	(30.0, 1289.0)	(31.0, 1540.0)	(32.0, 1998.0)	(33.0, 2590.0)	(34.0, 3569.0)	(35.0, 5835.0)	(36.0, 12581.0)	(37.0, 58091.0)					
2446R_L_F_S2_week5_S39_L001_R2_001	(12.0, 8.0)	(13.0, 34.0)	(14.0, 129.0)	(15.0, 283.0)	(16.0, 257.0)	(17.0, 218.0)	(18.0, 213.0)	(19.0, 228.0)	(20.0, 246.0)	(21.0, 274.0)	(22.0, 358.0)	(23.0, 419.0)	(24.0, 542.0)	(25.0, 675.0)	(26.0, 915.0)	(27.0, 1193.0)	(28.0, 1571.0)	(29.0, 2353.0)	(30.0, 3479.0)	(31.0, 5060.0)	(32.0, 7359.0)	(33.0, 11141.0)	(34.0, 16086.0)	(35.0, 20840.0)	(36.0, 16781.0)	(37.0, 1968.0)	
2446R_L_F_S2_week6_S40_L001_R1_001	(17.0, 4.0)	(18.0, 12.0)	(19.0, 25.0)	(20.0, 66.0)	(21.0, 136.0)	(22.0, 223.0)	(23.0, 341.0)	(24.0, 492.0)	(25.0, 595.0)	(26.0, 714.0)	(27.0, 939.0)	(28.0, 1112.0)	(29.0, 1284.0)	(30.0, 1679.0)	(31.0, 2031.0)	(32.0, 2532.0)	(33.0, 3164.0)	(34.0, 4535.0)	(35.0, 7326.0)	(36.0, 16179.0)	(37.0, 75285.0)						
2446R_L_F_S2_week6_S40_L001_R2_001	(12.0, 7.0)	(13.0, 47.0)	(14.0, 193.0)	(15.0, 337.0)	(16.0, 314.0)	(17.0, 240.0)	(18.0, 252.0)	(19.0, 259.0)	(20.0, 299.0)	(21.0, 348.0)	(22.0, 435.0)	(23.0, 513.0)	(24.0, 649.0)	(25.0, 897.0)	(26.0, 1116.0)	(27.0, 1576.0)	(28.0, 2191.0)	(29.0, 3136.0)	(30.0, 4718.0)	(31.0, 6824.0)	(32.0, 9947.0)	(33.0, 14790.0)	(34.0, 21136.0)	(35.0, 26221.0)	(36.0, 20329.0)	(37.0, 1900.0)	
2446R_L_F_S2_week7_S41_L001_R1_001	(15.0, 1.0)	(16.0, 7.0)	(17.0, 23.0)	(18.0, 53.0)	(19.0, 57.0)	(20.0, 78.0)	(21.0, 203.0)	(22.0, 296.0)	(23.0, 441.0)	(24.0, 496.0)	(25.0, 668.0)	(26.0, 831.0)	(27.0, 1015.0)	(28.0, 1227.0)	(29.0, 1481.0)	(30.0, 1558.0)	(31.0, 1995.0)	(32.0, 2442.0)	(33.0, 3122.0)	(34.0, 4416.0)	(35.0, 7137.0)	(36.0, 14900.0)	(37.0, 66664.0)				
2446R_L_F_S2_week7_S41_L001_R2_001	(12.0, 6.0)	(13.0, 43.0)	(14.0, 173.0)	(15.0, 412.0)	(16.0, 580.0)	(17.0, 520.0)	(18.0, 463.0)	(19.0, 442.0)	(20.0, 531.0)	(21.0, 529.0)	(22.0, 606.0)	(23.0, 649.0)	(24.0, 882.0)	(25.0, 987.0)	(26.0, 1345.0)	(27.0, 1762.0)	(28.0, 2413.0)	(29.0, 3365.0)	(30.0, 4758.0)	(31.0, 6787.0)	(32.0, 9559.0)	(33.0, 13630.0)	(34.0, 18808.0)	(35.0, 22475.0)	(36.0, 16002.0)	(37.0, 1384.0)	
2446R_L_F_S2_week9_S42_L001_R1_001	(16.0, 1.0)	(17.0, 5.0)	(18.0, 16.0)	(19.0, 26.0)	(20.0, 64.0)	(21.0, 132.0)	(22.0, 183.0)	(23.0, 284.0)	(24.0, 367.0)	(25.0, 446.0)	(26.0, 569.0)	(27.0, 760.0)	(28.0, 937.0)	(29.0, 1051.0)	(30.0, 1346.0)	(31.0, 1654.0)	(32.0, 2025.0)	(33.0, 2586.0)	(34.0, 3695.0)	(35.0, 6095.0)	(36.0, 12868.0)	(37.0, 61028.0)					
2446R_L_F_S2_week9_S42_L001_R2_001	(12.0, 4.0)	(13.0, 41.0)	(14.0, 163.0)	(15.0, 380.0)	(16.0, 497.0)	(17.0, 457.0)	(18.0, 374.0)	(19.0, 380.0)	(20.0, 327.0)	(21.0, 373.0)	(22.0, 421.0)	(23.0, 551.0)	(24.0, 692.0)	(25.0, 831.0)	(26.0, 1025.0)	(27.0, 1392.0)	(28.0, 1998.0)	(29.0, 2756.0)	(30.0, 4100.0)	(31.0, 5715.0)	(32.0, 8475.0)	(33.0, 11941.0)	(34.0, 17003.0)	(35.0, 20401.0)	(36.0, 14554.0)	(37.0, 1287.0)	
2475R_0_M_S5_week9_S77_L001_R1_001	(15.0, 1.0)	(16.0, 3.0)	(17.0, 19.0)	(18.0, 48.0)	(19.0, 67.0)	(20.0, 117.0)	(21.0, 190.0)	(22.0, 316.0)	(23.0, 446.0)	(24.0, 565.0)	(25.0, 727.0)	(26.0, 916.0)	(27.0, 1090.0)	(28.0, 1329.0)	(29.0, 1509.0)	(30.0, 1786.0)	(31.0, 2225.0)	(32.0, 2809.0)	(33.0, 3531.0)	(34.0, 4980.0)	(35.0, 7822.0)	(36.0, 16543.0)	(37.0, 76887.0)				
2475R_0_M_S5_week9_S77_L001_R2_001	(11.0, 1.0)	(12.0, 25.0)	(13.0, 134.0)	(14.0, 403.0)	(15.0, 479.0)	(16.0, 449.0)	(17.0, 411.0)	(18.0, 399.0)	(19.0, 446.0)	(20.0, 486.0)	(21.0, 522.0)	(22.0, 644.0)	(23.0, 771.0)	(24.0, 873.0)	(25.0, 1105.0)	(26.0, 1476.0)	(27.0, 1913.0)	(28.0, 2666.0)	(29.0, 3738.0)	(30.0, 5225.0)	(31.0, 7344.0)	(32.0, 10427.0)	(33.0, 14855.0)	(34.0, 20919.0)	(35.0, 25994.0)	(36.0, 20090.0)	(37.0, 2131.0)
2476R_R_F_NS6_week9_S81_L001_R1_001	(16.0, 4.0)	(17.0, 15.0)	(18.0, 28.0)	(19.0, 43.0)	(20.0, 91.0)	(21.0, 170.0)	(22.0, 306.0)	(23.0, 402.0)	(24.0, 592.0)	(25.0, 695.0)	(26.0, 850.0)	(27.0, 1077.0)	(28.0, 1223.0)	(29.0, 1484.0)	(30.0, 1770.0)	(31.0, 2160.0)	(32.0, 2616.0)	(33.0, 3384.0)	(34.0, 5013.0)	(35.0, 8139.0)	(36.0, 17343.0)	(37.0, 74709.0)					
2476R_R_F_NS6_week9_S81_L001_R2_001	(12.0, 1.0)	(13.0, 7.0)	(14.0, 55.0)	(15.0, 240.0)	(16.0, 409.0)	(17.0, 405.0)	(18.0, 344.0)	(19.0, 297.0)	(20.0, 320.0)	(21.0, 357.0)	(22.0, 458.0)	(23.0, 507.0)	(24.0, 605.0)	(25.0, 744.0)	(26.0, 989.0)	(27.0, 1320.0)	(28.0, 1856.0)	(29.0, 2684.0)	(30.0, 3847.0)	(31.0, 5624.0)	(32.0, 8504.0)	(33.0, 12515.0)	(34.0, 19494.0)	(35.0, 29382.0)	(36.0, 28409.0)	(37.0, 2741.0)	
2518R_0_M_S5_week9_S78_L001_R1_001	(15.0, 1.0)	(16.0, 2.0)	(17.0, 20.0)	(18.0, 27.0)	(19.0, 57.0)	(20.0, 57.0)	(21.0, 166.0)	(22.0, 266.0)	(23.0, 384.0)	(24.0, 467.0)	(25.0, 681.0)	(26.0, 802.0)	(27.0, 959.0)	(28.0, 1108.0)	(29.0, 1319.0)	(30.0, 1588.0)	(31.0, 1850.0)	(32.0, 2262.0)	(33.0, 3066.0)	(34.0, 4439.0)	(35.0, 6806.0)	(36.0, 14163.0)	(37.0, 68019.0)				
2518R_0_M_S5_week9_S78_L001_R2_001	(12.0, 17.0)	(13.0, 116.0)	(14.0, 309.0)	(15.0, 445.0)	(16.0, 357.0)	(17.0, 323.0)	(18.0, 360.0)	(19.0, 364.0)	(20.0, 441.0)	(21.0, 444.0)	(22.0, 544.0)	(23.0, 654.0)	(24.0, 795.0)	(25.0, 952.0)	(26.0, 1196.0)	(27.0, 1700.0)	(28.0, 2228.0)	(29.0, 3278.0)	(30.0, 4580.0)	(31.0, 6342.0)	(32.0, 9095.0)	(33.0, 13127.0)	(34.0, 18305.0)	(35.0, 22816.0)	(36.0, 17857.0)	(37.0, 1864.0)	
2529R_R_F_NS1_week5_S5_L001_R1_001	(15.0, 1.0)	(16.0, 3.0)	(17.0, 9.0)	(18.0, 36.0)	(19.0, 49.0)	(20.0, 79.0)	(21.0, 139.0)	(22.0, 193.0)	(23.0, 312.0)	(24.0, 420.0)	(25.0, 526.0)	(26.0, 649.0)	(27.0, 775.0)	(28.0, 887.0)	(29.0, 1126.0)	(30.0, 1343.0)	(31.0, 1607.0)	(32.0, 1899.0)	(33.0, 2611.0)	(34.0, 3781.0)	(35.0, 5864.0)	(36.0, 12810.0)	(37.0, 57123.0)				
2529R_R_F_NS1_week5_S5_L001_R2_001	(13.0, 12.0)	(14.0, 75.0)	(15.0, 223.0)	(16.0, 332.0)	(17.0, 356.0)	(18.0, 266.0)	(19.0, 215.0)	(20.0, 276.0)	(21.0, 265.0)	(22.0, 313.0)	(23.0, 415.0)	(24.0, 448.0)	(25.0, 627.0)	(26.0, 795.0)	(27.0, 997.0)	(28.0, 1391.0)	(29.0, 1994.0)	(30.0, 2937.0)	(31.0, 4147.0)	(32.0, 6178.0)	(33.0, 9499.0)	(34.0, 14370.0)	(35.0, 21687.0)	(36.0, 22198.0)	(37.0, 2226.0)		
2529R_R_F_NS1_week6_S6_L001_R1_001	(16.0, 3.0)	(17.0, 8.0)	(18.0, 22.0)	(19.0, 34.0)	(20.0, 49.0)	(21.0, 138.0)	(22.0, 207.0)	(23.0, 298.0)	(24.0, 414.0)	(25.0, 516.0)	(26.0, 632.0)	(27.0, 774.0)	(28.0, 915.0)	(29.0, 1081.0)	(30.0, 1305.0)	(31.0, 1495.0)	(32.0, 1966.0)	(33.0, 2544.0)	(34.0, 3605.0)	(35.0, 5678.0)	(36.0, 11998.0)	(37.0, 60031.0)					
2529R_R_F_NS1_week6_S6_L001_R2_001	(12.0, 1.0)	(13.0, 10.0)	(14.0, 93.0)	(15.0, 256.0)	(16.0, 330.0)	(17.0, 285.0)	(18.0, 241.0)	(19.0, 237.0)	(20.0, 245.0)	(21.0, 291.0)	(22.0, 301.0)	(23.0, 360.0)	(24.0, 490.0)	(25.0, 644.0)	(26.0, 779.0)	(27.0, 1076.0)	(28.0, 1452.0)	(29.0, 2157.0)	(30.0, 2986.0)	(31.0, 4380.0)	(32.0, 6470.0)	(33.0, 9913.0)	(34.0, 14589.0)	(35.0, 21509.0)	(36.0, 21934.0)	(37.0, 2684.0)	
2529R_R_F_NS1_week7_S7_L001_R1_001	(15.0, 1.0)	(16.0, 0.0)	(17.0, 12.0)	(18.0, 34.0)	(19.0, 52.0)	(20.0, 86.0)	(21.0, 152.0)	(22.0, 234.0)	(23.0, 315.0)	(24.0, 442.0)	(25.0, 610.0)	(26.0, 710.0)	(27.0, 838.0)	(28.0, 1046.0)	(29.0, 1181.0)	(30.0, 1404.0)	(31.0, 1634.0)	(32.0, 2078.0)	(33.0, 2626.0)	(34.0, 3644.0)	(35.0, 5934.0)	(36.0, 12734.0)	(37.0, 59958.0)				
2529R_R_F_NS1_week7_S7_L001_R2_001	(11.0, 1.0)	(12.0, 2.0)	(13.0, 19.0)	(14.0, 95.0)	(15.0, 291.0)	(16.0, 321.0)	(17.0, 314.0)	(18.0, 270.0)	(19.0, 244.0)	(20.0, 304.0)	(21.0, 355.0)	(22.0, 350.0)	(23.0, 440.0)	(24.0, 586.0)	(25.0, 696.0)	(26.0, 961.0)	(27.0, 1295.0)	(28.0, 1788.0)	(29.0, 2606.0)	(30.0, 3690.0)	(31.0, 5251.0)	(32.0, 7567.0)	(33.0, 11279.0)	(34.0, 16385.0)	(35.0, 20711.0)	(36.0, 17948.0)	(37.0, 1956.0)
2529R_R_F_NS1_week9_S8_L001_R1_001	(16.0, 1.0)	(17.0, 2.0)	(18.0, 9.0)	(19.0, 21.0)	(20.0, 54.0)	(21.0, 165.0)	(22.0, 264.0)	(23.0, 365.0)	(24.0, 435.0)	(25.0, 593.0)	(26.0, 655.0)	(27.0, 797.0)	(28.0, 983.0)	(29.0, 1140.0)	(30.0, 1426.0)	(31.0, 1647.0)	(32.0, 2014.0)	(33.0, 2647.0)	(34.0, 3679.0)	(35.0, 5918.0)	(36.0, 12632.0)	(37.0, 54608.0)					
2529R_R_F_NS1_week9_S8_L001_R2_001	(12.0, 3.0)	(13.0, 12.0)	(14.0, 91.0)	(15.0, 243.0)	(16.0, 327.0)	(17.0, 294.0)	(18.0, 247.0)	(19.0, 259.0)	(20.0, 248.0)	(21.0, 265.0)	(22.0, 368.0)	(23.0, 398.0)	(24.0, 494.0)	(25.0, 684.0)	(26.0, 936.0)	(27.0, 1197.0)	(28.0, 1745.0)	(29.0, 2612.0)	(30.0, 3737.0)	(31.0, 5293.0)	(32.0, 7753.0)	(33.0, 11095.0)	(34.0, 15794.0)	(35.0, 19472.0)	(36.0, 15091.0)	(37.0, 1397.0)	
2562R_0_F_NS6_week9_S82_L001_R1_001	(17.0, 4.0)	(18.0, 9.0)	(19.0, 31.0)	(20.0, 56.0)	(21.0, 119.0)	(22.0, 208.0)	(23.0, 297.0)	(24.0, 417.0)	(25.0, 519.0)	(26.0, 680.0)	(27.0, 867.0)	(28.0, 1012.0)	(29.0, 1212.0)	(30.0, 1537.0)	(31.0, 1874.0)	(32.0, 2344.0)	(33.0, 3113.0)	(34.0, 4509.0)	(35.0, 7116.0)	(36.0, 15527.0)	(37.0, 72291.0)						
2562R_0_F_NS6_week9_S82_L001_R2_001	(13.0, 12.0)	(14.0, 70.0)	(15.0, 236.0)	(16.0, 356.0)	(17.0, 322.0)	(18.0, 268.0)	(19.0, 262.0)	(20.0, 267.0)	(21.0, 275.0)	(22.0, 343.0)	(23.0, 424.0)	(24.0, 518.0)	(25.0, 674.0)	(26.0, 887.0)	(27.0, 1252.0)	(28.0, 1673.0)	(29.0, 2482.0)	(30.0, 3633.0)	(31.0, 5507.0)	(32.0, 8018.0)	(33.0, 12390.0)	(34.0, 19092.0)	(35.0, 27473.0)	(36.0, 24959.0)	(37.0, 2349.0)		
2562R_RL_F_NS6_week9_S83_L001_R1_001	(16.0, 1.0)	(17.0, 0.0)	(18.0, 6.0)	(19.0, 15.0)	(20.0, 23.0)	(21.0, 77.0)	(22.0, 135.0)	(23.0, 194.0)	(24.0, 305.0)	(25.0, 323.0)	(26.0, 496.0)	(27.0, 603.0)	(28.0, 797.0)	(29.0, 977.0)	(30.0, 1144.0)	(31.0, 1440.0)	(32.0, 1834.0)	(33.0, 2526.0)	(34.0, 3572.0)	(35.0, 6093.0)	(36.0, 13357.0)	(37.0, 68812.0)					
2562R_RL_F_NS6_week9_S83_L001_R2_001	(12.0, 1.0)	(13.0, 11.0)	(14.0, 47.0)	(15.0, 187.0)	(16.0, 313.0)	(17.0, 323.0)	(18.0, 246.0)	(19.0, 226.0)	(20.0, 187.0)	(21.0, 191.0)	(22.0, 274.0)	(23.0, 309.0)	(24.0, 398.0)	(25.0, 477.0)	(26.0, 657.0)	(27.0, 871.0)	(28.0, 1234.0)	(29.0, 1903.0)	(30.0, 2736.0)	(31.0, 4193.0)	(32.0, 6580.0)	(33.0, 10376.0)	(34.0, 16297.0)	(35.0, 25123.0)	(36.0, 26409.0)	(37.0, 3161.0)	
3795R_0_F_S2_week5_S43_L001_R1_001	(16.0, 1.0)	(17.0, 4.0)	(18.0, 9.0)	(19.0, 34.0)	(20.0, 52.0)	(21.0, 135.0)	(22.0, 209.0)	(23.0, 267.0)	(24.0, 343.0)	(25.0, 458.0)	(26.0, 597.0)	(27.0, 781.0)	(28.0, 966.0)	(29.0, 1160.0)	(30.0, 1419.0)	(31.0, 1759.0)	(32.0, 2265.0)	(33.0, 3059.0)	(34.0, 4499.0)	(35.0, 7135.0)	(36.0, 15400.0)	(37.0, 78035.0)					
3795R_0_F_S2_week5_S43_L001_R2_001	(12.0, 3.0)	(13.0, 42.0)	(14.0, 186.0)	(15.0, 465.0)	(16.0, 632.0)	(17.0, 580.0)	(18.0, 439.0)	(19.0, 389.0)	(20.0, 394.0)	(21.0, 401.0)	(22.0, 491.0)	(23.0, 528.0)	(24.0, 693.0)	(25.0, 888.0)	(26.0, 1093.0)	(27.0, 1465.0)	(28.0, 2093.0)	(29.0, 2913.0)	(30.0, 4266.0)	(31.0, 6379.0)	(32.0, 9243.0)	(33.0, 13827.0)	(34.0, 20626.0)	(35.0, 26522.0)	(36.0, 21676.0)	(37.0, 2353.0)	
3795R_0_F_S2_week6_S44_L001_R1_001	(16.0, 2.0)	(17.0, 12.0)	(18.0, 22.0)	(19.0, 33.0)	(20.0, 56.0)	(21.0, 111.0)	(22.0, 203.0)	(23.0, 282.0)	(24.0, 354.0)	(25.0, 455.0)	(26.0, 647.0)	(27.0, 792.0)	(28.0, 894.0)	(29.0, 1137.0)	(30.0, 1289.0)	(31.0, 1653.0)	(32.0, 2001.0)	(33.0, 2693.0)	(34.0, 3898.0)	(35.0, 6007.0)	(36.0, 13461.0)	(37.0, 58710.0)					
3795R_0_F_S2_week6_S44_L001_R2_001	(12.0, 2.0)	(13.0, 30.0)	(14.0, 153.0)	(15.0, 377.0)	(16.0, 486.0)	(17.0, 411.0)	(18.0, 320.0)	(19.0, 307.0)	(20.0, 322.0)	(21.0, 346.0)	(22.0, 383.0)	(23.0, 468.0)	(24.0, 607.0)	(25.0, 745.0)	(26.0, 947.0)	(27.0, 1281.0)	(28.0, 1830.0)	(29.0, 2730.0)	(30.0, 3945.0)	(31.0, 5794.0)	(32.0, 8496.0)	(33.0, 12438.0)	(34.0, 17358.0)	(35.0, 20291.0)	(36.0, 13426.0)	(37.0, 1219.0)	
3795R_0_F_S2_week7_S45_L001_R1_001	(15.0, 1.0)	(16.0, 9.0)	(17.0, 30.0)	(18.0, 52.0)	(19.0, 70.0)	(20.0, 96.0)	(21.0, 194.0)	(22.0, 255.0)	(23.0, 387.0)	(24.0, 503.0)	(25.0, 654.0)	(26.0, 732.0)	(27.0, 939.0)	(28.0, 1102.0)	(29.0, 1259.0)	(30.0, 1516.0)	(31.0, 1810.0)	(32.0, 2257.0)	(33.0, 2900.0)	(34.0, 3971.0)	(35.0, 6473.0)	(36.0, 13428.0)	(37.0, 62252.0)				
3795R_0_F_S2_week7_S45_L001_R2_001	(12.0, 2.0)	(13.0, 32.0)	(14.0, 153.0)	(15.0, 380.0)	(16.0, 524.0)	(17.0, 507.0)	(18.0, 403.0)	(19.0, 379.0)	(20.0, 403.0)	(21.0, 459.0)	(22.0, 515.0)	(23.0, 606.0)	(24.0, 743.0)	(25.0, 870.0)	(26.0, 1123.0)	(27.0, 1451.0)	(28.0, 2035.0)	(29.0, 2824.0)	(30.0, 3907.0)	(31.0, 5636.0)	(32.0, 8019.0)	(33.0, 12027.0)	(34.0, 16800.0)	(35.0, 21648.0)	(36.0, 17420.0)	(37.0, 2024.0)	
3795R_0_F_S2_week9_S46_L001_R1_001	(15.0, 1.0)	(16.0, 3.0)	(17.0, 18.0)	(18.0, 42.0)	(19.0, 67.0)	(20.0, 117.0)	(21.0, 178.0)	(22.0, 331.0)	(23.0, 474.0)	(24.0, 602.0)	(25.0, 794.0)	(26.0, 936.0)	(27.0, 1093.0)	(28.0, 1344.0)	(29.0, 1551.0)	(30.0, 1868.0)	(31.0, 2266.0)	(32.0, 2811.0)	(33.0, 3445.0)	(34.0, 4793.0)	(35.0, 7664.0)	(36.0, 16343.0)	(37.0, 79302.0)				
3795R_0_F_S2_week9_S46_L001_R2_001	(12.0, 3.0)	(13.0, 37.0)	(14.0, 199.0)	(15.0, 448.0)	(16.0, 693.0)	(17.0, 605.0)	(18.0, 466.0)	(19.0, 422.0)	(20.0, 501.0)	(21.0, 555.0)	(22.0, 602.0)	(23.0, 700.0)	(24.0, 912.0)	(25.0, 1052.0)	(26.0, 1365.0)	(27.0, 1757.0)	(28.0, 2428.0)	(29.0, 3483.0)	(30.0, 5103.0)	(31.0, 7080.0)	(32.0, 10246.0)	(33.0, 14728.0)	(34.0, 21082.0)	(35.0, 26826.0)	(36.0, 22273.0)	(37.0, 2477.0)	
3861R_R_M_NS1_week9_S34_L001_R1_001	(16.0, 1.0)	(17.0, 4.0)	(18.0, 9.0)	(19.0, 28.0)	(20.0, 58.0)	(21.0, 87.0)	(22.0, 146.0)	(23.0, 237.0)	(24.0, 337.0)	(25.0, 451.0)	(26.0, 558.0)	(27.0, 677.0)	(28.0, 845.0)	(29.0, 1070.0)	(30.0, 1258.0)	(31.0, 1554.0)	(32.0, 2003.0)	(33.0, 2593.0)	(34.0, 3651.0)	(35.0, 6083.0)	(36.0, 13262.0)	(37.0, 60378.0)					
3861R_R_M_NS1_week9_S34_L001_R2_001	(12.0, 4.0)	(13.0, 38.0)	(14.0, 166.0)	(15.0, 281.0)	(16.0, 291.0)	(17.0, 232.0)	(18.0, 201.0)	(19.0, 211.0)	(20.0, 188.0)	(21.0, 239.0)	(22.0, 309.0)	(23.0, 372.0)	(24.0, 476.0)	(25.0, 615.0)	(26.0, 754.0)	(27.0, 1048.0)	(28.0, 1559.0)	(29.0, 2215.0)	(30.0, 3295.0)	(31.0, 4904.0)	(32.0, 7273.0)	(33.0, 10715.0)	(34.0, 16219.0)	(35.0, 22219.0)	(36.0, 19538.0)	(37.0, 1928.0)	
3909R_0_M_S2_week5_S61_L001_R1_001	(15.0, 1.0)	(16.0, 10.0)	(17.0, 20.0)	(18.0, 70.0)	(19.0, 80.0)	(20.0, 107.0)	(21.0, 284.0)	(22.0, 424.0)	(23.0, 534.0)	(24.0, 762.0)	(25.0, 943.0)	(26.0, 1070.0)	(27.0, 1357.0)	(28.0, 1620.0)	(29.0, 1891.0)	(30.0, 2282.0)	(31.0, 2690.0)	(32.0, 3269.0)	(33.0, 4139.0)	(34.0, 6026.0)	(35.0, 9148.0)	(36.0, 19500.0)	(37.0, 88151.0)				
3909R_0_M_S2_week5_S61_L001_R2_001	(12.0, 3.0)	(13.0, 43.0)	(14.0, 161.0)	(15.0, 388.0)	(16.0, 492.0)	(17.0, 393.0)	(18.0, 393.0)	(19.0, 383.0)	(20.0, 471.0)	(21.0, 493.0)	(22.0, 633.0)	(23.0, 770.0)	(24.0, 971.0)	(25.0, 1113.0)	(26.0, 1531.0)	(27.0, 2094.0)	(28.0, 2933.0)	(29.0, 4279.0)	(30.0, 6032.0)	(31.0, 8540.0)	(32.0, 11986.0)	(33.0, 17225.0)	(34.0, 24807.0)	(35.0, 31579.0)	(36.0, 24209.0)	(37.0, 2456.0)	
3909R_0_M_S2_week6_S62_L001_R1_001	(16.0, 4.0)	(17.0, 21.0)	(18.0, 49.0)	(19.0, 75.0)	(20.0, 130.0)	(21.0, 269.0)	(22.0, 453.0)	(23.0, 683.0)	(24.0, 879.0)	(25.0, 1101.0)	(26.0, 1312.0)	(27.0, 1562.0)	(28.0, 1908.0)	(29.0, 2288.0)	(30.0, 2645.0)	(31.0, 3160.0)	(32.0, 3912.0)	(33.0, 5094.0)	(34.0, 7046.0)	(35.0, 11134.0)	(36.0, 23244.0)	(37.0, 111195.0)					
3909R_0_M_S2_week6_S62_L001_R2_001	(12.0, 5.0)	(13.0, 71.0)	(14.0, 252.0)	(15.0, 514.0)	(16.0, 571.0)	(17.0, 479.0)	(18.0, 447.0)	(19.0, 489.0)	(20.0, 522.0)	(21.0, 609.0)	(22.0, 735.0)	(23.0, 879.0)	(24.0, 1077.0)	(25.0, 1412.0)	(26.0, 1823.0)	(27.0, 2539.0)	(28.0, 3703.0)	(29.0, 5235.0)	(30.0, 7634.0)	(31.0, 10777.0)	(32.0, 15370.0)	(33.0, 22431.0)	(34.0, 31418.0)	(35.0, 38396.0)	(36.0, 28017.0)	(37.0, 2759.0)	
3909R_0_M_S2_week7_S63_L001_R1_001	(15.0, 2.0)	(16.0, 7.0)	(17.0, 25.0)	(18.0, 47.0)	(19.0, 84.0)	(20.0, 95.0)	(21.0, 237.0)	(22.0, 342.0)	(23.0, 514.0)	(24.0, 627.0)	(25.0, 762.0)	(26.0, 956.0)	(27.0, 1210.0)	(28.0, 1412.0)	(29.0, 1602.0)	(30.0, 1983.0)	(31.0, 2353.0)	(32.0, 2839.0)	(33.0, 3646.0)	(34.0, 5085.0)	(35.0, 8284.0)	(36.0, 17295.0)	(37.0, 72891.0)				
3909R_0_M_S2_week7_S63_L001_R2_001	(12.0, 3.0)	(13.0, 37.0)	(14.0, 145.0)	(15.0, 312.0)	(16.0, 390.0)	(17.0, 399.0)	(18.0, 324.0)	(19.0, 305.0)	(20.0, 411.0)	(21.0, 443.0)	(22.0, 493.0)	(23.0, 631.0)	(24.0, 843.0)	(25.0, 943.0)	(26.0, 1239.0)	(27.0, 1713.0)	(28.0, 2353.0)	(29.0, 3595.0)	(30.0, 5027.0)	(31.0, 7210.0)	(32.0, 10305.0)	(33.0, 15010.0)	(34.0, 21638.0)	(35.0, 26497.0)	(36.0, 20153.0)	(37.0, 1879.0)	
3909R_0_M_S2_week9_S64_L001_R1_001	(16.0, 3.0)	(17.0, 4.0)	(18.0, 20.0)	(19.0, 34.0)	(20.0, 77.0)	(21.0, 198.0)	(22.0, 290.0)	(23.0, 478.0)	(24.0, 614.0)	(25.0, 785.0)	(26.0, 978.0)	(27.0, 1150.0)	(28.0, 1420.0)	(29.0, 1673.0)	(30.0, 1950.0)	(31.0, 2341.0)	(32.0, 2878.0)	(33.0, 3743.0)	(34.0, 5164.0)	(35.0, 8334.0)	(36.0, 17393.0)	(37.0, 77507.0)					
3909R_0_M_S2_week9_S64_L001_R2_001	(11.0, 1.0)	(12.0, 5.0)	(13.0, 31.0)	(14.0, 154.0)	(15.0, 378.0)	(16.0, 383.0)	(17.0, 342.0)	(18.0, 336.0)	(19.0, 329.0)	(20.0, 349.0)	(21.0, 446.0)	(22.0, 538.0)	(23.0, 638.0)	(24.0, 799.0)	(25.0, 994.0)	(26.0, 1350.0)	(27.0, 1788.0)	(28.0, 2703.0)	(29.0, 3841.0)	(30.0, 5539.0)	(31.0, 7897.0)	(32.0, 11520.0)	(33.0, 16263.0)	(34.0, 22654.0)	(35.0, 27069.0)	(36.0, 19156.0)	(37.0, 1531.0)
3918R_R_M_S2_week5_S65_L001_R1_001	(16.0, 5.0)	(17.0, 20.0)	(18.0, 30.0)	(19.0, 59.0)	(20.0, 85.0)	(21.0, 159.0)	(22.0, 305.0)	(23.0, 398.0)	(24.0, 549.0)	(25.0, 741.0)	(26.0, 872.0)	(27.0, 1031.0)	(28.0, 1271.0)	(29.0, 1459.0)	(30.0, 1762.0)	(31.0, 2180.0)	(32.0, 2728.0)	(33.0, 3285.0)	(34.0, 4632.0)	(35.0, 7455.0)	(36.0, 15305.0)	(37.0, 71405.0)					
