	Pathways	Common-Name	Common-Name2	Classification	Object ID_x	Ontology - pathway type_x	Key-Reactions	Reaction-List	EC-Number	Object ID_y	Names	Enzymes of pathway	Reactions of pathway	Ontology - pathway type_y	Ontology -  all instances of class
2153	PWY66-366	"Enterococcus faecalis,Homo sapiens,Listeria monocytogenes,Streptococcus pyogenes"	"Eukaryota,Bacteria <bacteria>,Archaea"	Bacteria	PWY66-366	Cofactor-Biosynthesis		RIBOFLAVINKIN-RXN;FADSYN-RXN	EC-2.7.1.26;EC-2.7.7.2	PWY66-366	flavin salvage // riboflavin (vitamin B2) salvage	MONOMER-21265 // HS08520-MONOMER // MONOMER-21264 // HS05938-MONOMER	RIBOFLAVINKIN-RXN // FADSYN-RXN	Cofactor-Biosynthesis	
2154	PWY-1622	"Methylobacter whittenburyi,Methylobacterium organophilum,Methylocystis echinoides,Methylocystis minimus,Methylocystis parvus,Methylocystis pyriformis,Methylorubrum extorquens,Methylosinus sporium,Methylosinus trichosporium,Hyphomicrobium methylovorum,Hyphomicrobium zavarzinii"	Bacteria <bacteria>	Bacteria	PWY-1622	C1-COMPOUNDS	MALATE--COA-LIGASE-RXN // MALYL-COA-LYASE-RXN // HYDROXYPYRUVATE-REDUCTASE-RXN // GKI-RXN	GLYOHMETRANS-RXN;MALATE-DEH-RXN;RXN-2881;SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN;SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN;GKI-RXN;RXN-2802;HYDROXYPYRUVATE-REDUCTASE-RXN;2PGADEHYDRAT-RXN;RXN-15513;PEPCARBOX-RXN;MALATE--COA-LIGASE-RXN;MALYL-COA-LYASE-RXN	EC-2.1.2.1;EC-1.1.1.37;EC-2.6.1.45;EC-2.7.1.165;EC-1.1.1.81;EC-4.2.1.11;EC-5.4.2.11;EC-4.1.1.31;EC-6.2.1.9;EC-4.1.3.24	PWY-1622	formaldehyde assimilation I (serine pathway)	CPLX-3183 // CPLX-3502 // CPLX-3184 // MONOMER-4223 // MONOMER-4241 // MONOMER-4224 // CPLX-3181 // CPLX-3542 // MONOMER-4221 // MONOMER-4222 // CPLX-3521 // CPLX-3503 // CPLX-3501 // MONOMER-4216 // CPLX-3541 // CPLX-3561	GLYOHMETRANS-RXN // MALATE-DEH-RXN // RXN-2881 // SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN // SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN // GKI-RXN // RXN-2802 // HYDROXYPYRUVATE-REDUCTASE-RXN // 2PGADEHYDRAT-RXN // RXN-15513 // PEPCARBOX-RXN // MALATE--COA-LIGASE-RXN // MALYL-COA-LYASE-RXN	C1-COMPOUNDS	
2155	PWY-6594	"Clostridium saccharobutylicum,Clostridium acetobutylicum,Clostridium beijerinckii"	Bacillota	Bacteria	PWY-6594	Super-Pathways;Energy-Metabolism		RXN-16834;PWY-6588;PWY-6587;PWY-6583	EC-1.3.1.109	PWY-6594	superpathway of <i>Clostridium acetobutylicum</i> solventogenic fermentation // acetobutylicum solventogenic fermentation	CPLX-181 // CPLX-201 // MONOMER-15847 // BDHNADPHCLOS-MONOMER // CPLX-7035 // MONOMER-16803 // CPLX-41 // AADCLOS-MONOMER // CPLX-62 // THLCLOS-CPLX // CPLX-102 // CPLX-161 // CPLX-9542	ACETOACETYL-COA-TRANSFER-RXN // 2.8.3.9-RXN // ACETOACETATE-DECARBOXYLASE-RXN // ALCOHOL-DEHYDROG-RXN // ACETALD-DEHYDROG-RXN // RXN-16834 // RXN-11667 // PYRUFLAVREDUCT-RXN // RXN-11662 // ENZRXN-201-RXN // RXN-161 // BUTANAL-DEHYDROGENASE-RXN // ACETYL-COA-ACETYLTRANSFER-RXN	Super-Pathways // Energy-Metabolism	
2156	PWY-5407	"Hordeum vulgare,Solanum tuberosum,Solanum lycopersicum"	Viridiplantae	Non-Bacteria	PWY-5407	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-8501;RXN-8500;RXN-8499;RXN-8497;RXN-8495	EC-3.3.2;EC-4.2.1.92;EC-1.13.11.58	PWY-5407	9-lipoxygenase and 9-allene oxide synthase pathway // 9-LOX and 9-AOS pathway	MONOMER-12726 // MONOMER-12727 // MONOMER-12729	RXN-8501 // RXN-8500 // RXN-8499 // RXN-8497 // RXN-8495	SECONDARY-METABOLITE-BIOSYNTHESIS	
2157	PWY-7641	Moorena producens	Bacteria <bacteria>	Bacteria	PWY-7641	Lipid-Biosynthesis		RXN-16466;RXN-16468;RXN-16467	EC-6.2.1.47	PWY-7641	5-hexynoate biosynthesis	MONOMER-21999 // MONOMER-19206 // MONOMER-19207	RXN-16466 // RXN-16468 // RXN-16467	Lipid-Biosynthesis	
2158	PWY-8540	Streptomyces venezuelae	Bacteria <bacteria>	Bacteria	PWY-8540	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-24757;RXN-24755;RXN-24754;RXN-24753;RXN-24752;RXN-24751;RXN-24750;RXN-24748;RXN-24742;RXN-24741;RXN-24739;RXN-11115;RXN-24737;RXN-11113	EC-2.1.1.M104;EC-2.1.1	PWY-8540	"isopyochelin, thiazostatin and watasemycin biosynthesis"	MONOMER-124737 // MONOMER-124738 // MONOMER-124740 // MONOMER-124739 // MONOMER-124732	RXN-24757 // RXN-24755 // RXN-24754 // RXN-24753 // RXN-24752 // RXN-24751 // RXN-24750 // RXN-24748 // RXN-24742 // RXN-24741 // RXN-24739 // RXN-11115 // RXN-24737 // RXN-11113	SECONDARY-METABOLITE-BIOSYNTHESIS	
2159	PWY-6872	Homo sapiens	Metazoa	Non-Bacteria	PWY-6872	Cofactor-Biosynthesis		RXN-12549;RXN-12585;RXN-12581;RXN-12548	EC-1.2.1.36;EC-1.1.1.105	PWY-6872	retinoate biosynthesis I // retinoic acid biosynthesis	ENSG00000114115-MONOMER // ENSG00000139547-MONOMER // ENSG00000170786-MONOMER // HS05232-MONOMER // HS09183-MONOMER // HS00013-MONOMER // ENSG00000138207-MONOMER	RXN-12549 // RXN-12585 // RXN-12581 // RXN-12548	Cofactor-Biosynthesis	
2160	PWY-5749	"Pseudomonas fluorescens,Pseudomonas sp. B<sub>2</sub>aba"	"Opisthokonta,Bacteria <bacteria>"	Bacteria	PWY-5749	CARBOXYLATES-DEG	ITACONYL-COA-HYDRATASE-RXN	CITRAMALYL-COA-LYASE-RXN;ITACONYL-COA-HYDRATASE-RXN;RXN-8988;RXN-8987	EC-4.1.3.25;EC-4.2.1.56;EC-6.2.1.4;EC-2.8.3.22;EC-2.8.3.20	PWY-5749	itaconate degradation // 2-methylsuccinate degradation	MONOMER-13628 // MONOMER-13627 // MONOMER-13629 // MONOMER-13630	CITRAMALYL-COA-LYASE-RXN // ITACONYL-COA-HYDRATASE-RXN // RXN-8988 // RXN-8987	CARBOXYLATES-DEG	
2161	PWY-8037	Salinispora arenicola	Actinomycetota	Bacteria	PWY-8037	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-20300;RXN-20301;RXN-20299;RXN-20298	EC-4.3.3;EC-3.5.99;EC-1.14.15;EC-4.1.1	PWY-8037	saliniketal A biosynthesis	MONOMER-20751	RXN-20300 // RXN-20301 // RXN-20299 // RXN-20298	SECONDARY-METABOLITE-BIOSYNTHESIS	
2162	PWY3O-19	"Saccharomyces cerevisiae,Saccharomyces chevalieri"	Fungi	Non-Bacteria	PWY3O-19	Cofactor-Biosynthesis		RXN-20172;RXN3O-73;RXN3O-12;RXN-9003;RXN3O-102;RXN3O-75;RXN3O-54;RXN3O-58	EC-2.1.1.114;EC-4.1.1.130;EC-1.14.13.M56;EC-2.5.1.39;EC-2.1.1.64;EC-1.14.99.60;EC-2.1.1.201;EC-1.14.15.M7	PWY3O-19	ubiquinol-6 biosynthesis (late decarboxylation) // Q-6 biosynthesis // ubiquinone-6 biosynthesis (eukaryotic) // ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic)	YGR255C-MONOMER // YML110C-MONOMER // MONOMER3O-164 // YNR041C-MONOMER // YOL096C-MONOMER	RXN-20172 // RXN3O-73 // RXN3O-12 // RXN-9003 // RXN3O-102 // RXN3O-75 // RXN3O-54 // RXN3O-58	Cofactor-Biosynthesis	
2163	PWY-7285	"Pyrobaculum calidifontis,Pyrococcus abyssi,Pyrococcus horikoshii"	Archaea	Non-Bacteria	PWY-7285	Nucleic-Acid-Processing		RXN-14526;RXN-14527;RXN-14517;RXN-14516	EC-2.1.1;EC-2.1.1.228;EC-4.1.3.44	PWY-7285	methylwyosine biosynthesis	MONOMER-18047 // MONOMER-18046 // MONOMER-19457 // MONOMER-19458 // MONOMER-18045	RXN-14526 // RXN-14527 // RXN-14517 // RXN-14516	Nucleic-Acid-Processing	
2164	PWY-5514	Giardia duodenalis	Giardiinae	Non-Bacteria	PWY-5514	Carbohydrates-Biosynthesis	GLUCOSAMINE-6-P-DEAMIN-RXN	GLUCOKIN-RXN;PGLUCISOM-RXN;UDP-N-ACETYLGLUCOSAMINE-4-EPIMERASE-RXN;NAG1P-URIDYLTRANS-RXN;PHOSACETYLGLUCOSAMINEMUT-RXN;GLUCOSAMINEPNACETYLTRANS-RXN;GLUCOSAMINE-6-P-DEAMIN-RXN	EC-2.7.1.1;EC-2.7.1.2;EC-5.3.1.9;EC-5.1.3.7;EC-2.7.7.23;EC-5.4.2.3;EC-2.3.1.4;EC-3.5.99.6	PWY-5514	UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis II	MONOMER-13185 // MONOMER-13186 // MONOMER-13187 // MONOMER-13188 // MONOMER-13189 // MONOMER-17039 // MONOMER-17038	GLUCOKIN-RXN // PGLUCISOM-RXN // UDP-N-ACETYLGLUCOSAMINE-4-EPIMERASE-RXN // NAG1P-URIDYLTRANS-RXN // PHOSACETYLGLUCOSAMINEMUT-RXN // GLUCOSAMINEPNACETYLTRANS-RXN // GLUCOSAMINE-6-P-DEAMIN-RXN	Carbohydrates-Biosynthesis	
2165	PWY-7894	"Cavia porcellus,Gallus gallus,Homo sapiens"	Metazoa	Non-Bacteria	PWY-7894	Protein-Modification		PROCOLLAGEN-PROLINE-3-DIOXYGENASE-RXN;1.14.11.2-RXN;3.2.1.107-RXN;PROCOLLAGEN-GLUCOSYLTRANSFERASE-RXN;PROCOLLAGEN-GALACTOSYLTRANSFERASE-RXN;PROCOLLAGEN-LYSINE-5-DIOXYGENASE-RXN	EC-1.14.11.7;EC-1.14.11.2;EC-3.2.1.107;EC-2.4.1.66;EC-2.4.1.50;EC-1.14.11.4	PWY-7894	procollagen hydroxylation and glycosylation // collagen fibrillogenesis	CPLX-9238 // ENSG00000130309-MONOMER // G66-33947-MONOMER // MONOMER-20245 // ENSG00000142102-MONOMER // CPLX-9236 // CPLX-9237	PROCOLLAGEN-PROLINE-3-DIOXYGENASE-RXN // 1.14.11.2-RXN // 3.2.1.107-RXN // PROCOLLAGEN-GLUCOSYLTRANSFERASE-RXN // PROCOLLAGEN-GALACTOSYLTRANSFERASE-RXN // PROCOLLAGEN-LYSINE-5-DIOXYGENASE-RXN	Protein-Modification	
2166	PWY-7294	"Saccharolobus solfataricus,Sulfolobus acidocaldarius"	"Bacteria <bacteria>,Archaea"	Bacteria	PWY-7294	Carbohydrates-Degradation	4.1.2.28-RXN	MALSYN-RXN;GLYCOLATE-REDUCTASE-RXN;RXN-14642;4.1.2.28-RXN;XYLONATE-DEHYDRATASE-RXN;RXN-12246;RXN-14641	EC-2.3.3.9;EC-1.1.1.26;EC-1.2.99;EC-4.1.2.28;EC-4.2.1.82;EC-3.1.1.110;EC-1.1.1.359	PWY-7294	D-xylose degradation IV // Dahms pathway	CPLX-3781 // CPLX-8707 // CPLX-3801 // CPLX-8708 // MONOMER-18075 // CPLX-8709	MALSYN-RXN // GLYCOLATE-REDUCTASE-RXN // RXN-14642 // 4.1.2.28-RXN // XYLONATE-DEHYDRATASE-RXN // RXN-12246 // RXN-14641	Carbohydrates-Degradation	
2167	PWY-8321	"Catharanthus roseus,Cucumis sativus,Nicotiana tabacum,Arabidopsis thaliana"	Embryophyta	Non-Bacteria	PWY-8321	AROMATIC-COMPOUNDS-BIOSYN	RXN-1981	RXN-22683;RXN-22684;ISOCHORSYN-RXN	EC-5.4.4.2	PWY-8321	salicylate biosynthesis II // salicylic acid biosynthesis II	AT1G74710-MONOMER // MONOMER-2342 // AT5G67160-MONOMER // AT5G13320-MONOMER	RXN-22683 // RXN-22684 // ISOCHORSYN-RXN	AROMATIC-COMPOUNDS-BIOSYN	
2168	PWY-6005	Arabidopsis thaliana	Embryophyta	Non-Bacteria	PWY-6005	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-19693;RXN-9664	EC-1.14.14.M30;EC-5.4.99.53	PWY-6005	marneral biosynthesis	AT5G42600-MONOMER // AT5G42590-MONOMER	RXN-19693 // RXN-9664	SECONDARY-METABOLITE-BIOSYNTHESIS	
2169	PWY-5358	"Alcaligenes faecalis,Campylobacter jejuni,Citrobacter amalonaticus,Citrobacter freundii,Edwardsiella tarda,Pasteurella multocida,Proteus mirabilis,Proteus vulgaris,Pseudomonas aeruginosa,Salmonella enterica,Serratia liquefaciens,Shewanella oneidensis,Shewanella putrefaciens,Veillonella parvula,Vibrio parahaemolyticus,Xanthobacter"	Bacteria <bacteria>	Bacteria	PWY-5358	Noncarbon-Nutrients;Energy-Metabolism		RXN-8358	EC-1.21.99.M4	PWY-5358	tetrathionate reduction I (to thiosulfate)	CPLX-7189 // MONOMER-18518 // MONOMER-18519	RXN-8358	Noncarbon-Nutrients // Energy-Metabolism	
2170	PWY-8110	"Enterococcus faecalis,Eggerthella lenta"	Bacteria <bacteria>	Bacteria	PWY-8110	Amino-Acid-Degradation		RXN-21082;RXN66-221	EC-1.1.99.M7;EC-4.1.1.28	PWY-8110	L-dopa degradation II (bacterial)	MONOMER-21044 // MONOMER-21043	RXN-21082 // RXN66-221	Amino-Acid-Degradation	
2171	TRIGLSYN-PWY	"Carthamus tinctorius,Glycine max,Limnanthes douglasii,Pisum sativum,Ricinus communis,Saccharomyces cerevisiae,Arabidopsis thaliana"	Eukaryota	Non-Bacteria	TRIGLSYN-PWY	Lipid-Biosynthesis		RXN-12959;RXN-12383;RXN-1641;RXN-1623;RXN-1381;DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN;PHOSPHATIDATE-PHOSPHATASE-RXN	EC-2.7.1.174;EC-2.3.1;EC-2.3.1.158;EC-2.3.1.51;EC-2.3.1.15;EC-2.3.1.20;EC-3.1.3.4	TRIGLSYN-PWY	diacylglycerol and triacylglycerol biosynthesis // triglyceride biosynthesis // Kennedy pathway // TAG biosynthesis	MONOMER-AT2G01180 // MONOMER-AT1G15080 // YDR284C-MONOMER // YDR503C-MONOMER // G3O-32855-MONOMER // CPLX-1821 // YOR245C-MONOMER // MONOMER3O-4095 // MONOMER3O-4105 // AT5G60620-MONOMER // MONOMER-12148 // MONOMER-12149 // MONOMER-12150 // YDL052C-MONOMER // G3O-34274-MONOMER // AT5G13640-MONOMER // MONOMER-12153 // G3O-34275-MONOMER // MONOMER-16590 // G3O-33794-MONOMER	RXN-12959 // RXN-12383 // RXN-1641 // RXN-1623 // RXN-1381 // DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN // PHOSPHATIDATE-PHOSPHATASE-RXN	Lipid-Biosynthesis	
2172	ARGININE-SYN4-PWY	"Homo sapiens,Solanum lycopersicum,Vigna aconitifolia,Arabidopsis thaliana"	"Viridiplantae,Metazoa"	Non-Bacteria	ARGININE-SYN4-PWY	Amino-Acid-Biosynthesis		GLUTSEMIALDEHYDROG-RXN;GLUTKIN-RXN;ORNITHINE-GLU-AMINOTRANSFERASE-RXN	EC-1.2.1.41;EC-2.7.2.11;EC-2.6.1.13	ARGININE-SYN4-PWY	L-ornithine biosynthesis II	MONOMER-7802 // CPLX-6747 // AT5G46180-MONOMER // HS00730-MONOMER // CPLX-4761 // AT2G39800-MONOMER	GLUTSEMIALDEHYDROG-RXN // GLUTKIN-RXN // ORNITHINE-GLU-AMINOTRANSFERASE-RXN	Amino-Acid-Biosynthesis	
2173	PWY-5107	Arabidopsis thaliana	Magnoliopsida	Non-Bacteria	PWY-5107	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-7763;RXN-7683	EC-2.7.4;EC-2.7.1.182	PWY-5107	phytol salvage pathway // phytyl-PP biosynthesis (from phytol) // phytyl-diphosphate biosynthesis (from phytol)	AT5G04490-MONOMER // MONOMER-11913	RXN-7763 // RXN-7683	SECONDARY-METABOLITE-BIOSYNTHESIS	
2174	PWY0-501-1	"Bos taurus,Homo sapiens"	Mammalia	Non-Bacteria	PWY0-501-1	Cofactor-Biosynthesis		RXN-14950;RXN-8629;RXN-13032;RXN-13037	EC-2.8.1.8;EC-1.8.1.4;EC-2.3.1.200;EC-2.3.1.181	PWY0-501-1	lipoate biosynthesis and incorporation V (mammals)	G66-33937-MONOMER // MONOMER-22198 // HS07153-MONOMER // CPLX66-539 // HS04528-MONOMER	RXN-14950 // RXN-8629 // RXN-13032 // RXN-13037	Cofactor-Biosynthesis	
2175	PWY-6836	"Santalum spicatum,Santalum austrocaledonicum,Santalum album"	Santalum	Non-Bacteria	PWY-6836	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-8429;RXN-8621;RXN-12494;RXN-12493	EC-4.2.3.55;EC-4.2.3.81;EC-4.2.3.83;EC-4.2.3.82	PWY-6836	santalene biosynthesis II	MONOMER-16740 // MONOMER-16738 // MONOMER-16739	RXN-8429 // RXN-8621 // RXN-12494 // RXN-12493	SECONDARY-METABOLITE-BIOSYNTHESIS	
2176	PWY-7055	"Populus deltoides,Fragaria,Secale cereale,Solanum lycopersicum,Daphne odora"	Spermatophyta	Non-Bacteria	PWY-7055	AROMATIC-COMPOUNDS-BIOSYN		RXN-13452;RXN-13448;RXN-13450;RXN-13454	EC-2.4.1.91;EC-2.1.1;EC-2.4.1.126;EC-2.4.1	PWY-7055	daphnetin modification	MONOMER-17432 // MONOMER-17440 // MONOMER-17439 // MONOMER-17463 // MONOMER-17433	RXN-13452 // RXN-13448 // RXN-13450 // RXN-13454	AROMATIC-COMPOUNDS-BIOSYN	
2177	PWY-7771	Bacillus sp. HYS-1	Bacteria <bacteria>	Bacteria	PWY-7771	AROMATIC-COMPOUNDS-DEGRADATION;CHLORINATED-COMPOUNDS-DEG		RXN-17546;RXN-17542;DHLBXANAU-RXN;RXN-17540;RXN-17539;RXN-17538	EC-3.8.1.3;EC-3.5.1;EC-3.1.3	PWY-7771	butachlor degradation	MONOMER-19782	RXN-17546 // RXN-17542 // DHLBXANAU-RXN // RXN-17540 // RXN-17539 // RXN-17538	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG	
2178	PWY-8117	Escherichia coli	Escherichia coli	Bacteria	PWY-8117	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-23364;RXN-21153;RXN-21152;TRANS-RXN-393;RXN-21151;RXN-21101;RXN-21102;RXN-21131;RXN-21130;RXN-21129;RXN-21127;RXN-21128;RXN-21126;RXN-21125;RXN-21124;RXN-21123;ENTF-RXN;RXN-21122;RXN-21121;RXN-11115;RXN-21118;RXN-21120;RXN-9376;RXN-21117;RXN-21119;RXN-21116;RXN-21115;RXN-21114;RXN-21112;RXN-21111;RXN-21110;RXN-21109;RXN-21108;RXN-17190;RXN-21104;RXN-21105;RXN-21106;RXN-21107	EC-2.7.7	PWY-8117	colibactin biosynthesis	MONOMER-21067 // MONOMER-21066 // MONOMER-21073 // MONOMER-21074 // MONOMER-21069 // MONOMER-21075 // MONOMER-21068 // MONOMER-21071 // MONOMER-21072 // MONOMER-21070 // MONOMER-21077 // MONOMER-21076 // MONOMER-21079 // MONOMER-21080 // MONOMER-21078	RXN-23364 // RXN-21153 // RXN-21152 // TRANS-RXN-393 // RXN-21151 // RXN-21101 // RXN-21102 // RXN-21131 // RXN-21130 // RXN-21129 // RXN-21127 // RXN-21128 // RXN-21126 // RXN-21125 // RXN-21124 // RXN-21123 // ENTF-RXN // RXN-21122 // RXN-21121 // RXN-11115 // RXN-21118 // RXN-21120 // RXN-9376 // RXN-21117 // RXN-21119 // RXN-21116 // RXN-21115 // RXN-21114 // RXN-21112 // RXN-21111 // RXN-21110 // RXN-21109 // RXN-21108 // RXN-17190 // RXN-21104 // RXN-21105 // RXN-21106 // RXN-21107	SECONDARY-METABOLITE-BIOSYNTHESIS	
2179	PWY-8503	Streptomyces venezuelae	Actinomycetes	Bacteria	PWY-8503	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-24419;RXN-24421;RXN-24420		PWY-8503	venezuelin A biosynthesis	MONOMER-124585	RXN-24419 // RXN-24421 // RXN-24420	SECONDARY-METABOLITE-BIOSYNTHESIS	
2180	PWY-1723	"Methylorubrum extorquens,Paraburkholderia xenovorans,Hyphomicrobium zavarzinii"	Bacteria <bacteria>	Bacteria	PWY-1723	C1-COMPOUNDS		RXN-2884;3.5.4.27-RXN;RXN-2883;RXN-2882	EC-3.5.4.27;EC-1.5.1;EC-4.2.1.147	PWY-1723	formaldehyde oxidation VI (H<sub>4</sub>MPT pathway)	CPLX-3302 // CPLX-3281 // CPLX-3341 // CPLX-3363 // CPLX-3321 // CPLX-3362	RXN-2884 // 3.5.4.27-RXN // RXN-2883 // RXN-2882	C1-COMPOUNDS	
2181	LEU-DEG2-PWY	"Acer pseudoplatanus,Homo sapiens,Pseudomonas aeruginosa,Pseudomonas fluorescens,Pseudomonas sp. mevalonii,Ectopseudomonas oleovorans,Pseudomonas putida,Streptomyces avermitilis"	"Eukaryota,Bacteria <bacteria>"	Bacteria	LEU-DEG2-PWY	Amino-Acid-Degradation	METHYLCROTONYL-COA-CARBOXYLASE-RXN	RXN0-2301;HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN;METHYLGLUTACONYL-COA-HYDRATASE-RXN;METHYLCROTONYL-COA-CARBOXYLASE-RXN;2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN;BRANCHED-CHAINAMINOTRANSFERLEU-RXN	EC-1.3.8.4;EC-4.1.3.4;EC-4.2.1.18;EC-6.4.1.4;EC-1.2.1.25;EC-2.6.1.6;EC-2.6.1.42	LEU-DEG2-PWY	L-leucine degradation I	CPLX-6941 // CPLX-7050 // CPLX66-17 // CPLX-8201 // CPLX-6998 // MONOMER-16071 // CPLX-8421 // CPLX66-211 // CPLX-8199 // CPLX-8195 // CPLX-6943	RXN0-2301 // HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN // METHYLGLUTACONYL-COA-HYDRATASE-RXN // METHYLCROTONYL-COA-CARBOXYLASE-RXN // 2KETO-4METHYL-PENTANOATE-DEHYDROG-RXN // BRANCHED-CHAINAMINOTRANSFERLEU-RXN	Amino-Acid-Degradation	
2182	PWY-6340	Sphingomonas sp. SYK6	Bacteria <bacteria>	Bacteria	PWY-6340	AROMATIC-COMPOUNDS-DEGRADATION		RXN-10894;RXN-10895;RXN-10896;RXN-10897	EC-1.14.13;EC-4.1.1	PWY-6340	"5,5'-dehydrodivanillate degradation"	MONOMER-15121 // MONOMER-15125 // MONOMER-15124 // MONOMER-15123 // MONOMER-15122	RXN-10894 // RXN-10895 // RXN-10896 // RXN-10897	AROMATIC-COMPOUNDS-DEGRADATION	
2183	PWY-6027	"Capsicum chinense,Capsicum annuum,Capsicum baccatum"	Capsicum	Non-Bacteria	PWY-6027	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-2602;RXN-8926;RXN-9719;RXN-1106	EC-1.1.1.195;EC-1.1.1.194;EC-2.3.1;EC-1.2.1.44	PWY-6027	capsiconiate biosynthesis	MONOMER-14182 // CPLX-7528 // MONOMER-14183	RXN-2602 // RXN-8926 // RXN-9719 // RXN-1106	SECONDARY-METABOLITE-BIOSYNTHESIS	
2184	PWY-7857	Humulus lupulus	Cannabaceae	Non-Bacteria	PWY-7857	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-18452;RXN-18448;RXN-18439;RXN-18442;RXN-18445;RXN-18450	EC-1.14.99.M4;EC-6.2.1.1;EC-2.3.1.156;EC-2.5.1.136;EC-2.5.1.137	PWY-7857	adlupulone and adhumulone biosynthesis // bitter acid biosynthesis	MONOMER-12004 // MONOMER-12001 // CPLX-7046 // MONOMER-20125 // MONOMER-12000	RXN-18452 // RXN-18448 // RXN-18439 // RXN-18442 // RXN-18445 // RXN-18450	SECONDARY-METABOLITE-BIOSYNTHESIS	
2185	PWY-5197	Methanocaldococcus jannaschii	"Bacteria <bacteria>,Methanopyri,Methanomicrobia,Methanococci,Methanobacteria"	Bacteria	PWY-5197	Energy-Metabolism	RXN-10064	LACTALDDEHYDROG-RXN;RXN-10054;FUCPALDOL-RXN;RXN-10064;RXN-8075	EC-1.2.1.22;EC-4.1.2.17;EC-1.1.98.5;EC-4.2.3	PWY-5197	lactate biosynthesis (archaea)	CPLX-7765 // MONOMER-14613 // CPLX-7092 // CPLX-7093	LACTALDDEHYDROG-RXN // RXN-10054 // FUCPALDOL-RXN // RXN-10064 // RXN-8075	Energy-Metabolism	
2186	PWY-1081	"Actinidia deliciosa,Aspergillus aculeatus,Aspergillus niger,Aspergillus tubingensis,Brassica napus,Chamaecyparis obtusa,Citrus sinensis,Cryptomeria japonica,Daucus carota,Gossypium barbadense,Gossypium hirsutum,Malus domestica,Medicago sativa,Nicotiana tabacum,Persea americana,Solanum lycopersicum,Vitis vinifera,Arabidopsis thaliana"	"Fungi,Bacteria <bacteria>,Embryophyta"	Bacteria	PWY-1081	Polymer-Degradation;Carbohydrates-Degradation;Glycan-Pathways		RXN-19783		PWY-1081	pectin degradation III // homogalacturonan degradation		RXN-19783	Polymer-Degradation // Carbohydrates-Degradation // Glycan-Pathways	
2187	GOLPDLCAT-PWY	"Citrobacter freundii,Clostridium butyricum,Clostridium pasteurianum,Klebsiella aerogenes,Klebsiella pneumoniae,Levilactobacillus brevis,Lentilactobacillus buchneri"	"Pseudomonadota,Bacillota"	Bacteria	GOLPDLCAT-PWY	Alcohol-Degradation;Carbohydrates-Degradation;Super-Pathways	GLYCEROL-DEHYDRATASE-RXN	PWY-6131;PWY-6130		GOLPDLCAT-PWY	"superpathway of glycerol degradation to 1,3-propanediol"	CPLX-3581 // CPLX-3582 // CPLX-3702 // CPLX-3602 // CPLX-3601 // CPLX-3661 // CPLX-3662 // CPLX-3663 // CPLX-3701 // CPLX-3603 // CPLX-3681 // CPLX-3604 // CPLX-3605	GLYCERONE-KINASE-RXN // GLYCDEH-RXN // 13-PROPANEDIOL-DEHYDROGENASE-RXN // GLYCEROL-DEHYDRATASE-RXN	Alcohol-Degradation // Carbohydrates-Degradation // Super-Pathways	
2188	PWY-7804	"Ochrobactrum sp. G-1,Ochrobactrum anthropi"	Bacteria <bacteria>	Bacteria	PWY-7804	Noncarbon-Nutrients		RXN-17950	EC-1.5.3.23	PWY-7804	glyphosate degradation I	MONOMER-19919	RXN-17950	Noncarbon-Nutrients	
