pathway	096R_0_M_S5_week5	096R_0_M_S5_week9	1060R_L_M_S5_week5	1060R_L_M_S5_week9	1076R_0_M_S5_week5	1076R_0_M_S5_week9	1136R_0_F_S5_week5	1136R_0_F_S5_week9	1136R_RL_F_S5_week10	1136R_R_F_S5_week10	2402R_0_F_S5_week5	2402R_0_F_S5_week9	2402R_R_F_S5_Pellet_week9	2402R_R_F_S5_week5	2433R_0_F_S5_week9	2475R_0_M_S5_week9	2475R_RL_M_S5_Pellet_week9	2475R_RL_M_S5_week5	2518R_0_M_S5_week5	2518R_0_M_S5_week9	2518R_L_M_S5_week10	2518R_R_M_S5_week10	3752R_0_F_S5_week10	3752R_L_F_S5_week10	3893R_RL_M_S5_week10	3893R_R_M_S5_week10	3924R_L_F_S5_week5	3924R_L_F_S5_week9	3929R_0_F_S5_week5	3929R_0_F_S5_week9	S5_defined_inocula	S5_defined_inocula.1	S5_inocula
PWY-5189	6997.891428571428	11643.534285714286	7514.831428571429	10295.955714285714	6412.82	8424.205714285714	4783.411428571429	8353.724285714285	9064.125714285714	9546.874285714286	9463.241428571428	13807.928571428572	7816.472857142857	6780.7585714285715	10297.25	10073.785714285716	9637.875714285714	9952.945714285714	7541.858571428572	8275.222857142857	9529.331428571428	8225.785714285714	8965.838571428572	7417.901428571428	7158.0	9648.00142857143	8531.472857142857	10294.15142857143	6957.8042857142855	12632.454285714286	6294.132857142857	3987.0714285714284	3127.347142857143
PWY-5304	1413.78	2513.03	596.29	957.5600000000001	2201.57	1971.91	2154.36	4000.8699999999994	1777.03	1469.09	488.0	2264.7299999999996	1704.0500000000002	655.29	3004.3399999999997	3015.01	2081.29	4206.87	2046.0	2602.3400000000006	2222.18	2301.9599999999996	2012.8	2105.97	1812.0199999999998	2065.18	2367.57	3024.31	1548.6399999999999	3336.4500000000003	1727.59	1169.3899999999999	1062.56
PWY-5345	5922.710357142857	11314.674642857144	7229.746071428572	10877.825357142858	5285.892857142857	7557.388928571429	4186.285714285715	5787.186428571428	8808.253928571428	9107.599285714286	10299.535714285714	13271.892857142857	6936.281785714285	6148.996071428572	9782.531785714285	9467.853214285715	8319.535714285714	8856.174642857142	7066.325357142858	7850.075357142858	9240.789642857144	7533.428571428572	8457.428571428572	6541.071428571428	6383.142857142857	9179.503928571428	7687.031785714285	9624.603214285713	5805.642857142857	12090.56357142857	521.7182142857143	367.7142857142857	148.11107142857142
PWY-5347	1399.0743613972018	1747.8834575398369	1476.3301897104548	1898.1735770501364	1190.0478784492811	2214.211072920715	1027.7698457539836	1812.401783666926	1149.3078879226584	1290.0275364360668	839.7454289739605	2175.015075301205	1359.0620171006608	1662.5828830645162	1731.7401821803342	2198.5357559269337	2022.7486946171784	2865.9557799747377	1246.5298564418965	1405.201098183055	1287.3626741643996	1360.4785969685192	1524.7959031286437	1143.6508314710454	1346.0406762534008	1333.9093320054412	1160.1966469102217	1542.5621174212981	1801.4406806257289	1506.0068181597358	7107.188195200155	4375.588802467936	3538.892795860863
PWY-5384	8376.412272727273	12985.419393939394	8425.266666666665	10838.733333333332	7733.415757575757	10374.845454545453	6009.684696969696	10028.00803030303	10168.565606060607	10610.317575757575	9839.266666666666	15578.84	9199.427272727275	7898.308333333333	11929.851060606063	12020.239696969698	11679.99893939394	12432.652272727273	8995.698787878788	9582.324545454545	10775.047272727272	9696.183030303031	10075.10712121212	8602.915	8333.871212121212	10968.440454545453	10124.920303030305	11853.114545454546	8295.360757575756	14276.20212121212	9506.108484848484	5908.5027272727275	4775.812424242425
PWY-5484	5596.28242916444	9538.357930019045	7152.556792853542	10768.780494353927	9235.764615390652	9460.839014481173	7706.7428850538845	20700.499467888236	8818.079205724589	9479.320418841868	5172.159999275192	11482.224778775284	5699.317412896275	6834.582528522175	13635.916713529803	12688.955604517776	6918.181931501463	13167.996029376774	8133.506471735135	11345.889667491923	10371.808985529984	10065.724139807688	9258.521645615516	8954.885050695504	9602.717426934825	10359.601587363113	9621.31440318971	13106.828164364862	13248.732218658997	10227.678830496403	15059.428818329125	9185.752300661161	8638.314607193748
PWY-5505	7027.768843771598	12106.260215428088	8891.638282153692	14642.074665330672	11078.346349694037	11095.639720990715	9670.988255714461	26794.534471088726	11279.50855417308	12315.302569299842	6881.88756526427	13691.430566154684	7257.796673329309	8756.840078052246	17597.0965412976	16832.53751317628	8384.855650926553	15789.41848129041	10319.584664395792	14605.06161897315	13266.49627545894	12783.786135697817	11570.833807703644	11511.916637325116	12311.284282198312	13261.697984656174	11961.883332639938	16732.36399696699	17072.641986496088	12927.769764267588	15219.416909811946	8951.042959912902	8590.914906734619
PWY-5509	2290.502714803566	5261.997265602038	4107.752996962869	7225.550452630548	5137.786975604976	4980.20828353091	4636.62367982757	12246.401425492308	5099.0022778485345	5475.290813167435	3236.575214068776	6185.721010091113	2432.33259723719	3715.0531390222395	8259.261498971295	7554.890667189182	2722.7534574311744	7619.884776134026	4689.56720289997	6864.745558930145	6190.190526109533	5811.963720975801	5313.42999608112	4894.772332712844	5512.701502890173	5895.257129420985	5230.77568629372	7714.778769471932	8034.615681395122	5327.5987234251	6355.156496521995	4273.171294209856	3879.970802390516
PWY-5659	12036.542954191778	24211.12304048892	15331.277621028208	23909.687476445124	15994.963911948618	18146.594625244037	12510.062012562601	31012.34963840081	19890.05411396882	20596.9866423337	16562.634518292165	25818.40778994426	13543.731414424356	13884.787436550374	26217.96281837987	24898.466071357838	15485.182457912457	22999.170596440603	16127.644518575109	21738.56938460232	22239.92877627818	19753.406116062593	20238.255516792575	18116.122396797105	18388.645223099342	22003.062280791102	18284.10972696149	25247.314428316782	20916.380138358378	24849.33064199418	20374.675680049797	12478.873061709533	12361.301492799139
PWY-5667	11926.58155742297	23329.47773109244	14039.268560224087	21531.66018487394	14077.196302521008	17400.52434173669	11386.148901960783	25057.85898599439	18716.324812324936	19309.00982072829	15998.742481792719	24420.423422969187	13479.77317086835	12819.622963585434	23310.258901960788	22850.773137254895	16089.655417366945	21477.668128851554	15196.455193277312	19686.669462184873	20783.610352941178	18466.924733893557	18547.61962464986	16578.138207282907	16797.900476190483	20774.337366946776	17305.551266106442	22562.08842577032	17734.60429691877	23973.744095238104	22620.73091876751	13325.50049859944	12998.114952380949
PWY-5676	286.01652892561987	470.2056198347108	260.1084297520661	532.2128925619835	373.9319008264463	245.28	298.0403305785124	844.1652892561983	401.7004958677686	464.67966942148763	195.29652892561984	411.9193388429752	374.87603305785126	312.86876033057854	409.11471074380165	451.7117355371901	333.22314049586777	511.88628099173553	352.6611570247934	286.93289256198346	375.79239669421486	358.21487603305786	419.305785123967	373.04330578512395	369.3223140495868	307.3150413223141	249.91735537190084	412.8357024793389	413.7520661157025	516.4958677685951	3234.097190082645	1881.7666115702482	1420.8079338842977
PWY-5677	185.86466165413532	305.55789473684206	169.0285714285714	345.85263157894735	242.9954887218045	159.3924812030075	193.67819548872177	548.5714285714286	261.0406015037594	301.96691729323305	126.9112781954887	267.6812030075188	243.60902255639098	203.3142857142857	265.85864661654136	293.53984962406014	216.5413533834586	332.64360902255635	229.17293233082705	186.46015037593983	244.20451127819547	232.78195488721803	272.4812030075188	242.41804511278195	240.0	199.70526315789473	162.406015037594	268.27669172932326	268.8721804511278	335.63909774436087	2101.6421052631576	1222.8451127819549	923.2962406015038
PWY-5686	12243.972213139206	24172.33582346821	15046.796919576145	23200.338327234596	15128.404388324143	18284.470205382895	12236.97586347591	27586.60644739549	19725.328271549035	20411.506843957184	16861.076774843506	25790.959187470547	13804.553137108162	13651.707767802847	25066.157860338248	24261.34130187158	16338.373781682149	22730.385230267788	16111.238772264294	21020.228324100062	21972.271081151153	19505.37459214988	19592.09372910108	17455.81804307696	17820.45917473451	21873.58803645408	18295.2053770207	24180.585392272234	19514.105685180253	24861.204168811226	21445.292581491616	12803.186477627118	12522.031351018697
PWY-5695	5100.703218339968	12032.95628910512	7820.653880731242	12666.017143594283	8790.001007076515	10214.527787704557	6488.826763821319	19677.39771826625	9724.538137549755	10037.954413976118	6151.646988500664	11281.74356361492	5545.5860527790055	7445.821231461006	13646.78359973463	13333.331346896653	6181.282107916852	12318.169474568776	7400.962936311368	11703.335494913756	11223.282708536042	10299.06245967861	10603.52521244287	9636.060814978622	10478.186626124134	11095.491471030517	8108.67949977886	12679.470128114408	13073.14342753944	10536.704515111309	29304.019999115433	17447.032445967863	16826.7219354268
PWY-5705	292.39571428571423	299.14	476.29	247.1457142857143	413.14	912.7185714285714	108.80428571428573	244.28714285714287	234.26142857142855	145.14	94.86	740.9399999999999	265.9428571428571	433.57	219.43142857142857	159.54285714285714	407.86	691.71	153.29	143.42714285714285	133.29	156.0	388.14	186.59571428571428	266.4	179.40285714285716	113.0	237.6842857142857	347.86	256.02714285714285	4688.397142857142	2446.517142857143	2381.5685714285714
PWY-5747	259.71	299.14	476.29	204.86	413.14	733.29	98.29	141.43	159.29	145.14	94.86	696.14	204.0	433.57	174.86	128.0	407.86	691.71	153.29	88.57	133.29	156.0	388.14	126.71	196.0	115.86	113.0	161.57	347.86	127.57	3515.14	2306.86	1882.14
PWY-5837	5312.377894736842	9930.958421052632	6660.755789473684	9456.094210526317	4941.628421052632	7222.808421052631	3660.636315789474	5066.6573684210525	7649.727368421053	7888.077894736842	8843.845263157895	12030.417894736842	6110.803684210527	5696.538947368421	8493.596315789473	8174.803684210527	7509.792631578947	8278.851578947368	6165.095789473684	6758.563157894737	7987.99052631579	6564.421052631579	7604.996842105264	5690.047894736842	5632.631578947368	7916.725789473684	6647.224736842105	8344.907368421053	5310.476842105263	10399.65842105263	4327.824736842105	2861.687368421053	2205.9300000000003
PWY-5838	5292.460285714285	9908.016857142857	6624.228285714285	9440.383142857143	4909.944	7166.571142857143	3653.098285714286	5055.8108571428575	7637.511142857143	7876.946857142857	8836.570285714286	11977.029714285714	6095.158571428571	5663.287714285714	8480.186	8164.987142857143	7478.513142857143	8225.803142857143	6153.339714285715	6751.770571428571	7977.768285714285	6552.457142857143	7575.229714285714	5680.330285714285	5617.6	7907.8402857142855	6638.558571428572	8332.516285714286	5283.798857142857	10389.874857142857	4058.242571428572	2684.7702857142863	2061.585428571429
PWY-5840	267.1302857142857	307.68685714285715	489.8982857142858	210.71314285714288	424.944	754.2411428571429	101.09828571428574	145.47085714285717	163.84114285714287	149.28685714285714	97.57028571428573	716.0297142857144	209.82857142857145	445.9577142857143	179.85600000000002	131.65714285714287	419.5131428571429	711.473142857143	157.6697142857143	91.10057142857143	137.0982857142857	160.45714285714288	399.2297142857143	130.33028571428574	201.60000000000002	119.17028571428573	116.22857142857144	166.18628571428573	357.7988571428572	131.21485714285714	3615.572571428572	2372.7702857142863	1935.915428571429
PWY-5845	267.1302857142857	307.68685714285715	489.8982857142858	210.71314285714288	424.944	754.2411428571429	101.09828571428574	145.47085714285717	163.84114285714287	149.28685714285714	97.57028571428573	716.0297142857144	209.82857142857145	445.9577142857143	179.85600000000002	131.65714285714287	419.5131428571429	711.473142857143	157.6697142857143	91.10057142857143	137.0982857142857	160.45714285714288	399.2297142857143	130.33028571428574	201.60000000000002	119.17028571428573	116.22857142857144	166.18628571428573	357.7988571428572	131.21485714285714	3615.572571428572	2372.7702857142863	1935.915428571429
PWY-5850	267.1302857142857	307.68685714285715	489.8982857142858	210.71314285714288	424.944	754.2411428571429	101.09828571428574	145.47085714285717	163.84114285714287	149.28685714285714	97.57028571428573	716.0297142857144	209.82857142857145	445.9577142857143	179.85600000000002	131.65714285714287	419.5131428571429	711.473142857143	157.6697142857143	91.10057142857143	137.0982857142857	160.45714285714288	399.2297142857143	130.33028571428574	201.60000000000002	119.17028571428573	116.22857142857144	166.18628571428573	357.7988571428572	131.21485714285714	3615.572571428572	2372.7702857142863	1935.915428571429
PWY-5855	742.835	3501.015	863.165	1464.2350000000001	1141.2649999999999	1896.415	582.665	1957.055	2132.415	1847.0149999999999	1122.36	1638.6399999999999	1089.625	702.9449999999999	1876.1100000000001	2007.375	1269.1100000000001	1662.335	906.415	2121.07	2538.915	2151.625	2251.265	2122.335	2096.0	2507.11	1245.5	1770.945	787.86	2632.57	8755.765	5333.735000000001	5662.765
PWY-5856	742.835	3501.015	863.165	1464.2350000000001	1141.2649999999999	1896.415	582.665	1957.055	2132.415	1847.0149999999999	1122.36	1638.6399999999999	1089.625	702.9449999999999	1876.1100000000001	2007.375	1269.1100000000001	1662.335	906.415	2121.07	2538.915	2151.625	2251.265	2122.335	2096.0	2507.11	1245.5	1770.945	787.86	2632.57	8755.765	5333.735000000001	5662.765
PWY-5857	742.835	3501.015	863.165	1464.2350000000001	1141.2649999999999	1896.415	582.665	1957.055	2132.415	1847.0149999999999	1122.36	1638.6399999999999	1089.625	702.9449999999999	1876.1100000000001	2007.375	1269.1100000000001	1662.335	906.415	2121.07	2538.915	2151.625	2251.265	2122.335	2096.0	2507.11	1245.5	1770.945	787.86	2632.57	8755.765	5333.735000000001	5662.765
PWY-5860	271.00173913043477	312.14608695652174	496.99826086956523	213.76695652173913	431.1026086956521	765.1721739130434	102.56347826086957	147.5791304347826	166.21565217391304	151.45043478260868	98.98434782608696	726.4069565217391	212.8695652173913	452.42086956521734	182.4626086956522	133.56521739130434	425.5930434782609	721.784347826087	159.95478260869564	92.42086956521739	139.08521739130433	162.78260869565216	405.015652173913	132.21913043478258	204.52173913043478	120.89739130434782	117.91304347826086	168.59478260869565	362.98434782608695	133.11652173913043	3667.972173913043	2407.1582608695653	1963.9721739130434
PWY-5861	5296.3317391304345	9912.476086956522	6631.328260869565	9443.436956521738	4916.102608695652	7177.502173913043	3654.5634782608695	5057.919130434782	7639.8856521739135	7879.1104347826085	8837.984347826086	11987.40695652174	6098.199565217391	5669.750869565218	8482.792608695652	8166.895217391304	7484.593043478261	8236.114347826087	6155.624782608696	6753.090869565218	7979.7552173913045	6554.782608695652	7581.015652173913	5682.2191304347825	5620.521739130435	7909.567391304348	6640.243043478261	8334.924782608696	5288.984347826087	10391.77652173913	4110.642173913043	2719.1582608695653	2089.6421739130433
PWY-5862	271.00173913043477	312.14608695652174	496.99826086956523	213.76695652173913	431.1026086956521	765.1721739130434	102.56347826086957	147.5791304347826	166.21565217391304	151.45043478260868	98.98434782608696	726.4069565217391	212.8695652173913	452.42086956521734	182.4626086956522	133.56521739130434	425.5930434782609	721.784347826087	159.95478260869564	92.42086956521739	139.08521739130433	162.78260869565216	405.015652173913	132.21913043478258	204.52173913043478	120.89739130434782	117.91304347826086	168.59478260869565	362.98434782608695	133.11652173913043	3667.972173913043	2407.1582608695653	1963.9721739130434
PWY-5863	5308.65	9926.664545454545	6653.919090909091	9453.153636363637	4935.698181818182	7212.282727272727	3659.2254545454543	5064.627272727273	7647.440909090909	7885.994545454545	8842.483636363637	12020.425454545455	6107.875454545455	5690.3154545454545	8491.086363636363	8172.966363636364	7503.938181818182	8268.922727272728	6162.895454545454	6757.291818181819	7986.077272727272	6562.181818181818	7599.425454545455	5688.229090909091	5629.818181818182	7915.062727272727	6645.602727272727	8342.588181818182	5305.483636363637	10397.827272727272	4277.368181818182	2828.574545454546	2178.9136363636367
PWY-5896	267.1302857142857	307.68685714285715	489.8982857142858	210.71314285714288	424.944	754.2411428571429	101.09828571428574	145.47085714285717	163.84114285714287	149.28685714285714	97.57028571428573	716.0297142857144	209.82857142857145	445.9577142857143	179.85600000000002	131.65714285714287	419.5131428571429	711.473142857143	157.6697142857143	91.10057142857143	137.0982857142857	160.45714285714288	399.2297142857143	130.33028571428574	201.60000000000002	119.17028571428573	116.22857142857144	166.18628571428573	357.7988571428572	131.21485714285714	3615.572571428572	2372.7702857142863	1935.915428571429
PWY-5897	5293.5550819672135	9909.27786885246	6626.23606557377	9441.246721311476	4911.685573770492	7169.662295081967	3653.5126229508196	5056.407049180328	7638.18262295082	7877.55868852459	8836.970163934426	11979.964262295081	6096.018524590164	5665.115409836066	8480.923114754098	8165.526721311476	7480.2324590163935	8228.719016393443	6153.985901639344	6752.14393442623	7978.330163934426	6553.11475409836	7576.865901639344	5680.864426229508	5618.426229508197	7908.328688524591	6639.034918032787	8333.19737704918	5285.265245901639	10390.41262295082	4073.0604918032786	2694.4947540983608	2069.5195081967213
PWY-5898	5293.5550819672135	9909.27786885246	6626.23606557377	9441.246721311476	4911.685573770492	7169.662295081967	3653.5126229508196	5056.407049180328	7638.18262295082	7877.55868852459	8836.970163934426	11979.964262295081	6096.018524590164	5665.115409836066	8480.923114754098	8165.526721311476	7480.2324590163935	8228.719016393443	6153.985901639344	6752.14393442623	7978.330163934426	6553.11475409836	7576.865901639344	5680.864426229508	5618.426229508197	7908.328688524591	6639.034918032787	8333.19737704918	5285.265245901639	10390.41262295082	4073.0604918032786	2694.4947540983608	2069.5195081967213
PWY-5899	5293.5550819672135	9909.27786885246	6626.23606557377	9441.246721311476	4911.685573770492	7169.662295081967	3653.5126229508196	5056.407049180328	7638.18262295082	7877.55868852459	8836.970163934426	11979.964262295081	6096.018524590164	5665.115409836066	8480.923114754098	8165.526721311476	7480.2324590163935	8228.719016393443	6153.985901639344	6752.14393442623	7978.330163934426	6553.11475409836	7576.865901639344	5680.864426229508	5618.426229508197	7908.328688524591	6639.034918032787	8333.19737704918	5285.265245901639	10390.41262295082	4073.0604918032786	2694.4947540983608	2069.5195081967213
PWY-5910	246.65999999999997	186.17000000000002	262.01	188.32999999999998	190.82999999999998	415.15999999999997	132.82999999999998	202.82999999999998	188.67000000000002	165.5	50.83	218.0	242.83999999999997	356.49	312.33	466.5	291.66	282.34	259.17	155.5	150.0	199.15999999999997	191.84000000000003	188.0	202.16999999999996	145.0	107.67	205.82999999999998	298.16999999999996	117.66	221.5	124.33	101.0
PWY-5913	5887.248448162009	10927.9385075941	7408.585564604888	10490.245291657497	5482.476376843496	8016.56003521902	4064.5071054369364	5595.755659255999	8431.821760950914	8682.093576931546	9794.409605987234	13227.51797490645	6741.8486682808725	6389.543816861105	9349.41499449703	9033.868029936168	8299.767514858026	9184.60306405459	6803.5250495267455	7471.5425005502975	8829.157891261282	7244.178076161127	8378.796420867271	6292.191992075723	6214.458503191724	8750.42248294079	7379.448703499891	9177.537437816422	6102.507334360556	11444.696689412285	6446.851129209773	4135.46925379705	3096.398128989655
PWY-5918	273.378947368421	314.88421052631577	501.3578947368421	215.6421052631579	434.88421052631577	771.8842105263157	103.46315789473684	148.8736842105263	167.6736842105263	152.77894736842103	99.85263157894737	732.778947368421	214.73684210526315	456.3894736842105	184.06315789473683	134.73684210526315	429.32631578947365	728.1157894736842	161.3578947368421	93.2315789473684	140.30526315789473	164.21052631578945	408.56842105263155	133.37894736842105	206.3157894736842	121.95789473684209	118.94736842105263	170.0736842105263	366.1684210526316	134.28421052631577	3700.1473684210523	2428.2736842105264	1981.2
PWY-5941	2216.315311355311	7992.954725274723	4908.183003663004	8889.763956043957	6336.285567765568	6222.130109890109	5336.404835164835	15619.680000000002	7304.155897435897	7382.305641025641	4343.283956043956	7396.598388278388	2687.250695970696	4055.8364835164834	10735.124981684981	9413.229304029303	2594.3075457875457	8431.184468864469	5557.018608058609	9320.510329670331	8945.820366300366	8039.667838827839	7423.041904761904	7058.256556776556	7662.331575091574	8448.593406593407	6601.408058608059	9992.883956043957	9337.40879120879	7395.575970695969	6648.587545787545	4765.3424175824175	5619.844249084249
PWY-5971	1752.7463054187192	10280.510837438424	7438.615270935962	13792.071428571431	7719.252709359606	8905.78669950739	7153.801477832513	19645.969950738916	10326.468472906407	10765.381773399014	6732.691625615764	9990.224630541872	2269.804433497537	5787.373891625616	14369.559605911332	12402.932512315272	2309.7605911330056	10504.58275862069	7502.034975369459	12764.057142857146	12782.182758620691	11278.387684729067	9705.164039408868	8851.053694581282	10701.044334975371	12043.120197044336	8846.855172413794	12984.56009852217	13419.404926108375	8316.0236453202	9338.939408866996	6697.168965517243	8250.758128078818
PWY-5973	11285.08992523947	23012.33645279927	14430.58106783214	22386.918559018053	14994.986979138228	17884.092761303447	12198.402611372414	28579.733307301358	19059.97404062414	19668.386371000415	15374.831804125683	24279.925638009394	12708.812888643855	13076.82072533775	24722.01753292694	23761.91809424331	14962.101633254215	22307.876861832687	15551.813649697278	20796.776154855164	21448.612349571435	19188.510818331706	19029.080786525497	17121.818553072753	17692.98679405313	21227.214309333616	17646.91820226037	23685.52910212809	19662.264578553873	23350.62116076502	22580.642757111364	13611.682434690525	13545.763200752692
PWY-5989	2162.7822413793106	11165.882586206895	8401.802586206897	14735.983965517238	8618.078793103448	10261.367068965517	7633.506724137931	20803.83672413793	11040.53120689655	11483.824655172413	7187.083448275863	11353.909655172414	2636.5360344827586	6614.967413793102	15305.105172413794	13181.97568965517	2931.5575862068963	11888.486379310345	8067.427758620691	13512.208965517242	13586.755344827587	12035.962241379311	10672.251206896552	9450.901551724137	11479.406896551725	12789.102413793104	9429.473793103449	13834.357758620692	14522.201379310345	8890.187586206896	14169.508448275861	9895.715689655171	10999.745689655174
PWY-6121	11439.078163322187	22899.77228725381	14222.99507617986	21917.974136008917	14600.917809364548	17406.805890003718	11808.896483649201	27061.453878669643	18792.952856744705	19409.937504645117	15685.27451690821	24314.680973615752	12906.15543478261	12868.271390746933	24065.059573578597	23143.014399851356	15235.137351356372	21752.127345782235	15339.049916387965	20206.49191750279	21045.33090858416	18735.000966183572	18708.955114269786	16761.2920986622	17128.528149386842	20877.22768023039	17488.220364176887	23183.972240802676	18815.948527499073	23496.47216648086	20385.91436269045	12379.632209215906	12152.41128762542
PWY-6122	11533.127999999999	22634.536095238094	14053.648857142858	21541.73799999999	14309.418190476192	17142.431047619048	11575.023142857142	26196.707904761908	18528.19257142857	19169.5499047619	15648.741047619049	24146.11476190476	12989.755714285715	12766.415809523805	23588.630380952378	22783.247809523808	15379.185999999996	21369.790666666668	15182.490380952382	19768.566285714292	20665.337142857137	18396.052476190478	18390.022380952385	16479.050476190478	16776.333238095245	20557.532	17300.177238095243	22771.3140952381	18342.326190476197	23364.87780952381	19634.084095238097	11824.313619047618	11551.309428571429
PWY-6123	10364.575454545455	20347.350727272726	12945.488727272728	19866.800909090907	13083.815636363634	15759.659818181815	10656.055272727273	24186.743272727268	16813.39763636364	17472.073636363635	14141.064181818181	21980.913999999997	11613.834727272726	11754.306909090908	21560.669454545452	20785.992909090914	13821.057818181815	19621.621090909095	13840.36581818182	18057.051272727276	18796.96036363636	16771.968	16699.905636363637	14906.421454545452	15340.839090909094	18685.486	15735.910363636363	20755.63163636363	17113.641636363634	20897.308363636363	18680.25618181818	11283.312000000002	10932.802363636363
PWY-6125	7714.244208472685	15618.082024526197	11674.117176142696	17460.064397993312	10783.586710144928	12985.903356744706	8597.622827201783	18482.75344704571	13508.884953177261	14028.342558528426	12707.430175027868	19224.121218506134	8650.93085172798	10073.966758082495	17935.035633221843	16444.49988182832	10166.767884057972	16236.480790412486	11434.533297658865	14312.319245261982	14966.253548494984	12985.050017837233	13695.00192753623	11183.944729096993	11738.09408026756	14438.569751393532	12422.615243032329	17048.62281047937	14264.866149386844	16090.532301003343	7297.27874136009	5453.224971014492	4749.872125975474
PWY-6126	8139.1027017543865	16456.0092411108	12324.242131344405	18420.82612993714	11211.039415423584	13656.033706069988	8954.399613378366	18953.474907965105	14219.298615817617	14782.644812834222	13542.881408574913	20315.08312318229	9137.176530819026	10617.318827000656	18735.207160052534	17199.50110329299	10778.295900459707	16962.841367576697	12014.277566938736	14947.441584576416	15718.515801669952	13602.217629984052	14361.889023079088	11667.99962050849	12266.648055258467	15178.423032179377	13037.447197298057	17812.468151233697	14835.703263064075	16940.630118491415	7461.534674453514	5578.288465053007	4836.941559245708
PWY-6147	3844.0657142857144	8924.59857142857	5512.791428571429	8617.899999999998	7340.531428571429	7305.368571428572	5799.354285714286	16891.55857142857	7850.6399999999985	8102.685714285713	4462.101428571428	8805.94	4205.404285714286	4968.757142857143	11266.057142857144	10159.75857142857	4754.361428571428	9606.794285714286	6280.327142857143	9703.26	9404.56142857143	8761.935714285715	8139.7014285714295	7974.602857142858	8320.387142857142	9171.899999999998	7725.274285714286	10763.234285714285	10054.137142857142	8778.710000000001	10462.345714285713	7103.567142857142	7334.614285714286
PWY-6151	1844.726666666667	3867.81238095238	4292.439047619047	6779.444761904762	4056.0971428571424	5375.791428571428	3753.8590476190475	8843.10904761905	4223.08	4643.650476190476	2965.2833333333333	5666.921904761904	1757.7190476190478	3915.8466666666664	6588.644761904761	6189.136190476191	2377.1185714285716	6471.52619047619	3943.0142857142864	5398.592380952381	4970.548095238095	4719.720476190478	4210.174761904762	3499.600952380952	4587.949523809524	4843.534761904761	4101.236666666667	5906.699047619048	7366.906666666666	3375.416666666667	10311.652857142857	6086.352857142858	5595.910476190477
PWY-6163	10434.959772389448	20115.806503158678	12554.594054254923	19120.632954292083	12663.634742660719	15488.924987922705	10241.835581568188	22903.84648922333	16345.178612040134	16922.68559085842	13808.703076923075	21517.014065403197	11690.74957822371	11510.78738387217	20780.638388145668	20274.915440356745	13967.421193794129	19237.04195837979	13462.472441471573	17417.29251858046	18184.79738758826	16235.537160906722	16306.213116871048	14539.704250278708	14848.53655982906	18138.943554440735	15249.941074879227	20039.826669453738	16250.427519509476	20702.750142140474	20197.220415273132	11987.387620772946	11488.931395392048
PWY-621	13979.899561128528	19688.860022830446	12594.110322348373	16975.314910566107	11890.661465890433	15536.551317053465	9084.905621734588	20074.498608747574	15096.500313479622	16482.23827138379	13527.973737959132	22443.243069817265	14769.377872377794	12745.02401622718	18299.10438871473	19296.014254102898	18619.51334826093	18427.065369194705	13078.552422398425	15119.71736975668	15987.202889983582	14861.318453500522	15265.562065979997	14127.145611021839	13788.136955471844	17101.96182239667	15366.307643458638	18366.49676176427	14815.893396556114	21522.584340946407	25170.165800338942	13663.800327880372	12236.201476251943
PWY-622	259.71	299.14	476.29	204.86	413.14	733.29	98.29	141.43	159.29	145.14	94.86	696.14	204.0	433.57	174.86	128.0	407.86	691.71	153.29	88.57	133.29	156.0	388.14	126.71	196.0	115.86	113.0	161.57	347.86	127.57	3515.14	2306.86	1882.14
PWY-6269	2294.0502205311386	5267.414451001709	4111.083292436713	7232.476463736606	5140.6608634881195	4983.157892529896	4638.760823109178	12254.140293523838	5102.6056421804615	5479.978091318528	3239.7611632241023	6189.9404798881815	2436.0429166019567	3719.1883506755703	8263.626320857275	7560.76628669048	2726.8450038825904	7624.1696831806175	4692.418412797019	6868.51857120671	6193.859565149867	5815.389113216338	5317.450860382048	4898.45174716571	5516.763280012425	5899.280416213697	5233.237476316198	7718.941596521198	8040.542074856344	5332.196628358441	6382.312856033545	4288.409218822798	3892.2708712533004
PWY-6277	11533.127999999999	22634.536095238094	14053.648857142858	21541.73799999999	14309.418190476192	17142.431047619048	11575.023142857142	26196.707904761908	18528.19257142857	19169.5499047619	15648.741047619049	24146.11476190476	12989.755714285715	12766.415809523805	23588.630380952378	22783.247809523808	15379.185999999996	21369.790666666668	15182.490380952382	19768.566285714292	20665.337142857137	18396.052476190478	18390.022380952385	16479.050476190478	16776.333238095245	20557.532	17300.177238095243	22771.3140952381	18342.326190476197	23364.87780952381	19634.084095238097	11824.313619047618	11551.309428571429
PWY-6282	2103.4485	10694.407695652177	8039.042804347828	14003.713173913044	8241.258130434782	9862.845847826087	7248.459326086958	19744.98789130435	10519.509326086956	10929.213782608696	6839.721	10883.771608695653	2552.0400000000004	6338.761239130436	14548.033173913045	12536.640000000001	2866.295347826087	11389.241543478263	7675.423239130436	12845.937326086958	12933.943239130436	11460.842608695655	10208.701173913045	9011.116760869565	10939.108695652174	12176.20056521739	8966.148260869566	13152.504717391308	13805.56839130435	8494.18297826087	14153.741608695651	9842.285347826088	10830.992478260869
